"vendorid","lpep_pickup_datetime","lpep_dropoff_datetime","store_and_fwd_flag","ratecodeid","pulocationid","dolocationid","passenger_count","trip_distance","fare_amount","extra","mta_tax","tip_amount","tolls_amount","ehail_fee","improvement_surcharge","total_amount","payment_type","trip_type","congestion_surcharge"
"2","2019-02-01T00:29:19.000","2019-02-01T00:44:31.000","N","1","80","95","1","7.09","21","0.5","0.5","5","0",,"0.3","27.3","1","1","0"
"2","2019-02-01T00:15:16.000","2019-02-01T00:15:53.000","N","5","264","134","1","0.11","6","0","0","0","0",,"0","6","1","2","0"
"2","2019-02-01T00:54:45.000","2019-02-01T01:00:30.000","N","1","134","121","1","2.00","8","0.5","0.5","0","0",,"0.3","9.3","1","1","0"
"2","2019-02-01T00:04:40.000","2019-02-01T00:05:53.000","N","1","75","75","1","0.43","3.5","0.5","0.5","0","0",,"0.3","4.8","2","1","0"
"2","2019-02-01T00:17:07.000","2019-02-01T00:22:28.000","N","1","75","239","1","1.86","7","0.5","0.5","1.24","0",,"0.3","9.54","1","1","0"
"2","2019-02-01T00:47:01.000","2019-02-01T00:55:22.000","N","1","75","152","1","2.36","9","0.5","0.5","0","0",,"0.3","10.3","2","1","0"
"2","2019-02-01T00:11:41.000","2019-02-01T00:16:54.000","N","1","255","256","1","0.80","5","0.5","0.5","1.89","0",,"0.3","8.19","1","1","0"
"2","2019-02-01T00:26:14.000","2019-02-01T00:42:13.000","N","1","255","190","1","8.90","26","0.5","0.5","0","0",,"0.3","27.3","1","1","0"
"2","2019-02-01T00:13:03.000","2019-02-01T00:21:39.000","N","1","260","129","1","1.82","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1","0"
"2","2019-02-01T00:54:29.000","2019-02-01T01:03:07.000","N","1","260","157","1","1.81","8","0.5","0.5","0","0",,"0.3","9.3","2","1","0"
"2","2019-02-01T00:30:40.000","2019-02-01T00:30:44.000","N","1","260","260","1","0.00","2.5","0.5","0.5","0","0",,"0.3","3.8","2","1","0"
"1","2019-02-01T00:20:23.000","2019-02-01T00:36:37.000","N","1","256","7","1","6.10","20","0.5","0.5","0","0",,"0.3","21.3","2","1","0"
"2","2019-02-01T00:08:31.000","2019-02-01T00:20:13.000","N","1","244","151","4","3.49","12.5","0.5","0.5","3.45","0",,"0.3","17.25","1","1","0"
"2","2019-02-01T00:29:04.000","2019-02-01T00:39:11.000","N","1","95","258","2","2.22","10","0.5","0.5","0","0",,"0.3","11.3","2","1","0"
"2","2019-02-01T00:11:02.000","2019-02-01T00:19:57.000","N","1","41","116","1","1.87","8.5","0.5","0.5","1.96","0",,"0.3","11.76","1","1","0"
"2","2019-02-01T00:33:22.000","2019-02-01T00:55:05.000","N","1","41","254","1","10.32","30.5","0.5","0.5","2","0",,"0.3","33.8","1","1","0"
"2","2019-02-01T00:46:59.000","2019-02-01T01:00:03.000","N","1","255","146","1","2.85","12","0.5","0.5","1","0",,"0.3","14.3","1","1","0"
"2","2019-02-01T00:32:39.000","2019-02-01T00:51:44.000","N","1","255","7","5","7.04","23","0.5","0.5","4.86","0",,"0.3","29.16","1","1","0"
"2","2019-02-01T00:48:59.000","2019-02-01T00:55:50.000","N","1","212","168","1","2.69","9.5","0.5","0.5","0","0",,"0.3","10.8","1","1","0"
"2","2019-02-01T00:09:45.000","2019-02-01T00:19:17.000","N","1","7","223","3","1.43","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1","0"
"2","2019-02-01T00:14:41.000","2019-02-01T00:56:13.000","N","1","25","36","1","4.98","22.5","0.5","0.5","0","0",,"0.3","23.8","2","1","0"
"2","2019-02-01T00:15:23.000","2019-02-01T00:22:28.000","N","1","95","196","1","1.70","7.5","0.5","0.5","2.2","0",,"0.3","11","1","1","0"
"1","2019-02-01T00:29:11.000","2019-02-01T00:39:10.000","N","1","41","168","2","2.40","10","0.5","0.5","0","0",,"0.3","11.3","2","1","0"
"1","2019-02-01T00:27:21.000","2019-02-01T00:30:22.000","N","1","130","215","1","0.60","4.5","0.5","0.5","1.15","0",,"0.3","6.95","1","1","0"
"1","2019-02-01T00:37:32.000","2019-02-01T00:59:55.000","N","1","130","229","1","12.20","35","0.5","0.5","7.25","0",,"0.3","43.55","1","1","0"
"2","2019-02-01T00:42:00.000","2019-02-01T00:44:10.000","N","1","74","74","1","0.68","4","0.5","0.5","0","0",,"0.3","5.3","2","1","0"
"2","2019-02-01T00:15:59.000","2019-02-01T00:22:19.000","N","1","82","83","1","1.29","6.5","0.5","0.5","1.56","0",,"0.3","9.36","1","1","0"
"2","2019-02-01T00:39:04.000","2019-02-01T00:39:49.000","N","1","82","82","1","0.16","2.5","0.5","0.5","0","0",,"0.3","3.8","2","1","0"
"2","2019-02-01T01:24:03.000","2019-02-01T01:35:07.000","N","1","256","37","5","2.84","11","0.5","0.5","2.46","0",,"0.3","14.76","1","1","0"
"2","2019-02-01T01:53:11.000","2019-02-01T01:59:18.000","N","1","80","80","5","1.63","7.5","0.5","0.5","1.8","0",,"0.3","10.6","1","1","0"
"2","2019-02-01T00:16:35.000","2019-02-01T00:23:43.000","N","1","166","74","1","1.37","7","0.5","0.5","0","0",,"0.3","8.3","1","1","0"
"1","2019-02-01T00:08:24.000","2019-02-01T00:20:56.000","N","1","255","17","1","2.10","10.5","0.5","0.5","1","0",,"0.3","12.8","1","1","0"
"1","2019-02-01T00:22:47.000","2019-02-01T00:36:24.000","N","1","17","188","1","3.50","13","0.5","0.5","0","0",,"0.3","14.3","2","1","0"
"2","2019-02-01T00:01:42.000","2019-02-01T00:11:28.000","N","1","41","142","1","2.85","10.5","0.5","0.5","2.36","0",,"0.3","14.16","1","1","0"
"1","2019-02-01T00:07:31.000","2019-02-01T00:12:59.000","N","1","129","129","2","0.80","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1","0"
"1","2019-02-01T00:24:35.000","2019-02-01T00:35:23.000","N","1","129","226","1","1.50","9","0.5","0.5","2.05","0",,"0.3","12.35","1","1","0"
"2","2019-02-01T01:00:25.000","2019-02-01T01:05:51.000","N","1","82","129","1","1.00","6","0.5","0.5","0","0",,"0.3","7.3","2","1","0"
"2","2019-02-01T00:32:31.000","2019-02-01T00:58:58.000","N","1","80","140","1","8.66","28","0.5","0.5","5.86","0",,"0.3","35.16","1","1","0"
"2","2019-02-01T00:37:53.000","2019-02-01T00:40:54.000","N","1","223","223","1","0.58","4.5","0.5","0.5","1.16","0",,"0.3","6.96","1","1","0"
"1","2019-02-01T00:12:08.000","2019-02-01T00:20:06.000","N","1","95","121","1","2.30","9.5","0.5","0.5","0","0",,"0.3","10.8","2","1","0"
"1","2019-02-01T00:43:29.000","2019-02-01T00:47:22.000","N","1","95","196","1","0.90","5","0.5","0.5","1.25","0",,"0.3","7.55","1","1","0"
"1","2019-02-01T00:52:15.000","2019-02-01T00:57:11.000","N","1","95","95","1","0.90","5.5","0.5","0.5","1.35","0",,"0.3","8.15","1","1","0"
"2","2019-02-01T00:08:24.000","2019-02-01T00:13:20.000","N","1","7","7","1","0.87","5.5","0.5","0.5","1.36","0",,"0.3","8.16","1","1","0"
"2","2019-02-01T00:25:33.000","2019-02-01T00:28:30.000","N","1","7","7","1","0.54","4","0.5","0.5","0","0",,"0.3","5.3","2","1","0"
"2","2019-02-01T00:42:12.000","2019-02-01T00:45:52.000","N","1","7","7","1","0.73","4.5","0.5","0.5","1","0",,"0.3","6.8","1","1","0"
"2","2019-02-01T01:03:58.000","2019-02-01T01:05:39.000","N","1","7","7","1","0.33","3.5","0.5","0.5","0","0",,"0.3","4.8","2","1","0"
"2","2019-02-01T00:05:34.000","2019-02-01T00:08:29.000","N","1","75","75","1","0.79","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1","0"
"2","2019-02-01T00:32:10.000","2019-02-01T00:33:38.000","N","1","75","75","1","0.57","3.5","0.5","0.5","0","0",,"0.3","4.8","2","1","0"
"2","2019-02-01T00:34:12.000","2019-02-01T00:43:28.000","N","1","95","95","6","1.26","7.5","0.5","0.5","0","0",,"0.3","8.8","1","1","0"
"2","2019-02-01T00:11:21.000","2019-02-01T00:15:19.000","N","1","130","216","1","1.24","6","0.5","0.5","0","0",,"0.3","7.3","2","1","0"
"2","2019-02-01T00:14:23.000","2019-02-01T00:21:42.000","N","1","129","129","1","0.80","6.5","0.5","0.5","1.56","0",,"0.3","9.36","1","1","0"
"2","2019-02-01T00:27:50.000","2019-02-01T00:37:40.000","N","1","129","226","1","1.48","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1","0"
"2","2019-02-01T00:47:46.000","2019-02-01T00:57:50.000","N","1","129","129","1","1.73","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1","0"
"2","2019-02-01T00:05:13.000","2019-02-01T00:05:17.000","N","1","166","166","1","0.00","2.5","0.5","0.5","0","0",,"0.3","3.8","2","1","0"
"2","2019-02-01T00:13:12.000","2019-02-01T00:31:59.000","N","1","255","162","1","6.03","20","0.5","0.5","0","0",,"0.3","21.3","2","1","0"
"2","2019-02-01T00:39:55.000","2019-02-01T00:54:34.000","N","1","42","74","1","2.73","12.5","0.5","0.5","3.8","0",,"0.3","17.6","1","1","0"
"2","2019-02-01T00:18:57.000","2019-02-01T00:24:05.000","N","1","42","152","1","1.37","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1","0"
"2","2019-02-01T00:08:29.000","2019-02-01T00:15:43.000","N","1","95","135","1","1.66","8","0.5","0.5","2.32","0",,"0.3","11.62","1","1","0"
"2","2019-02-01T00:05:06.000","2019-02-01T00:39:18.000","N","1","25","36","1","4.99","24","0.5","0.5","0","0",,"0.3","25.3","1","1","0"
"1","2019-02-01T00:08:18.000","2019-02-01T00:12:36.000","N","1","95","196","1","1.20","5.5","0.5","0.5","1.35","0",,"0.3","8.15","1","1","0"
"1","2019-02-01T00:22:31.000","2019-02-01T00:33:14.000","N","1","95","121","1","2.70","10.5","0.5","0.5","0","0",,"0.3","11.8","1","1","0"
"2","2019-02-01T00:27:11.000","2019-02-01T00:31:49.000","N","1","226","7","1","1.04","5.5","0.5","0.5","2.04","0",,"0.3","8.84","1","1","0"
"2","2019-02-01T01:06:46.000","2019-02-01T01:13:26.000","N","1","7","193","1","1.15","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1","0"
"2","2019-02-01T00:27:06.000","2019-02-01T00:31:03.000","N","1","82","260","2","0.80","5","0.5","0.5","0","0",,"0.3","6.3","2","1","0"
"2","2019-02-01T00:07:18.000","2019-02-01T00:09:33.000","N","1","256","255","2","0.51","3.5","0.5","0.5","0.96","0",,"0.3","5.76","1","1","0"
"2","2019-02-01T00:20:34.000","2019-02-01T00:22:20.000","N","5","42","42","1","0.03","100","0","0","0.2","0",,"0","100.2","1","2","0"
"2","2019-01-31T23:10:59.000","2019-01-31T23:22:54.000","N","1","17","71","1","2.84","11.5","0.5","0.5","3.2","0",,"0.3","16","1","1","0"
"2","2019-02-01T00:28:14.000","2019-02-01T00:45:21.000","N","1","255","137","1","4.63","16","0.5","0.5","0","0",,"0.3","17.3","1","1","0"
"2","2019-02-01T00:19:48.000","2019-02-01T00:53:55.000","N","1","255","47","1","14.11","41.5","0.5","0.5","8.56","0",,"0.3","51.36","1","1","0"
"2","2019-02-01T00:37:07.000","2019-02-01T00:38:52.000","N","1","226","226","1","0.38","3.5","0.5","0.5","0","0",,"0.3","4.8","2","1","0"
"2","2019-02-01T00:09:45.000","2019-02-01T00:13:26.000","N","1","7","193","1","0.64","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1","0"
"2","2019-02-01T00:03:56.000","2019-02-01T00:09:02.000","N","1","255","112","1","1.14","6","0.5","0.5","1.82","0",,"0.3","9.12","1","1","0"
"2","2019-02-01T00:12:47.000","2019-02-01T00:17:39.000","N","1","112","112","1","1.14","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1","0"
"2","2019-02-01T00:26:57.000","2019-02-01T00:32:45.000","N","1","146","7","1","0.99","6","0.5","0.5","1.46","0",,"0.3","8.76","1","1","0"
"2","2019-02-01T00:35:52.000","2019-02-01T00:38:48.000","N","1","7","7","1","0.80","4.5","0.5","0.5","1.74","0",,"0.3","7.54","1","1","0"
"2","2019-02-01T00:05:56.000","2019-02-01T00:31:11.000","N","1","65","256","1","3.07","17.5","0.5","0.5","3.76","0",,"0.3","22.56","1","1","0"
"1","2019-02-01T00:00:10.000","2019-02-01T00:05:23.000","N","1","65","97","1","0.70","5.5","0.5","0.5","2","0",,"0.3","8.8","1","1","0"
"2","2019-02-01T00:07:25.000","2019-02-01T00:11:09.000","N","1","130","215","1","0.77","5","0.5","0.5","0","0",,"0.3","6.3","1","1","0"
"2","2019-02-01T00:17:17.000","2019-02-01T00:28:14.000","N","1","130","56","1","5.78","17.5","0.5","0.5","0","0",,"0.3","18.8","2","1","0"
"2","2019-02-01T00:44:17.000","2019-02-01T00:45:55.000","N","1","116","244","1","0.29","3.5","0.5","0.5","0","0",,"0.3","4.8","1","1","0"
"2","2019-02-01T00:37:17.000","2019-02-01T00:37:24.000","N","1","260","260","1","0.01","2.5","0.5","0.5","0","0",,"0.3","3.8","2","1","0"
"2","2019-02-01T00:37:19.000","2019-02-01T00:55:17.000","N","1","255","141","1","5.06","17.5","0.5","0.5","3.76","0",,"0.3","22.56","1","1","0"
"1","2019-02-01T00:31:31.000","2019-02-01T00:37:44.000","N","1","260","157","1","1.20","6.5","0.5","0.5","2.3","0",,"0.3","10.1","1","1","0"
"2","2019-02-01T00:33:03.000","2019-02-01T23:56:42.000","N","1","210","108","1","1.22","6","0.5","0.5","1.46","0",,"0.3","8.76","1","1","0"
"2","2019-02-01T00:06:47.000","2019-02-01T00:13:19.000","N","1","7","223","1","1.21","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1","0"
"2","2019-02-01T00:27:14.000","2019-02-01T00:38:05.000","N","1","129","129","1","1.53","7","0.5","0.5","1","0",,"0.3","9.3","1","1","0"
"2","2019-02-01T00:51:25.000","2019-02-01T01:00:18.000","N","1","82","129","1","1.57","8","0.5","0.5","0","0",,"0.3","9.3","2","1","0"
"2","2019-02-01T01:01:54.000","2019-02-01T01:08:45.000","N","1","255","37","1","1.57","7","0.5","0.5","1.66","0",,"0.3","9.96","1","1","0"
"2","2019-02-01T00:47:32.000","2019-02-01T00:50:40.000","N","1","134","28","1","1.17","5.5","0.5","0.5","2","0",,"0.3","8.8","1","1","0"
"2","2019-02-01T00:00:13.000","2019-02-01T00:07:38.000","N","1","25","49","1","1.60","7.5","0.5","0.5","1.76","0",,"0.3","10.56","1","1","0"
"2","2019-02-01T00:20:28.000","2019-02-01T00:26:33.000","N","1","97","97","1","0.70","5.5","0.5","0.5","0","0",,"0.3","6.8","1","1","0"
"2","2019-02-01T00:55:03.000","2019-02-01T01:17:23.000","N","1","97","76","1","5.63","19.5","0.5","0.5","0","0",,"0.3","20.8","1","1","0"
"2","2019-01-31T23:37:54.000","2019-01-31T23:42:25.000","N","1","61","61","1","0.85","5.5","0.5","0.5","1.36","0",,"0.3","8.16","1","1","0"
"2","2019-01-31T23:51:28.000","2019-01-31T23:54:14.000","N","1","61","61","1","0.67","-4.5","-0.5","-0.5","0","0",,"-0.3","-5.8","3","1","0"
"2","2019-01-31T23:51:28.000","2019-01-31T23:54:14.000","N","1","61","61","1","0.67","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1","0"
"2","2019-02-01T00:33:01.000","2019-02-01T00:39:37.000","N","1","61","188","1","1.94","8","0.5","0.5","0","0",,"0.3","9.3","2","1","0"
"2","2019-02-01T00:23:11.000","2019-02-01T00:28:22.000","N","1","255","80","2","0.92","5.5","0.5","0.5","1.36","0",,"0.3","8.16","1","1","0"
"2","2019-01-31T22:20:50.000","2019-01-31T22:28:52.000","N","1","181","190","1","2.08","8.5","0.5","0.5","0","0",,"0.3","9.8","1","1","0"
"2","2019-02-01T00:12:28.000","2019-02-01T00:20:48.000","N","1","82","82","1","1.50","7.5","0.5","0.5","1.76","0",,"0.3","10.56","1","1","0"
"2","2019-02-01T00:55:44.000","2019-02-01T01:03:14.000","N","1","82","260","1","1.24","7","0.5","0.5","2","0",,"0.3","10.3","1","1","0"
"1","2019-02-01T00:32:17.000","2019-02-01T00:40:23.000","N","1","130","135","1","1.80","8.5","0.5","0.5","0","0",,"0.3","9.8","1","1","0"
"2","2019-02-01T00:29:10.000","2019-02-01T00:34:25.000","N","1","260","129","1","1.19","6","0.5","0.5","0","0",,"0.3","7.3","2","1","0"
"2","2019-02-01T00:39:38.000","2019-02-01T00:54:13.000","N","1","75","244","1","4.88","16","0.5","0.5","3","0",,"0.3","20.3","1","1","0"
"2","2019-02-01T00:07:17.000","2019-02-01T00:18:17.000","N","1","82","160","2","2.01","9.5","0.5","0.5","0","0",,"0.3","10.8","2","1","0"
"2","2019-02-01T00:48:13.000","2019-02-01T00:57:13.000","N","1","74","127","1","4.84","15.5","0.5","0.5","2","0",,"0.3","18.8","1","1","0"
"1","2019-02-01T00:05:26.000","2019-02-01T00:24:00.000","N","1","255","36","1","3.60","14.5","0.5","0.5","1.5","0",,"0.3","17.3","1","1","0"
"1","2019-02-01T00:34:17.000","2019-02-01T00:45:44.000","N","1","80","255","1","2.30","10","0.5","0.5","2.25","0",,"0.3","13.55","1","1","0"
"1","2019-02-01T00:51:30.000","2019-02-01T00:53:37.000","N","1","255","255","1","0.40","3.5","0.5","0.5","0","0",,"0.3","4.8","2","1","0"
"2","2019-02-01T00:42:46.000","2019-02-01T00:50:16.000","N","1","65","181","1","1.31","7","0.5","0.5","1.66","0",,"0.3","9.96","1","1","0"
"2","2019-02-01T00:53:59.000","2019-02-01T01:10:52.000","N","1","189","35","1","4.30","16","0.5","0.5","0","0",,"0.3","17.3","2","1","0"
"2","2019-02-01T00:25:23.000","2019-02-01T00:36:59.000","N","1","42","159","1","2.26","10.5","0.5","0.5","2","0",,"0.3","13.8","1","1","0"
"2","2019-02-01T00:10:36.000","2019-02-01T00:32:58.000","N","1","255","62","1","4.50","18","0.5","0.5","5.79","0",,"0.3","25.09","1","1","0"
"2","2019-02-01T00:38:26.000","2019-02-01T00:41:48.000","N","1","61","61","1","0.56","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1","0"
"2","2019-02-01T00:21:09.000","2019-02-01T00:28:30.000","N","1","130","205","1","2.37","9","0.5","0.5","2.06","0",,"0.3","12.36","1","1","0"
"2","2019-02-01T00:17:54.000","2019-02-01T00:32:25.000","N","1","236","235","1","5.71","17.5","0.5","0.5","0","0",,"0.3","18.8","2","1","0"
"2","2019-02-01T00:05:40.000","2019-02-01T00:09:55.000","N","1","95","95","2","0.74","5","0.5","0.5","0","0",,"0.3","6.3","2","1","0"
"2","2019-02-01T00:24:50.000","2019-02-01T00:30:12.000","N","1","95","135","2","1.66","7","0.5","0.5","0","0",,"0.3","8.3","2","1","0"
"2","2019-02-01T01:03:34.000","2019-02-01T01:07:24.000","N","1","95","95","2","0.68","5","0.5","0.5","0","0",,"0.3","6.3","2","1","0"
"2","2019-02-01T00:15:39.000","2019-02-01T00:21:57.000","N","1","82","129","1","1.43","7","0.5","0.5","1.66","0",,"0.3","9.96","1","1","0"
"2","2019-02-01T00:51:47.000","2019-02-01T00:56:38.000","N","1","82","82","1","0.34","5","0.5","0.5","0","0",,"0.3","6.3","2","1","0"
"2","2019-02-01T00:32:52.000","2019-02-01T01:15:30.000","N","4","130","265","1","24.63","106","0.5","0.5","0","0",,"0.3","107.3","2","1","0"
"1","2019-02-01T00:04:24.000","2019-02-01T00:18:50.000","N","1","97","137","1","3.90","14","0.5","0.5","0","0",,"0.3","15.3","2","1","0"
"2","2019-02-01T00:14:13.000","2019-02-01T00:23:02.000","N","1","260","226","1","1.82","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1","0"
"2","2019-02-01T00:04:03.000","2019-02-01T00:10:03.000","N","1","42","75","1","1.12","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1","0"
"2","2019-02-01T00:12:08.000","2019-02-01T00:13:40.000","N","1","7","7","1","0.34","3.5","0.5","0.5","1.44","0",,"0.3","6.24","1","1","0"
"2","2019-02-01T00:27:09.000","2019-02-01T00:31:12.000","N","1","7","7","1","0.78","5","0.5","0.5","1.26","0",,"0.3","7.56","1","1","0"
"2","2019-02-01T00:53:59.000","2019-02-01T00:58:28.000","N","1","7","179","1","1.05","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1","0"
"2","2019-02-01T01:01:23.000","2019-02-01T01:17:05.000","N","1","7","53","1","7.49","22.5","0.5","0.5","5.95","0",,"0.3","29.75","1","1","0"
"1","2019-02-01T00:56:36.000","2019-02-01T01:04:39.000","N","1","145","179","1","2.20","9","0.5","0.5","0","0",,"0.3","10.3","2","1","0"
"2","2019-02-01T00:01:46.000","2019-02-01T00:04:35.000","N","1","116","152","1","0.50","-4","-0.5","-0.5","0","0",,"-0.3","-5.3","3","1","0"
"2","2019-02-01T00:01:46.000","2019-02-01T00:04:35.000","N","1","116","152","1","0.50","4","0.5","0.5","0","0",,"0.3","5.3","2","1","0"
"2","2019-02-01T00:15:35.000","2019-02-01T00:25:01.000","N","1","82","173","1","1.88","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1","0"
"2","2019-02-01T00:42:28.000","2019-02-01T00:47:33.000","N","1","129","129","1","0.84","5.5","0.5","0.5","1.7","0",,"0.3","8.5","1","1","0"
"2","2019-02-01T00:44:59.000","2019-02-01T00:53:33.000","N","1","255","25","1","4.99","15.5","0.5","0.5","3.36","0",,"0.3","20.16","1","1","0"
"1","2019-02-01T00:01:40.000","2019-02-01T00:07:01.000","N","1","92","53","1","1.20","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1","0"
"2","2019-02-01T00:08:33.000","2019-02-01T00:17:31.000","N","1","95","82","1","2.08","9.5","0.5","0.5","2.16","0",,"0.3","12.96","1","1","0"
"2","2019-02-01T00:30:03.000","2019-02-01T00:34:33.000","N","1","95","95","1","0.91","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1","0"
"2","2019-02-01T00:45:51.000","2019-02-01T01:04:04.000","N","1","95","205","1","7.17","21.5","0.5","0.5","0","0",,"0.3","22.8","2","1","0"
"2","2019-02-01T00:03:36.000","2019-02-01T00:07:31.000","N","1","248","242","6","0.90","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1","0"
"2","2019-02-01T00:27:34.000","2019-02-01T00:34:47.000","N","1","7","7","2","1.17","7","0.5","0.5","0","0",,"0.3","8.3","2","1","0"
"2","2019-02-01T00:09:38.000","2019-02-01T00:19:22.000","N","1","166","243","5","3.58","12.5","0.5","0.5","0","0",,"0.3","13.8","2","1","0"
"2","2019-02-01T00:09:04.000","2019-02-01T00:09:45.000","N","1","181","181","1","0.07","2.5","0.5","0.5","0","0",,"0.3","3.8","2","1","0"
"2","2019-01-31T23:57:27.000","2019-02-01T00:11:25.000","N","1","256","33","1","3.68","14","0.5","0.5","2","0",,"0.3","17.3","1","1","0"
"2","2019-02-01T00:45:32.000","2019-02-01T00:59:46.000","N","1","255","113","1","3.60","13.5","0.5","0.5","0","0",,"0.3","14.8","2","1","0"
"2","2019-02-01T00:45:09.000","2019-02-01T00:57:21.000","N","1","129","57","1","2.19","10","0.5","0.5","2.26","0",,"0.3","13.56","1","1","0"
"1","2019-02-01T00:36:16.000","2019-02-01T00:39:20.000","N","5","82","82","2","0.00","18","0","0","1","0",,"0.3","19.3","1","1","0"
"2","2019-02-01T00:04:04.000","2019-02-01T00:11:31.000","N","1","129","82","1","1.51","7.5","0.5","0.5","1","0",,"0.3","9.8","1","1","0"
"2","2019-02-01T00:20:26.000","2019-02-01T00:28:00.000","N","1","82","129","2","1.31","7","0.5","0.5","0","0",,"0.3","8.3","2","1","0"
"2","2019-02-01T00:54:43.000","2019-02-01T01:01:33.000","N","1","7","226","2","1.45","7","0.5","0.5","0","0",,"0.3","8.3","2","1","0"
"2","2019-02-01T00:19:14.000","2019-02-01T00:24:43.000","N","1","82","129","1","1.13","6","0.5","0.5","0","0",,"0.3","7.3","2","1","0"
"2","2019-02-01T00:13:14.000","2019-02-01T00:18:43.000","N","1","42","41","2","0.98","6","0.5","0.5","0","0",,"0.3","7.3","2","1","0"
"2","2019-02-01T00:31:19.000","2019-02-01T00:42:41.000","N","1","42","235","2","4.39","15","0.5","0.5","0","0",,"0.3","16.3","2","1","0"
"1","2019-02-01T00:23:19.000","2019-02-01T00:33:22.000","N","1","65","195","1","2.50","10","0.5","0.5","3.35","0",,"0.3","14.65","1","1","0"
"1","2019-02-01T00:17:35.000","2019-02-01T00:28:10.000","N","1","196","129","1","2.30","9.5","0.5","0.5","2","0",,"0.3","12.8","1","1","0"
"1","2019-02-01T00:57:27.000","2019-02-01T01:18:03.000","N","1","82","63","1","5.40","19","0.5","0.5","0","0",,"0.3","20.3","2","1","0"
"2","2019-02-01T00:41:55.000","2019-02-01T00:45:34.000","N","1","129","82","1","0.52","4.5","0.5","0.5","1","0",,"0.3","6.8","1","1","0"
"2","2019-02-01T00:12:06.000","2019-02-01T00:16:40.000","N","1","134","216","1","2.37","8.5","0.5","0.5","1.96","0",,"0.3","11.76","1","1","0"
"2","2019-02-01T00:16:44.000","2019-02-01T00:19:16.000","N","1","129","129","1","0.45","4","0.5","0.5","0","0",,"0.3","5.3","2","1","0"
"2","2019-02-01T01:06:44.000","2019-02-01T01:12:13.000","N","1","193","7","2","1.45","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1","0"
"2","2019-02-01T00:36:46.000","2019-02-01T00:40:56.000","N","1","129","129","1","0.67","4.5","0.5","0.5","1.16","0",,"0.3","6.96","1","1","0"
"2","2019-02-01T00:21:24.000","2019-02-01T00:31:33.000","N","1","36","256","1","1.97","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1","0"
"2","2019-02-01T00:14:47.000","2019-02-01T00:26:39.000","N","1","255","148","1","3.89","14","0.5","0.5","3.06","0",,"0.3","18.36","1","1","0"
"1","2019-02-01T00:09:38.000","2019-02-01T00:27:51.000","N","1","75","94","1","6.60","20.5","0.5","0.5","0","0",,"0.3","21.8","1","1","0"
"2","2019-02-01T00:23:04.000","2019-02-01T00:46:31.000","N","5","228","216","1","19.94","67.31","0","0.5","0","0",,"0","67.81","1","2","0"
"2","2019-02-01T00:28:40.000","2019-02-01T00:33:03.000","N","1","130","130","1","0.99","5","0.5","0.5","2","0",,"0.3","8.3","1","1","0"
"2","2019-02-01T00:36:45.000","2019-02-01T00:43:23.000","N","1","130","130","1","1.32","7","0.5","0.5","0","0",,"0.3","8.3","2","1","0"
"2","2019-02-01T00:24:22.000","2019-02-01T00:29:55.000","N","1","129","129","1","0.85","6","0.5","0.5","0","0",,"0.3","7.3","2","1","0"
"2","2019-02-01T00:47:53.000","2019-02-01T00:51:25.000","N","1","129","129","1","0.60","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1","0"
"2","2019-02-01T00:51:41.000","2019-02-01T01:37:23.000","N","1","15","130","1","13.40","44.5","0.5","0.5","0","0",,"0.3","45.8","1","1","0"
"2","2019-02-01T00:30:19.000","2019-02-01T00:58:21.000","N","1","212","180","1","14.84","41.5","0.5","0.5","0","5.76",,"0.3","48.56","1","1","0"
"2","2019-02-01T01:10:37.000","2019-02-01T01:16:45.000","N","1","7","260","1","1.47","7","0.5","0.5","0","0",,"0.3","8.3","2","1","0"
"2","2019-02-01T01:21:54.000","2019-02-01T01:31:04.000","N","1","7","223","1","1.83","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1","0"
"2","2019-02-01T00:38:01.000","2019-02-01T00:51:09.000","N","1","255","107","2","3.92","13.5","0.5","0.5","0","0",,"0.3","14.8","2","1","0"
