"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount"
"1","2017-01-29T03:00:41.000","2017-01-29T03:07:15.000","1","0.60","1","N","79","232","2","6","0.5","0.5","0","0","0.3","7.3"
"2","2017-01-29T03:00:41.000","2017-01-29T03:08:23.000","1","0.67","1","N","79","148","2","6.5","0.5","0.5","0","0","0.3","7.8"
"2","2017-01-29T03:00:41.000","2017-01-29T03:11:06.000","1","1.56","1","N","158","114","1","8","0.5","0.5","0","0","0.3","9.3"
"1","2017-01-29T03:00:42.000","2017-01-29T03:15:36.000","1","4.30","1","N","186","209","1","15.5","0.5","0.5","3","0","0.3","19.8"
"2","2017-01-29T03:00:42.000","2017-01-29T03:10:05.000","3","1.73","1","N","79","231","1","8.5","0.5","0.5","0","0","0.3","9.8"
"2","2017-01-29T03:00:42.000","2017-01-29T03:11:17.000","1","3.48","1","N","164","263","1","12","0.5","0.5","1","0","0.3","14.3"
"1","2017-01-29T03:00:43.000","2017-01-29T03:06:36.000","1","0.80","1","N","107","224","1","5.5","0.5","0.5","1","0","0.3","7.8"
"1","2017-01-29T03:00:43.000","2017-01-29T03:09:59.000","2","1.80","1","N","148","249","2","8.5","0.5","0.5","0","0","0.3","9.8"
"1","2017-01-29T03:00:43.000","2017-01-29T03:07:44.000","1","2.40","1","N","163","263","1","9","0.5","0.5","1","0","0.3","11.3"
"1","2017-01-29T03:00:43.000","2017-01-29T03:12:08.000","1","2.20","1","N","231","107","1","10","0.5","0.5","2.26","0","0.3","13.56"
"2","2017-01-29T03:00:43.000","2017-01-29T03:26:28.000","1","10.35","1","N","148","244","1","32","0.5","0.5","3.5","0","0.3","36.8"
"2","2017-01-29T03:00:43.000","2017-01-29T03:08:27.000","1","1.92","1","N","170","249","1","8","0.5","0.5","1.86","0","0.3","11.16"
"2","2017-01-29T03:00:43.000","2017-01-29T03:13:17.000","2","3.49","1","N","48","41","1","13","0.5","0.5","2.86","0","0.3","17.16"
"1","2017-01-29T03:00:44.000","2017-01-29T03:06:37.000","1","1.50","1","N","142","237","1","7","0.5","0.5","1","0","0.3","9.3"
"1","2017-01-29T03:00:44.000","2017-01-29T03:11:49.000","1","2.30","1","N","158","163","1","10.5","0.5","0.5","2.35","0","0.3","14.15"
"1","2017-01-29T03:00:44.000","2017-01-29T03:13:07.000","1","2.20","1","N","148","170","1","10.5","0.5","0.5","2.95","0","0.3","14.75"
"1","2017-01-29T03:00:44.000","2017-01-29T03:05:07.000","1","0.40","1","N","79","113","1","4.5","0.5","0.5","0","0","0.3","5.8"
"2","2017-01-29T03:00:44.000","2017-01-29T03:15:06.000","5","3.95","1","N","164","263","1","14","0.5","0.5","2","0","0.3","17.3"
"1","2017-01-29T03:00:45.000","2017-01-29T03:18:52.000","4","4.50","1","N","237","237","2","16.5","0.5","0.5","0","0","0.3","17.8"
"1","2017-01-29T03:00:45.000","2017-01-29T03:04:28.000","2","0.50","1","N","164","100","1","4.5","0.5","0.5","1.15","0","0.3","6.95"
"1","2017-01-29T03:00:46.000","2017-01-29T03:07:03.000","1","1.40","1","N","158","246","1","7","0.5","0.5","1.65","0","0.3","9.95"
"1","2017-01-29T03:00:46.000","2017-01-29T03:12:49.000","2","2.10","1","N","4","90","1","10","0.5","0.5","3.35","0","0.3","14.65"
"1","2017-01-29T03:00:46.000","2017-01-29T03:04:09.000","1","0.50","1","N","79","107","1","4.5","0.5","0.5","1.15","0","0.3","6.95"
"1","2017-01-29T03:00:46.000","2017-01-29T03:09:17.000","1","1.30","1","N","186","48","1","7.5","0.5","0.5","1","0","0.3","9.8"
"1","2017-01-29T03:00:46.000","2017-01-29T03:05:41.000","1","1.40","1","N","263","141","1","6","0.5","0.5","1.45","0","0.3","8.75"
"2","2017-01-29T03:00:46.000","2017-01-29T03:03:06.000","1","0.51","1","N","140","141","2","4","0","0.5","0","0","0.3","4.8"
"1","2017-01-29T03:00:47.000","2017-01-29T03:03:26.000","1","0.40","1","N","231","211","1","3.5","0.5","0.5","0.95","0","0.3","5.75"
"2","2017-01-29T03:00:47.000","2017-01-29T03:06:51.000","1","1.11","1","N","148","107","1","6.5","0.5","0.5","0.45","0","0.3","8.25"
"1","2017-01-29T03:00:48.000","2017-01-29T03:33:11.000","1","15.10","1","N","68","213","1","42.5","0.5","0.5","0","0","0.3","43.8"
"2","2017-01-29T03:00:48.000","2017-01-29T03:13:33.000","5","2.74","1","N","79","229","1","11.5","0.5","0.5","2.56","0","0.3","15.36"
"2","2017-01-29T03:00:48.000","2017-01-29T03:10:27.000","1","2.19","1","N","186","229","2","9.5","0.5","0.5","0","0","0.3","10.8"
"1","2017-01-29T03:00:49.000","2017-01-29T03:13:59.000","1","4.30","1","N","48","7","1","15","0.5","0.5","1.7","0","0.3","18"
"1","2017-01-29T03:00:49.000","2017-01-29T03:15:09.000","1","2.00","1","N","158","79","1","11","0.5","0.5","0","0","0.3","12.3"
"1","2017-01-29T03:00:49.000","2017-01-29T03:24:14.000","1","8.80","1","N","231","116","1","27.5","0.5","0.5","5.75","0","0.3","34.55"
"2","2017-01-29T03:00:49.000","2017-01-29T03:10:26.000","1","1.92","1","N","144","249","1","9","0.5","0.5","2.06","0","0.3","12.36"
"2","2017-01-29T03:00:49.000","2017-01-29T03:24:04.000","1","6.92","1","N","158","7","1","22","0.5","0.5","1.7","0","0.3","25"
"2","2017-01-29T03:00:49.000","2017-01-29T03:06:37.000","1","0.64","1","N","68","158","1","5.5","0.5","0.5","1","0","0.3","7.8"
"1","2017-01-29T03:00:50.000","2017-01-29T03:08:41.000","1","1.20","1","N","114","4","1","7","0.5","0.5","1.65","0","0.3","9.95"
"1","2017-01-29T03:00:50.000","2017-01-29T03:13:22.000","1","1.50","1","N","158","79","1","9.5","0.5","0.5","0","0","0.3","10.8"
"2","2017-01-29T03:00:50.000","2017-01-29T03:13:22.000","3","2.52","1","N","79","90","1","11.5","0.5","0.5","1","0","0.3","13.8"
"1","2017-01-29T03:00:51.000","2017-01-29T03:01:39.000","1","0.10","1","N","68","158","2","2.5","0.5","0.5","0","0","0.3","3.8"
"2","2017-01-29T03:00:51.000","2017-01-29T03:09:56.000","1","2.19","1","N","114","87","1","9","0.5","0.5","2.06","0","0.3","12.36"
"2","2017-01-29T03:00:51.000","2017-01-29T03:10:54.000","5","3.58","1","N","264","264","1","12.5","0.5","0.5","1","0","0.3","14.8"
"2","2017-01-29T03:00:51.000","2017-01-29T03:06:29.000","2","1.01","1","N","116","244","2","6","0.5","0.5","0","0","0.3","7.3"
"2","2017-01-29T03:00:51.000","2017-01-29T03:14:14.000","1","3.33","1","N","211","161","2","12.5","0.5","0.5","0","0","0.3","13.8"
"2","2017-01-29T03:00:51.000","2017-01-29T03:27:42.000","1","7.00","1","N","48","217","1","25","0.5","0.5","5","0","0.3","31.3"
"2","2017-01-29T03:00:51.000","2017-01-29T03:18:44.000","1","5.57","1","N","230","129","2","18.5","0.5","0.5","0","0","0.3","19.8"
"2","2017-01-29T03:00:51.000","2017-01-29T03:03:58.000","5","0.58","1","N","79","79","1","4.5","0.5","0.5","1.45","0","0.3","7.25"
"1","2017-01-29T03:00:52.000","2017-01-29T03:15:43.000","1","2.10","1","N","158","107","1","11.5","0.5","0.5","0","0","0.3","12.8"
"2","2017-01-29T03:00:52.000","2017-01-29T03:10:33.000","1","2.64","1","N","90","233","1","10","0.5","0.5","2.26","0","0.3","13.56"
"2","2017-01-29T03:00:52.000","2017-01-29T03:21:51.000","2","6.18","1","N","48","88","2","22","0.5","0.5","0","0","0.3","23.3"
"1","2017-01-29T03:00:53.000","2017-01-29T03:10:00.000","1","2.50","1","N","144","256","1","10.5","0.5","0.5","3.5","0","0.3","15.3"
"2","2017-01-29T03:00:53.000","2017-01-29T03:17:19.000","2","3.68","1","N","148","161","1","14.5","0.5","0.5","2","0","0.3","17.8"
"2","2017-01-29T03:00:53.000","2017-01-29T03:15:02.000","1","2.06","1","N","249","234","1","10.5","0.5","0.5","2.36","0","0.3","14.16"
"2","2017-01-29T03:00:53.000","2017-01-29T03:19:41.000","1","3.91","1","N","148","230","1","15.5","0.5","0.5","3.36","0","0.3","20.16"
"2","2017-01-29T03:00:53.000","2017-01-29T03:09:18.000","1","2.02","1","N","234","162","1","9","0.5","0.5","2.06","0","0.3","12.36"
"2","2017-01-29T03:00:53.000","2017-01-29T03:19:24.000","1","5.19","1","N","264","264","2","17.5","0.5","0.5","0","0","0.3","18.8"
"1","2017-01-29T03:00:54.000","2017-01-29T03:07:56.000","3","0.40","1","N","158","249","2","5.5","0.5","0.5","0","0","0.3","6.8"
"1","2017-01-29T03:00:54.000","2017-01-29T03:04:53.000","1","1.20","1","N","263","141","1","6","0.5","0.5","2.7","0","0.3","10"
"2","2017-01-29T03:00:54.000","2017-01-29T03:08:11.000","3","1.80","1","N","231","232","2","8","0.5","0.5","0","0","0.3","9.3"
"2","2017-01-29T03:00:54.000","2017-01-29T03:10:53.000","1","3.15","1","N","141","145","1","11.5","0.5","0.5","1.85","0","0.3","14.65"
"2","2017-01-29T03:00:55.000","2017-01-29T03:21:06.000","1","6.30","1","N","114","7","2","20","0.5","0.5","0","0","0.3","21.3"
"2","2017-01-29T03:00:56.000","2017-01-29T03:03:31.000","3","0.25","1","N","170","170","2","3.5","0.5","0.5","0","0","0.3","4.8"
"2","2017-01-29T03:00:56.000","2017-01-29T03:10:34.000","1","2.03","1","N","112","256","1","9.5","0.5","0.5","2.16","0","0.3","12.96"
"2","2017-01-29T03:00:56.000","2017-01-29T03:10:05.000","4","2.40","1","N","246","233","1","9.5","0.5","0.5","2.16","0","0.3","12.96"
"2","2017-01-29T03:00:56.000","2017-01-29T03:24:58.000","2","6.63","1","N","255","141","2","22.5","0.5","0.5","0","0","0.3","23.8"
"1","2017-01-29T03:00:57.000","2017-01-29T03:04:54.000","1","1.10","1","N","4","233","2","6","0.5","0.5","0","0","0.3","7.3"
"1","2017-01-29T03:00:57.000","2017-01-29T03:03:55.000","1","1.00","1","N","137","229","1","5","0.5","0.5","1.25","0","0.3","7.55"
"1","2017-01-29T03:00:57.000","2017-01-29T03:09:06.000","1","1.80","1","N","144","88","1","8.5","0.5","0.5","0.2","0","0.3","10"
"1","2017-01-29T03:00:57.000","2017-01-29T03:23:09.000","1","5.00","1","N","148","62","1","20","0.5","0.5","2","0","0.3","23.3"
"2","2017-01-29T03:00:57.000","2017-01-29T03:15:35.000","1","3.28","1","N","97","188","2","13.5","0.5","0.5","0","0","0.3","14.8"
"2","2017-01-29T03:00:57.000","2017-01-29T03:14:53.000","3","3.81","1","N","79","141","1","14","0.5","0.5","3.06","0","0.3","18.36"
"1","2017-01-29T03:00:58.000","2017-01-29T03:09:31.000","2","1.00","1","N","114","79","1","7","0.5","0.5","2.05","0","0.3","10.35"
"1","2017-01-29T03:00:58.000","2017-01-29T03:01:14.000","1","0.00","1","N","245","245","2","2.5","0.5","0.5","0","0","0.3","3.8"
"1","2017-01-29T03:00:58.000","2017-01-29T03:24:28.000","1","10.10","1","N","132","37","2","30.5","0.5","0.5","0","0","0.3","31.8"
"2","2017-01-29T03:00:58.000","2017-01-29T03:23:14.000","1","10.09","1","N","230","102","2","29","0.5","0.5","0","5.54","0.3","35.84"
"2","2017-01-29T03:00:58.000","2017-01-29T03:14:09.000","1","4.52","1","N","263","4","1","15.5","0.5","0.5","0","0","0.3","16.8"
"2","2017-01-29T03:00:58.000","2017-01-29T03:16:00.000","1","3.41","1","N","148","246","1","13.5","0.5","0.5","2.96","0","0.3","17.76"
"2","2017-01-29T03:00:58.000","2017-01-29T03:16:31.000","1","4.24","1","N","114","141","1","15","0.5","0.5","4.08","0","0.3","20.38"
"1","2017-01-29T03:00:59.000","2017-01-29T03:18:19.000","2","1.40","1","N","114","234","2","12","0.5","0.5","0","0","0.3","13.3"
"1","2017-01-29T03:00:59.000","2017-01-29T03:31:07.000","1","17.70","1","N","68","51","2","48","0.5","0.5","0","0","0.3","49.3"
"2","2017-01-29T03:00:59.000","2017-01-29T03:13:09.000","2","1.90","1","N","107","144","2","10","0.5","0.5","0","0","0.3","11.3"
"2","2017-01-29T03:00:59.000","2017-01-29T03:12:34.000","2","2.33","1","N","79","164","1","10.5","0.5","0.5","2.36","0","0.3","14.16"
"1","2017-01-29T03:01:00.000","2017-01-29T03:09:02.000","2","1.50","1","N","41","116","1","7.5","0.5","0.5","2","0","0.3","10.8"
"1","2017-01-29T03:01:00.000","2017-01-29T03:16:04.000","1","2.90","1","N","79","256","1","13.5","0.5","0.5","0","0","0.3","14.8"
"1","2017-01-29T03:01:00.000","2017-01-29T03:12:19.000","1","2.50","1","N","148","233","2","10.5","0.5","0.5","0","0","0.3","11.8"
"1","2017-01-29T03:01:00.000","2017-01-29T03:08:16.000","1","1.20","1","N","232","107","1","7","0.5","0.5","1","0","0.3","9.3"
"2","2017-01-29T03:01:00.000","2017-01-29T03:06:24.000","1","0.74","1","N","79","4","2","5.5","0.5","0.5","0","0","0.3","6.8"
"2","2017-01-29T03:01:00.000","2017-01-29T03:02:55.000","2","0.70","1","N","158","90","2","4","0.5","0.5","0","0","0.3","5.3"
"1","2017-01-29T03:01:01.000","2017-01-29T03:14:42.000","1","4.80","1","N","148","262","1","17","0.5","0.5","3.65","0","0.3","21.95"
"1","2017-01-29T03:01:01.000","2017-01-29T03:11:16.000","1","2.50","1","N","4","229","1","10","0.5","0.5","2.25","0","0.3","13.55"
"1","2017-01-29T03:01:01.000","2017-01-29T03:03:25.000","1","0.20","1","N","48","230","3","3.5","0.5","0.5","0","0","0.3","4.8"
"1","2017-01-29T03:01:01.000","2017-01-29T03:07:54.000","1","1.30","1","N","79","107","1","7","0.5","0.5","1.65","0","0.3","9.95"
"1","2017-01-29T03:01:01.000","2017-01-29T03:11:31.000","2","2.00","1","N","170","48","1","10","0.5","0.5","1.7","0","0.3","13"
"2","2017-01-29T03:01:01.000","2017-01-29T03:13:15.000","1","7.46","1","N","229","244","1","22","0","0.5","2","0","0.3","24.8"
"1","2017-01-29T03:01:02.000","2017-01-29T03:10:01.000","1","1.70","1","N","264","264","1","8","0.5","0.5","1","0","0.3","10.3"
"1","2017-01-29T03:01:02.000","2017-01-29T03:11:50.000","1","2.00","1","N","148","170","1","9.5","0.5","0.5","2","0","0.3","12.8"
"2","2017-01-29T03:01:02.000","2017-01-29T03:13:02.000","1","2.83","1","N","148","229","1","11","0.5","0.5","2.46","0","0.3","14.76"
"2","2017-01-29T03:01:02.000","2017-01-29T03:16:59.000","2","4.37","1","N","79","236","1","15","0.5","0.5","2","0","0.3","18.3"
"2","2017-01-29T03:01:02.000","2017-01-29T03:16:39.000","4","4.38","1","N","48","75","2","15.5","0.5","0.5","0","0","0.3","16.8"
"2","2017-01-29T03:01:02.000","2017-01-29T03:24:22.000","1","11.16","1","N","79","92","1","33.5","0.5","0.5","5","0","0.3","39.8"
"2","2017-01-29T03:01:02.000","2017-01-29T03:06:12.000","1","1.73","1","N","234","237","1","7","0.5","0.5","1.41","0","0.3","9.71"
"2","2017-01-29T03:01:02.000","2017-01-29T03:06:19.000","5","1.04","1","N","249","90","1","6","0.5","0.5","0","0","0.3","7.3"
"1","2017-01-29T03:01:03.000","2017-01-29T03:12:55.000","1","2.10","1","N","79","261","2","10","0.5","0.5","0","0","0.3","11.3"
"2","2017-01-29T03:01:03.000","2017-01-29T03:11:26.000","1","1.71","1","N","234","137","1","9","0.5","0.5","2.06","0","0.3","12.36"
"2","2017-01-29T03:01:03.000","2017-01-29T03:06:57.000","5","0.86","1","N","158","249","1","5.5","0.5","0.5","1","0","0.3","7.8"
"1","2017-01-29T03:01:04.000","2017-01-29T03:27:52.000","1","8.60","1","N","114","42","1","28.5","0.5","0.5","2","0","0.3","31.8"
"1","2017-01-29T03:01:04.000","2017-01-29T03:09:01.000","1","1.40","1","N","148","209","1","7.5","0.5","0.5","1.75","0","0.3","10.55"
"2","2017-01-29T03:01:04.000","2017-01-29T03:11:03.000","6","2.26","1","N","90","230","2","9.5","0.5","0.5","0","0","0.3","10.8"
"2","2017-01-29T03:01:04.000","2017-01-29T03:13:29.000","1","8.02","1","N","226","192","1","23","0.5","0.5","2","0","0.3","26.3"
"2","2017-01-29T03:01:04.000","2017-01-29T03:22:29.000","5","5.97","1","N","234","37","2","21","0.5","0.5","0","0","0.3","22.3"
"1","2017-01-29T03:01:05.000","2017-01-29T03:05:04.000","1","0.90","1","N","37","36","1","5","0.5","0.5","1.25","0","0.3","7.55"
"1","2017-01-29T03:01:05.000","2017-01-29T03:10:18.000","1","2.40","1","N","79","255","1","10.5","0.5","0.5","1","0","0.3","12.8"
"1","2017-01-29T03:01:05.000","2017-01-29T03:02:24.000","1","0.40","1","N","79","79","1","3.5","0.5","0.5","0.95","0","0.3","5.75"
"2","2017-01-29T03:01:05.000","2017-01-29T03:23:57.000","6","5.12","1","N","148","142","1","19.5","0.5","0.5","2.5","0","0.3","23.3"
"2","2017-01-29T03:01:05.000","2017-01-29T03:03:31.000","1","0.48","1","N","181","181","1","4","0.5","0.5","1.7","0","0.3","7"
"1","2017-01-29T03:01:06.000","2017-01-29T03:08:18.000","1","1.10","1","N","144","79","2","6.5","0.5","0.5","0","0","0.3","7.8"
"2","2017-01-29T03:01:06.000","2017-01-29T03:08:23.000","1","1.12","1","N","164","107","1","7","0.5","0.5","1","0","0.3","9.3"
"2","2017-01-29T03:01:06.000","2017-01-29T03:01:40.000","1","0.21","1","N","113","113","1","3","0.5","0.5","0.86","0","0.3","5.16"
"2","2017-01-29T03:01:08.000","2017-01-29T03:15:18.000","1","1.57","1","N","68","107","1","10.5","0.5","0.5","0","0","0.3","11.8"
"1","2017-01-29T03:01:09.000","2017-01-29T03:30:33.000","3","16.00","1","N","164","76","1","45.5","0.5","0.5","4","5.54","0.3","56.34"
"1","2017-01-29T03:01:09.000","2017-01-29T03:04:11.000","1","0.40","1","N","82","56","2","4","0.5","0.5","0","0","0.3","5.3"
"2","2017-01-29T03:01:09.000","2017-01-29T03:13:11.000","5","3.04","1","N","234","87","1","11.5","0.5","0.5","2.56","0","0.3","15.36"
"2","2017-01-29T03:01:09.000","2017-01-29T03:18:58.000","6","4.99","1","N","181","80","2","17","0.5","0.5","0","0","0.3","18.3"
"2","2017-01-29T03:01:09.000","2017-01-29T03:20:08.000","1","3.83","1","N","148","48","1","16","0.5","0.5","4.32","0","0.3","21.62"
"2","2017-01-29T03:01:09.000","2017-01-29T03:05:47.000","2","0.50","1","N","79","148","2","5","0.5","0.5","0","0","0.3","6.3"
"2","2017-01-29T03:01:09.000","2017-01-29T03:14:51.000","2","3.72","1","N","239","158","1","13.5","0","0.5","2.86","0","0.3","17.16"
"1","2017-01-29T03:01:10.000","2017-01-29T03:11:31.000","1","1.80","1","N","79","90","1","9","0.5","0.5","1","0","0.3","11.3"
"1","2017-01-29T03:01:10.000","2017-01-29T03:16:09.000","1","3.90","1","N","79","49","1","14.5","0.5","0.5","3.15","0","0.3","18.95"
"2","2017-01-29T03:01:10.000","2017-01-29T03:13:10.000","1","1.88","1","N","148","137","1","9.5","0.5","0.5","2.16","0","0.3","12.96"
"2","2017-01-29T03:01:10.000","2017-01-29T03:01:12.000","1","0.00","5","N","264","263","1","12.8","0","0.5","4.08","0","0.3","17.68"
"1","2017-01-29T03:01:11.000","2017-01-29T03:13:20.000","2","3.10","1","N","148","141","1","11.5","0.5","0.5","2.55","0","0.3","15.35"
"2","2017-01-29T03:01:11.000","2017-01-29T03:14:30.000","1","3.62","1","N","79","141","1","14","0.5","0.5","3.82","0","0.3","19.12"
"2","2017-01-29T03:01:11.000","2017-01-29T03:37:43.000","2","16.65","1","N","158","265","1","48","0.5","0.5","9.86","0","0.3","59.16"
"2","2017-01-29T03:01:11.000","2017-01-29T03:12:33.000","2","3.33","1","N","148","141","1","12","0.5","0.5","2.66","0","0.3","15.96"
"1","2017-01-29T03:01:12.000","2017-01-29T03:12:10.000","1","3.40","1","N","256","62","1","12","0.5","0.5","2.65","0","0.3","15.95"
"1","2017-01-29T03:01:12.000","2017-01-29T03:28:36.000","1","8.20","1","N","79","198","1","27.5","0.5","0.5","5.75","0","0.3","34.55"
"1","2017-01-29T03:01:12.000","2017-01-29T03:08:42.000","1","0.90","1","N","107","107","1","6.5","0.5","0.5","1.55","0","0.3","9.35"
"2","2017-01-29T03:01:12.000","2017-01-29T03:18:35.000","5","3.86","1","N","79","48","1","15","0.5","0.5","2.7","0","0.3","19"
"2","2017-01-29T03:01:12.000","2017-01-29T03:18:50.000","1","5.58","1","N","79","7","1","18.5","0.5","0.5","3.96","0","0.3","23.76"
"2","2017-01-29T03:01:12.000","2017-01-29T03:05:12.000","1","0.47","2","N","132","132","2","52","0","0.5","0","5.54","0.3","58.34"
"1","2017-01-29T03:01:13.000","2017-01-29T03:09:19.000","1","1.50","1","N","79","137","1","7.5","0.5","0.5","1.75","0","0.3","10.55"
"1","2017-01-29T03:01:13.000","2017-01-29T03:12:16.000","2","2.20","1","N","246","79","1","10","0.5","0.5","2.25","0","0.3","13.55"
"1","2017-01-29T03:01:13.000","2017-01-29T03:14:26.000","2","3.90","1","N","246","13","1","14","0.5","0.5","2","0","0.3","17.3"
"2","2017-01-29T03:01:13.000","2017-01-29T03:11:07.000","3","2.07","1","N","148","170","1","9","0.5","0.5","2.58","0","0.3","12.88"
"2","2017-01-29T03:01:13.000","2017-01-29T03:15:07.000","4","2.25","1","N","148","231","1","11","0.5","0.5","2.46","0","0.3","14.76"
"1","2017-01-29T03:01:14.000","2017-01-29T03:12:32.000","1","1.30","1","N","148","114","2","8.5","0.5","0.5","0","0","0.3","9.8"
"1","2017-01-29T03:01:14.000","2017-01-29T03:26:05.000","1","8.40","1","N","100","181","2","27.5","0.5","0.5","0","0","0.3","28.8"
"1","2017-01-29T03:01:14.000","2017-01-29T03:01:25.000","1","5.30","2","N","7","7","1","52","0","0.5","10.55","0","0.3","63.35"
"1","2017-01-29T03:01:14.000","2017-01-29T03:07:04.000","2","0.90","1","N","37","36","1","6","0.5","0.5","1","0","0.3","8.3"
"2","2017-01-29T03:01:14.000","2017-01-29T03:15:27.000","1","2.70","1","N","170","148","2","12","0.5","0.5","0","0","0.3","13.3"
"2","2017-01-29T03:01:14.000","2017-01-29T03:08:42.000","2","1.93","1","N","232","137","1","8.5","0.5","0.5","1","0","0.3","10.8"
"2","2017-01-29T03:01:14.000","2017-01-29T03:08:37.000","2","1.18","1","N","148","107","1","7","0.5","0.5","1","0","0.3","9.3"
"1","2017-01-29T03:01:15.000","2017-01-29T03:04:56.000","1","0.60","1","N","144","79","1","4.5","0.5","0.5","1.15","0","0.3","6.95"
"1","2017-01-29T03:01:15.000","2017-01-29T03:22:11.000","1","7.30","1","N","148","151","1","23","0.5","0.5","1","0","0.3","25.3"
"1","2017-01-29T03:01:16.000","2017-01-29T03:04:27.000","1","0.80","1","N","239","142","1","4.5","0.5","0.5","1","0","0.3","6.8"
"1","2017-01-29T03:01:16.000","2017-01-29T03:04:23.000","1","0.60","1","N","211","144","1","4.5","0.5","0.5","1.15","0","0.3","6.95"
"1","2017-01-29T03:01:16.000","2017-01-29T03:14:31.000","1","3.50","1","N","264","264","1","13","0.5","0.5","2.85","0","0.3","17.15"
"1","2017-01-29T03:01:16.000","2017-01-29T03:12:40.000","3","1.30","1","N","68","79","1","9","0.5","0.5","2.05","0","0.3","12.35"
"2","2017-01-29T03:01:16.000","2017-01-29T03:09:50.000","1","1.69","1","N","144","249","1","8","0.5","0.5","1","0","0.3","10.3"
"1","2017-01-29T03:01:17.000","2017-01-29T03:07:25.000","4","1.70","1","N","249","164","1","7.5","0.5","0.5","1.75","0","0.3","10.55"
"1","2017-01-29T03:01:17.000","2017-01-29T03:16:07.000","2","3.10","1","N","148","97","1","14","0.5","0.5","1","0","0.3","16.3"
"2","2017-01-29T03:01:17.000","2017-01-29T03:09:21.000","1","1.93","1","N","164","224","1","8.5","0.5","0.5","2.45","0","0.3","12.25"
"2","2017-01-29T03:01:17.000","2017-01-29T03:23:35.000","6","9.47","1","N","243","68","1","28.5","0.5","0.5","7.45","0","0.3","37.25"
"1","2017-01-29T03:01:18.000","2017-01-29T03:11:45.000","2","2.00","1","N","148","137","1","9","0.5","0.5","2.05","0","0.3","12.35"
"2","2017-01-29T03:01:18.000","2017-01-29T03:18:01.000","1","4.68","1","N","164","87","1","17.5","0.5","0.5","2.2","0","0.3","21"
"1","2017-01-29T03:01:19.000","2017-01-29T03:03:11.000","1","0.30","1","N","229","140","2","3.5","0.5","0.5","0","0","0.3","4.8"
"1","2017-01-29T03:01:19.000","2017-01-29T03:13:13.000","1","2.30","1","N","148","170","1","10.5","0.5","0.5","2.95","0","0.3","14.75"
"1","2017-01-29T03:01:19.000","2017-01-29T03:11:10.000","1","1.70","1","N","148","158","1","9","0.5","0.5","2.05","0","0.3","12.35"
"2","2017-01-29T03:01:19.000","2017-01-29T03:08:22.000","2","1.21","1","N","90","107","1","6.5","0.5","0.5","1.56","0","0.3","9.36"
"2","2017-01-29T03:01:19.000","2017-01-29T03:08:19.000","1","0.90","1","N","211","79","1","6.5","0.5","0.5","1.08","0","0.3","8.88"
"1","2017-01-29T03:01:20.000","2017-01-29T03:01:46.000","1","0.00","5","N","263","263","1","21.3","0","0","2","0","0.3","23.6"
"1","2017-01-29T03:01:21.000","2017-01-29T03:03:13.000","1","0.30","1","N","137","137","2","3.5","0.5","0.5","0","0","0.3","4.8"
"1","2017-01-29T03:01:22.000","2017-01-29T03:16:50.000","1","4.00","1","N","79","263","1","15","0.5","0.5","3.25","0","0.3","19.55"
"1","2017-01-29T03:01:23.000","2017-01-29T03:19:38.000","1","4.40","1","N","249","40","1","16","0.5","0.5","3.45","0","0.3","20.75"
"1","2017-01-29T03:01:23.000","2017-01-29T03:05:13.000","1","0.70","1","N","246","90","1","5","0.5","0.5","1.25","0","0.3","7.55"
"1","2017-01-29T03:01:23.000","2017-01-29T03:08:28.000","4","1.50","1","N","50","142","1","7","0.5","0.5","0","0","0.3","8.3"
"2","2017-01-29T03:01:23.000","2017-01-29T03:28:49.000","1","9.66","1","N","256","41","2","30.5","0.5","0.5","0","0","0.3","31.8"
"2","2017-01-29T03:01:23.000","2017-01-29T03:07:51.000","2","1.02","1","N","186","48","2","6","0.5","0.5","0","0","0.3","7.3"
"1","2017-01-29T03:01:24.000","2017-01-29T03:12:31.000","2","2.40","1","N","249","88","1","10","0.5","0.5","1","0","0.3","12.3"
"2","2017-01-29T03:01:24.000","2017-01-29T03:12:05.000","1","2.32","1","N","148","137","1","10","0.5","0.5","2.26","0","0.3","13.56"
"1","2017-01-29T03:01:25.000","2017-01-29T03:29:32.000","2","15.20","1","N","107","16","3","42.5","0.5","0.5","0","0","0.3","43.8"
"1","2017-01-29T03:01:25.000","2017-01-29T03:08:51.000","2","1.10","1","N","107","164","1","7","0.5","0.5","1.71","0","0.3","10.01"
"2","2017-01-29T03:01:25.000","2017-01-29T03:23:54.000","6","6.88","1","N","125","262","2","22","0.5","0.5","0","0","0.3","23.3"
"2","2017-01-29T03:01:25.000","2017-01-29T03:12:16.000","1","1.86","1","N","79","186","2","9","0.5","0.5","0","0","0.3","10.3"
"2","2017-01-29T03:01:25.000","2017-01-29T03:08:45.000","2","1.37","1","N","229","230","2","7.5","0.5","0.5","0","0","0.3","8.8"
"2","2017-01-29T03:01:25.000","2017-01-29T03:04:56.000","1","0.44","1","N","79","79","2","4","0.5","0.5","0","0","0.3","5.3"
"2","2017-01-29T03:01:25.000","2017-01-29T03:27:14.000","5","8.66","1","N","100","42","1","28","0.5","0.5","5.86","0","0.3","35.16"
