"order_number","record_type","order_type","borough","on_street","on_street_suffix","from_street","from_street_suffix","to_street","to_street_suffix","side_of_street","order_completed_on_date","sign_code","sign_description","sign_size","sign_design_voided_on_date","sign_location","distance_from_intersection","arrow_direction","facing_direction","sheeting_type","support","sign_notes","sign_x_coord","sign_y_coord"
"S-397066","Current","S-","Brooklyn","EAST   92 STREET",,"AVENUE J",,"FLATLANDS AVENUE",,"E","2016-11-02T00:00:00.000","PS-36B","NO PARKING (SANITATION BROOM SYMBOL) FRIDAY 9:30AM-11AM <-> (SUPERSEDES SP-400C & SP-465C)","018 X 012",,,"378",,,"PNTD","PNTD",,"1010985","172581"
"S-977054","Current","S-","Queens","HOOVER AVENUE",,"138 STREET",,"141 STREET",,"S","1998-11-13T00:00:00.000","SP-389C","NO PARKING (SANITATION BROOM SYMBOL) 10:30AM TO NOON WED <---> (SUPERSEDED BY PS-145B)","018 X 012","2019-05-22T00:00:00.000",,"38",,,"PNTD","PNTD",,"1033996","199508"
"S-138590","Current","S-","Queens","JUNO STREET",,"72 AVENUE",,"ASCAN AVENUE",,"S","2004-12-10T00:00:00.000","SP-388C","NO PARKING (SANITATION BROOM SYMBOL) 9:30-11AM WED <--->(SUPERSEDED BY PS-34B)","018 X 012","2019-05-22T00:00:00.000",,"568",,,"PNTD","PNTD",,"1027315","198867"
"S-852127","Current","S-","Manhattan","MADISON STREET",,"PEARL STREET",,"AVENUE OF THE FINEST",,"N","1994-03-14T00:00:00.000","R7-1","NO STOPPING ANYTIME <-----> (SUPERSEDED BY R7-1R)","012 X 018","2019-05-22T00:00:00.000",,"385",,,"PNTD","PNTD",,"983604","198557"
"S-978315","Current","S-","Queens","68 ROAD",,"147 STREET",,"MAIN STREET",,"S","1998-12-10T00:00:00.000","SP-401C","NO PARKING (SANITATION BROOM SYMBOL) 10:30AM TO NOON FRI <----> (SUPERSEDED BY PS-162B)","018 X 012","2019-05-22T00:00:00.000",,"570",,,"PNTD","PNTD",,"1032878","206265"
"S-464912","Current","S-","Brooklyn","60 STREET",,"23 AVENUE",,"DAHILL ROAD",,"S","2017-02-28T00:00:00.000","PS-31B","NO PARKING (SANITATION BROOM SYMBOL) FRIDAY 8:30AM-10AM <-> (SUPERSEDES SP-464C)","018 X 012",,,"84",,,"PNTD","PNTD",,"990913","163394"
"S-518422","Current","S-","Brooklyn","ELDERT STREET",,"BUSHWICK AVENUE",,"EVERGREEN AVENUE",,"S","2017-05-24T00:00:00.000","PS-68B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9AM-10:30AM <-> (SUPERSEDES SP-415C)","018 X 012",,,"396",,,"PNTD","PNTD",,"1008600","189776"
"S-131147","Current","S-","Queens","MOTT AVENUE",,"BAY   28 STREET",,"BAY   25 STREET",,"W","2004-09-27T00:00:00.000","R7-40R","NO PARKING ANYTIME <----> (SUPERSEDES R7-40 DON'T USE --R7-40)(SUPERSEDED BY SP-854C)","018 X 012","2019-05-22T00:00:00.000",,"160",,,"PNTD","PNTD",,"1049603","161049"
"S-140219","Current","S-","Queens","HARING STREET",,"63 AVENUE",,"63 DRIVE",,"S","2004-12-30T00:00:00.000","SP-391C","NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM WED <-----> (SUPERSEDED BY SP-460C)","018 X 012","2019-05-22T00:00:00.000",,"551",,,"PNTD","PNTD",,"1021494","203665"
"S-184773","Current","S-","Queens","67 PLACE",,"COOPER AVENUE",,"MYRTLE AVENUE",,"W","2008-07-14T00:00:00.000","R7-45RA","NO PARKING 8AM-6PM MON THRU FRI (SINGLE ARROW) (SUPERSEDED BY PS-15GA)","018 X 012","2019-05-22T00:00:00.000",,"386","North",,"PNTD","PNTD",,"1016099","194761"
"S-336491","Current","S-","Brooklyn","INGRAHAM STREET",,"GARDNER AVENUE",,"STEWART AVENUE",,"N","2014-07-08T00:00:00.000","PS-7B","NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) TUESDAY FRIDAY MIDNIGHT-3AM <-> (SUPERSEDES SP-841C)","018 X 012",,,"343",,,"PNTD","PNTD",,"1004962","197303"
"S-584792","Current","S-","Queens","GREENPOINT AVENUE",,"REVIEW AVENUE",,"NO NAME STREET",,"N","2017-05-12T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"63",,,"PNTD","PNTD",,"1001262","206785"
"S-281871","Current","S-","Staten Island","PORTSMOUTH AVENUE",,"BUTTERWORTH AVENUE",,"OCEAN TERRACE",,"S","1975-10-29T00:00:00.000","R7-45","NO PARKING 8AM-6PM MON THRU FRI (SUPERSEDED BY R7-45R)","012 X 018","2019-05-22T00:00:00.000",,"945",,,,,,"955812","159610"
"S-01617600","Current","S-","Brooklyn","RUSSELL STREET",,"DRIGGS AVENUE",,"NASSAU AVENUE",,"W","2023-02-21T00:00:00.000","PS-57B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM <-> (SUPERSEDES SP-370C)","018 X 012",,,"478",,,"PNTD","PNTD",,"999689","203199"
"S-342799","Current","S-","Manhattan","WEST  126 STREET",,"LENOX AVENUE",,"ADAM C POWELL BOULEVARD",,"S","2014-06-27T00:00:00.000","PS-153EA","TRUCK (SYMBOL) TRUCK LOADING ONLY MONDAY-FRIDAY 7AM-7PM --> (SUPERSEDES SP-15BA)","018 X 018",,,"619","East",,"PNTD","PNTD",,"998892","234121"
"S-370611","Current","S-","Bronx","EAST  221 STREET",,"BRONXWOOD AVENUE",,"PAULDING AVENUE",,"N","2015-07-07T00:00:00.000","PS-30B","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 8:30AM-10AM <-> (SUPERSEDES SP-461C)","018 X 012",,,"234",,,"PNTD","PNTD",,"1024236","260982"
"S-391651","Current","S-","Brooklyn","SCHENCK AVENUE",,"LIVONIA AVENUE",,"DUMONT AVENUE",,"W","2016-09-28T00:00:00.000","PS-113B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9AM-10:30AM <-> (SUPERSEDES SP-413C)","018 X 012",,,"150",,,"PNTD","PNTD",,"1015638","182045"
"S-391082","Current","S-","Bronx","MILES AVENUE",,"BALCOM AVENUE",,"EMERSON AVENUE",,"N","2016-06-03T00:00:00.000","PS-2GA","NO PARKING ANYTIME --> (SUPERSEDES SP-854CA)","018 X 012",,,"247","East",,"PNTD","PNTD","""GRAFF AVE""","1032955","236777"
"S-360981","Current","S-","Brooklyn","WEST AVENUE",,"WEST    5 STREET",,"OCEAN PARKWAY","W S/R","S","2015-07-09T00:00:00.000","PS-50B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> (SUPERSEDES SP-63C)","018 X 012",,,"91",,,"PNTD","PNTD",,"992375","151285"
"S-141166","Current","S-","Queens","110 STREET",,"67 ROAD",,"66 ROAD",,"E","2005-02-09T00:00:00.000","R7-40RA","NO PARKING ANYTIME (SINGLE ARROW)(SUPERSEDES R7-40 DON'TUSE R7-40)(SUPERSEDED BY SP-854CA)","018 X 012","2019-05-22T00:00:00.000",,"286","North",,"PNTD","PNTD",,"1027092","205151"
"S-324577","Current","S-","Manhattan","WEST  213 STREET",,"TENTH AVENUE",,"BROADWAY",,"N","2013-05-04T00:00:00.000","PS-35B","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 9:30AM-11AM <-> (SUPERSEDES SP-394C)","018 X 012",,,"32",,,"PNTD","PNTD",,"1007390","255665"
"S-392532","Current","S-","Brooklyn","OCEAN AVENUE",,"AVENUE P",,"KINGS HIGHWAY",,"W","2016-09-15T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"51","North",,"PNTD","PNTD",,"997110","161785"
"S-386252","Current","S-","Queens","61 STREET",,"QUEENS BOULEVARD",,"47 AVENUE",,"W","2016-04-01T00:00:00.000","PS-84B","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 11AM-12:30PM <-> (SUPERSEDES SP-390C)","018 X 012",,,"58",,,"PNTD","PNTD",,"1011154","209236"
"S-551591","Current","S-","Brooklyn","EAST   23 STREET",,"AVENUE I",,"DEAD END",,"E","2017-04-21T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"395","North",,"PNTD","PNTD","FOR VEHICLE TURNAROUND","996988","168639"
"S-092674","Current","S-","Bronx","PELHAM PARKWAY","S S/R","VAN HOESEN AVENUE",,"WILSON AVENUE",,"S","2002-08-02T00:00:00.000","R7-40RA","NO PARKING ANYTIME (SINGLE ARROW)(SUPERSEDES R7-40 DON'TUSE R7-40)(SUPERSEDED BY SP-854CA)","018 X 012","2019-05-22T00:00:00.000",,"238","East",,"PNTD","PNTD",,"1025807","251705"
"S-396139","Current","S-","Manhattan","WEST  117 STREET",,"5 AVENUE",,"LENOX AVENUE",,"N","2017-02-15T00:00:00.000","PS-57BA","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM --> (SUPERSEDES SP-370CA)","018 X 012",,,"269","East",,"PNTD","PNTD",,"998965","231390"
"S-388192","Current","S-","Queens","41 STREET",,"28 AVENUE",,"25 AVENUE",,"W","2016-06-20T00:00:00.000","PS-57B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM <-> (SUPERSEDES SP-370C)","018 X 012",,,"288",,,"PNTD","PNTD",,"1008525","218303"
"S-361604","Current","S-","Brooklyn","MOFFAT STREET",,"KNICKERBOCKER AVENUE",,"WILSON AVENUE",,"N","2015-05-15T00:00:00.000","PS-2D","STAR (SYMBOL) AVO DEPT OF EDUCATION SCHOOL DAYS 7AM-4PM <-> (SUPERSEDES PS-16E) (PUBLIC SCHOOL SIGN)","018 X 024",,,"403",,,"PNTD","PNTD",,"1010723","190499"
"S-01623676","Current","S-","Manhattan","RECTOR STREET",,"TRINITY PLACE",,"BROADWAY",,"S","2023-02-21T00:00:00.000","PS-442DA","STAR (SYMBOL) AVO DEPT OF CONSUMER AND WORKER PROTECTION 7AM-8PM ALL DAYS -->","018 X 024",,,"200","East",,"PNTD","PNTD",,"980840","197060"
"S-340589","Current","S-","Queens","B  138 STREET",,"ROCKAWAY BEACH BOULEVARD",,"DEAD END",,"W","2014-06-05T00:00:00.000","PS-33G","NO STANDING FIRE ZONE <-> (SUPERSEDES SP-453B)","018 X 012",,,"613",,,"PNTD","PNTD",,"1024487","148076"
"S-381643","Current","S-","Manhattan","WEST   33 STREET",,"11 AVENUE",,"12 AVENUE",,"S","2015-12-23T00:00:00.000","PS-401EA","BUS (SYMBOL) NON-MTA BUS LAYOVER ONLY --> NO ENGINE IDLING MAX FINE $2000 (SUPERSEDES PS-117EA & PS-247EA)","018 X 018",,,"582","East",,"PNTD","PNTD",,"983565","214386"
"S-552465","Current","S-","Brooklyn","KEAP STREET",,"MARCY AVENUE",,"DIVISION AVENUE",,"S","2017-04-26T00:00:00.000","PS-31G","NO STANDING SCHOOL DAYS 7AM-4PM <-> (SUPERSEDES SP-279C)","018 X 012",,,"441",,,"PNTD","PNTD",,"996507","196795"
"S-01487746","Current","S-","Bronx","EAST  178 STREET",,"VYSE AVENUE",,"BOSTON ROAD",,"S","2022-09-09T00:00:00.000","PS-80BA","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM --> (SUPERSEDES SP-361CA)","018 X 012",,,"555","West",,"PNTD","PNTD",,,
"P-019784","Current","P-","Queens","VAN WYCK EXPRESSWAY",,"GRAND CENTRAL PARKWAY",,"83 AVENUE",,"S","1960-12-28T00:00:00.000","INSERT","DESCRIPTION NOT AVAILABLE","N/A",,,"145",,"EW",,,,"1032431","200411"
"P-019784","Current","P-","Queens","VAN WYCK EXPRESSWAY",,"GRAND CENTRAL PARKWAY",,"83 AVENUE",,"S","1960-12-28T00:00:00.000","INSERT","DESCRIPTION NOT AVAILABLE","N/A",,,"145",,"EW",,,,"1032431","200411"
"S-325712","Current","S-","Bronx","CO-OP CITY BOULEVARD","CTR MALL","BELLAMY LOOP NORTH",,"NO NAME STREET",,"W","2013-10-07T00:00:00.000","SP-1044B","NO STANDING ANYTIME <-----> (SUPERSEDED BY PS-1G)","018 X 012","2019-05-22T00:00:00.000",,"606",,,"PNTD","PNTD","SIGN FLAG TO FACE N/B TRAFFIC","1032840","257640"
"S-354534","Current","S-","Brooklyn","NEVINS STREET",,"BUTLER STREET",,"DOUGLASS STREET",,"E","2015-02-20T00:00:00.000","PS-3BA","NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) TUESDAY FRIDAY 3AM-6AM --> (SUPERSEDES SP-833CA)","018 X 012",,,"74","North",,"PNTD","PNTD",,"988194","187531"
"S-459019","Current","S-","Queens","65 STREET",,"37 ROAD",,"38 AVENUE",,"E","2016-12-20T00:00:00.000","PS-114B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 9AM-10:30AM <-> (SUPERSEDES SP-435C)","018 X 012",,,"63",,,"PNTD","PNTD",,"1012409","211572"
"S-408474","Current","S-","Manhattan","EAST   95 STREET",,"2 AVENUE",,"3 AVENUE",,"N","2016-12-20T00:00:00.000","PS-113B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9AM-10:30AM <-> (SUPERSEDES SP-413C)","018 X 012",,,"555",,,"PNTD","PNTD",,"998262","225053"
"S-509170","Current","S-","Staten Island","BRADLEY AVENUE",,"BRIELLE AVENUE",,"PORTAGE AVENUE",,"E","2017-04-05T00:00:00.000","SI-1879G","LOCAL MTA BUS DESTINATION PANEL (TEXT TO BE MODIFIED AS REQUIRED)","18.12 X 6",,,"445",,,"PNTD","PNTD","PORT RICHMOND","947874","157931"
"S-096802","Current","S-","Queens","148 STREET",,"32 AVENUE",,"BAYSIDE AVENUE",,"E","2002-07-02T00:00:00.000","SP-433C","NO PARKING (SANITATION BROOM SYMBOL) 9-10:30AM MON <-----> (SUPERSEDED BY PS-112B)","018 X 012","2019-05-22T00:00:00.000",,"183",,,"PNTD","PNTD",,"1034593","220124"
"S-334831","Current","S-","Queens","JUNIPER BLVD NORTH",,"80 STREET",,"DRY HARBOR ROAD",,"S","2014-04-23T00:00:00.000","PS-108G","MOON & STARS (SYMBOLS) NO STANDING 9PM-6AM ALL DAYS <-> (SUPERSEDES SP-80B)","018 X 012",,,"40",,,"PNTD","PNTD",,"1018569","202181"
"S-142316","Current","S-","Queens","147 STREET",,"MELBOURNE AVENUE",,"68 AVENUE",,"W","2005-04-26T00:00:00.000","SP-401C","NO PARKING (SANITATION BROOM SYMBOL) 10:30AM TO NOON FRI <----> (SUPERSEDED BY PS-162B)","018 X 012","2019-05-22T00:00:00.000",,"217",,,"PNTD","PNTD",,"1033448","206682"
"S-351403","Current","S-","Brooklyn","52 STREET",,"16 AVENUE",,"17 AVENUE",,"N","2015-01-12T00:00:00.000","PS-33B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 9:30AM-11AM<-> (SUPERSEDES SP-382C)","018 X 012",,,"202",,,"PNTD","PNTD",,"987968","168443"
"S-351263","Current","S-","Queens","UTOPIA PARKWAY",,"16 ROAD",,"17 AVENUE",,"W","2014-10-24T00:00:00.000","PS-2GA","NO PARKING ANYTIME --> (SUPERSEDES SP-854CA)","018 X 012",,,"104","North",,"PNTD","PNTD",,"1041117","224615"
"S-459940","Current","S-","Brooklyn","SACKETT STREET",,"DEAD END",,"BOND STREET",,"N","2016-12-23T00:00:00.000","PS-8B","NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) MONDAY THURSDAY 3AM-6AM <-> (SUPERSEDES SP-842C)","018 X 012",,,"264",,,"PNTD","PNTD",,"987323","187217"
"S-375385","Current","S-","Brooklyn","BROADWAY",,"SARATOGA AVENUE",,"JEFFERSON AVENUE",,"W","2015-11-27T00:00:00.000","PS-8B","NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) MONDAY THURSDAY 3AM-6AM <-> (SUPERSEDES SP-842C)","018 X 012",,,"20",,,"PNTD","PNTD",,"1006969","189611"
"S-325579","Current","S-","Bronx","ELLIS AVENUE",,"ZEREGA AVENUE",,"HAVEMEYER AVENUE",,"S","2014-03-25T00:00:00.000","PS-50B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> (SUPERSEDES SP-63C)","018 X 012",,,"61",,,"PNTD","PNTD",,"1027042","242942"
"S-102688","Current","S-","Queens","SUTTER AVENUE",,"122 PLACE",,"122 STREET",,"N","2003-07-03T00:00:00.000","R7-20R","NO STANDING ANYTIME (REPLACED BY SP-10B)","018 X 012","2017-06-02T00:00:00.000",,"207",,,"PNTD","PNTD",,"1035059","184784"
"S-394343","Current","S-","Manhattan","EAST   85 STREET",,"2 AVENUE",,"3 AVENUE",,"S","2016-08-29T00:00:00.000","PS-68B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9AM-10:30AM <-> (SUPERSEDES SP-415C)","018 X 012",,,"321",,,"PNTD","PNTD",,"997162","222590"
"S-393819","Current","S-","Brooklyn","ALABAMA AVENUE",,"SUTTER AVENUE",,"BLAKE AVENUE",,"W","2016-10-01T00:00:00.000","PS-54B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8AM-9:30AM <-> (SUPERSEDES SP-412C)","018 X 012",,,"496",,,"PNTD","PNTD",,"1012624","182504"
"S-291634","Current","S-","Queens","CLINTONVILLE STREET",,"CROSS ISLAND PARKWAY","S S/R","17 AVENUE",,"W","2012-03-09T00:00:00.000","R7-40RA","NO PARKING ANYTIME (SINGLE ARROW)(SUPERSEDES R7-40 DON'TUSE R7-40)(SUPERSEDED BY SP-854CA)","018 X 012","2019-05-22T00:00:00.000",,"92","North",,"PNTD","PNTD",,"1036920","225755"
"S-01435775","Current","S-","Manhattan","EAST   34 STREET",,"5 AVENUE",,"MADISON AVENUE",,"S","2020-05-15T00:00:00.000","SI-1911G","SELECT BUS SERVICE DESTINATION PANEL (TEXT TO BE MODIFIED AS REQUESTED)","18.12 X 6",,,"145",,,"PNTD","PNTD","EAST SIDE","988663","211849"
"P-592967","Current","P-","Manhattan","PARK AVENUE SOUTH",,"EAST   26 STREET",,"EAST   27 STREET",,"E","2017-05-18T00:00:00.000","PS-289C","3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 7AM-7PM <-> (SUPERSEDES PS-21C)","018 X 024",,,"78",,,"PNTD","PNTD",,"988489","209705"
"S-01639425","Current","S-","Queens","PARSONS BOULEVARD",,"41 AVENUE",,"BARCLAY AVENUE",,"W","2023-06-21T00:00:00.000","PS-359DA","CAR (SYMBOL) CARSHARE PARKING ONLY OTHERS NO STANDING ANYTIME -->","018 X 024",,,"54","North",,"PNTD","PNTD","ZIPCAR","1033701","216359"
"S-106848","Current","S-","Queens","BEACH   71 STREET",,"DEAD END",,"ROCKAWAY BEACH BOULEVARD",,"W","1962-06-01T00:00:00.000","R7-40","NO PARKING ANYTIME(SUPERSEDED BY R7-40R) DON'T USE R7-40","012 X 018","2019-05-22T00:00:00.000",,"66",,"North",,,,"1039916","154106"
"S-280747","Current","S-","Bronx","PRATT AVENUE",,"EAST  233 STREET",,"AMUNDSON AVENUE",,"W","2012-02-09T00:00:00.000","R7-40RA","NO PARKING ANYTIME (SINGLE ARROW)(SUPERSEDES R7-40 DON'TUSE R7-40)(SUPERSEDED BY SP-854CA)","018 X 012","2019-05-22T00:00:00.000",,"459","North",,"PNTD","PNTD",,"1029923","262829"
"S-369299","Current","S-","Queens","127 STREET",,"87 ROAD",,"88 AVENUE",,"E","2015-07-10T00:00:00.000","PS-190B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY NOON-1:30PM <-> (SUPERSEDES SP-386C)","018 X 012",,,"245",,,"PNTD","PNTD",,"1033243","194383"
"S-378247","Current","S-","Brooklyn","LAWRENCE AVENUE",,"OCEAN PARKWAY",,"SETON PLACE",,"S","2015-11-20T00:00:00.000","PS-31E","STAR (SYMBOL) AUTHORIZED VEHICLES ONLY POLICE DEPARTMENT <-> (SUPERSEDES SP-258G & SP-69G) (SUPERSEDED BY PS-11D)","018 X 018","2019-05-22T00:00:00.000",,"855",,,"PNTD","PNTD",,"991260","168824"
"S-377042","Current","S-","Brooklyn","EAST   14 STREET",,"AVENUE I",,"AVENUE H",,"E","2016-02-02T00:00:00.000","PS-141G","NO PARKING TUESDAY THURSDAY SATURDAY 8AM-6PM <-> (SUPERSEDES SP-50C)","018 X 018",,,"703",,,"PNTD","PNTD",,"994495","168599"
"S-392091","Current","S-","Staten Island","COLGATE PLACE",,"ALLISON AVENUE",,"CANNON BOULEVARD",,"N","2016-06-22T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"66","East",,"PNTD","PNTD","I.F.O. TREE","951812","146187"
"S-389336","Current","S-","Queens","80 STREET",,"25 AVENUE",,"30 AVENUE",,"W","2016-05-09T00:00:00.000","PS-40B","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 11:30AM-1PM <-> (SUPERSEDES SP-463C)","018 X 012",,,"28",,,"PNTD","PNTD",,"1015105","217177"
"S-393048","Current","S-","Queens","58 AVENUE",,"136 STREET",,"134 STREET",,"N","2016-06-28T00:00:00.000","PS-84B","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 11AM-12:30PM <-> (SUPERSEDES SP-390C)","018 X 012",,,"13",,,"PNTD","PNTD",,"1031525","210996"
"S-395798","Current","S-","Queens","QUEENS BOULEVARD",,"73 STREET",,"KNEELAND STREET",,"S","2016-08-16T00:00:00.000","PS-81B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY TUESDAY THURSDAY FRIDAY 7:30AM-8AM <-> (SUPERSEDES SP-582C)","018 X 012",,,"361",,,"PNTD","PNTD",,"1014916","208463"
"S-376830","Current","S-","Queens","99 STREET",,"HORACE HARDING EXPRESSWAY",,"62 ROAD",,"W","2015-10-13T00:00:00.000","PS-57B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM <-> (SUPERSEDES SP-370C)","018 X 012",,,"71",,,"PNTD","PNTD",,"1023453","207169"
"S-360872","Current","S-","Brooklyn","WEST AVENUE",,"OCEAN PARKWAY",,"SHORE PARKWAY",,"N","2015-05-21T00:00:00.000","PS-57B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM <-> (SUPERSEDES SP-370C)","018 X 012",,,"1422",,,"PNTD","PNTD",,"993250","151155"
"S-384566","Current","S-","Brooklyn","HUMBOLDT STREET",,"RICHARDSON STREET",,"FROST STREET",,"W","2016-05-13T00:00:00.000","PS-39B","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 11:30AM-1PM <-> (SUPERSEDES SP-460C)","018 X 012",,,"12",,,"PNTD","PNTD",,"999926","201181"
"S-00637338","Current","S-","Brooklyn","EAST   18 STREET",,"AVENUE R",,"AVENUE S",,"W","2017-08-30T00:00:00.000","PS-32B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 9:30AM-11AM <-> (SUPERSEDES SP-453C)","018 X 012",,,"757",,,"PNTD","PNTD",,"996889","159353"
"S-500214","Current","S-","Brooklyn","MACDOUGAL STREET",,"HOWARD AVENUE",,"RALPH AVENUE",,"N","2017-05-02T00:00:00.000","PS-113B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9AM-10:30AM <-> (SUPERSEDES SP-413C)","018 X 012",,,"244",,,"PNTD","PNTD",,"1006383","186761"
"S-366922","Current","S-","Brooklyn","WEST   33 STREET",,"NEPTUNE AVENUE",,"BAYVIEW AVENUE",,"E","2015-09-15T00:00:00.000","PS-3A","BACK IN ANGLE PARKING ONLY <-> (SUPERSEDES SP-7D)","018 X 012",,,"1030",,,"PNTD","PNTD",,"984123","150645"
"S-337513","Current","S-","Brooklyn","PARK PLACE",,"ALBANY AVENUE",,"TROY AVENUE",,"N","2014-07-10T00:00:00.000","PS-2A","BACK IN 90 DEG PARKING ONLY <-> (SUPERSEDES SP-6D)","018 X 012",,,"425",,,"PNTD","PNTD",,"1001603","184409"
"S-282750","Current","S-","Queens","31 ROAD",,"140 STREET",,"UNION STREET",,"S","2012-01-17T00:00:00.000","SP-437C","NO PARKING (SANITATION BROOM SYMBOL) 9-10:30AM WED <---> (SUPERSEDED BY PS-110B)","018 X 012","2019-05-22T00:00:00.000",,"421",,,"PNTD","PNTD",,"1032153","220070"
"S-372996","Current","S-","Bronx","EXTERIOR STREET",,"BROADWAY",,"WEST  225 STREET",,"W","2015-09-09T00:00:00.000","PS-114B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 9AM-10:30AM <-> (SUPERSEDES SP-435C)","018 X 012",,,"162",,,"PNTD","PNTD",,,
"S-976571","Current","S-","Queens","168 STREET",,"84 AVENUE",,"GOTHIC DRIVE",,"W","1998-10-30T00:00:00.000","R7-20R","NO STANDING ANYTIME (REPLACED BY SP-10B)","018 X 012","2017-06-02T00:00:00.000",,"454",,,"PNTD","PNTD",,"1040508","199684"
"S-320119","Current","S-","Manhattan","WEST  179 STREET",,"FORT WASHINGTON AVENUE",,"PINEHURST AVENUE",,"N","2013-03-30T00:00:00.000","PS-37B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 11:30AM-1PM <-> (SUPERSEDES SP-379C & SP-454C)","018 X 012",,,"237",,,"PNTD","PNTD",,"1000902","248794"
"S-465159","Current","S-","Queens","ST JAMES AVENUE",,"POYER STREET",,"51 AVENUE",,"S","2016-12-30T00:00:00.000","PS-38B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 11:30AM-1PM <-> (SUPERSEDES SP-385C)","018 X 012",,,"193",,,"PNTD","PNTD",,"1017334","208343"
"S-385621","Current","S-","Manhattan","GREENWICH STREET",,"DESBROSSES STREET",,"VESTRY STREET",,"E","2016-03-30T00:00:00.000","PS-15G","NO PARKING MONDAY-FRIDAY 8AM-6PM <-> (SUPERSEDES R7-45R)","018 X 012",,,"116",,,"PNTD","PNTD",,"981605","202709"
"S-391633","Current","S-","Brooklyn","EAST    4 STREET",,"CATON AVENUE",,"ALBERMARLE ROAD",,"E","2016-09-09T00:00:00.000","PS-38B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 11:30AM-1PM <-> (SUPERSEDES SP-385C)","018 X 012",,,"727",,,"PNTD","PNTD",,"990681","174486"
"S-393428","Current","S-","Staten Island","NOME AVENUE",,"RICHMOND AVENUE",,"COUNTRY DRIVE WEST",,"S","2016-07-06T00:00:00.000","PS-3G","NO STOPPING ANYTIME <-> (SUPERSEDES SP-14A)","018 X 012",,,"115",,,"PNTD","PNTD",,"938321","154413"
"S-371855","Current","S-","Brooklyn","MESEROLE AVENUE",,"GUERNSEY STREET",,"DOBBIN STREET",,"S","2015-10-13T00:00:00.000","PS-10B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM <-> (SUPERSEDES SP-844C)","018 X 012",,,"172",,,"PNTD","PNTD",,"996728","203889"
"S-01607645","Current","S-","Brooklyn","BATCHELDER STREET",,"AVENUE Z",,"VOORHIES AVENUE",,"W","2023-06-21T00:00:00.000","PS-376G","DAY - DAY XYY-XYY (FOR BUS STOP ONLY)","016 X 006",,,"760",,,"PNTD","PNTD","MONDAY - SATURDAY","1001840","153413"
