"job_filing_name","job_type","bin","borough","house_no","street_name","block","lot","zip_code","submitted_date","c_of_o_status","c_of_o_sequence","c_of_o_filing_type","community_board","c_of_o_issuance_date","application_number","latitude","longitude","communitydistrict","citycouncildistrict","censustract2010","buildingidentificationnumber","bbl","ntaname","location_point"
"122784781","ALTERATION TYPE 1","1010362","MANHATTAN","315","HUDSON STREET","597","12","10013","2023-01-25T00:00:00.000","CO Issued","32151","Renewal Without Change","102","01/25/2023 10:55:46","CO-000032151","40.72631","-74.00749","102","3","37","1010362","1005970012","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.00749 40.72631)"
"321720697","ALTERATION TYPE 1","3116344","BROOKLYN","41","EAST 10TH STREET","5071","57","11218","2023-01-20T00:00:00.000","CO Issued","32244","Final","314","07/21/2023 14:24:19","CO-000032244","40.647499","-73.97049","314","40","506","3116344","3050710057","Flatbush","POINT (-73.97049 40.647499)"
"121705565","ALTERATION TYPE 1","1046257","MANHATTAN","1334","YORK AVENUE","1483","1","10021","2023-07-20T00:00:00.000","CO Issued","41573","Renewal Without Change","108","07/21/2023 09:23:07","CO-000041573","40.766315","-73.954127","108","5","124","1046257","1014830001","Lenox Hill-Roosevelt Island","POINT (-73.954127 40.766315)"
"121191986","NEW BUILDING","1090443","MANHATTAN","1227","BROADWAY","831","68","10001","2023-01-04T00:00:00.000","CO Issued","31380","Renewal With Change","105","01/25/2023 13:20:52","CO-000031380","40.746635","-73.988491","105","3","76","1000000","1008310068","Midtown-Midtown South","POINT (-73.988491 40.746635)"
"100909634","ALTERATION TYPE 1","1014336","MANHATTAN","259","WEST   30 STREET","780","7","10001","2023-07-21T00:00:00.000","CO Issued","40413","Renewal Without Change","105","07/21/2023 15:50:36","CO-000040413","40.749155","-73.994056","105","3","101","1014336","1007800007","Midtown-Midtown South","POINT (-73.994056 40.749155)"
"101437465","ALTERATION TYPE 1","1024874","MANHATTAN","243","WEST   55 STREET","1027","9","10019","2023-01-25T00:00:00.000","CO Issued","32333","Renewal Without Change","105","01/25/2023 13:31:35","CO-000032333","40.764953","-73.982705","105","3","137","1024874","1010270009","Midtown-Midtown South","POINT (-73.982705 40.764953)"
"220151859","NEW BUILDING","2129056","BRONX","556","BERGEN AVENUE","2294","32","10455","2022-12-21T00:00:00.000","CO Issued","30905","Renewal With Change","201","01/25/2023 14:12:30","CO-000030905","40.815937","-73.916354","201","17","71","2000000","2022947502","Melrose South-Mott Haven North","POINT (-73.916354 40.815937)"
"122143377","NEW BUILDING","1049869","MANHATTAN","1562","SECOND AVENUE","1544","7504","10028","2023-01-25T00:00:00.000","CO Issued","32379","Renewal Without Change","108","01/25/2023 09:29:00","CO-000032379","40.774746","-73.954013","108","5","138","1049869","0","Yorkville","POINT (-73.954013 40.774746)"
"201006641","NEW BUILDING","2115159","BRONX","4172","DEREIMER AVENUE","5021","40","10466","2023-01-11T00:00:00.000","CO Issued","23347","Initial","212","01/25/2023 11:26:03","CO-000023347","40.894774","-73.843412","212","12","448","2115159","2050210040","Woodlawn-Wakefield","POINT (-73.843412 40.894774)"
"420665391","ALTERATION TYPE 1","4006620","QUEENS","31-41","23RD STREET","568","12","11106","2023-07-21T00:00:00.000","CO Issued","41320","Renewal Without Change","401","07/24/2023 10:53:21","CO-000041320","40.765712","-73.929359","401","22","75","4006620","4005680012","Astoria","POINT (-73.929359 40.765712)"
"220668285","NEW BUILDING","2130375","BRONX","1110","WASHINGTON AVENUE","2371","9","10456","2023-01-20T00:00:00.000","CO Issued","32256","Renewal With Change","203","01/25/2023 11:35:10","CO-000032256","40.82859","-73.908396","203","16","185","2000000","2023710009","Morrisania-Melrose","POINT (-73.908396 40.82859)"
"210177636","ALTERATION TYPE 1","2084006","BRONX","3825","CORLEAR AVENUE","5774","240","10463","2023-01-06T00:00:00.000","CO Issued","31310","Renewal Without Change","208","01/25/2023 14:30:04","CO-000031310","40.885976","-73.901388","208","11","285","2084006","2057740240","Spuyten Duyvil-Kingsbridge","POINT (-73.901388 40.885976)"
"220361034","NEW BUILDING","2127025","BRONX","5510","BROADWAY","3266","21","10463","2022-12-15T00:00:00.000","CO Issued","30580","Renewal Without Change","208","01/25/2023 14:21:32","CO-000030580","40.877191","-73.906069","208","11","283","2127025","2032660021","Spuyten Duyvil-Kingsbridge","POINT (-73.906069 40.877191)"
"421817984","ALTERATION TYPE 1","4101769","QUEENS","4-09","147 STREET","4470","44","11357","2023-06-26T00:00:00.000","CO Issued","40398","Final","407","07/24/2023 11:09:40","CO-000040398","40.795427","-73.822518","407","19","973","4101769","4044700044","Whitestone","POINT (-73.822518 40.795427)"
"321048451","ALTERATION TYPE 1","3023674","BROOKLYN","550","5TH AVE","1041","7501","11215","2023-07-11T00:00:00.000","CO Issued","41151","Renewal Without Change","306","07/24/2023 11:36:12","CO-000041151","40.665662","-73.989244","306","39","141","3023674","3010417501","Park Slope-Gowanus","POINT (-73.989244 40.665662)"
"104185739","ALTERATION TYPE 1","1042520","MANHATTAN","713","PARK AVENUE","1404","71","10021","2023-07-24T00:00:00.000","CO Issued","41767","Renewal Without Change","108","07/24/2023 15:22:02","CO-000041767","40.769552","-73.964948","108","4","120","1042520","1014040071","Upper East Side-Carnegie Hill","POINT (-73.964948 40.769552)"
"121324147","NEW BUILDING","1089248","MANHATTAN","133","GREENWICH STREET","52","8","10006","2023-07-06T00:00:00.000","CO Issued","40652","Renewal Without Change","101","07/24/2023 15:17:48","CO-000040652","40.709468","-74.012931","101","1","13","1089248","1000520008","Battery Park City-Lower Manhattan","POINT (-74.012931 40.709468)"
"321462706","NEW BUILDING","3423488","BROOKLYN","1704","EAST 54 STREET","8493","56","11234","2023-04-26T00:00:00.000","CO Issued","34814","Initial","318","07/24/2023 09:53:59","CO-000034814","40.616","-73.922674","318","46","682","3000000","3084930056","Flatlands","POINT (-73.922674 40.616)"
"321189370","ALTERATION TYPE 1","3006007","BROOKLYN","51","ST MARKS PLACE","389","47","11217","2023-07-11T00:00:00.000","CO Issued","39799","Renewal Without Change","302","07/24/2023 09:53:54","CO-000039799","40.682184","-73.980855","302","33","127","3006007","3003890047","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","POINT (-73.980855 40.682184)"
"103986616","NEW BUILDING","1062988","MANHATTAN","1112","ST NICHOLAS AVENUE","2124","1","10032","2023-07-21T00:00:00.000","CO Issued","41757","Renewal Without Change","112","07/24/2023 11:14:12","CO-000041757","40.839282","-73.939852","112","10","251","1062988","1021240001","Washington Heights South","POINT (-73.939852 40.839282)"
"B00506919","CO - New Building with Existing Elements to Remain","3080127","BROOKLYN","128","MOFFAT STREET","3446","12","11207","2023-03-10T00:00:00.000","CO Issued","34677","Final","304","07/24/2023 11:20:57","CO-000034677","40.686452","-73.907466","304","37","411","3080127","3034460012","Bushwick South","POINT (-73.907466 40.686452)"
"123515222","ALTERATION TYPE 1","1034841","MANHATTAN","26","W 56","1271","54","10019","2023-03-24T00:00:00.000","CO Issued","31585","Renewal Without Change","105","03/24/2023 16:58:58","CO-000031585","40.762725","-73.975511","105","4","104","1034841","1012710054","Midtown-Midtown South","POINT (-73.975511 40.762725)"
"121190237","ALTERATION TYPE 1","1010360","MANHATTAN","100","VANDAM STREET","597","7","10013","2023-03-23T00:00:00.000","CO Issued","34354","Renewal Without Change","102","03/24/2023 16:49:11","CO-000034354","40.726689","-74.008453","102","3","37","1010360","1005970007","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.008453 40.726689)"
"210180613","ALTERATION TYPE 1","2000241","BRONX","416","EAST 138TH STREET","2282","12","10454","2023-07-21T00:00:00.000","CO Issued","41682","Renewal Without Change","201","07/24/2023 12:56:32","CO-000041682","40.808764","-73.922096","201","8","25","2000241","2022820012","Mott Haven-Port Morris","POINT (-73.922096 40.808764)"
"320626747","NEW BUILDING","3425971","BROOKLYN","415","RED HOOK LANE","154","7501","11201","2023-07-24T00:00:00.000","CO Issued","41769","Renewal Without Change","302","07/24/2023 10:02:25","CO-000041769","40.691435","-73.988616","302","33","37","3425971","3001547501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","POINT (-73.988616 40.691435)"
"120971751","ALTERATION TYPE 1","1032587","MANHATTAN","721","AMSTERDAM AVENUE","1226","7502","10025","2023-01-04T00:00:00.000","CO Issued","31425","Renewal With Change","107","07/24/2023 14:04:59","CO-000031425","40.793523","-73.970739","107","6","181","1032587","1012267502","Upper West Side","POINT (-73.970739 40.793523)"
"121205356","NEW BUILDING","1048679","MANHATTAN","200","EAST 83 STREET","1528","7501","10028","2023-07-06T00:00:00.000","CO Issued","40880","Renewal With Change","108","07/24/2023 14:17:41","CO-000040880","40.77672","-73.955077","108","5","138","1048679","1015280045","Yorkville","POINT (-73.955077 40.77672)"
"121193001","NEW BUILDING","1089850","MANHATTAN","719","7TH AVENUE","1000","61","10036","2023-07-24T00:00:00.000","CO Issued","41766","Renewal Without Change","105","07/24/2023 09:52:55","CO-000041766","40.759743","-73.984233","105","4","125","1089850","1010000061","Midtown-Midtown South","POINT (-73.984233 40.759743)"
"121418901","ALTERATION TYPE 1","1041472","MANHATTAN","909","MADISON AVENUE","1387","50","10021","2023-06-30T00:00:00.000","CO Issued","36490","Final","108","07/24/2023 10:54:15","CO-000036490","40.772305","-73.965041","108","4","130","1041472","1013870050","Upper East Side-Carnegie Hill","POINT (-73.965041 40.772305)"
"402886506","ALTERATION TYPE 1","4546451","QUEENS","30-44","43RD STREET","696","14","11103","2023-07-21T00:00:00.000","CO Issued","41732","Renewal Without Change","401","07/24/2023 10:51:24","CO-000041732","40.761537","-73.913611","401","22","149","4000000","4006960014","Astoria","POINT (-73.913611 40.761537)"
"120905627","ALTERATION TYPE 1","1083135","MANHATTAN","13","EAST 13 STREET","571","7501","10003","2022-11-29T00:00:00.000","CO Issued","29065","Renewal Without Change","102","11/30/2022 09:22:29","CO-000029065","40.734998","-73.99335","102","2","61","1083135","1005717501","West Village","POINT (-73.99335 40.734998)"
"122932381","ALTERATION TYPE 1","1007931","MANHATTAN","267","MULBERRY STREET","510","7501","10012","2022-10-11T00:00:00.000","CO Issued","15181","Renewal With Change","102","11/30/2022 09:13:36","CO-000015181","40.723827","-73.995483","102","1","43","1007931","1005107501","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-73.995483 40.723827)"
"121185993","NEW BUILDING","1088692","MANHATTAN","1","AVENUE OF THE AMERICAS","178","7503","10013","2022-11-30T00:00:00.000","CO Issued","29645","Renewal Without Change","101","11/30/2022 14:41:36","CO-000029645","40.719128","-74.005188","101","1","33","1000000","1001910008","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.005188 40.719128)"
"121945976","ALTERATION TYPE 1","1034516","MANHATTAN","640","FIFTH AVENUE","1267","34","10019","2022-11-30T00:00:00.000","CO Issued","29672","Renewal Without Change","105","11/30/2022 14:04:36","CO-000029672","40.759432","-73.977122","105","4","104","1034516","1012670034","Midtown-Midtown South","POINT (-73.977122 40.759432)"
"122264744","ALTERATION TYPE 1","1088750","MANHATTAN","40","RECTOR STREET","55","7501","10006","2022-11-30T00:00:00.000","CO Issued","29273","Renewal Without Change","101","11/30/2022 11:11:14","CO-000029273","40.708356","-74.014814","101","1","13","1088750","1000557501","Battery Park City-Lower Manhattan","POINT (-74.014814 40.708356)"
"540187616","NEW BUILDING","5174752","STATEN ISLAND","19","JACINDA WAY","7495","42","10309","2022-04-28T00:00:00.000","CO Issued","18957","Final","503","05/02/2022 15:32:10","CO-000018957",,,,,,,,,
"103718443","ALTERATION TYPE 1","1058637","MANHATTAN","264","WEST  124 STREET","1929","7503","10027","2022-11-14T00:00:00.000","CO Issued","28517","Renewal Without Change","110","11/30/2022 14:38:02","CO-000028517","40.809027","-73.950583","110","9","222","1058637","1019297503","Central Harlem South","POINT (-73.950583 40.809027)"
"321527344","NEW BUILDING","3070772","BROOKLYN","315","MAUJER STREET","3019","73","11206","2023-05-17T00:00:00.000","CO Issued","38383","Renewal Without Change","301","07/24/2023 15:05:53","CO-000038383","40.712133","-73.93685","301","34","485","3070772","3030190073","Bushwick South","POINT (-73.93685 40.712133)"
"321431759","ALTERATION TYPE 1","3063093","BROOKLYN","124","SOUTH 2 STREET","2417","16","11249","2023-07-11T00:00:00.000","CO Issued","41027","Renewal Without Change","301","07/24/2023 10:41:36","CO-000041027","40.713517","-73.962785","301","34","551","3063093","3024170016","North Side-South Side","POINT (-73.962785 40.713517)"
"123781844","ALTERATION TYPE 1","1017089","MANHATTAN","183","MADISON AVENUE","863","60","10016","2022-11-15T00:00:00.000","CO Issued","28961","Renewal With Change","105","11/30/2022 09:27:10","CO-000028961","40.747515","-73.982763","105","2","74","1017089","1008630060","Midtown-Midtown South","POINT (-73.982763 40.747515)"
"320914793","ALTERATION TYPE 1","3000002","BROOKLYN","10","JAY STREET","1","50","11201","2023-07-07T00:00:00.000","CO Issued","40973","Renewal With Change","302","07/24/2023 10:19:26","CO-000040973","40.704522","-73.986572","302","33","21","3000002","3000010050","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","POINT (-73.986572 40.704522)"
"103709685","ALTERATION TYPE 1","1015523","MANHATTAN","55","WEST   21 STREET","823","9","10010","2022-11-29T00:00:00.000","CO Issued","29064","Renewal Without Change","105","11/30/2022 09:24:46","CO-000029064","40.740998","-73.992234","105","3","58","1015523","1008230009","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-73.992234 40.740998)"
"321921140","NEW BUILDING","3428998","BROOKLYN","1066","JEFFERSON AVENUE","3387","28","11221","2023-07-11T00:00:00.000","CO Issued","41131","Renewal Without Change","304","07/24/2023 10:49:49","CO-000041131","40.687829","-73.916656","304","37","397","3077804","3033870028","Bushwick South","POINT (-73.916656 40.687829)"
"103493514","ALTERATION TYPE 1","1000828","MANHATTAN","63","WALL STREET","27","9","10005","2022-08-29T00:00:00.000","CO Issued","24258","Renewal With Change","101","11/30/2022 11:45:57","CO-000024258","40.705843","-74.008516","101","1","7","1000828","1000270009","Battery Park City-Lower Manhattan","POINT (-74.008516 40.705843)"
"121186821","ALTERATION TYPE 1","1079216","MANHATTAN","49","CHAMBERS ST","153","7501","10007","2023-07-12T00:00:00.000","CO Issued","41181","Renewal Without Change","101","07/24/2023 11:21:57","CO-000041181","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.005429 40.713767)"
"S00572218","CO - New Building with Existing Elements to Remain","5050564","STATEN ISLAND","41","BUEL AVENUE","3530","51","10304","2023-07-10T00:00:00.000","CO Issued","40368","Final","502","07/24/2023 10:29:06","CO-000040368","40.588748","-74.100316","502","50","11401","5050564","5035300051","Old Town-Dongan Hills-South Beach","POINT (-74.100316 40.588748)"
"121184994","NEW BUILDING","1089836","MANHATTAN","520","WEST 30 STREET","701","16","10001","2023-07-24T00:00:00.000","CO Issued","41818","Renewal Without Change","104","07/24/2023 15:27:37","CO-000041818","40.752586","-74.002252","104","3","99","1089836","1007010016","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-74.002252 40.752586)"
"110075971","NEW BUILDING","1088533","MANHATTAN","885","6 AVENUE","807","7502","10001","2022-11-29T00:00:00.000","CO Issued","29620","Renewal Without Change","105","11/30/2022 15:59:44","CO-000029620","40.748189","-73.988963","105","3","101","1088533","1008077502","Midtown-Midtown South","POINT (-73.988963 40.748189)"
"321160266","ALTERATION TYPE 1","3005262","BROOKLYN","11A","3RD PLACE","365","56","11231","2023-07-10T00:00:00.000","CO Issued","41060","Final","306","07/24/2023 16:53:16","CO-000041060","40.679619","-74.001002","306","39","65","3005262","3003650056","Carroll Gardens-Columbia Street-Red Hook","POINT (-74.001002 40.679619)"
"123594413","ALTERATION TYPE 1","1085785","MANHATTAN","101","WEST END AVENUE","1171","62","10069","2023-04-26T00:00:00.000","CO Issued","37214","Renewal Without Change","107","07/24/2023 15:48:33","CO-000037214","40.775065","-73.988634","107","6","151","1085785","1011710062","Lincoln Square","POINT (-73.988634 40.775065)"
"123558051","NEW BUILDING","1033645","MANHATTAN","2505","BROADWAY","1241","7502","10025","2022-11-16T00:00:00.000","CO Issued","29102","Renewal With Change","107","11/30/2022 16:26:30","CO-000029102","40.793024","-73.972982","107","6","179","1033645","1012410011","Upper West Side","POINT (-73.972982 40.793024)"
"421952667","ALTERATION TYPE 1","4041758","QUEENS","101-14","ASTORIA BLVD","1688","35","11369","2022-11-16T00:00:00.000","CO Issued","29023","Final","403","07/24/2023 10:49:19","CO-000029023","40.761763","-73.868029","403","21","365","4041758","4016880035","East Elmhurst","POINT (-73.868029 40.761763)"
"121190442","ALTERATION TYPE 1","1016749","MANHATTAN","41","MADISON AVENUE","855","37","10010","2022-11-30T00:00:00.000","CO Issued","29635","Renewal Without Change","105","11/30/2022 09:37:42","CO-000029635","40.742616","-73.986698","105","2","56","1016749","1008550037","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-73.986698 40.742616)"
"104870365","ALTERATION TYPE 1","1080686","MANHATTAN","24","WEST   25 STREET","826","57","10010","2022-11-30T00:00:00.000","CO Issued","29495","Renewal Without Change","105","11/30/2022 09:35:57","CO-000029495","40.743383","-73.990004","105","3","58","1080686","1008260057","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-73.990004 40.743383)"
"121333333","NEW BUILDING","1089808","MANHATTAN","400","WEST 113 STREET","1865","20","10025","2023-07-19T00:00:00.000","CO Issued","40749","Renewal Without Change","109","07/24/2023 13:06:23","CO-000040749","40.804117","-73.960646","109","7","19701","1089808","1018650020","Morningside Heights","POINT (-73.960646 40.804117)"
"121185029","ALTERATION TYPE 1","1001113","MANHATTAN","84","WILLIAM STREET","68","16","10038","2022-11-30T00:00:00.000","CO Issued","29650","Renewal Without Change","101","11/30/2022 11:16:47","CO-000029650","40.708028","-74.007939","101","1","1502","1001113","1000680016","Battery Park City-Lower Manhattan","POINT (-74.007939 40.708028)"
"123057538","NEW BUILDING","1023395","MANHATTAN","106","WEST 56TH STREET","1008","37","10019","2022-10-19T00:00:00.000","CO Issued","27573","Renewal Without Change","105","11/30/2022 13:44:01","CO-000027573","40.763832","-73.978146","105","4","137","1023395","1010080037","Midtown-Midtown South","POINT (-73.978146 40.763832)"
"220620610","NEW BUILDING","2129180","BRONX","246","ECHO PLACE","2809","26","10457","2021-05-17T00:00:00.000","CO Issued","3154","Final","205","05/24/2021 12:01:50","CO-000003154","40.849647","-73.904283","205","15","23502","2000000","2028090026","Mount Hope","POINT (-73.904283 40.849647)"
"103298502","ALTERATION TYPE 1","1030903","MANHATTAN","252","WEST   79 STREET","1170","7502","10024","2023-07-21T00:00:00.000","CO Issued","41436","Renewal Without Change","107","07/24/2023 14:24:16","CO-000041436","40.78402","-73.98041","107","6","167","1030903","1011707502","Upper West Side","POINT (-73.98041 40.78402)"
"121186028","NEW BUILDING","1090524","MANHATTAN","138","EAST 50TH STREET","1304","7502","10022","2022-11-30T00:00:00.000","CO Issued","29538","Renewal Without Change","106","11/30/2022 13:48:11","CO-000029538","40.75631","-73.97194","106","4","100","1090524","1013047502","Turtle Bay-East Midtown","POINT (-73.97194 40.75631)"
"121203679","ALTERATION TYPE 1","1008180","MANHATTAN","298","MULBERRY STREET","521","1","10012","2023-07-24T00:00:00.000","CO Issued","40825","Renewal Without Change","102","07/24/2023 13:34:25","CO-000040825","40.725243","-73.994754","102","1","5502","1008180","1005210001","West Village","POINT (-73.994754 40.725243)"
"120823216","ALTERATION TYPE 1","1007088","MANHATTAN","35","WOOSTER STREET","475","7502","10013","2022-11-30T00:00:00.000","CO Issued","29147","Renewal Without Change","102","11/30/2022 16:20:44","CO-000029147","40.722268","-74.002753","102","1","47","1007088","1004757502","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.002753 40.722268)"
"104579029","ALTERATION TYPE 1","1088885","MANHATTAN","346","WEST   17 STREET","740","7502","10011","2023-07-14T00:00:00.000","CO Issued","40139","Renewal Without Change","104","07/14/2023 10:58:33","CO-000040139","40.742233","-74.002494","104","3","83","1088885","1007407502","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-74.002494 40.742233)"
"110414999","ALTERATION TYPE 1","1010072","MANHATTAN","323","6 AVENUE","589","31","10014","2022-11-16T00:00:00.000","CO Issued","29071","Renewal With Change","102","11/30/2022 08:46:02","CO-000029071","40.731166","-74.001353","102","3","67","1010072","1005890031","West Village","POINT (-74.001353 40.731166)"
"104339930","NEW BUILDING","1017101","MANHATTAN","47","EAST   34 STREET","864","28","10016","2022-11-30T00:00:00.000","CO Issued","29671","Renewal Without Change","106","11/30/2022 14:08:09","CO-000029671","40.747559","-73.982449","106","2","74","1017101","1008640028","Midtown-Midtown South","POINT (-73.982449 40.747559)"
"123341589","ALTERATION TYPE 1","1018507","MANHATTAN","150","EAST 34TH STREET","889","55","10016","2023-07-14T00:00:00.000","CO Issued","40821","Renewal Without Change","106","07/14/2023 13:37:58","CO-000040821","40.746178","-73.979209","106","2","72","1018507","1008890055","Murray Hill-Kips Bay","POINT (-73.979209 40.746178)"
"220688254","ALTERATION TYPE 1","2025871","BRONX","1960","ELLIS AVENUE","3793","27","10472","2022-04-04T00:00:00.000","CO Issued","17777","Renewal With Change","209","07/24/2023 15:30:34","CO-000017777","40.831579","-73.85907","209","18","72","2025871","2037930027","Soundview-Bruckner","POINT (-73.85907 40.831579)"
"104138443","NEW BUILDING","1089077","MANHATTAN","1751","PARK AVENUE","1770","72","10035","2022-11-29T00:00:00.000","CO Issued","29628","Renewal Without Change","111","11/30/2022 09:20:07","CO-000029628","40.802879","-73.940604","111","9","196","1089077","1017700072","East Harlem North","POINT (-73.940604 40.802879)"
"210182461","NEW BUILDING","2008702","BRONX","1548","JESUP AVENUE","2872","273","10452","2023-05-31T00:00:00.000","CO Issued","39080","Initial","204","07/14/2023 16:11:37","CO-000039080","40.844561","-73.918454","204","16","21302","2008702","2028720273","Highbridge","POINT (-73.918454 40.844561)"
"210182470","NEW BUILDING","2130658","BRONX","1546","JESUP AVENUE","2872","275","10452","2023-05-31T00:00:00.000","CO Issued","39077","Initial","204","07/14/2023 16:10:58","CO-000039077","40.84444","-73.918473","204","16","21302",,,"Highbridge","POINT (-73.918473 40.84444)"
"210180356","NEW BUILDING","2130392","BRONX","3069","VILLA AVENUE","3321","59","10468","2023-07-07T00:00:00.000","CO Issued","40268","Initial","207","07/14/2023 10:52:29","CO-000040268","40.873923","-73.888103","207","11","411","2000000","2033210059","Bedford Park-Fordham North","POINT (-73.888103 40.873923)"
"123480125","NEW BUILDING","1018311","MANHATTAN","165","LEXINGTON AVENUE","886","7504","10016","2022-11-30T00:00:00.000","CO Issued","29636","Renewal Without Change","106","11/30/2022 09:39:21","CO-000029636","40.744079","-73.981404","106","2","72","1018311","1008860028","Murray Hill-Kips Bay","POINT (-73.981404 40.744079)"
"320908265","NEW BUILDING","3425909","BROOKLYN","4016","7TH AVE","918","43","11232","2023-06-16T00:00:00.000","CO Issued","40004","Initial","307","07/14/2023 12:29:49","CO-000040004","40.647904","-74.000245","307","38","88","3425909","3009180043","Sunset Park East","POINT (-74.000245 40.647904)"
"121189203","NEW BUILDING","1084306","MANHATTAN","124","EAST 14TH STREET","559","16","10003","2023-06-20T00:00:00.000","CO Issued","40117","Renewal With Change","103","07/24/2023 14:08:00","CO-000040117","40.733812","-73.988435","103","2","42","1084306","1005590016","East Village","POINT (-73.988435 40.733812)"
"123906639","ALTERATION TYPE 1","1041125","MANHATTAN","19","EAST 65TH STREET","1380","14","10065","2023-07-14T00:00:00.000","CO Issued","41296","Renewal Without Change","108","07/14/2023 10:01:56","CO-000041296","40.767571","-73.969188","108","4","122","1041125","1013800014","Upper East Side-Carnegie Hill","POINT (-73.969188 40.767571)"
"123799611","ALTERATION TYPE 1","1035792","MANHATTAN","727","FIFTH AVENUE","1292","69","10022","2023-07-24T00:00:00.000","CO Issued","41397","Renewal Without Change","105","07/24/2023 13:32:57","CO-000041397","40.762569","-73.974247","105","4","11202","1035792","1012920069","Midtown-Midtown South","POINT (-73.974247 40.762569)"
"220635445","NEW BUILDING","2129070","BRONX","115","FATHER ZEISER PLACE","3219","214","10468","2023-06-02T00:00:00.000","CO Issued","39291","Final","207","07/14/2023 16:45:02","CO-000039291","40.864199","-73.904667","207","14","263","2000000","2032190214","Kingsbridge Heights","POINT (-73.904667 40.864199)"
"121192057","NEW BUILDING","1090788","MANHATTAN","173","CHRYSTIE STREET","425","28","10002","2022-11-16T00:00:00.000","CO Issued","29074","Initial","103","11/30/2022 13:55:23","CO-000029074","40.720958","-73.992399","103","1","18","1000000","1004250028","Chinatown","POINT (-73.992399 40.720958)"
"120934551","ALTERATION TYPE 1","1083247","MANHATTAN","10","UNION SQUARE EAST","870","7501","10003","2022-11-29T00:00:00.000","CO Issued","29631","Renewal Without Change","105","11/30/2022 09:15:46","CO-000029631","40.734704","-73.989926","105","2","50","1083247","1008707501","Gramercy","POINT (-73.989926 40.734704)"
"104355243","NEW BUILDING","1081374","MANHATTAN","545","EAST  116 STREET","1715","22","10029","2022-11-29T00:00:00.000","CO Issued","29619","Renewal Without Change","111","11/30/2022 08:49:35","CO-000029619","40.794613","-73.932092","111","8","178","1081374","1017150022","East Harlem North","POINT (-73.932092 40.794613)"
"121190255","NEW BUILDING","1032071","MANHATTAN","468","COLUMBUS AVENUE","1213","32","10024","2023-07-24T00:00:00.000","CO Issued","41276","Renewal Without Change","107","07/24/2023 14:21:20","CO-000041276","40.784197","-73.973856","107","6","169","1032071","1012130032","Upper West Side","POINT (-73.973856 40.784197)"
"104413403","ALTERATION TYPE 1","1085950","MANHATTAN","75","WALL STREET","31","7501","10005","2023-07-14T00:00:00.000","CO Issued","41167","Renewal Without Change","101","07/14/2023 10:08:37","CO-000041167","40.705486","-74.007874","101","1","7","1085950","1000317501","Battery Park City-Lower Manhattan","POINT (-74.007874 40.705486)"
"321773942","ALTERATION TYPE 1","3130231","BROOKLYN","1718","53 STREET","5479","15","11204","2023-06-28T00:00:00.000","CO Issued","40538","Final","312","07/14/2023 16:20:46","CO-000040538","40.626985","-73.984855","312","44","472","3130231","3054790015","Borough Park","POINT (-73.984855 40.626985)"
"121190647","NEW BUILDING","1078398","MANHATTAN","500","WEST 22ND STREET","693","7505","10011","2023-07-14T00:00:00.000","CO Issued","41243","Renewal Without Change","104","07/14/2023 13:04:10","CO-000041243","40.74705","-74.004742","104","3","99","1000000","1006930037","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-74.004742 40.74705)"
"321383551","NEW BUILDING","3329934","BROOKLYN","215","NORTH 10TH STREET","2299","7503","11211","2023-06-30T00:00:00.000","CO Issued","39982","Renewal Without Change","301","07/14/2023 11:19:02","CO-000039982","40.718196","-73.953839","301","33","519","3329934","3022990021","North Side-South Side","POINT (-73.953839 40.718196)"
"321772346","ALTERATION TYPE 1","3395982","BROOKLYN","124","ATLANTIC AVENUE","285","7501","11201","2023-06-30T00:00:00.000","CO Issued","40692","Renewal Without Change","306","07/14/2023 11:38:42","CO-000040692","40.690574","-73.995597","306","39","45","3395982","3002857501","Carroll Gardens-Columbia Street-Red Hook","POINT (-73.995597 40.690574)"
"120951318","ALTERATION TYPE 1","1035075","MANHATTAN","42","WEST 58TH STREET","1273","60","10019","2023-07-14T00:00:00.000","CO Issued","41337","Renewal Without Change","105","07/14/2023 13:21:51","CO-000041337","40.764361","-73.975189","105","4","11201","1035075","1012730060","Midtown-Midtown South","POINT (-73.975189 40.764361)"
"121011396","NEW BUILDING","1090397","MANHATTAN","215","CHRYSTIE STREET","427","7507","10002","2023-07-13T00:00:00.000","CO Issued","40736","Renewal Without Change","103","07/14/2023 09:53:03","CO-000040736","40.722786","-73.991464","103","1","3601","1090397","1004277507","Chinatown","POINT (-73.991464 40.722786)"
