"insptn_ops_detail","insptn_typ_cd","insp_inspect_dt","inspecting_unit_code","bldg_current_bin_fk","borough","cent_latitude","cent_longitude","communitydistrict","citycouncildistrict","bbl","location_1"
"10822256","RISK","2019-05-21T00:00:00.000","E329","4596269","QN",,,,,,
"9496192","RISK","2018-10-15T00:00:00.000","L011","1088384","MN",,,,,,
"2068110","RISK","2014-05-01T00:00:00.000","E229","3855875","BK",,,,,,
"10106415","RISK","2019-01-25T00:00:00.000","E165","5169016","SI",,,,,,
"2070885","RISK","2014-05-02T00:00:00.000","E314","4448947","QN",,,,,,
"2072106","RISK","2014-05-02T00:00:00.000","L053","2109575","BX",,,,,,
"4828985","RISK","2016-04-01T00:00:00.000","E156","5146253","SI",,,,,,
"9017688","RISK","2018-07-25T00:00:00.000","E235","3824979","BK",,,,,,
"10835157","RISK","2019-05-23T00:00:00.000","E073","2832078","BX",,,,,,
"8322571","RISK","2018-03-26T00:00:00.000","E168","5165053","SI",,,,,,
"2080268","RISK","2014-05-05T00:00:00.000","L104","3398482","BK",,,,,,
"10842789","RISK","2019-05-24T00:00:00.000","E066","2819952","BX",,,,,,
"10849287","RISK","2019-05-24T00:00:00.000","L001","1001909","MN",,,,,,
"10846715","RISK","2019-05-24T00:00:00.000","L077","5859880","SI",,,,,,
"2085355","RISK","2014-05-04T00:00:00.000","L018","1087046","MN",,,,,,
"10857149","RISK","2019-05-28T00:00:00.000","E259","4859395","QN",,,,,,
"2087462","RISK","2014-05-07T00:00:00.000","E237","3071575","BK",,,,,,
"10855007","RISK","2019-05-28T00:00:00.000","E055","1003075","MN",,,,,,
"2090959","RISK","2014-05-04T00:00:00.000","E247","3856740","BK",,,,,,
"10869773","RISK","2019-05-29T00:00:00.000","L017","2118403","BX",,,,,,
"9937735","RISK","2018-12-27T00:00:00.000","E279","3397567","BK",,,,,,
"10867611","RISK","2019-05-29T00:00:00.000","L118","3811245","BK",,,,,,
"10862843","RISK","2019-05-29T00:00:00.000","E079","2016638","BX",,,,,,
"2418102","RISK","2014-08-03T00:00:00.000","E047","1799306","MN",,,,,,
"8642819","RISK","2018-05-21T00:00:00.000","E004","1001130","MN",,,,,,
"8441243","RISK","2018-04-06T00:00:00.000","L044","2811801","BX",,,,,,
"3316273","RISK","2015-03-16T00:00:00.000","E024","1010371","MN",,,,,,
"9667617","RISK","2018-11-13T00:00:00.000","E273","4618566","QN",,,,,,
"7378701","RISK","2017-09-18T00:00:00.000","L016","1087137","MN",,,,,,
"10883339","RISK","2019-05-31T00:00:00.000","L143","4863377","QN",,,,,,
"10880354","RISK","2019-05-31T00:00:00.000","E277","3831332","BK",,,,,,
"4841035","RISK","2016-04-04T00:00:00.000","L129","4114944","QN",,,,,,
"3509568","RISK","2015-05-01T00:00:00.000","L043","1050274","MN",,,,,,
"10928444","RISK","2019-06-03T00:00:00.000","E052","2830785","BX",,,,,,
"2107528","RISK","2014-05-12T00:00:00.000","L131","3323279","BK",,,,,,
"10889688","RISK","2019-06-03T00:00:00.000","E052","2129472","BX",,,,,,
"8700789","RISK","2018-05-31T00:00:00.000","E164","5154424","SI",,,,,,
"10897373","RISK","2019-06-03T00:00:00.000","E071","2001935","BX",,,,,,
"2110957","RISK","2014-05-13T00:00:00.000","E310","3337449","BK",,,,,,
"2112052","RISK","2014-05-13T00:00:00.000","L059","2816168","BX",,,,,,
"10904915","RISK","2019-06-04T00:00:00.000","L116","4008869","QN",,,,,,
"2113382","RISK","2014-05-08T00:00:00.000","L083","5106926","SI",,,,,,
"8020028","RISK","2018-01-26T00:00:00.000","L125","4542621","QN",,,,,,
"2116991","RISK","2014-05-14T00:00:00.000","L021","1026326","MN",,,,,,
"2312830","RISK","2014-07-07T00:00:00.000","L086","5835353","SI",,,,,,
"2118542","RISK","2014-05-14T00:00:00.000","L153","3174831","BK",,,,,,
"10908296","RISK","2019-06-05T00:00:00.000","E263","4864826","QN",,,,,,
"2118933","RISK","2014-05-12T00:00:00.000","L121","4532561","QN",,,,,,
"10919790","RISK","2019-06-06T00:00:00.000","S252","3810826","BK",,,,,,
"5871738","RISK","2016-11-18T00:00:00.000","L031","2005276","BX","40.827389","-73.896976","202","17","2026920014","(40.827389, -73.896976)"
"10920929","RISK","2019-06-06T00:00:00.000","E037","1807292","MN",,,,,,
"10917959","RISK","2019-06-06T00:00:00.000","L051","2811534","BX",,,,,,
"10919789","RISK","2019-06-06T00:00:00.000","S252","3810827","BK",,,,,,
"2122842","RISK","2014-05-15T00:00:00.000","L046","2830569","BX",,,,,,
"2124084","RISK","2014-05-15T00:00:00.000","L161","3192311","BK",,,,,,
"8461697","RISK","2018-04-18T00:00:00.000","L111","3046578","BK",,,,,,
"2124404","RISK","2014-05-11T00:00:00.000","L058","2095360","BX",,,,,,
"8766670","RISK","2018-06-11T00:00:00.000","L061","2832116","BX",,,,,,
"8181348","RISK","2018-02-28T00:00:00.000","E158","5806671","SI",,,,,,
"8905345","RISK","2018-07-05T00:00:00.000","L175","3855937","BK",,,,,,
"10943331","RISK","2019-06-11T00:00:00.000","E230","3852109","BK",,,,,,
"10944463","RISK","2019-06-11T00:00:00.000","E315","4438656","QN",,,,,,
"2129727","RISK","2014-05-11T00:00:00.000","E089","2046094","BX",,,,,,
"9335670","RISK","2018-09-18T00:00:00.000","E265","4821089","QN",,,,,,
"2129949","RISK","2014-05-10T00:00:00.000","E283","3327543","BK",,,,,,
"10952634","RISK","2019-06-12T00:00:00.000","E328","4858533","QN",,,,,,
"10954879","RISK","2019-06-12T00:00:00.000","L131","3395677","BK",,,,,,
"10958190","RISK","2019-06-13T00:00:00.000","E168","5857422","SI",,,,,,
"2136068","RISK","2014-05-19T00:00:00.000","E260","4441780","QN",,,,,,
"10964460","RISK","2019-06-13T00:00:00.000","L104","3062535","BK",,,,,,
"8351615","RISK","2018-03-30T00:00:00.000","E154","5861191","SI",,,,,,
"10959553","RISK","2019-06-13T00:00:00.000","E259","4864516","QN",,,,,,
"4718696","RISK","2016-03-09T00:00:00.000","E069","1086223","MN",,,,,,
"2140102","RISK","2014-05-20T00:00:00.000","L115","4864448","QN",,,,,,
"10966159","RISK","2019-06-14T00:00:00.000","E167","5863313","SI",,,,,,
"10969522","RISK","2019-06-14T00:00:00.000","L080","5860120","SI",,,,,,
"2416810","RISK","2014-08-01T00:00:00.000","L137","4305145","QN",,,,,,
"10965118","RISK","2019-06-14T00:00:00.000","E042","2817614","BX",,,,,,
"9431080","RISK","2018-10-03T00:00:00.000","E234","3818237","BK",,,,,,
"10979405","RISK","2019-06-17T00:00:00.000","E259","4841112","QN",,,,,,
"2145245","RISK","2014-05-21T00:00:00.000","L059","2812544","BX",,,,,,
"9703274","RISK","2018-11-19T00:00:00.000","E329","4540232","QN",,,,,,
"10984518","RISK","2019-06-17T00:00:00.000","E287","4862876","QN",,,,,,
"2147159","RISK","2014-05-22T00:00:00.000","E050","2832166","BX",,,,,,
"8258456","RISK","2018-03-14T00:00:00.000","E081","2831330","BX",,,,,,
"9968995","RISK","2019-01-02T00:00:00.000","L037","2113264","BX",,,,,,
"9240567","RISK","2018-08-31T00:00:00.000","E153","5822689","SI",,,,,,
"5628677","RISK","2016-09-23T00:00:00.000","L053","2109473","BX",,,,,,
"2154058","RISK","2014-05-23T00:00:00.000","E265","4821089","QN",,,,,,
"9835503","RISK","2018-12-10T00:00:00.000","L125","4542621","QN",,,,,,
"11003880","RISK","2019-06-20T00:00:00.000","E292","4545262","QN",,,,,,
"3292480","RISK","2015-03-11T00:00:00.000","E168","5117686","SI",,,,,"5070557502",
"8647975","RISK","2018-05-21T00:00:00.000","L061","2124464","BX",,,,,,
"3640424","RISK","2015-06-08T00:00:00.000","E039","1041925","MN",,,,,,
"7339446","RISK","2017-09-07T00:00:00.000","E275","4536567","QN",,,,,,
"7802543","RISK","2017-12-15T00:00:00.000","E154","5123411","SI",,,,,,
"3676946","RISK","2015-06-16T00:00:00.000","E329","4540306","QN",,,,,,
"2168243","RISK","2014-05-28T00:00:00.000","L081","5115219","SI",,,,,,
"11035939","RISK","2019-06-25T00:00:00.000","L127","4314931","QN",,,,,,
"2168304","RISK","2014-05-25T00:00:00.000","L042","2086596","BX",,,,,,
"11035980","RISK","2019-06-25T00:00:00.000","E233","3856337","BK",,,,,,
"8710373","RISK","2018-06-01T00:00:00.000","E328","4866316","QN",,,,,,
"11033345","RISK","2019-06-25T00:00:00.000","L087","5121432","SI",,,,,,
"8654071","RISK","2018-05-22T00:00:00.000","E323","3421347","BK",,,,,,
"2172608","RISK","2014-05-29T00:00:00.000","L119","3856362","BK",,,,,,
"2173393","RISK","2014-05-28T00:00:00.000","L104","3335980","BK",,,,,,
"8588058","RISK","2018-05-10T00:00:00.000","E329","4596269","QN",,,,,,
"2191414","RISK","2014-06-04T00:00:00.000","E158","5139104","SI",,,,,,
"2174395","RISK","2014-05-30T00:00:00.000","E068","2800175","BX",,,,,,
"9042595","RISK","2018-07-30T00:00:00.000","E083","2003974","BX",,,,,,
"2177865","RISK","2014-05-30T00:00:00.000","L115","4865383","QN",,,,,,
"11053735","RISK","2019-06-28T00:00:00.000","E211","3059917","BK",,,,,,
"11056826","RISK","2019-06-28T00:00:00.000","L080","5860489","SI",,,,,,
"5088605","RISK","2016-05-25T00:00:00.000","L037","2017875","BX",,,,,,
"8076520","RISK","2018-02-07T00:00:00.000","E218","3326286","BK",,,,,,
"11064304","RISK","2019-07-01T00:00:00.000","E070","2128026","BX",,,,,,
"2180761","RISK","2014-06-02T00:00:00.000","E155","5110192","SI",,,,,,
"11069870","RISK","2019-07-01T00:00:00.000","L152","4458379","QN",,,,,,
"2182582","RISK","2014-06-02T00:00:00.000","E330","3174435","BK",,,,,,
"2185412","RISK","2014-06-03T00:00:00.000","E022","1085138","MN",,,,,,
"8510136","RISK","2018-04-26T00:00:00.000","E292","4587334","QN",,,,,,
"2186079","RISK","2014-06-03T00:00:00.000","E072","2081390","BX",,,,,,
"9005317","RISK","2018-07-23T00:00:00.000","L080","5170298","SI",,,,,,
"11071688","RISK","2019-07-02T00:00:00.000","L107","3856643","BK",,,,,,
"8983289","RISK","2018-07-19T00:00:00.000","E156","5170487","SI",,,,,,
"11079845","RISK","2019-07-03T00:00:00.000","E046","2808339","BX",,,,,,
"2194541","RISK","2014-06-04T00:00:00.000","L115","4863531","QN",,,,,,
"11084658","RISK","2019-07-03T00:00:00.000","L082","5862503","SI",,,,,,
"8899975","RISK","2018-07-05T00:00:00.000","E052","2831335","BX",,,,,,
"4120859","RISK","2015-10-15T00:00:00.000","L055","2001561","BX",,,,,,
"11089740","RISK","2019-07-05T00:00:00.000","E158","5170187","SI",,,,,,
"11092791","RISK","2019-07-05T00:00:00.000","L045","1063618","MN",,,,,,
"8245689","RISK","2018-03-12T00:00:00.000","E253","3425430","BK",,,,,,
"9119811","RISK","2018-08-10T00:00:00.000","E201","3013118","BK",,,,,,
"10053550","RISK","2019-01-16T00:00:00.000","E159","5170534","SI",,,,,,
"2200673","RISK","2014-06-01T00:00:00.000","L176","3332075","BK",,,,,,
"3885889","RISK","2015-08-13T00:00:00.000","E168","5117799","SI",,,,,"5070557502",
"11100670","RISK","2019-07-08T00:00:00.000","E079","2827140","BX",,,,,,
"8395644","RISK","2018-04-06T00:00:00.000","L127","4863741","QN",,,,,,
"2200826","RISK","2014-06-01T00:00:00.000","L132","3339152","BK",,,,,"3018689028",
"11108189","RISK","2019-07-09T00:00:00.000","E015","1081940","MN",,,,,,
"2202877","RISK","2014-06-06T00:00:00.000","E265","4854048","QN",,,,,,
"11131072","RISK","2019-07-09T00:00:00.000","E036","1090669","MN",,,,,,
"2203543","RISK","2014-06-06T00:00:00.000","E325","4529902","QN",,,,,,
"11115320","RISK","2019-07-09T00:00:00.000","E006","1001250","MN",,,,,,
"2205079","RISK","2014-06-06T00:00:00.000","L108","3822074","BK",,,,,,
"11123440","RISK","2019-07-10T00:00:00.000","L125","4595661","QN",,,,,,
"2208129","RISK","2014-06-09T00:00:00.000","E168","5801227","SI",,,,,,
"11123501","RISK","2019-07-10T00:00:00.000","E219","3335098","BK",,,,,,
"5706919","RISK","2016-10-12T00:00:00.000","L087","5117937","SI",,,,,,
"11119082","RISK","2019-07-10T00:00:00.000","E287","4865155","QN",,,,,,
"2213474","RISK","2014-06-10T00:00:00.000","E153","5109257","SI",,,,,,
"7268437","RISK","2017-08-23T00:00:00.000","E159","5050873","SI",,,,,,
"11124943","RISK","2019-07-11T00:00:00.000","E164","5158994","SI",,,,,,
"11126152","RISK","2019-07-11T00:00:00.000","E249","3426771","BK",,,,,,
"2217111","RISK","2014-06-08T00:00:00.000","L003","1015307","MN",,,,,,
"11128434","RISK","2019-07-11T00:00:00.000","L083","5819686","SI",,,,,,
"4262339","RISK","2015-11-23T00:00:00.000","E230","3048309","BK",,,,,,
"11135629","RISK","2019-07-12T00:00:00.000","L037","2128382","BX",,,,,,
"2222409","RISK","2014-06-09T00:00:00.000","E003","1012536","MN",,,,,,
"2222453","RISK","2014-06-08T00:00:00.000","E257","3085899","BK",,,,,,
"11149336","RISK","2019-07-15T00:00:00.000","L169","3421403","BK",,,,,,
"11143891","RISK","2019-07-15T00:00:00.000","E096","2130351","BX",,,,,,
"9392813","RISK","2018-09-26T00:00:00.000","E236","3838251","BK",,,,,,
"4277736","RISK","2015-11-25T00:00:00.000","L118","3343214","BK","40.703898","-73.985123","302","33","3000200029","(40.703898, -73.985123)"
"4606139","RISK","2016-02-10T00:00:00.000","L042","2005530","BX","40.816471","-73.898221","202","8","2027070052","(40.816471, -73.898221)"
"9063889","RISK","2018-08-01T00:00:00.000","L080","5165813","SI","40.632722","-74.142113","501","49","5011260061","(40.632722, -74.142113)"
"3599145","RISK","2015-05-27T00:00:00.000","E201","3011180","BK","40.649322","-74.008703","307","38","3007380012","(40.649322, -74.008703)"
"5837598","RISK","2016-11-10T00:00:00.000","E239","3330586","BK","40.665596","-73.989907","307","39","3010470037","(40.665596, -73.989907)"
"3665255","RISK","2015-06-12T00:00:00.000","L132","3033238","BK","40.66883","-73.950334","309","35","3012760011","(40.66883, -73.950334)"
"8660185","RISK","2018-05-23T00:00:00.000","E240","3410892","BK","40.656089","-73.976746","307","39","3052567502","(40.656089, -73.976746)"
"7061794","RISK","2017-07-11T00:00:00.000","L135","4089524","QN","40.702741","-73.884459","405","30","4036820023","(40.702741, -73.884459)"
"6744860","RISK","2017-05-08T00:00:00.000","E072","2077609","BX","40.834238","-73.821662","210","13","2054580013","(40.834238, -73.821662)"
"7232430","RISK","2017-08-15T00:00:00.000","L085","5052443","SI","40.574717","-74.117317","502","50","5036300043","(40.574717, -74.117317)"
"7665810","RISK","2017-11-17T00:00:00.000","L155","4265978","QN","40.674067","-73.782756","412","28","4122610001","(40.674067, -73.782756)"
"2644376","RISK","2014-09-30T00:00:00.000","L005","1080234","MN","40.732862","-74.009555","102","3","1006360008","(40.732862, -74.009555)"
"7524540","RISK","2017-10-19T00:00:00.000","E096","2024597","BX","40.830034","-73.86918","209","18","2037600061","(40.830034, -73.86918)"
"2815657","RISK","2014-11-09T00:00:00.000","E039","1041053","MN","40.766877","-73.970091","108","4","1013780065","(40.766877, -73.970091)"
"8276011","RISK","2018-03-16T00:00:00.000","L052","2127871","BX","40.882318","-73.916824","208","11","2057470628","(40.882318, -73.916824)"
"7292409","RISK","2017-08-28T00:00:00.000","L107","3089579","BK","40.672627","-73.880582","305","42","3040360022","(40.672627, -73.880582)"
"1665819","RISK","2014-01-19T00:00:00.000","E074","1032309","MN","40.789123","-73.973035","107","6","1012190057","(40.789123, -73.973035)"
"10065143","RISK","2019-01-17T00:00:00.000","L083","5017970","SI","40.612495","-74.123496","501","50","5007090047","(40.612495, -74.123496)"
"5525872","RISK","2016-09-01T00:00:00.000","E227","3082176","BK","40.65856","-73.915377","316","42","3035950005","(40.65856, -73.915377)"
"2710229","RISK","2014-10-17T00:00:00.000","E299","4140556","QN","40.741573","-73.821784","407","20","4064170031","(40.741573, -73.821784)"
"3839821","RISK","2015-07-31T00:00:00.000","E040","1084272","MN","40.768246","-73.985776","104","3","1010670032","(40.768246, -73.985776)"
"2055637","RISK","2014-04-29T00:00:00.000","L083","5009580","SI","40.613375","-74.121844","501","50","5003500005","(40.613375, -74.121844)"
"2815564","RISK","2014-11-09T00:00:00.000","E079","2092497","BX","40.865028","-73.892322","207","15","2032940002","(40.865028, -73.892322)"
"2665840","RISK","2014-10-06T00:00:00.000","E245","3392794","BK","40.57964","-73.963896","313","48","3086647502","(40.57964, -73.963896)"
"3253939","RISK","2015-03-03T00:00:00.000","E069","1060579","MN","40.824803","-73.939287","110","9","1020340055","(40.824803, -73.939287)"
"11144519","RISK","2019-07-15T00:00:00.000","E218","3822213","BK",,,,,,
"11153581","RISK","2019-07-16T00:00:00.000","E249","3822918","BK",,,,,,
"5709016","RISK","2016-10-13T00:00:00.000","E045","2086814","BX",,,,,,
"8934711","RISK","2018-07-11T00:00:00.000","E166","5130276","SI",,,,,"5015257501",
"2227680","RISK","2014-06-09T00:00:00.000","E003","1080309","MN",,,,,,
"4100084","RISK","2015-10-08T00:00:00.000","E205","3048519","BK",,,,,,
"2228590","RISK","2014-06-13T00:00:00.000","E071","2096993","BX",,,,,,
"9700650","RISK","2018-11-19T00:00:00.000","E158","5125776","SI",,,,,,
"2232349","RISK","2014-06-13T00:00:00.000","L144","4112053","QN",,,,,,
"7704121","RISK","2017-11-27T00:00:00.000","L008","1010314","MN",,,,,,
"11163271","RISK","2019-07-17T00:00:00.000","L036","1809822","MN",,,,,,
"11167560","RISK","2019-07-18T00:00:00.000","E093","1813383","MN",,,,,,
"2232829","RISK","2014-06-08T00:00:00.000","E072","2100400","BX",,,,,,
"11173940","RISK","2019-07-18T00:00:00.000","E258","4005124","QN",,,,,,
"11172235","RISK","2019-07-18T00:00:00.000","L138","4595619","QN",,,,,,
"11167812","RISK","2019-07-18T00:00:00.000","E168","5862970","SI",,,,,,
"11178935","RISK","2019-07-19T00:00:00.000","L079","5862901","SI",,,,,,
"9855510","RISK","2018-12-13T00:00:00.000","E306","4864635","QN",,,,,,
"11191587","RISK","2019-07-22T00:00:00.000","L143","4192897","QN",,,,,,
"2239873","RISK","2014-06-17T00:00:00.000","E070","2082411","BX",,,,,,
"11187117","RISK","2019-07-22T00:00:00.000","E211","3061131","BK",,,,,,
"11185641","RISK","2019-07-22T00:00:00.000","E035","1090605","MN",,,,,,
"9745874","RISK","2018-11-26T00:00:00.000","E309","3856681","BK",,,,,,
"11185863","RISK","2019-07-22T00:00:00.000","E052","2831339","BX",,,,,,
"11190687","RISK","2019-07-22T00:00:00.000","L080","5159485","SI",,,,,,
"2243836","RISK","2014-06-15T00:00:00.000","E005","1020585","MN",,,,,,
"8910796","RISK","2018-07-06T00:00:00.000","L040","1059038","MN",,,,,,
"8238489","RISK","2018-03-09T00:00:00.000","L176","3414164","BK",,,,,,
"8466980","RISK","2018-04-19T00:00:00.000","E298","4208903","QN",,,,,,
"5260533","RISK","2016-07-05T00:00:00.000","L009","1008502","MN",,,,,,
"9168711","RISK","2018-08-20T00:00:00.000","E230","3839399","BK",,,,,,
"2249724","RISK","2014-06-19T00:00:00.000","E052","2084623","BX",,,,,,
"11201768","RISK","2019-07-24T00:00:00.000","E052","2831332","BX",,,,,,
"2250472","RISK","2014-06-19T00:00:00.000","E168","5830448","SI",,,,,,
"11204285","RISK","2019-07-24T00:00:00.000","E260","4005436","QN",,,,,,
"9225461","RISK","2018-08-29T00:00:00.000","E168","5170286","SI",,,,,,
"11209177","RISK","2019-07-24T00:00:00.000","E311","4853220","QN",,,,,,
"11210676","RISK","2019-07-25T00:00:00.000","E168","5857429","SI",,,,,,
"3891027","RISK","2015-08-14T00:00:00.000","E245","3245160","BK",,,,,,
"7738235","RISK","2017-12-04T00:00:00.000","E154","5153911","SI",,,,,,
"11224148","RISK","2019-07-26T00:00:00.000","L125","4595654","QN",,,,,,
"2257283","RISK","2014-06-20T00:00:00.000","L007","1017100","MN",,,,,,
"8962367","RISK","2018-07-16T00:00:00.000","E268","4566045","QN",,,,,,
"9191137","RISK","2018-08-23T00:00:00.000","E207","3335175","BK",,,,,,
"11230187","RISK","2019-07-29T00:00:00.000","E217","3827986","BK",,,,,,
"7960031","RISK","2018-01-16T00:00:00.000","E246","3198341","BK",,,,,,
"8332689","RISK","2018-03-27T00:00:00.000","L032","2822354","BX",,,,,,
"2261542","RISK","2014-06-23T00:00:00.000","E165","5105411","SI",,,,,,
"9056341","RISK","2018-08-01T00:00:00.000","E054","1806360","MN",,,,,,
"8465340","RISK","2018-04-19T00:00:00.000","E168","5159018","SI",,,,,,
"2512516","RISK","2014-08-27T00:00:00.000","E168","5117689","SI",,,,,"5070557502",
"2265525","RISK","2014-06-22T00:00:00.000","E226","3059165","BK",,,,,,
"11244383","RISK","2019-07-31T00:00:00.000","E034","1012273","MN",,,,,,
"2265609","RISK","2014-06-23T00:00:00.000","E230","3055208","BK",,,,,,
"2267309","RISK","2014-06-24T00:00:00.000","E230","3334945","BK",,,,,,
"11251979","RISK","2019-07-31T00:00:00.000","E221","3414037","BK",,,,,,
"9645900","RISK","2018-11-07T00:00:00.000","E036","1026727","MN",,,,,,
"2271964","RISK","2014-06-25T00:00:00.000","E218","3856385","BK",,,,,,
"2273050","RISK","2014-06-25T00:00:00.000","E297","4097657","QN",,,,,,
"8768150","RISK","2018-06-11T00:00:00.000","L175","3406194","BK",,,,,,
"2274761","RISK","2014-06-25T00:00:00.000","L117","4010095","QN",,,,,,
"11264613","RISK","2019-08-02T00:00:00.000","L079","5862900","SI",,,,,,
"9044699","RISK","2018-07-30T00:00:00.000","E285","4198837","QN",,,,,,
"11264020","RISK","2019-08-02T00:00:00.000","L030","1813328","MN",,,,,,
"9789018","RISK","2018-12-03T00:00:00.000","L152","4463750","QN",,,,,,
"11276259","RISK","2019-08-05T00:00:00.000","L061","2128729","BX",,,,,,
"11276311","RISK","2019-08-05T00:00:00.000","L079","5862938","SI",,,,,,
"2276605","RISK","2014-06-26T00:00:00.000","E079","2832155","BX",,,,,,
"11280554","RISK","2019-08-06T00:00:00.000","E151","5169780","SI",,,,,,
"7444424","RISK","2017-10-02T00:00:00.000","E275","4526118","QN",,,,,,
"9981530","RISK","2019-01-04T00:00:00.000","E151","5168935","SI",,,,,,
"11281462","RISK","2019-08-06T00:00:00.000","E230","3821601","BK",,,,,,
"11282330","RISK","2019-08-06T00:00:00.000","E292","4053625","QN",,,,,,
"2280844","RISK","2014-06-26T00:00:00.000","L116","4539488","QN",,,,,,
"2282054","RISK","2014-06-27T00:00:00.000","E152","5042106","SI",,,,,,
"11292965","RISK","2019-08-07T00:00:00.000","L131","3418397","BK",,,,,,
"11289283","RISK","2019-08-07T00:00:00.000","E235","3819496","BK",,,,,,
"2284418","RISK","2014-06-27T00:00:00.000","L044","2008056","BX",,,,,,
"11299651","RISK","2019-08-08T00:00:00.000","L084","5170412","SI",,,,,,
"5301642","RISK","2016-07-14T00:00:00.000","E156","5146261","SI",,,,,,
"11302234","RISK","2019-08-08T00:00:00.000","L025","1032673","MN",,,,,,
"11299497","RISK","2019-08-08T00:00:00.000","L055","2103929","BX",,,,,,
"11300712","RISK","2019-08-08T00:00:00.000","L148","3126570","BK",,,,,,
"8406558","RISK","2018-04-09T00:00:00.000","L114","3014833","BK",,,,,,
"11308581","RISK","2019-08-09T00:00:00.000","L176","3810678","BK",,,,,,
"11307649","RISK","2019-08-09T00:00:00.000","L108","3325861","BK",,,,,,
"7439305","RISK","2017-09-29T00:00:00.000","E062","2095065","BX",,,,,,
"11319535","RISK","2019-08-12T00:00:00.000","L125","4595642","QN",,,,,,
"11314036","RISK","2019-08-12T00:00:00.000","E052","2831341","BX",,,,,,
"11313301","RISK","2019-08-12T00:00:00.000","E161","5817096","SI",,,,,,
"9441421","RISK","2018-10-04T00:00:00.000","L051","2832080","BX",,,,,,
"2302176","RISK","2014-06-29T00:00:00.000","L005","1012226","MN",,,,,,
"7885735","RISK","2018-01-02T00:00:00.000","L138","4049904","QN",,,,,,
"7991727","RISK","2018-01-22T00:00:00.000","E328","4298961","QN",,,,,,
"11325870","RISK","2019-08-13T00:00:00.000","L030","1091567","MN",,,,,,
"8832331","RISK","2018-06-22T00:00:00.000","L115","4863596","QN",,,,,,
"2303372","RISK","2014-07-03T00:00:00.000","E090","2098633","BX",,,,,,
"5511401","RISK","2016-08-29T00:00:00.000","L031","2005357","BX",,,,,,
"11330625","RISK","2019-08-14T00:00:00.000","E159","5166637","SI",,,,,,
"2303697","RISK","2014-07-03T00:00:00.000","E168","5862642","SI",,,,,,
"2306051","RISK","2014-07-03T00:00:00.000","L051","2829945","BX",,,,,,
"11337100","RISK","2019-08-14T00:00:00.000","E068","2129366","BX",,,,,,
"11335059","RISK","2019-08-14T00:00:00.000","L119","3054765","BK",,,,,,
"2307390","RISK","2014-06-29T00:00:00.000","E092","2115757","BX",,,,,"2028879100",
"3855926","RISK","2015-08-05T00:00:00.000","E152","5157482","SI",,,,,,
"2307599","RISK","2014-06-29T00:00:00.000","L120","3081092","BK",,,,,,
"11338486","RISK","2019-08-15T00:00:00.000","E151","5163218","SI",,,,,,
"2308044","RISK","2014-06-29T00:00:00.000","S252","3348127","BK",,,,,,
"11352084","RISK","2019-08-16T00:00:00.000","E226","3000604","BK",,,,,,
"7683071","RISK","2017-11-21T00:00:00.000","L032","2095048","BX",,,,,,
"11346288","RISK","2019-08-16T00:00:00.000","E152","5170440","SI",,,,,,
"2313145","RISK","2014-07-07T00:00:00.000","L117","4010094","QN",,,,,,
"8500607","RISK","2018-04-25T00:00:00.000","L084","5160440","SI",,,,,,
"11344875","RISK","2019-08-16T00:00:00.000","L102","3852390","BK",,,,,,
"11357429","RISK","2019-08-19T00:00:00.000","E165","5809195","SI",,,,,,
"2314130","RISK","2014-07-08T00:00:00.000","E006","1088487","MN",,,,,,
"9265764","RISK","2018-09-05T00:00:00.000","L169","3856184","BK",,,,,,
"11357204","RISK","2019-08-19T00:00:00.000","E093","1813017","MN",,,,,,
"11371457","RISK","2019-08-20T00:00:00.000","S252","3326332","BK",,,,,,
"2321240","RISK","2014-07-09T00:00:00.000","E258","4865492","QN",,,,,,
"7511736","RISK","2017-10-17T00:00:00.000","E164","5092581","SI",,,,,,
"8095282","RISK","2018-02-09T00:00:00.000","L087","5159252","SI",,,,,,
"11376872","RISK","2019-08-21T00:00:00.000","L080","5860493","SI",,,,,,
"9886965","RISK","2018-12-18T00:00:00.000","L161","3424089","BK",,,,,,
"11387013","RISK","2019-08-22T00:00:00.000","E058","1051420","MN",,,,,,
"11383422","RISK","2019-08-22T00:00:00.000","L014","1053477","MN",,,,,,
"3676938","RISK","2015-06-16T00:00:00.000","E329","4540309","QN",,,,,,
"2329647","RISK","2014-07-06T00:00:00.000","L027","2009596","BX",,,,,,
"2330327","RISK","2014-07-11T00:00:00.000","E050","2094306","BX",,,,,,
"11392057","RISK","2019-08-23T00:00:00.000","L101","3835158","BK",,,,,,
"11392402","RISK","2019-08-23T00:00:00.000","L110","3348042","BK",,,,,,
"8934656","RISK","2018-07-11T00:00:00.000","E160","5168863","SI",,,,,,
"8944691","RISK","2018-07-12T00:00:00.000","L018","1004278","MN",,,,,,
"2335319","RISK","2014-06-30T00:00:00.000","E330","3173437","BK",,,,,,
"2337889","RISK","2014-07-14T00:00:00.000","E245","3397430","BK",,,,,,
"8159921","RISK","2018-02-23T00:00:00.000","L086","5162276","SI",,,,,,
"11413720","RISK","2019-08-27T00:00:00.000","L049","2813314","BX",,,,,,
"2343609","RISK","2014-07-15T00:00:00.000","E265","4821089","QN",,,,,,
"2346431","RISK","2014-07-13T00:00:00.000","L113","3108136","BK",,,,,,
