"incident_key","occur_date","occur_time","boro","loc_of_occur_desc","precinct","jurisdiction_code","loc_classfctn_desc","location_desc","statistical_murder_flag","perp_age_group","perp_sex","perp_race","vic_age_group","vic_sex","vic_race","x_coord_cd","y_coord_cd","latitude","longitude","geocoded_column"
"73037921","2010-06-04T00:00:00.000","03:40:00","BROOKLYN",,"90","2",,"MULTI DWELL - PUBLIC HOUS","false",,,,"25-44","M","BLACK","1001438.187500000000000","194908.406250000000000","40.701646842000059","-73.938011523999990","POINT (-73.93801152399999 40.70164684200006)"
"54080623","2008-11-16T00:00:00.000","02:05:00","BRONX",,"44","0",,"MULTI DWELL - APT BUILD","true","18-24","M","WHITE HISPANIC","<18","M","BLACK","1009232.625000000000000","245585.500000000000000","40.840723594000053","-73.909712196999976","POINT (-73.90971219699999 40.84072359400005)"
"57938888","2009-02-17T00:00:00.000","18:30:00","MANHATTAN",,"23","0",,"TELECOMM. STORE","true","18-24","M","BLACK","18-24","M","BLACK","998958.687500000000000","227093.000000000000000","40.789989945000059","-73.946883561999982","POINT (-73.94688356199998 40.78998994500006)"
"79606253","2011-07-02T00:00:00.000","13:36:00","BROOKLYN",,"73","0",,,"true",,,,"25-44","M","BLACK","1008384.250000000000000","179580.578125000000000","40.659559230000070","-73.913015163999944","POINT (-73.91301516399994 40.65955923000007)"
"63389656","2009-07-04T00:00:00.000","22:07:00","BROOKLYN",,"73","0",,,"true","25-44","M","BLACK","25-44","M","BLACK","1008996.250000000000000","186265.921875000000000","40.677907312000059","-73.910784812999964","POINT (-73.91078481299996 40.67790731200006)"
"24675455","2006-10-06T00:00:00.000","13:40:00","QUEENS",,"113","0",,,"false","18-24","M","BLACK","18-24","M","BLACK","1046071.000000000000000","190086.000000000000000","40.688211247000027","-73.777086107999935","POINT (-73.77708610799993 40.68821124700003)"
"47405920","2008-06-21T00:00:00.000","21:00:00","MANHATTAN",,"33","0",,"BEAUTY/NAIL SALON","false","18-24","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC","1002656.375000000000000","246986.984375000000000","40.844586413000059","-73.933475446999978","POINT (-73.93347544699998 40.84458641300006)"
"62014857","2009-05-22T00:00:00.000","20:12:00","QUEENS",,"103","0",,,"false",,,,"<18","M","BLACK","1049580.000000000000000","198217.000000000000000","40.710503662000065","-73.764354479999952","POINT (-73.76435447999995 40.710503662000065)"
"85518939","2012-07-01T00:00:00.000","01:30:00","BROOKLYN",,"67","0",,,"false",,,,"25-44","M","BLACK","999481.000000000000000","171156.000000000000000","40.636455376000072","-73.945123862999935","POINT (-73.94512386299994 40.63645537600007)"
"238344522","2021-12-27T00:00:00.000","15:48:00","BROOKLYN",,"73","0",,,"true",,,,"45-64","M","BLACK","1008795","178153","40.65563971300003","-73.91153990699996","POINT (-73.91153990699996 40.65563971300003)"
"71710225","2010-03-11T00:00:00.000","10:49:00","BROOKLYN",,"75","0",,"COMMERCIAL BLDG","true",,,,"25-44","M","WHITE HISPANIC","1014671.000000000000000","186394.156250000000000","40.678241603000060","-73.890325312999948","POINT (-73.89032531299995 40.67824160300006)"
"83005768","2012-02-05T00:00:00.000","01:15:00","QUEENS",,"113","0",,,"true","18-24","M","BLACK","25-44","M","BLACK","1042405.000000000000000","185645.000000000000000","40.676046592000034","-73.790343314999973","POINT (-73.79034331499997 40.676046592000034)"
"66656614","2009-10-10T00:00:00.000","06:20:00","QUEENS",,"104","0",,"GROCERY/BODEGA","false","UNKNOWN","U","UNKNOWN","18-24","M","WHITE HISPANIC","1010718.000000000000000","195194.000000000000000","40.702407840000035","-73.904542388999971","POINT (-73.90454238899997 40.702407840000035)"
"66027258","2009-09-22T00:00:00.000","15:22:00","BRONX",,"40","2",,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","WHITE HISPANIC","1007037.312500000000000","235668.968750000000000","40.813511487000028","-73.917679909999947","POINT (-73.91767990999995 40.81351148700003)"
"75506782","2010-11-10T00:00:00.000","23:44:00","BROOKLYN",,"73","0",,"COMMERCIAL BLDG","true","25-44","M","BLACK","18-24","M","BLACK","1010273.562500000000000","183041.593750000000000","40.669053595000037","-73.906192222999948","POINT (-73.90619222299995 40.66905359500004)"
"45970311","2008-04-26T00:00:00.000","03:13:00","QUEENS",,"113","0",,"DRY CLEANER/LAUNDRY","false","UNKNOWN","M","BLACK","25-44","M","BLACK","1044553.000000000000000","188700.562500000000000","40.684419022000043","-73.782572117999962","POINT (-73.78257211799996 40.68441902200004)"
"179645492","2018-05-02T00:00:00.000","23:56:00","BROOKLYN",,"73","0",,,"true",,,,"18-24","M","BLACK","1008949.812500000000000","180854.562500000000000","40.663054475000081","-73.910972059999949","POINT (-73.91097205999995 40.66305447500008)"
"145735237","2015-08-30T00:00:00.000","00:55:00","BROOKLYN",,"79","0",,,"false",,,,"25-44","F","BLACK","999507.437500000000000","190206.421875000000000","40.688744525000061","-73.944985501999952","POINT (-73.94498550199995 40.68874452500006)"
"73308856","2010-06-21T00:00:00.000","03:20:00","BROOKLYN",,"84","2",,"MULTI DWELL - PUBLIC HOUS","false",,,,"25-44","M","BLACK","989326.687500000000000","194191.531250000000000","40.699694423000039","-73.981692696999971","POINT (-73.98169269699997 40.69969442300004)"
"79005893","2011-05-29T00:00:00.000","05:19:00","BROOKLYN",,"61","2",,"MULTI DWELL - PUBLIC HOUS","true",,,,"18-24","F","BLACK","1000686.687500000000000","156007.109375000000000","40.594872653000039","-73.940816624999968","POINT (-73.94081662499997 40.59487265300004)"
"85875439","2012-07-22T00:00:00.000","21:35:00","BRONX",,"42","2",,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1011046.687500000000000","239814.234375000000000","40.824877819000051","-73.903179083999987","POINT (-73.90317908399999 40.82487781900005)"
"229507545","2021-06-12T00:00:00.000","05:51:00","BRONX",,"41","0",,,"true","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1011478","235598","40.81330412800003","-73.90163776399999","POINT (-73.90163776399999 40.81330412800003)"
"213922505","2020-06-05T00:00:00.000","19:35:00","BROOKLYN",,"72","0",,,"false",,,,"18-24","M","BLACK HISPANIC","981801.000000000000000","172316.000000000000000","40.639652084000033","-74.008825656999988","POINT (-74.00882565699999 40.63965208400003)"
"85744760","2012-07-15T00:00:00.000","02:21:00","BRONX",,"43","0",,,"true",,,,"18-24","M","BLACK HISPANIC","1024648.937500000000000","237276.453125000000000","40.817860596000060","-73.854046493999988","POINT (-73.85404649399999 40.81786059600006)"
"64169804","2009-07-28T00:00:00.000","00:30:00","MANHATTAN",,"34","0",,,"false","18-24","M","WHITE HISPANIC","<18","F","WHITE","1004200.875000000000000","252768.875000000000000","40.860452629000065","-73.927875968999956","POINT (-73.92787596899996 40.860452629000065)"
"62267915","2009-05-30T00:00:00.000","20:50:00","BROOKLYN",,"88","0",,,"false","UNKNOWN","U","UNKNOWN","<18","F","BLACK HISPANIC","995084.187500000000000","188442.640625000000000","40.683909868000057","-73.960937885999954","POINT (-73.96093788599995 40.68390986800006)"
"82674271","2012-01-17T00:00:00.000","02:30:00","QUEENS",,"114","0",,,"false",,,,"45-64","M","WHITE","1001331.000000000000000","216360.000000000000000","40.760526413000036","-73.938343646999954","POINT (-73.93834364699995 40.760526413000036)"
"63839079","2009-07-18T00:00:00.000","02:40:00","BROOKLYN",,"77","0",,,"false","UNKNOWN","U","UNKNOWN","18-24","M","BLACK","999134.125000000000000","183246.843750000000000","40.669642696000039","-73.946346978999941","POINT (-73.94634697899994 40.66964269600004)"
"166951006","2017-07-11T00:00:00.000","23:10:00","BROOKLYN",,"70","0",,,"true","25-44","M","BLACK","18-24","M","BLACK","995107.437500000000000","175859.437500000000000","40.649371743000074","-73.960874319999959","POINT (-73.96087431999996 40.649371743000074)"
"216651448","2020-08-15T00:00:00.000","18:30:00","MANHATTAN",,"34","0",,,"false","18-24","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","1003658.562500000000000","250199.062500000000000","40.853400472000033","-73.929843951999942","POINT (-73.92984395199994 40.85340047200003)"
"82009221","2011-12-03T00:00:00.000","00:06:00","BROOKLYN",,"73","0",,"MULTI DWELL - APT BUILD","false",,,,"18-24","M","BLACK","1007584.812500000000000","183788.187500000000000","40.671110323000050","-73.915881984999942","POINT (-73.91588198499994 40.67111032300005)"
"33706908","2007-08-12T00:00:00.000","18:55:00","BROOKLYN",,"83","0",,,"false","UNKNOWN","M","UNKNOWN","25-44","M","WHITE HISPANIC","1007350.000000000000000","195309.390625000000000","40.702733993000038","-73.916688958999941","POINT (-73.91668895899994 40.70273399300004)"
"168528147","2017-08-27T00:00:00.000","05:20:00","BRONX",,"43","2",,"MULTI DWELL - PUBLIC HOUS","false",,,,"25-44","M","BLACK","1021282.562500000000000","238581.296875000000000","40.821456775000058","-73.866201453999963","POINT (-73.86620145399996 40.82145677500006)"
"141799308","2015-04-01T00:00:00.000","01:19:00","BROOKLYN",,"75","0",,,"false","25-44","M","BLACK","45-64","F","BLACK","1017119.437500000000000","183909.343750000000000","40.671412605000057","-73.881510144999936","POINT (-73.88151014499994 40.67141260500006)"
"174579540","2018-02-09T00:00:00.000","03:15:00","BROOKLYN",,"71","0",,,"true",,,,"25-44","M","BLACK","995972.562500000000000","181880.906250000000000","40.665898251000044","-73.957746188999977","POINT (-73.95774618899998 40.665898251000044)"
"10879217","2006-04-02T00:00:00.000","03:47:00","MANHATTAN",,"33","0",,"NONE","false",,"U","UNKNOWN","<18","M","WHITE HISPANIC","1001936.000000000000000","245282.000000000000000","40.839908201000071","-73.936083586999985","POINT (-73.93608358699998 40.83990820100007)"
"62725594","2009-06-13T00:00:00.000","03:10:00","BRONX",,"49","2",,"MULTI DWELL - PUBLIC HOUS","false","UNKNOWN","U","UNKNOWN","25-44","M","BLACK HISPANIC","1025376.375000000000000","256697.765625000000000","40.871162979000076","-73.851299273999985","POINT (-73.85129927399998 40.871162979000076)"
"142324890","2015-04-21T00:00:00.000","15:36:00","BROOKLYN",,"75","0",,"MULTI DWELL - APT BUILD","false","18-24","F","BLACK","25-44","M","BLACK","1012960.062500000000000","182221.609375000000000","40.666794619000029","-73.896511481999937","POINT (-73.89651148199994 40.66679461900003)"
"23749375","2006-08-07T00:00:00.000","22:06:00","BROOKLYN",,"79","2",,"MULTI DWELL - PUBLIC HOUS","true","<18","M","BLACK","<18","M","BLACK","999849.375000000000000","193275.859375000000000","40.697168825000062","-73.943745422999939","POINT (-73.94374542299994 40.69716882500006)"
"186606592","2018-08-18T00:00:00.000","04:23:00","BRONX",,"49","0",,"BAR/NIGHT CLUB","false","25-44","M","BLACK","18-24","F","BLACK","1022950.250000000000000","254641.265625000000000","40.865529490000029","-73.860083366999959","POINT (-73.86008336699996 40.86552949000003)"
"227665924","2021-05-03T00:00:00.000","00:18:00","BROOKLYN",,"69","2",,"MULTI DWELL - PUBLIC HOUS","false",,,,"25-44","M","BLACK","1016435","169704","40.63242457100006","-73.88404526199997","POINT (-73.88404526199997 40.63242457100006)"
"153970014","2016-06-13T00:00:00.000","16:49:00","BROOKLYN",,"67","0",,,"false","18-24","M","BLACK","<18","M","BLACK","1005462.000000000000000","173365.000000000000000","40.642506305000040","-73.923567273999936","POINT (-73.92356727399994 40.64250630500004)"
"220154695","2020-11-05T00:00:00.000","17:43:00","BROOKLYN",,"79","2",,"MULTI DWELL - PUBLIC HOUS","false",,,,"<18","M","BLACK","995918.125000000000000","190890.578125000000000","40.690627837000079","-73.957926817999976","POINT (-73.95792681799998 40.69062783700008)"
"170307135","2017-10-11T00:00:00.000","21:09:00","BRONX",,"44","0",,,"false",,,,"25-44","M","BLACK","1007314.500000000000000","241256.812500000000000","40.828847817000053","-73.916659335999952","POINT (-73.91665933599995 40.82884781700005)"
"150515936","2016-02-19T00:00:00.000","14:35:00","QUEENS",,"103","0",,,"false","18-24","M","BLACK","18-24","M","BLACK","1047418.750000000000000","195324.812500000000000","40.702581010000074","-73.772177258999989","POINT (-73.77217725899999 40.702581010000074)"
"74342175","2010-08-26T00:00:00.000","21:02:00","BRONX",,"43","0",,,"false","18-24","M","BLACK","18-24","M","ASIAN / PACIFIC ISLANDER","1023754.437500000000000","236452.796875000000000","40.815603939000027","-73.857283023999969","POINT (-73.85728302399997 40.81560393900003)"
"72949717","2010-05-29T00:00:00.000","02:30:00","BRONX",,"42","0",,,"false",,,,"<18","M","BLACK HISPANIC","1012597.000000000000000","241475.000000000000000","40.829431305000071","-73.897570449999989","POINT (-73.89757044999999 40.82943130500007)"
"143677939","2015-06-13T00:00:00.000","02:15:00","BROOKLYN",,"73","2",,"MULTI DWELL - PUBLIC HOUS","false",,,,"25-44","M","BLACK","1010838.000000000000000","181519.234375000000000","40.664873383000042","-73.904163555999958","POINT (-73.90416355599996 40.66487338300004)"
"61170265","2009-04-25T00:00:00.000","23:40:00","BRONX",,"43","0",,,"false","25-44","M","BLACK","25-44","M","BLACK","1017312.875000000000000","238851.312500000000000","40.822213641000076","-73.880542729999945","POINT (-73.88054272999995 40.822213641000076)"
"71997656","2010-03-30T00:00:00.000","16:45:00","BRONX",,"46","0",,"RESTAURANT/DINER","false","UNKNOWN","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC","1011788.375000000000000","251239.859375000000000","40.856235534000064","-73.900452290999965","POINT (-73.90045229099997 40.856235534000064)"
"88890624","2013-01-30T00:00:00.000","01:20:00","MANHATTAN",,"9","2",,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK HISPANIC","45-64","M","BLACK","991203.500000000000000","201754.203125000000000","40.720450891000041","-73.974916282999970","POINT (-73.97491628299997 40.72045089100004)"
"73911288","2010-07-29T00:00:00.000","01:34:00","BROOKLYN",,"77","2",,"MULTI DWELL - PUBLIC HOUS","false",,,,"25-44","M","BLACK","1004579.750000000000000","183837.671875000000000","40.671253557000057","-73.926714753999988","POINT (-73.92671475399999 40.67125355700006)"
"72519493","2010-05-03T00:00:00.000","07:35:00","BROOKLYN",,"75","2",,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","<18","F","BLACK","1015572.187500000000000","178301.843750000000000","40.656026879000080","-73.887113882999984","POINT (-73.88711388299998 40.65602687900008)"
"143641822","2015-06-12T00:00:00.000","02:15:00","MANHATTAN",,"28","0",,,"false","25-44","M","BLACK","25-44","M","BLACK","999078.000000000000000","233100.000000000000000","40.806477325000060","-73.946439421999969","POINT (-73.94643942199997 40.80647732500007)"
"28349211","2007-04-07T00:00:00.000","01:58:00","BRONX",,"44","0",,"FAST FOOD","true","18-24","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1009450.312500000000000","247077.046875000000000","40.844816834000028","-73.908919851999940","POINT (-73.90891985199994 40.84481683400003)"
"151527279","2016-03-25T00:00:00.000","02:25:00","MANHATTAN",,"32","0",,,"false","25-44","M","BLACK","25-44","M","WHITE HISPANIC","999650.937500000000000","234170.078125000000000","40.809413413000073","-73.944367389999968","POINT (-73.94436738999997 40.80941341300007)"
"79803017","2011-07-13T00:00:00.000","23:59:00","BROOKLYN",,"75","0",,,"false","UNKNOWN","U","UNKNOWN","25-44","M","BLACK","1016302.187500000000000","185651.703125000000000","40.676197983000066","-73.884447966999971","POINT (-73.88444796699997 40.676197983000066)"
"156932321","2016-09-22T00:00:00.000","12:26:00","BROOKLYN",,"73","2",,"MULTI DWELL - PUBLIC HOUS","false","45-64","M","BLACK","45-64","M","ASIAN / PACIFIC ISLANDER","1005769.437500000000000","183590.062500000000000","40.670571113000051","-73.922426842999982","POINT (-73.92242684299998 40.67057111300005)"
"143186570","2015-05-25T00:00:00.000","21:04:00","BROOKLYN",,"83","0",,,"false",,,,"25-44","M","BLACK","1009205.000000000000000","188000.000000000000000","40.682666375000053","-73.910025794999967","POINT (-73.91002579499997 40.68266637500005)"
"215817239","2020-07-27T00:00:00.000","23:40:00","QUEENS",,"101","0",,,"false",,,,"25-44","M","BLACK","1051161.750000000000000","155661.031250000000000","40.593685415000039","-73.759071278999954","POINT (-73.75907127899995 40.59368541500004)"
"216056537","2020-08-01T00:00:00.000","18:00:00","BRONX",,"40","0",,,"false",,,,"18-24","M","BLACK","1004591.000000000000000","233721.000000000000000","40.808170827000026","-73.926523366999959","POINT (-73.92652336699996 40.808170827000026)"
"82140942","2011-12-12T00:00:00.000","10:52:00","MANHATTAN",,"10","2",,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK","18-24","M","WHITE HISPANIC","982669.750000000000000","209907.984375000000000","40.742833615000052","-74.005704209999976","POINT (-74.00570420999998 40.74283361500005)"
"74560110","2010-09-11T00:00:00.000","04:01:00","BRONX",,"46","0",,,"true","18-24","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","1010662.000000000000000","251639.000000000000000","40.857334497000068","-73.904522475999954","POINT (-73.90452247599995 40.85733449700007)"
"80086639","2011-08-01T00:00:00.000","21:41:00","BRONX",,"40","0",,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","25-44","M","BLACK HISPANIC","1006115.250000000000000","238062.421875000000000","40.820083174000047","-73.921003157999962","POINT (-73.92100315799996 40.82008317400005)"
"74451277","2010-09-02T00:00:00.000","03:45:00","STATEN ISLAND",,"120","0",,"MULTI DWELL - APT BUILD","false",,,,"<18","M","BLACK","961417.562500000000000","164057.234375000000000","40.616954423000038","-74.082243114999983","POINT (-74.08224311499998 40.61695442300004)"
"82323220","2011-12-24T00:00:00.000","02:13:00","BROOKLYN",,"83","0",,,"false",,,,"25-44","M","BLACK HISPANIC","1008540.125000000000000","189722.750000000000000","40.687396778000050","-73.912416800999949","POINT (-73.91241680099995 40.68739677800005)"
"87368205","2012-10-22T00:00:00.000","22:25:00","BROOKLYN",,"75","0",,,"true","25-44","M","BLACK","25-44","M","BLACK","1020828.000000000000000","184036.000000000000000","40.671745702000067","-73.868140449999942","POINT (-73.86814044999996 40.671745702000074)"
"68296786","2009-11-29T00:00:00.000","02:17:00","QUEENS",,"106","0",,"BAR/NIGHT CLUB","false","UNKNOWN","U","UNKNOWN","25-44","M","BLACK HISPANIC","1034513.000000000000000","184886.000000000000000","40.674011639000071","-73.818800817999943","POINT (-73.81880081799994 40.67401163900007)"
"152012483","2016-04-09T00:00:00.000","03:03:00","QUEENS",,"108","0",,,"true","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1012855.875000000000000","208563.046875000000000","40.739095978000080","-73.896775153999954","POINT (-73.89677515399995 40.73909597800008)"
"50703401","2008-09-01T00:00:00.000","01:57:00","BROOKLYN",,"90","0",,,"false","UNKNOWN","U","UNKNOWN","25-44","M","WHITE HISPANIC","997250.250000000000000","197948.578125000000000","40.709998541000061","-73.953109624999968","POINT (-73.95310962499997 40.70999854100006)"
"86207309","2012-08-12T00:00:00.000","02:12:00","BROOKLYN",,"73","0",,,"false","<18","M","BLACK","18-24","M","BLACK","1009609.000000000000000","187234.000000000000000","40.680562732000055","-73.908572049999975","POINT (-73.90857204999998 40.680562732000055)"
"233147094","2021-09-04T00:00:00.000","15:39:00","BRONX",,"49","0",,,"false",,,,"<18","M","BLACK","1020207","253133","40.86140136000005","-73.87000947599995","POINT (-73.87000947599995 40.86140136000005)"
"183565220","2018-06-06T00:00:00.000","00:13:00","BRONX",,"46","0",,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","25-44","M","BLACK","1006332.812500000000000","249456.687500000000000","40.851356590000080","-73.920179601999962","POINT (-73.92017960199996 40.85135659000008)"
"235857196","2021-11-03T00:00:00.000","02:25:00","MANHATTAN",,"25","0",,,"false","18-24","M","BLACK","25-44","M","WHITE HISPANIC","1002572","231625","40.802422302000025","-73.93382234599994","POINT (-73.93382234599994 40.802422302000025)"
"46004429","2008-04-24T00:00:00.000","02:30:00","BRONX",,"42","0",,"MULTI DWELL - APT BUILD","true",,,,"25-44","M","BLACK","1015629.687500000000000","243138.515625000000000","40.833986921000076","-73.886604157999955","POINT (-73.88660415799995 40.833986921000076)"
"72939622","2010-05-27T00:00:00.000","01:16:00","QUEENS",,"101","0",,"GROCERY/BODEGA","false","18-24","M","BLACK","25-44","M","WHITE HISPANIC","1049891.250000000000000","157099.984375000000000","40.597644538000054","-73.763631984999961","POINT (-73.76363198499996 40.59764453800006)"
"157639146","2016-10-16T00:00:00.000","00:49:00","MANHATTAN",,"13","0",,,"false","25-44","M","BLACK","25-44","M","BLACK","985716.062500000000000","209910.578125000000000","40.742840755000032","-73.994710763999933","POINT (-73.99471076399993 40.74284075500003)"
"89231142","2013-02-19T00:00:00.000","23:25:00","BROOKLYN",,"73","0",,"MULTI DWELL - APT BUILD","false","18-24","F","BLACK","25-44","M","BLACK","1010081.187500000000000","186326.421875000000000","40.678070272000070","-73.906873103999942","POINT (-73.90687310399996 40.67807027200007)"
"211065733","2020-03-14T00:00:00.000","00:50:00","BROOKLYN",,"71","0",,,"false","25-44","M","BLACK","25-44","M","BLACK","997107.250000000000000","180384.406250000000000","40.661789115000033","-73.953658938999979","POINT (-73.95365893899998 40.66178911500003)"
"79401340","2011-06-20T00:00:00.000","16:40:00","BROOKLYN",,"75","0",,"COMMERCIAL BLDG","false","45-64","M","WHITE","45-64","M","WHITE","1013349.812500000000000","178881.437500000000000","40.657625317000054","-73.895120982999970","POINT (-73.89512098299998 40.657625317000054)"
"155890469","2016-08-17T00:00:00.000","21:55:00","BRONX",,"41","0",,,"false","18-24","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1014179.250000000000000","239452.828125000000000","40.823875803000078","-73.891862064999941","POINT (-73.89186206499994 40.82387580300008)"
"73717905","2010-07-17T00:00:00.000","01:20:00","MANHATTAN",,"25","2",,"MULTI DWELL - PUBLIC HOUS","false",,,,"<18","M","BLACK","1002784.562500000000000","230462.578125000000000","40.799231328000076","-73.933057778999967","POINT (-73.93305777899997 40.799231328000076)"
"37256918","2007-12-25T00:00:00.000","03:45:00","BROOKLYN",,"79","0",,"BAR/NIGHT CLUB","false","25-44","M","BLACK","<18","M","BLACK","998224.937500000000000","186767.625000000000000","40.679307930000050","-73.949617127999943","POINT (-73.94961712799994 40.67930793000005)"
"58892889","2009-02-18T00:00:00.000","10:00:00","QUEENS",,"102","0",,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","F","BLACK","1024637.062500000000000","189412.953125000000000","40.686487647000035","-73.854376861999981","POINT (-73.85437686199998 40.686487647000035)"
"25511190","2006-11-28T00:00:00.000","19:26:00","BROOKLYN",,"79","0",,,"false","25-44","M","BLACK","25-44","M","BLACK","1000577.187500000000000","188457.281250000000000","40.683941626000035","-73.941132390999940","POINT (-73.94113239099994 40.683941626000035)"
"232924791","2021-08-30T00:00:00.000","20:20:00","BROOKLYN",,"75","0",,,"false",,,,"18-24","M","BLACK","1014980","186801","40.67935723000005","-73.88920942899993","POINT (-73.88920942899993 40.67935723000005)"
"147064699","2015-10-19T00:00:00.000","18:47:00","MANHATTAN",,"34","0",,,"false",,,,"25-44","M","WHITE HISPANIC","1002765.062500000000000","248133.671875000000000","40.847733505000065","-73.933079452999948","POINT (-73.93307945299995 40.847733505000065)"
"45610182","2008-04-12T00:00:00.000","22:07:00","MANHATTAN",,"34","0",,,"false","UNKNOWN","U","UNKNOWN","18-24","M","WHITE HISPANIC","1003532.375000000000000","249972.031250000000000","40.852777615000036","-73.930300743999965","POINT (-73.93030074399996 40.852777615000036)"
"54515432","2008-11-30T00:00:00.000","09:30:00","MANHATTAN",,"17","0",,,"false","UNKNOWN","U","UNKNOWN","18-24","F","BLACK","992411.000000000000000","215025.000000000000000","40.756874911000068","-73.970544056999984","POINT (-73.97054405699998 40.75687491100007)"
"238312741","2021-12-26T00:00:00.000","22:20:00","QUEENS",,"103","0",,"MULTI DWELL - PUBLIC HOUS","false",,,,"18-24","M","BLACK","1041521","192400","40.69459323800004","-73.79347284999993","POINT (-73.79347284999993 40.69459323800004)"
"80991314","2011-09-30T00:00:00.000","23:40:00","QUEENS",,"101","2",,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1047439.437500000000000","156662.750000000000000","40.596462241000040","-73.772464835999983","POINT (-73.77246483599998 40.59646224100004)"
"62725595","2009-06-13T00:00:00.000","03:45:00","STATEN ISLAND",,"120","0",,"BAR/NIGHT CLUB","false","18-24","M","BLACK","18-24","M","BLACK","945223.000000000000000","168709.000000000000000","40.629665998000064","-74.140602199999989","POINT (-74.14060219999999 40.62966599800007)"
"223928176","2021-02-03T00:00:00.000","19:20:00","BROOKLYN",,"73","0",,"MULTI DWELL - PUBLIC HOUS","false",,,,"45-64","M","BLACK","1010707","182888","40.668630731000064","-73.90463038099993","POINT (-73.90463038099993 40.668630731000064)"
"76854526","2011-01-16T00:00:00.000","03:00:00","QUEENS",,"115","0",,,"false",,,,"18-24","M","BLACK","1022722.000000000000000","216478.000000000000000","40.760783091000064","-73.861127324999984","POINT (-73.86112732499998 40.760783091000064)"
"201851566","2019-08-30T00:00:00.000","22:49:00","QUEENS",,"104","0",,,"true","25-44","M","BLACK","18-24","M","WHITE HISPANIC","1010732.875000000000000","198666.390625000000000","40.711938684000074","-73.904475084999945","POINT (-73.90447508499994 40.711938684000074)"
"29259597","2007-05-27T00:00:00.000","00:20:00","MANHATTAN",,"25","2",,"MULTI DWELL - PUBLIC HOUS","true","<18","M","BLACK","25-44","M","BLACK","1000597.875000000000000","231061.718750000000000","40.800880121000034","-73.940954258999966","POINT (-73.94095425899997 40.800880121000034)"
"207701108","2020-01-09T00:00:00.000","03:34:00","MANHATTAN",,"9","0",,,"true","25-44","M","BLACK","25-44","M","BLACK","988875.187500000000000","203909.265625000000000","40.726367540000069","-73.983314326999960","POINT (-73.98331432699996 40.726367540000076)"
"10333320","2006-02-03T00:00:00.000","00:59:00","MANHATTAN",,"32","0",,"NONE","false","UNKNOWN","M","BLACK","18-24","M","BLACK","1000828.125000000000000","240292.781250000000000","40.826216382000041","-73.940099816999975","POINT (-73.94009981699998 40.82621638200004)"
"80102963","2011-08-02T00:00:00.000","15:57:00","BROOKLYN",,"71","0",,,"true","18-24","M","BLACK","25-44","M","BLACK","997912.000000000000000","182352.000000000000000","40.667188518000046","-73.950754321999966","POINT (-73.95075432199997 40.667188518000046)"
"139195504","2014-10-15T00:00:00.000","23:30:00","BRONX",,"52","0",,,"false",,,,"25-44","M","BLACK HISPANIC","1017783.562500000000000","256685.062500000000000","40.871160223000061","-73.878752916999986","POINT (-73.87875291699999 40.87116022300006)"
"23354077","2006-07-02T00:00:00.000","04:35:00","MANHATTAN",,"10","0",,,"false","UNKNOWN","U","UNKNOWN","25-44","F","BLACK","983129.625000000000000","212860.312500000000000","40.750937087000068","-74.004045117999965","POINT (-74.00404511799996 40.750937087000075)"
"93607540","2013-11-15T00:00:00.000","22:37:00","BRONX",,"47","0",,,"false",,,,"18-24","M","BLACK","1027500.375000000000000","260415.968750000000000","40.881358133000049","-73.843595459999960","POINT (-73.84359545999996 40.88135813300005)"
"228798150","2021-05-27T00:00:00.000","21:06:00","BRONX",,"43","2",,"MULTI DWELL - PUBLIC HOUS","false",,,,"25-44","M","BLACK","1026600","238546","40.821336002000066","-73.84698961699996","POINT (-73.84698961699996 40.821336002000066)"
"26543083","2007-01-28T00:00:00.000","06:00:00","BROOKLYN",,"63","0",,"RESTAURANT/DINER","true",,,,"25-44","M","BLACK","1005491.625000000000000","170817.250000000000000","40.635513206000041","-73.923468543999945","POINT (-73.92346854399995 40.63551320600004)"
"11118232","2006-04-26T00:00:00.000","18:26:00","QUEENS",,"105","0",,"PVT HOUSE","true","45-64","M","BLACK","25-44","M","BLACK","1055658.875000000000000","201767.437500000000000","40.720201752000037","-73.742390282999963","POINT (-73.74239028299996 40.72020175200004)"
