"building_id","bin","street_address","borocode","block","lot","bqi","aep_order","discharged_7a","hpd_vacate_order","dob_vacate_order","harassment_finding","date_added","borough","zipcode","latitude","longitude","community_board","council_district","bbl","census_tract","nta_neighborhood_tabulation"
"54876","2012534","2400 CAMBRELENG AVENUE","2","3090","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.854627","-73.885301","206","15","2030900001","389","BX0603"
"55100","2057563","3800 CARPENTER AVENUE","2","4654","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10467","40.884589","-73.86559","212","12","2046540001","392","BX1201"
"55124","2062829","3915 CARPENTER AVENUE","2","4819","15","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10466","40.887151","-73.864218","212","12","2048190015","394","BX1201"
"55433","2002726","1050 CARROLL PLACE","2","2456","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.83095","-73.919327","204","16","2024560001","18102","BX0401"
"55438","2002727","1064 CARROLL PLACE","2","2456","8","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.83112","-73.919226","204","16","2024560008","18102","BX0401"
"55615","2029041","1381 CASTLE HILL AVENUE","2","3935","53","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10462","40.835794","-73.852112","209","18","2039350053","222","BX0904"
"56597","2009557","495 CLAREMONT PARKWAY","2","2913","43","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10457","40.838595","-73.902015","203","15","2029130043","167","BX0302"
"56815","2091238","1145 CLAY AVENUE","2","2429","19","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.830835","-73.911483","204","16","2024290019","175","BX0401"
"56827","2002079","1190 CLAY AVENUE","2","2426","56","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.831921","-73.91086","204","16","2024260056","17701","BX0401"
"56845","2002098","1260 CLAY AVENUE","2","2427","15","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.833663","-73.909867","204","16","2024270015","17701","BX0401"
"56846","2002099","1264 CLAY AVENUE","2","2427","16","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.833724","-73.909835","204","16","2024270016","17701","BX0401"
"56848","2002101","1272 CLAY AVENUE","2","2427","19","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.833844","-73.909762","204","16","2024270019","17701","BX0401"
"56849","2002102","1276 CLAY AVENUE","2","2427","21","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.833905","-73.909729","204","16","2024270021","17701","BX0401"
"57754","2002252","1110 COLLEGE AVENUE","2","2434","4","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.830735","-73.914561","204","16","2024340004","175","BX0401"
"57762","2002258","1142 COLLEGE AVENUE","2","2434","15","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.831147","-73.914322","204","16","2024340015","175","BX0401"
"58374","2003945","540 CONCORD AVENUE","2","2580","18","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10455","40.812821","-73.908226","201","8","2025800018","35","BX0101"
"58962","2001660","628 COURTLANDT AVENUE","2","2398","7","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10451","40.818459","-73.918671","201","17","2023980007","67","BX0102"
"59135","2012176","663 CRESCENT AVENUE","2","3074","50","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.854194","-73.885873","206","15","2030740050","391","BX0603"
"59194","2013773","2298 CRESTON AVENUE","2","3164","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10468","40.858018","-73.900771","205","14","2031640001","23703","BX0503"
"59245","2013829","2608 CRESTON AVENUE","2","3168","16","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10468","40.865265","-73.896397","207","14","2031680016","401","BX0701"
"59917","2012823","2304 CROTONA AVENUE","2","3102","5","No","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.852173","-73.884496","206","15","2031020005","393","BX0603"
"59938","2012874","2353 CROTONA AVENUE","2","3103","38","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.853336","-73.88393","206","15","2031030038","391","BX0603"
"59940","2012873","2357 CROTONA AVENUE","2","3103","36","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.853374","-73.883912","206","15","2031030036","391","BX0603"
"60267","2056262","3212 CRUGER AVENUE","2","4597","11","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10467","40.871887","-73.866133","212","12","2045970011","374","BX1201"
"60275","2056265","3230 CRUGER AVENUE","2","4597","21","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10467","40.872255","-73.866129","212","12","2045970021","374","BX1201"
"60491","2014205","2201 DAVIDSON AVENUE","2","3196","18","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10453","40.857462","-73.905634","205","14","2031960018","251","BX0501"
"60799","2016335","2600 DECATUR AVENUE","2","3276","4","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.863029","-73.890572","207","15","2032760004","397","BX0603"
"60825","2016375","2704 DECATUR AVENUE","2","3278","3","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.865025","-73.888584","207","15","2032780003","40502","BX0702"
"60837","2016379","2726 DECATUR AVENUE","2","3278","18","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.865516","-73.888037","207","15","2032780018","40502","BX0702"
"60839","2016380","2730 DECATUR AVENUE","2","3278","22","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.865549","-73.887998","207","15","2032780022","40502","BX0702"
"60873","2016424","2860 DECATUR AVENUE","2","3279","62","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.86764","-73.884816","207","15","2032790062","40702","BX0702"
"61026","2018610","3366 DECATUR AVENUE","2","3355","104","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10467","40.877681","-73.872884","207","11","2033550104","42902","BX0703"
"61671","2014803","2492 DEVOE TERRACE","2","3219","175","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10468","40.864856","-73.904915","207","14","2032190175","263","BX0701"
"61736","2068520","4210 DIGNEY AVENUE","2","5006","69","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10466","40.893792","-73.851628","212","11","2050060069","430","BX1203"
"62292","2004442","704 EAGLE AVENUE","2","2624","36","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10455","40.818043","-73.91013","201","17","2026240036","75","BX0102"
"62340","2004380","919 EAGLE AVENUE","2","2620","33","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.823155","-73.908028","203","17","2026200033","141","BX0301"
"62813","2000036","514 EAST 138 STREET","2","2265","27","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10454","40.807417","-73.918919","201","8","2022650027","25","BX0101"
"62816","2000037","518 EAST 138 STREET","2","2265","29","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10454","40.807351","-73.91876","201","8","2022650029","25","BX0101"
"62821","2000039","526 EAST 138 STREET","2","2265","33","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10454","40.807249","-73.918533","201","8","2022650033","25","BX0101"
"62827","2000041","534 EAST 138 STREET","2","2265","37","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10454","40.807106","-73.9182","201","8","2022650037","25","BX0101"
"63231","2000431","419 EAST 142 STREET","2","2287","83","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10454","40.811373","-73.920348","201","8","2022870083","41","BX0101"
"63380","2000462","454 EAST 144 STREET","2","2288","34","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10454","40.812082","-73.918133","201","8","2022880034","41","BX0101"
"63479","2000883","337 EAST 146 STREET","2","2329","96","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10451","40.815246","-73.921084","201","8","2023290096","65","BX0102"
"63737","2000123","554 EAST 149 STREET","2","2275","22","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10455","40.814409","-73.913397","201","17","2022750022","43","BX0101"
"63785","2001820","271 EAST 150 STREET","2","2410","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10451","40.81789","-73.921811","201","17","2024100001","65","BX0102"
"63795","2000925","298 EAST 150 STREET","2","2331","18","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10451","40.817722","-73.921226","201","17","2023310018","65","BX0102"
"63921","2001699","377 EAST 153 STREET","2","2400","33","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10455","40.819136","-73.917427","201","17","2024000033","67","BX0102"
"64076","2004589","727 EAST 156 STREET","2","2646","39","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10455","40.818282","-73.906723","201","17","2026460039","77","BX0102"
"64403","2001493","422 EAST 161 STREET","2","2382","14","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10451","40.823933","-73.913002","203","17","2023820014","141","BX0301"
"64641","2005206","851 EAST 163 STREET","2","2690","100","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10459","40.822053","-73.900326","202","17","2026900100","12901","BX0202"
"64663","2002722","201 EAST 164 STREET","2","2455","53","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.829682","-73.919293","204","16","2024550053","18302","BX0401"
"64865","2002544","256 EAST 166 STREET","2","2448","16","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.830671","-73.916123","204","16","2024480016","18101","BX0401"
"64970","2004264","590 EAST 167 STREET","2","2613","20","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.828598","-73.904494","203","17","2026130020","18502","BX0301"
"65593","2007315","346 EAST 173 STREET","2","2790","18","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10457","40.843477","-73.905394","204","15","2027900018","22902","BX0403"
"65791","2007883","124 EAST 176 STREET","2","2826","27","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10453","40.848108","-73.90906","205","14","2028260027","22701","BX0502"
"65867","2007635","105 EAST 177 STREET","2","2806","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10453","40.849617","-73.907709","205","14","2028060001","23301","BX0502"
"65952","2007682","156 EAST 178 STREET","2","2808","9","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10453","40.850752","-73.906287","205","14","2028080009","23501","BX0502"
"66004","2011989","620 EAST 178 STREET","2","3068","93","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10457","40.84676","-73.892439","206","15","2030680093","373","BX0602"
"66206","2013295","306 EAST 180 STREET","2","3142","30","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10457","40.852418","-73.899753","205","15","2031420030","379","BX0502"
"66245","2012012","612 EAST 180 STREET","2","3069","78","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10457","40.849275","-73.891177","206","15","2030690078","373","BX0602"
"66393","2011160","405 EAST 182 STREET","2","3030","136","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10457","40.854835","-73.896239","206","15","2030300136","38304","BX0603"
"66448","2012779","735 EAST 182 STREET","2","3099","10","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10457","40.8498","-73.885581","206","15","2030990010","393","BX0603"
"66553","2012885","711 EAST 183 STREET","2","3103","65","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.851905","-73.885194","206","15","2031030065","391","BX0603"
"66589","2013337","340 EAST 184 STREET","2","3143","271","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.858098","-73.89567","205","15","2031430271","38303","BX0503"
"66780","2011050","311 EAST 188 STREET","2","3023","98","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.860675","-73.895077","205","15","2030230098","39902","BX0503"
"66793","2011777","495 EAST 188 STREET","2","3058","42","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.858148","-73.890089","206","15","2030580042","387","BX0603"
"66835","2011775","502 EAST 189 STREET","2","3058","19","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.858962","-73.889057","206","15","2030580019","387","BX0603"
"66849","2012605","705 EAST 189 STREET","2","3091","96","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.856165","-73.883119","206","15","2030910096","389","BX0603"
"66878","2016605","301 EAST 193 STREET","2","3287","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.863988","-73.892335","207","15","2032870001","39901","BX0701"
"67001","2017008","230 EAST 196 STREET","2","3300","44","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.867358","-73.891715","207","15","2033000044","40501","BX0702"
"67064","2017479","60 EAST 196 STREET","2","3316","33","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10468","40.868634","-73.894728","207","14","2033160033","40304","BX0702"
"67066","2017155","215 EAST 197 STREET","2","3304","141","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.869122","-73.891061","207","15","2033040141","40302","BX0702"
"67102","2016730","319 EAST 197 STREET","2","3290","65","Yes","No","No","No","No","Yes","2022-06-24T00:00:00.000","BRONX","10458","40.866864","-73.889066","207","15","2032900065","40502","BX0702"
"67195","2017092","246 EAST 199 STREET","2","3302","42","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.870409","-73.887396","207","15","2033020042","40702","BX0702"
"67520","2018585","374 EAST 209 STREET","2","3355","37","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10467","40.876199","-73.873349","207","11","2033550037","42901","BX0703"
"68193","2057872","766 EAST 215 STREET","2","4662","56","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10467","40.880013","-73.862331","212","12","2046620056","380","BX1201"
"68346","2057900","712 EAST 216 STREET","2","4663","21","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10467","40.881211","-73.863257","212","12","2046630021","390","BX1201"
"68985","2057607","631 EAST 220 STREET","2","4655","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10467","40.884868","-73.86423","212","12","2046550001","394","BX1201"
"69315","2058602","864 EAST 221 STREET","2","4679","73","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10467","40.883448","-73.857232","212","12","2046790073","396","BX1201"
"70295","2063391","769 EAST 224 STREET","2","4838","14","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10466","40.88653","-73.85903","212","12","2048380014","406","BX1201"
"70386","2064365","967 EAST 224 STREET","2","4860","10","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10466","40.884736","-73.853403","212","12","2048600010","404","BX1201"
"71460","2064118","867 EAST 230 STREET","2","4855","14","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10466","40.889859","-73.853847","212","11","2048550014","422","BX1203"
"72197","2019758","530 EAST 234 STREET","2","3395","47","No","No","No","No","No","Yes","2022-06-24T00:00:00.000","BRONX","10470","40.897322","-73.863221","212","11","2033950047","45101","BX1203"
"73778","2017720","111 EAST MOSHOLU PARKWAY NORTH","2","3326","8","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10467","40.877485","-73.882109","207","11","2033260008","419","BX0703"
"73779","2017719","115 EAST MOSHOLU PARKWAY NORTH","2","3326","1","No","No","No","No","No","Yes","2022-06-24T00:00:00.000","BRONX","10467","40.877386","-73.882051","207","11","2033260001","419","BX0703"
"73785","2018015","179 EAST MOSHOLU PARKWAY NORTH","2","3335","139","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10467","40.875401","-73.881479","207","11","2033350139","419","BX0703"
"73802","2017910","353 EAST MOSHOLU PARKWAY NORTH","2","3332","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10467","40.871033","-73.880153","207","11","2033320001","425","BX0703"
"75869","2074082","1426 EDWARDS AVENUE","2","5371","14","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10461","40.838812","-73.837197","210","13","2053710014","194","BX1002"
"76679","2001481","830 ELTON AVENUE","2","2381","45","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10451","40.822618","-73.912773","203","17","2023810045","141","BX0301"
"77248","2025050","1226 EVERGREEN AVENUE","2","3771","14","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10472","40.829542","-73.881297","209","17","2037710014","54","BX0901"
"77585","2010049","805 FAIRMOUNT PLACE","2","2955","40","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10460","40.842664","-73.888943","206","15","2029550040","36502","BX0602"
"78262","2002225","1060 FINDLAY AVENUE","2","2433","48","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.829308","-73.914372","204","16","2024330048","175","BX0401"
"78263","2002226","1064 FINDLAY AVENUE","2","2433","49","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.829366","-73.914336","204","16","2024330049","175","BX0401"
"78266","2002229","1076 FINDLAY AVENUE","2","2433","54","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.829536","-73.914238","204","16","2024330054","175","BX0401"
"78278","2002261","1125 FINDLAY AVENUE","2","2434","32","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.830773","-73.913535","204","16","2024340032","175","BX0401"
"79053","2005701","1120 FOX STREET","2","2719","38","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10459","40.827496","-73.893843","203","17","2027190038","125","BX0303"
"79270","2004257","1229 FRANKLIN AVENUE","2","2612","58","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.830551","-73.903251","203","17","2026120058","149","BX0301"
"79276","2004300","1250 FRANKLIN AVENUE","2","2615","8","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.830844","-73.902879","203","17","2026150008","149","BX0301"
"79277","2004255","1253 FRANKLIN AVENUE","2","2612","53","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.830844","-73.902908","203","17","2026120053","149","BX0301"
"79837","2069896","4360 FURMAN AVENUE","2","5047","6","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10466","40.897242","-73.854117","212","11","2050470006","434","BX1203"
"80061","2002938","1040 GERARD AVENUE","2","2477","15","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10452","40.831529","-73.922568","204","16","2024770015","195","BX0401"
"80073","2002946","1098 GERARD AVENUE","2","2478","18","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10452","40.832618","-73.921927","204","16","2024780018","195","BX0401"
"80075","2002947","1112 GERARD AVENUE","2","2478","24","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10452","40.833211","-73.921576","204","16","2024780024","195","BX0401"
"80082","2003001","1183 GERARD AVENUE","2","2488","31","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10452","40.834849","-73.920638","204","16","2024880031","197","BX0401"
"80700","2026853","2235 GLEASON AVENUE","2","3821","71","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10462","40.832097","-73.84984","209","18","2038210071","92","BX0903"
"80987","2015483","3971 GOUVERNEUR AVENUE","2","3252","310","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10463","40.883538","-73.891851","208","11","2032520310","281","BX0801"
"81573","2092421","2409 GRAND AVENUE","2","3212","78","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10468","40.862198","-73.903766","207","14","2032120078","253","BX0701"
"81669","2002767","1236 GRAND CONCOURSE","2","2457","10","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.835266","-73.916955","204","16","2024570010","17901","BX0401"
"81696","2007988","1420 GRAND CONCOURSE","2","2832","8","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.839249","-73.913448","204","16","2028320008","225","BX0403"
"81708","2008012","1555 GRAND CONCOURSE","2","2836","12","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10452","40.842209","-73.912284","204","16","2028360012","209","BX0403"
"81798","2013733","2300 GRAND CONCOURSE","2","3159","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.857608","-73.899836","205","15","2031590001","38301","BX0503"
"81844","2013823","2545 GRAND CONCOURSE","2","3167","64","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10468","40.863451","-73.896389","207","14","2031670064","401","BX0701"
"81866","2017427","2701 GRAND CONCOURSE","2","3314","51","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10468","40.867269","-73.893479","207","14","2033140051","40304","BX0702"
"81870","2017141","2754 GRAND CONCOURSE","2","3304","85","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.868289","-73.892679","207","15","2033040085","40302","BX0702"
"81989","2002796","888 GRAND CONCOURSE","2","2459","34","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10451","40.826613","-73.922751","204","16","2024590034","5902","BX0401"
"81991","2002808","910 GRAND CONCOURSE","2","2461","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10451","40.827798","-73.922096","204","16","2024610001","18301","BX0401"
"82042","2002569","1128 GRANT AVENUE","2","2449","11","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.831607","-73.916129","204","16","2024490011","18101","BX0401"
"83716","2014570","2055 HARRISON AVENUE","2","3210","59","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10453","40.854819","-73.909784","205","14","2032100059","251","BX0501"
"84203","2015177","2709 HEATH AVENUE","2","3239","77","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10463","40.871495","-73.905434","207","14","2032390077","269","BX0701"
"85986","2057806","3608 HOLLAND AVENUE","2","4661","44","No","No","No","No","No","Yes","2022-06-24T00:00:00.000","BRONX","10467","40.879035","-73.863761","212","12","2046610044","380","BX1201"
"87412","2017957","3063 HULL AVENUE","2","3333","52","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10467","40.871778","-73.879338","207","11","2033330052","425","BX0703"
"88698","2010207","741 JENNINGS STREET","2","2962","64","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10459","40.831782","-73.898628","203","17","2029620064","151","BX0301"
"89073","2008689","1465 JESUP AVENUE","2","2872","207","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10452","40.842813","-73.91957","204","16","2028720207","21302","BX0403"
"89508","2005462","957 KELLY STREET","2","2703","50","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10459","40.821621","-73.895883","202","17","2027030050","87","BX0202"
"90265","2017700","3414 KNOX PLACE","2","3324","104","No","No","No","No","Yes","No","2022-06-24T00:00:00.000","BRONX","10467","40.881719","-73.883728","207","11","2033240104","421","BX0703"
"90955","2006552","1314 LAFAYETTE AVENUE","2","2763","220","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10474","40.816878","-73.886439","202","17","2027630220","11701","BX0201"
"90956","2006470","1315 LAFAYETTE AVENUE","2","2762","123","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10474","40.816916","-73.886302","202","17","2027620123","11502","BX0201"
"90978","2022545","1735 LAFAYETTE AVENUE","2","3636","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10473","40.820848","-73.866991","209","18","2036360001","46","BX0902"
"92449","2010886","991 EAST 173 STREET","2","3002","47","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10460","40.834608","-73.885506","203","17","2030020047","161","BX0303"
"92542","2005743","1025 LONGWOOD AVENUE","2","2721","40","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10459","40.816465","-73.896447","202","17","2027210040","89","BX0201"
"92616","2011652","2356 LORILLARD PLACE","2","3054","6","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.855447","-73.890068","206","15","2030540006","387","BX0603"
"92673","2014965","2333 LORING PLACE","2","3225","169","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10468","40.86236","-73.907912","207","14","2032250169","255","BX0701"
"92757","2014854","1920 LORING PLACE SOUTH","2","3221","13","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10453","40.854691","-73.914375","205","14","2032210013","24502","BX0501"
"93451","2042241","2446 LYVERE STREET","2","3997","30","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10461","40.842477","-73.85227","210","18","2039970030","204","BX1001"
"93750","2056950","679 MAGENTA STREET","2","4628","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10467","40.875293","-73.867797","212","12","2046280001","374","BX1201"
"94227","2012952","2046 MAPES AVENUE","2","3108","1","No","No","No","No","Yes","No","2022-06-24T00:00:00.000","BRONX","10460","40.845689","-73.886318","206","15","2031080001","36501","BX0602"
"94235","2012958","2107 MAPES AVENUE","2","3110","26","No","No","No","No","Yes","No","2022-06-24T00:00:00.000","BRONX","10460","40.846876","-73.885333","206","15","2031100026","371","BX0602"
"94361","2016602","2565 MARION AVENUE","2","3286","51","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.862931","-73.892217","207","15","2032860051","39901","BX0701"
"94375","2016610","2601 MARION AVENUE","2","3287","18","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.863727","-73.891728","207","15","2032870018","39901","BX0701"
"94376","2016609","2605 MARION AVENUE","2","3287","16","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.863839","-73.891616","207","15","2032870016","39901","BX0701"
"94383","2016470","2654 MARION AVENUE","2","3282","19","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.864654","-73.89074","207","15","2032820019","40502","BX0702"
"94400","2016494","2700 MARION AVENUE","2","3283","6","No","No","No","No","Yes","No","2022-06-24T00:00:00.000","BRONX","10458","40.865514","-73.88969","207","15","2032830006","40502","BX0702"
"94401","2016634","2701 MARION AVENUE","2","3287","81","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10458","40.865531","-73.889693","207","15","2032870081","40502","BX0702"
"94506","2012951","1967 MARMION AVENUE","2","3107","36","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10460","40.843515","-73.886672","206","15","2031070036","36501","BX0602"
"94672","2070625","4459 MATILDA AVENUE","2","5067","40","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10470","40.900131","-73.855459","212","11","2050670040","414","BX1203"
"96762","2013100","2115 MOHEGAN AVENUE","2","3119","21","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10460","40.845894","-73.883155","206","15","2031190021","363","BX0601"
"97304","2002381","1048 MORRIS AVENUE","2","2437","8","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10456","40.82974","-73.916142","204","16","2024370008","175","BX0401"
