"entityid","schoolname","number","street","city","state","borough","zipcode","lastinspection","permittee","inspectiondate","ptet","site_type","level","code","violationdescription","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta","borocode"
"40542975","BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL, RESTART ACADEMY AT BROOKLYN COLLEGIATE","2021","BERGEN STREET","Brooklyn","NY","Brooklyn","11233","2023-01-11T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-01-11T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.674095403318","-73.91327323073","316","41","036501","3038939","3014480001","BK79","3"
"40542518","RALPH A. FABRIZIO SCHOOL","7109","6 AVENUE","Brooklyn","NY","Brooklyn","11209","2022-12-16T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-12-16T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.630835952509","-74.019130374155","310","43","013400","3146921","3058990001","BK31","3"
"40741008","BETH JACOB SCHOOL FOR GIRLS","85","PARKVILLE AVENUE","Brooklyn","NY","Brooklyn","11230","2023-02-14T00:00:00.000","JACOB OF BROWNS BETH","2021-05-26T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","AV","18A","Current valid permit, registration or other authorization to operate establishment not available.","40.629130328162","-73.975077112271","314","44","048000","3127884","3054220034","BK42","3"
"40540736","M.S. 158 MARIE CURIE","4635","OCEANIA STREET","BAYSIDE","NY","Queens","11361","2023-01-25T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-01-13T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.756131188181","-73.772860513986","411","19","144700","4438325","4073120001","QN46","4"
"50016705","P.S. 273","8807","102ND ST","RICHMOND HILL","NY","Queens","11418","2023-02-02T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-07-22T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04J","Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.","40.693598668362","-73.844630608564","409","32","002800","4539360","4092880101","QN54","4"
"50063489","YESHIVAT LEV TORAH","3300","KINGS HIGHWAY","Brooklyn","NY","Brooklyn","11234","2022-11-16T00:00:00.000","YESHIVAT LEV TORAH","2022-05-19T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","40.618713023285","-73.942291550678","318","45","074600","3210464","3076690017","BK58","3"
"40547690","P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","760","PROSPECT PLACE","Brooklyn","NY","Brooklyn","11216","2022-10-28T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-07-28T00:00:00.000","2530","FSE (Public School Cafeteria)","G","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","40.674373195129","-73.951443338426","308","36","031701","3330794","3012330026","BK61","3"
"40541889","GEORGE WASHINGTON YABC, THE COLLEGE ACADEMY, HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS, HIGH SCHOOL F","549","AUDUBON AVENUE","New York","NY","Manhattan","10040","2023-03-16T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2020-12-11T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","40.855849134838","-73.927119140305","112","10","027700","1076751","1021600018","MN35","1"
"41231707","SAINT JEAN BAPTISTE HIGH SCHOOL","173","EAST   75 STREET","New York","NY","Manhattan","10021","2023-02-15T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-01-24T00:00:00.000","2531","FSE (Private School Cafeteria)",,,,"40.771996839694","-73.959888754592","108","04","012800","1043148","1014100026","MN40","1"
"40540836","I.S. 226 QUEENS","12110","ROCKAWAY BOULEVARD","SOUTH OZONE PARK","NY","Queens","11420","2022-10-25T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-02-11T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10C","Lighting Inadequate","40.675763381668","-73.816937899164","410","28","084000","4253607","4117140100","QN55","4"
"41370737","JEWISH INSTITUTE OF QUEENS","60-05","WOODHAVEN BOULEVARD","Elmhurst","NY","Queens","11373","2022-12-07T00:00:00.000","JEWISH INSTITUTE OF QUEENS","2022-03-24T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.73124910255","-73.871560397697","406","29","068700","4072178","4030880001","QN18","4"
"40833673","PACKER COLLEGIATE INSTITUTE","170","JORALEMON STREET","Brooklyn","NY","Brooklyn","11201","2023-03-15T00:00:00.000","THE PACKER COLLEGIATE INSTITUTE","2022-05-13T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","40.692718316212","-73.99228662996","302","33","000900","3391484","3002650010","BK09","3"
"41283924","YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA","2315","NEWTOWN AVENUE","ASTORIA","NY","Queens","11102","2022-10-25T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-10-25T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.771207800434","-73.924591026742","401","22","006900","4440035","4005420008","QN71","4"
"40541479","P.S. 128 AUDUBON, CASTLE BRIDGE SCHOOL","560","WEST  169 STREET","New York","NY","Manhattan","10032","2023-02-17T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-02-17T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","40.841352661394","-73.938591946721","112","10","025100","1062994","1021250001","MN36","1"
"40786310","BROOKLYN S.D.A. ELEMENTARY SCHOOL","1260","OCEAN AVENUE","Brooklyn","NY","Brooklyn","11230","2023-01-20T00:00:00.000","SEVENTH DAY ADV BROOKLYN","2022-03-03T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","40.631573504703","-73.957509200936","314","45","076400","3179163","3066940067","BK42","3"
"50097835","FLIK INTERNATIONAL CORP.","20","WATERSIDE PLZ","NEW YORK","NY","Manhattan","10010","2022-11-10T00:00:00.000","FLIK INTERNATIONAL CORP.","2022-03-31T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.737252279703","-73.974159652212","106","04","006200","1083709","1009910060","MN20","1"
"40541548","P.S. 146 ANN M. SHORT, P169M @ PS 146 ANN M. SHORT","421","EAST  106 STREET","New York","NY","Manhattan","10029","2023-02-10T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-02-10T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","40.789287961859","-73.93926130029","111","08","016200","1052999","1017000001","MN33","1"
"50123460","BROWNSVILLE ASCEND CHARTER SCHOOL","1501","PITKIN AVENUE","Brooklyn","NY","Brooklyn","11212","2022-12-13T00:00:00.000","NYC DOE","2022-12-13T00:00:00.000","2531","FSE (Private School Cafeteria)","C","06C","Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.","40.668592944909","-73.918121600173","316","41","090000","3080697","3034920001","BK81","3"
"40543525","J.H.S. 127 THE CASTLE HILL, LINDEN TREE ELEMENTARY SCHOOL","1560","PURDY STREET","Bronx","NY","Bronx","10462","2022-10-06T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-08-04T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.837924376979","-73.853522334243","209","18","022200","2041247","2039480055","BX46","2"
"40541139","P.S. 033 CHELSEA PREP, P.S. 138","281","9 AVENUE","New York","NY","Manhattan","10001","2023-01-27T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-05-09T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","40.748969835246","-73.999530814369","104","03","009700","1012829","1007240023","MN13","1"
"41283570","NORTH QUEENS COMMUNITY HIGH SCHOOL","14125","77 ROAD","FLUSHING","NY","Queens","11367","2022-12-12T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-12-12T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.720351328537","-73.819791202842","408","24","077903","4438284","4066290035","QN37","4"
"50045080","P373K AT MEDGAR EVERS COLLEGE","1150","CARROLL STREET","Brooklyn","NY","Brooklyn","11225","2023-03-07T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-03-07T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.667245324363","-73.952194716476","309","35","032100","3337869","3012890025","BK63","3"
"40756060","SHAAR HATORAH HS","117-06","84 AVENUE","Richmond Hill","NY","Queens","11418","2023-01-11T00:00:00.000","YESHIVA SHAAR HATORAH","2022-03-15T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","40.703956899329","-73.834428323225","409","29","013400","4192865","4092330064","QN60","4"
"40543529","PS 310 MINI","260","WEST KINGSBRIDGE ROAD","Bronx","NY","Bronx","10463","2022-11-30T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-11-30T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.872888932897","-73.905242433773","207","14","026900","2096486","2032390041","BX30","2"
"40935625","YESHIVA TZEMACH","186-188","ROSS STREET","BROOKLYN","NY","Brooklyn","11211","2023-02-16T00:00:00.000","YESHIVA TZEMACH TZADIK VIZNITZ","2021-06-09T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10H","Proper sanitization not provided for utensil ware washing operation.","40.706196534801","-73.959636349976","301","33","053500","3060079","3021880011","BK72","3"
"50080352","BNOS SQUARE OF WILLIAMSBURG","165","SPENCER STREET","Brooklyn","NY","Brooklyn","11205","2023-01-12T00:00:00.000","BNOS SQUARE OF WILLIAMSBURG","2022-06-21T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.69349198422","-73.954948920736","303","33","024100","3048560","3017510003","BK75","3"
"50034667","THE GARVEY SCHOOL","950","BAYCHESTER AVENUE","Bronx","NY","Bronx","10475","2023-01-17T00:00:00.000","THE GARVEY SCHOOL","2023-01-17T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.878310043177","-73.833120968768","210","12","046201","2097914","2051410120","BX13","2"
"40547639","MIDDLE SCHOOL FOR ART AND PHILOSOPHY, KINGS COLLEGIATE CHARTER SCHOOL","365","EAST   94 STREET","Brooklyn","NY","Brooklyn","11212","2022-12-22T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-12-22T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04L","Evidence of mice or live mice in establishment's food or non-food areas.","40.657376382735","-73.920034805748","317","41","088600","3101840","3046690037","BK96","3"
"40542913","P.S. 184 NEWPORT","273","NEWPORT STREET","Brooklyn","NY","Brooklyn","11212","2022-11-30T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-04-12T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.65995863906","-73.904900898692","316","42","091800","3082391","3036060001","BK81","3"
"40540660","P.S. 196 GRAND CENTRAL PARKWAY","7125","113 STREET","FOREST HILLS","NY","Queens","11375","2022-10-21T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-01-12T00:00:00.000","2530","FSE (Public School Cafeteria)","G","09A","Canned food product observed dented and not segregated from other consumable food items.","40.722774603253","-73.837945802471","406","29","075702","4052713","4022480100","QN17","4"
"41696662","BATTALION CHRISTIAN ACADEMY","661","LINDEN BOULEVARD","Brooklyn","NY","Brooklyn","11203","2022-12-14T00:00:00.000","BATTALION CHRISTIAN ACADEMY","2022-05-02T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)",,,,"40.653592008881","-73.93402986148","317","41","087000","3108481","3048670025","BK91","3"
"50058471","RAMAZ LOWER SCHOOL","125","EAST   85 STREET","New York","NY","Manhattan","10028","2022-12-08T00:00:00.000","FIVE STAR CATERERS OF NEW YORK, INC.","2022-02-15T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.779088137295","-73.956725052004","108","04","014801","1047930","1015140013","MN40","1"
"40541743","P.S. 171 PATRICK HENRY","19","EAST  103 STREET","New York","NY","Manhattan","10029","2022-11-02T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-11-02T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.792115581822","-73.95196024691","111","08","016800","1051497","1016090007","MN33","1"
"40541244","UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL, ORCHARD COLLEGIATE ACADEMY","220","HENRY STREET","New York","NY","Manhattan","10002","2023-02-28T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-02-28T00:00:00.000","2530","FSE (Public School Cafeteria)","G","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","40.71367683268","-73.986335919338","103","01","000201","1003223","1002690041","MN28","1"
"41171745","URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART, SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLO","49","FLATBUSH AVENUE EXTENSION","BROOKLYN","NY","Brooklyn","11201","2022-09-29T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-09-29T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.697331559165","-73.985015764932","302","33","001500","3000216","3001200020","BK38","3"
"50068614","PRE-K CENTER AT 2-26 WASHINGTON ST","2-26","WASHINGTON ST","NEW YORK","NY","Manhattan","10004","2023-03-14T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-01-12T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.705129374654","-74.015584713042","101","01","001300","1087080","1000157501","MN25","1"
"40734757","UNITED TALMUDICAL ACADEMY/YESHAYE KLEIN","25","WAVERLY AVENUE","Brooklyn","NY","Brooklyn","11205","2023-02-17T00:00:00.000","UNITED TALMUDICAL ACADEMY","2021-06-09T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.696938472925","-73.968571158149","302","35","054300","3329747","3018740038","BK99","3"
"40541130","P.S. 020 ANNA SILVER","166","ESSEX STREET","New York","NY","Manhattan","10002","2022-10-07T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-07-27T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.721532395737","-73.986648166241","103","01","003001","1004325","1003550001","MN27","1"
"40597782","JOHN F. KENNEDY JR. SCHOOL","5712","94 STREET","ELMHURST","NY","Queens","11373","2023-03-13T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-01-07T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","40.735995651102","-73.867477308063","404","25","068300","4462647","4018730050","QN29","4"
"40542912","J.H.S. 014 SHELL BANK, P771K AT K014, P.S. K811 CONNIE LEKAS SCHOOL","2424","BATCHELDER STREET","Brooklyn","NY","Brooklyn","11235","2023-03-21T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-08-03T00:00:00.000","2530","FSE (Public School Cafeteria)","G","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","40.593513459686","-73.937672127934","315","48","059600","3203617","3074240001","BK17","3"
"50070114","PRE-K CENTER AT 106-02 NORTHERN BLVD - QUEENS","106-02","NORTHERN BOULEVARD","Corona","NY","Queens","11368","2022-11-29T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-01-22T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.757747735169","-73.86265836092","403","21","037900","4548811","4017217501","QN26","4"
"41630263","MARTIN LUTHER SCHOOL","60-02","MASPETH AVENUE","Maspeth","NY","Queens","11378","2023-01-06T00:00:00.000","LUTHER SCHOOL MARTIN","2023-01-06T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","09C","Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.","40.723103179372","-73.906112832016","405","30","053100","4060053","4026920034","QN30","4"
"40544749","METROPOLITAN MONTESSORI SCHOOL","325","WEST   85 STREET","New York","NY","Manhattan","10024","2022-11-29T00:00:00.000","METROPOLITAN MONTESSORI SCHOOL","2022-11-29T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","40.788539095292","-73.979155729163","107","06","017100","1033913","1012470023","MN12","1"
"50069686","MANHATTAN COUNTRY SCHOOL","150","WEST   85 STREET","New York","NY","Manhattan","10024","2023-01-30T00:00:00.000","MANHATTAN COUNTRY SCHOOL INC","2021-06-01T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","40.786399908813","-73.974118837227","107","06","016900","1032132","1012150053","MN12","1"
"40540497","I.S. 075 FRANK D. PAULO, SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25","455","HUGUENOT AVENUE","NULL","NY","Staten Island","10312","2023-02-15T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-02-15T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.544372980632","-74.197895280526","503","51","017010","5079651","5060500002","SI48","5"
"40735693","BNOS MALKE BELZ","600","MCDONALD AVENUE","Brooklyn","NY","Brooklyn","11218","2023-02-06T00:00:00.000","BNOS JERUSALEM D'CHASIDEI BELZ","2021-08-05T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","40.63941030965","-73.978914239092","312","39","048600","3125932","3053690006","BK41","3"
"50050340","BAIS SARAH SCHOOL","6101","16 AVENUE","Brooklyn","NY","Brooklyn","11204","2023-01-18T00:00:00.000","CONG. MACHNE CHAIM INC.","2023-01-18T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","40.62417846838","-73.992629599614","311","44","024800","3132384","3055240001","BK28","3"
"40541435","P.S. 111 ADOLPH S. OCHS, CITY KNOLL MIDDLE SCHOOL","440","WEST   53 STREET","New York","NY","Manhattan","10019","2023-01-26T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-03-07T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","40.765871518596","-73.988823317151","104","03","013300","1026740","1010620003","MN15","1"
"50010177","TALMUD TORAH DNITRA","1005","BEDFORD AVENUE","Brooklyn","NY","Brooklyn","11205","2023-01-10T00:00:00.000","Talmud Torah Dnitra","2021-06-22T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","40.689663105299","-73.955153447994","303","36","024100","3049709","3017830001","BK75","3"
"40541344","P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL","14326","101 AVENUE","JAMAICA","NY","Queens","11435","2023-02-03T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-02-03T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","40.69523014539","-73.807363853307","412","28","020600","4214461","4100240012","QN61","4"
"40543584","P.S. 109 SEDGWICK","1771","POPHAM AVENUE","Bronx","NY","Bronx","10453","2022-10-13T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-10-13T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.851407879432","-73.9185318802","205","14","020502","2094549","2028770393","BX36","2"
"40542695","P.S. 094 THE HENRY LONGFELLOW","5010","6 AVENUE","Brooklyn","NY","Brooklyn","11220","2022-08-17T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-03-16T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.643652640514","-74.008251789808","307","38","009800","3332126","3007920026","BK34","3"
"50071644","BETH CHANA SCHOOL","712","BEDFORD AVENUE","Brooklyn","NY","Brooklyn","11206","2023-02-16T00:00:00.000","BETH CHANA SCHOOL AND HIGH SCHOOL FOR GIRLS","2023-02-16T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","40.699539560095","-73.957144743329","301","33","053700","3392365","3022620024","BK72","3"
"40540626","P.S. R037","15","FAIRFIELD STREET","NULL","NY","Staten Island","10308","2023-02-16T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-02-16T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.56396288939","-74.150884585456","503","51","014605","5061911","5045860001","SI54","5"
"50087160","PRE-K CENTER AT 54-25 101 STREET - QUEENS","5425","101ST ST","CORONA","NY","Queens","11368","2022-12-09T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-03-24T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04A","Food Protection Certificate not held by supervisor of food operations.","40.739789601775","-73.858845117874","404","21","044301","4607925","4019390011","QN25","4"
"40542735","P.S. 110 THE MONITOR","124","MONITOR STREET","Brooklyn","NY","Brooklyn","11222","2023-01-10T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-08-12T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","40.723890144145","-73.942311964657","301","33","059100","3067144","3026880042","BK76","3"
"50040527","BUSHWICK ASCEND CHARTER SCHOOL","2","ABERDEEN STREET","Brooklyn","NY","Brooklyn","11207","2022-11-04T00:00:00.000","BUSHWICK ASCEND CHARTER SCHOOL","2022-02-11T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.681138924443","-73.906817513979","304","37","040500","3326479","3034680001","BK78","3"
"50017928","YESHIVA KEHILATH YAKOV","163","IMLAY STREET","Brooklyn","NY","Brooklyn","11231","2023-02-24T00:00:00.000","YESHIVA KEHILATH YAKOV INC","2023-02-24T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","06C","Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.","40.679661125143","-74.011328024891","306","38","005900","3330302","3005290001","BK33","3"
"40738275","BETH RIVKAH HS","310","CROWN STREET","Brooklyn","NY","Brooklyn","11225","2023-03-16T00:00:00.000","ASSOCIATED BETH RIVKAH SCHOOLS","2023-03-16T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","CP","05D","No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.","40.666206686555","-73.949600133486","309","35","031900","3034180","3012970023","BK63","3"
"40541439","P.S. 112 JOSE CELSO BARBOSA","535","EAST  119 STREET","New York","NY","Manhattan","10035","2023-01-27T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-01-27T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.796661163837","-73.930965656969","111","08","019200","1084005","1018160001","MN34","1"
"40542185","P.S. 216 ARTURO TOSCANINI","350","AVENUE X","Brooklyn","NY","Brooklyn","11223","2022-12-22T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-03-16T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.590556627172","-73.969964415719","315","47","037401","3195175","3071960001","BK26","3"
