"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation"
"1420251387","2522694","IN","PAS","2019-11-17T00:00:00.000","78","VAN","GMC","P","40420","64895","38120","0","45","45","45","956429","0045","0000","0035A",,"BX","O","198","HOLLYWOOD AVENUE",,"0","408","E2",,"BBBBBBB","ALL","ALL","YELLO","0","0","-","0",,,,,
"1429327303","55033MB","NY","COM","2019-11-16T00:00:00.000","46","VAN","WORKH","P","11710","36790","36810","0","30","30","30","915669","0030","0000","1252P",,"NY","F","1854","AMSTERDAM AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","BROWN","0","2011","-","0",,,,,
"1421620613","2686686","IN","PAS","2019-11-16T00:00:00.000","46","DELV","FRUEH","P","59200","30240","45095","0","101","101","101","950750","0101","0000","1232P",,"Q","O","2020","PLAINVIEW AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1430243016","HRU7674","NY","PAS","2019-11-14T00:00:00.000","21","SDN","INFIN","S","25830","78150","15720","20190626","40","40","0","539509","BX30","0000","1154A",,"BX","F","476","E 139 ST",,"0","408","D1",,"BYBBYBB","1130A","0100P","BLACK","0","2006","-","0",,,,,
"1425278486","28645MH","NY","COM","2019-11-14T00:00:00.000","46","VAN","INTER","P","35170","44990","21045","0","20","20","420","948889","0420","0000","0600P",,"NY","F","315","W 70 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","BROWN","0","2016","-","0",,,,,
"1407790420","DGZ6732","NY","PAS","2019-11-12T00:00:00.000","50","SDN","SUBAR","P","0","55140","0","20190630","107","107","107","946515","0107","0000","0146P",,"Q",,,"KINGSTONE","MAYFIELD","0","408","D",,"BBBBBBB","ALL","ALL","WHITE","0","2018","-","0",,,,,
"1426399420","CKH9077","NY","PAS","2019-11-12T00:00:00.000","40","SDN","HONDA","P","21990","13000","13310","20190305","6","6","6","961834","0006","0000","0423P",,"NY","F","39","GROVE ST",,"0","408","D",,"BBBBBBB","ALL","ALL","BLACK","0","2015","-","4",,,,,
"1429190401","GSD6405","NY","PAS","2019-11-10T00:00:00.000","19","SDN","ME/BE","P","28830","24850","14130","20180810","70","70","70","954770","0070","0000","0910A",,"K","F","1433","CONEY ISLAND AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","0",,,,,
"1419997312","GDX5155","NY","PAS","2019-11-10T00:00:00.000","17","SUBN","SUZUK","X","9540","16290","16490","20190219","110","110","0","535930","EHPW","0000","0946P",,"Q","F","78-20","41ST AVE",,"0","408","C4",,"BBBBBBB","ALL","ALL","BROWN","0","2002","-","0",,,,,
"1428873910","86127MK","NY","COM","2019-11-09T00:00:00.000","82","P-U","FORD","P","17340","8590","8790","20190904","115","115","803","358867","T803","0000","1224A",,"Q","F","35-11","85TH STREET",,"0","408","K6",,"BBBBBBB","ALL","ALL","BLK","0","2017","-","0",,,,,
"1426343115","009850R","NJ","PAS","2019-11-09T00:00:00.000","21","SDN","KIA","S","0","0","0","0","1","1","0","587112","KS15","0000","1151A",,"K","O","165","EXETER ST",,"0","408","D1",,"YBBYBBB","1100A","0200P","WHITE","0","0","-","0",,,,,
"1426004394","VSR5479","VA","PAS","2019-11-09T00:00:00.000","40",,"ME/BE","P","25830","68020","8120","0","40","40","40","961582","0040","0000","0101A",,"BX","F","271","E 139 ST",,"0","408","J2",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,
"1426989519","49607PC","NY","OMR","2019-11-08T00:00:00.000","79","BUS","VANHO","P","17830","10110","32620","20171130","17","17","401","923739","0401","0000","0345A",,"NY","O","320","E 42 ST",,"0","408","D7",,"BBBBBBB","ALL","ALL","WHITE","0","2015","-","0",,,,,
"1426862301","2318","NY","999","2019-11-08T00:00:00.000","14","PEDI","PEDIC","P","10410","17650","17670","0","14","14","14","952776","0014","0000","0659P",,"NY","F","350","5TH AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1398699135","GKJ3766","NY","PAS","2019-11-08T00:00:00.000","14","SDN","LEXUS","P","0","0","0","20191031","108","108","109","357687","T109","0000","1259P",,"Q",,,"S/O 31 ST","W/O 47 AVE","0","408","J6",,"YYYYYBB","0800A","0600P","GREY","0","2009","-","0",,,,,
"1428046197","89565MH","NY","OMT","2019-11-08T00:00:00.000","46","DELV","DODGE","P","39595","61390","54790","20181031","109","109","109","960066","0109","0000","0447P",,"Q","F","42-07","COLLEGE PT BLVD",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2016","-","0",,,,,
"1424845660","GMR7095","NY","PAS","2019-11-08T00:00:00.000","98","SUBN","TOYOT","P","18790","20090","20190","20180204","102","102","102","963292","0102","0000","0223P",,"Q","F","107 07","95 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","WH","0","2006","-","0",,,,,
"1425494961","HKV4467","NY","PAS","2019-11-07T00:00:00.000","40","SDN","HONDA","P","8140","10590","10690","20180831","108","108","109","357687","T109","0000","1259P",,"Q","O","48-01","31 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","WHITE","0","2012","-","0",,,,,
"1425735897","HPA2999","NY","PAS","2019-11-07T00:00:00.000","98","SUBN","CHEVR","P","6090","8690","8790","20190604","114","114","114","956746","0114","0000","0720A",,"Q","F","36-02","14TH ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2015","-","0",,,,,
"1421659670","A30FKL","NJ","PAS","2019-11-06T00:00:00.000","21","SDN","NISSA","P","0","60790","0","20190630","100","100","100","956258","0100","0000","0856A",,"Q",,,"INTER BEACH 80 ST","ROCKAWAY BCH BLVD","0","408","D1",,"YBBBBBB","0830A","1000A","GREY","0","2010","-","0",,,,,
"1426862325","6N39H","NY","OMT","2019-11-05T00:00:00.000","14","SDN","TOYOT","P","34350","10510","10610","20180228","14","14","14","952776","0014","0000","0921P",,"NY","O","171","W 29 STREET",,"0","408","F1",,"BBBBBBB","ALL","ALL","YELLO","0","2015","-","0",,,,,
"1424921004","43482MH","NY","COM","2019-11-02T00:00:00.000","78","VAN","FORD","P","0","0","0","20180131","107","107","107","950659","0107","0000","0030A",,"Q",,,"S/E CO 64 AVE","174 ST","0","408","K6",,"BBBBBBB","ALL","ALL","WH","0","2015","-","0",,,,,
"1426700374","HGC4671","NY","PAS","2019-11-02T00:00:00.000","40","P-U","FORD","P","36490","11710","13610","20180823","30","30","30","936525","0030","0000","1112P",,"NY","O","512","WEST 136 STREET",,"0","408","D",,"BBBBBBB","ALL","ALL","GLD","0","2010","-","2",,,,,
"1418459770","GWB1657","NY","PAS","2019-10-31T00:00:00.000","98","SDN","HONDA","P","0","40404","40404","20190128","43","43","43","939498","0043","0000","0921A",,"BX","F","430","TERRY AVE",,"0","408","F7",,"BBBBBBB","ALL","ALL","BLK","0","2015","-","0",,,,,
"1428102553","HSU7318","NY","PAS","2019-10-31T00:00:00.000","21","SDN","HONDA","S","15640","35780","8890","20190530","115","115","0","979794","QW03","0000","0857A",,"Q","F","37 42","74 ST",,"0","408","D1",,"YYYYYYB","0830A","0900A","BK","0","2017","-","0",,,,,
"1386093397","FCZ1117","NY","PAS","2019-10-30T00:00:00.000","21","SDN","HONDA","X","17390","13113","31710","20180826","13","13","839","111129","0839","0000","1133A",,"NY","F","450","EAST 20TH STREET",,"0","408","D1",,"YBBBBBB","1100A","0200P","GREY","0","2009","-","0",,,,,
"1426669550","49220KA","NY","COM","2019-10-30T00:00:00.000","46","DELV","FORD","P","10210","18550","18570","0","19","19","19","957936","0019","0000","0355P",,"NY","F","1380","3 AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2009","-","0",,,,,
"1426669574","95309MD","NY","COM","2019-10-30T00:00:00.000","46","DELV","FRUEH","P","10210","18530","18550","0","19","19","19","957936","0019","0000","0353A",,"NY","F","1360","3RD AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BROWN","0","2014","-","0",,,,,
"1425466450","PHC7077","NC","PAS","2019-10-29T00:00:00.000","19","SDN","KIA","P","13610","37130","31190","0","33","33","33","941561","0033","0000","1104A",,"NY","F","4005","BROADWAY",,"0","408","E2",,"BBBBBBB","ALL","ALL","GREY","0","0","-","0",,,,,
"1427756144","ENB2838","NY","PAS","2019-10-27T00:00:00.000","21","SUBN","TOYOT","S","9530","5780","5880","20181228","72","72","0","921836","KS07","0000","1137A",,"K","O","769","59 ST",,"0","408","D1",,"BBBBYBB","1130A","0100P","GRAY","0","2015","-","0",,,,,
"1434440989","HPC3854","NY","999","2019-10-27T00:00:00.000","98","SUBN",,"P","35180","41730","13980","20190330","70","70","70","947101","0070","0000","0715P",,"Q","F","781","E 9 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","SLVR","0","2017","-","0",,,,,
"1427849183","93310JT","NY","COM","2019-10-27T00:00:00.000","46",,"FRUEH","P","24890","18450","18470","0","19","19","19","952659","0019","0000","0241P",,"NY","F","1031","LEXINGTON AVENUE",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1426076642","CKC8734","NY","PAS","2019-10-27T00:00:00.000","40","SUBN","CHEVR","P","81430","41930","18630","20191104","77","77","77","923452","0077","0000","0845P",,"K","F","653","STERLING PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","2007","-","0",,,,,
"1429451531","XBHB40","NJ","PAS","2019-10-26T00:00:00.000","45","DELV",,"P","10210","17370","17390","0","13","13","13","953249","0013","0000","0805A",,"NY","F",,"F/O 239 3 AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,
"1429450526","63571JM","NY","COM","2019-10-26T00:00:00.000","46",,"GMC","P","10410","17390","17410","20171026","13","13","13","958671","0013","0000","0242P",,,"F","156","5TH AVE",,"0","408","D",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1433963486","GVM8274","NY","PAS","2019-10-26T00:00:00.000","21","SDN","LEXUS","S","36230","25690","26490","20190413","28","28","0","686962","MN10","0000","0946A",,,"F","345","W 123RD STREET",,"0","408","D1",,"YBBYBBB","0830A","1000A","WHITE","0","2015","-","0",,,,,
"1421130221","2280821","IA","PAS","2019-10-24T00:00:00.000","46","DELV","MERCU","P","10810","34870","34890","0","18","18","18","976322","0018","0000","1111A",,"NY","F","939","8 AVE",,"0","408","E1",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1423273515","HHP6643","NY","PAS","2019-10-24T00:00:00.000","20","SDN","HONDA","P","24490","11710","13610","20180927","26","26","26","963345","0026","0000","0136A",,,,"55","LASALLE ST",,"0","408","D",,"BBBBBBB","ALL","ALL","BLACK","0","0","-","0",,,,,
"1414743622","L63GXP","NJ","PAS","2019-10-24T00:00:00.000","20","SDN","TOYOT","P","34620","22320","59520","0","48","48","48","905278","0048","0000","0200A",,"BX","O","735","GARDEN ST",,"0","408","E2",,"YYYYYYY","ALL","ALL","BLK","0","0","-","0",,,,,
"1437293402","HUV4331","NY","PAS","2019-10-24T00:00:00.000","64","SUBN","JEEP","P","17690","97740","10110","20191024",,"0","401","951676","0401","0000","0318P",,"NY","F","251","EAST 35 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","GN","0","2005","-","0",,,,,
"1423273503","GTP2313","NY","PAS","2019-10-24T00:00:00.000","20","SDN","HYUND","P","24490","11710","13610","20180904","26","26","26","963345","0026","0000","0129A",,,"F","55","LASALLE ST",,"0","408","K6",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,
"1426703521","GEF5811","NY","PAS","2019-10-23T00:00:00.000","21","SDN","FORD","S","29620","24790","30915","20190320","43","43","0","607547","BX12","0000","0737A",,"BX","F","2213","E TREMONT AV",,"0","408","D1",,"YYYYYYB","0730A","0800A","GOLD","0","2008","-","0",,,,,
"1427228437","HMA6311","NY","PAS","2019-10-23T00:00:00.000","21","SUBN",,"S","36390","10610","10810","20180129","32","32","0","686962","MN10","0000","0939A",,"NY","F","247","W 131ST STREET",,"0","408","D1",,"YBBYBBB","0930A","1100A","SILVE","0","2011","-","0",,,,,
"1416786971","31303MH","99","COM","2019-10-23T00:00:00.000","16","VAN","FORD","P","45440","21230","11750","20190731","1","1","67","599241","0067","0000","0900A","0800A","NY","F","150","WILLIAM ST",,"20171023","408","E2",,"YYYYYBB","0700A","0700P","WHITE","0","2014","-","0",,,,,
"1416922659","HAMEZ","NY","PAS","2019-10-22T00:00:00.000","46","SDN","NISSA","P","10710","33970","14810","20191022","6","6","6","943628","0006","0000","1214P",,"NY","O","137","7 AVE S",,"0","408","B",,"BBBBBBB","ALL","ALL","BLK","0","2012","-","0",,,,,
"1406235325","HMZ4952","NY","PAS","2019-10-21T00:00:00.000","71","SUBN","TOYOT","P","0","40404","40404","20190321",,"0","804","933662","0804","0000","0456P",,"NY","O","20","AVE D",,"0","408","E3",,"BBBBBBB","ALL","ALL","GREEN","0","1999","-","0",,,,,
"1427759560","GRJ9036","NY","PAS","2019-10-21T00:00:00.000","21","SUBN","CHEVR","S","5580","9480","9530","20180717","72","72","0","921836","KS07","0000","0751A",,"K","F","5822","5TH AVE",,"0","408","D1",,"YYYYYYB","0730A","0800A","SILVE","0","2005","-","0",,,,,
"1413281989","GNZ4505","NY","PAS","2019-10-20T00:00:00.000","17","CIVI","HONDA","X","34220","26730","26760","20180812","42","42","2","566734","0002","0000","1000A",,"BX","F","1309","FULTON AVE",,"0","408","C4",,"BBBBBBB","0700A","0700P","GRAY","0","2009","-","0",,,,,
"1426488610","HBG6255","NY","PAS","2019-10-20T00:00:00.000","21","SDN","LINCO","S","51090","26540","65830","20171119","105","105","0","669682","QE13","0000","0740A",,"Q","F","214-57","JAMAICA AVE",,"0","408","D1",,"YYYYYYB","0730A","0800A","BLACK","0","2006","-","0",,,,,
"1426793030","HSF1055","NY","PAS","2019-10-20T00:00:00.000","21","SDN","HONDA","S","59020","74400","74450","20190514","46","46","0","582848","BX05","0000","1154A",,"BX","F","1480","POPHAM AVE",,"0","408","D1",,"BYBBYBB","1130A","0100P","SILVE","0","2003","-","0",,,,,
"1426897649","49997JG","99","COM","2019-10-20T00:00:00.000","14","VAN","GMC","P","14010","16410","25090","0","7","7","7","949540","0007","0000","1225P",,"NY","O","37","CANAL STREET",,"0","408","F1",,"BBBBBBB","ALL","ALL","BROWN","0","1990","-","0",,,,,
"1371080586","AFG8263","NY","PAS","2019-10-20T00:00:00.000","98","VAN","HONDA","P","37190","45690","43290","0","110","110","110","951695","0110","0000","0236A",,"Q","F","87-15","BRITTON AVE",,"0","408","D1",,"BBBBBBB","ALL","ALL","WHITE","0","2004","-","0",,,,,
"1427757409","GTM1739","NY","PAS","2019-10-18T00:00:00.000","21","P-U","TOYOT","S","5580","6830","6930","20181022","72","72","0","586955","KS07","0000","0736A",,"K","F","624","5TH AVE",,"0","408","D1",,"YYYYYYB","0730A","0800A","BLACK","0","2016","-","0",,,,,
"1402281523","HPH6279","NY","PAS","2019-10-18T00:00:00.000","14","SDN","NISSA","P","45050","0","0","20190315","120","120","120","949160","0120","0000","1153A",,"R","O",,"RICHMOND TERR","STAYVESANT","0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2013","-","0",,,,,
"1424549462","67627MC","NY","COM","2019-10-18T00:00:00.000","46","DELV",,"P","6680","9980","17380","0","62","62","62","938416","0062","0000","1048A",,"K","O","6801","16 AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BL","0","0","-","0",,,,,
"1427532874","HTM7938","NY","PAS","2019-10-17T00:00:00.000","40","SDN","NISSA","P","15920","35730","35780","20190907","70","70","70","959470","0070","0000","0500A",,"K","F","2114","BAY AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","SILVE","0","2008","-","0",,,,,
"1409527360","54SZ21","NY","MOT","2019-10-17T00:00:00.000","71","MOTO","HONDA","P","0","40404","40404","20170430","101","101","101","944711","0101","0000","0640A",,"Q","F","243","BEACH 19TH",,"0","408","J3",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1421829563","GNR5565","NY","PAS","2019-10-17T00:00:00.000","14","SDN","TOYOT","P","78830","19530","18630","20180305","90","90","90","956541","0090","0000","0730P",,"K","F","100","SOUTH 9TH",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2017","-","0",,,,,
"1421834789","OKTHXBYE","NY","PAS","2019-10-17T00:00:00.000","98","SDN","PONTI","P","45630","71830","87730","20180417","90","90","90","959031","0090","0000","0251P",,"K","F","156","GRATTAN STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","2007","-","0",,,,,
"1433793465","HVN1488","NY","PAS","2019-10-17T00:00:00.000","21","SUBN","HONDA","S","0","0","0","20191017",,"0","0","594719","BK08","0000","1215A",,"K",,"1416",,,"0","408","D1",,"BYBBYBB","1130A","0100P",,"0","0","-","0",,,,,
"1422800726","GXS3442","NY","PAS","2019-10-16T00:00:00.000","67","SDN","NISSA","P","38320","12040","35780","20190322","110","110","110","962547","0110","0000","1135A",,"Q","O","58-03","CALLOWAY ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","GY","0","2013","-","0",,,,,
"1424447872","HGZ2944","NY","PAS","2019-10-16T00:00:00.000","40","SUBN","TOYOT","P","9030","6280","6380","20180510","66","66","66","958489","0066","0000","0548A",,"K","F","1255","49 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","8",,,,,
"1427428232","HFN2549","NY","PAS","2019-10-15T00:00:00.000","14","SUBN","PORSC","P","9930","5980","0","20180313","68","68","68","962268","0068","0000","1122A",,,,,"67TH ST","9TH AVE","0","408","C",,"BBBBBBB","ALL","ALL","BLAC","0","2016","-","0",,,,,
"1423417707","GZD4530","NY","PAS","2019-10-14T00:00:00.000","18","FOUR","HONDA","P","51090","24240","24290","20190809","103","103","402","366454","T402","0000","0519P",,"Q","F","164-13","JAMAICA AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","BK","0","2016","-","0",,,,,
"1427601616","HSP9226","NY","PAS","2019-10-14T00:00:00.000","71","SDN","HYUND","P","69530","18630","73690","20190615","71","71","71","938966","0071","0000","0411A",,"K","O","558","PARKSIDE AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2017","-","0",,,,,
"1427474540","BLANKPLATE","99","999","2019-10-13T00:00:00.000","14","SDN","TOYOT","P","35730","33530","32930","0","70","70","90","957588","0090","0000","0430A",,"K","F","550","EAST 21ST",,"0","408","C",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,
"1428050358","T729007C","NY","999","2019-10-13T00:00:00.000","67","SDN","TOYOT","P","5670","21540","21590","20180430","109","109","109","959469","0109","0000","0310P",,"Q","F","123 17","11 AVE",,"0","408","E3",,"BBBBBBB","ALL","ALL","BLK","0","2015","-","0",,,,,
"1409523469","HSZ6429","NY","PAS","2019-10-12T00:00:00.000","40","SDN","CHEVR","P","61690","40610","45095","20190928","101","101","101","961293","0101","0000","0329A",,"Q","F","20-55","SEAGIRT BLVD",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLACK","0","2010","-","5",,,,,
"1425567551","GPT4636","NY","PAS","2019-10-12T00:00:00.000","40","SDN","CHEVR","P","10210","19250","19270","20180309","25","25","25","959240","0025","0000","0025A",,"NY","F","2119","3RD AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLACK","0","2014","-","3",,,,,
"1429111008","92917JE","NY","COM","2019-10-12T00:00:00.000","46","DELV","MERCU","P","5280","10080","10180","0","68","68","68","958240","0068","0000","0612P",,"K","F","7101","3 AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BROWN","0","0","-","0",,,,,
"1414250368","5J10H","NY","OMT","2019-10-11T00:00:00.000","20","TAXI","TOYOT","K","0","409","0","20171031","10","10","1","160359","0001","0000","1225P",,"NY",,,"W 40TH ST   12TH AVE","HUDSON RIVER PARK","0","408","E9",,"BBBBBBB","ALL","ALL","YELLO","0","2016","-","0",,,,,
"1424273298","DXL9545","NY","PAS","2019-10-09T00:00:00.000","14","SUBN","TOYOT","P","95030","66830","66730","20190213","94","94","94","956691","0094","0000","0609P",,"K","O","61","WYTHE  AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","RED","0","2015","-","0",,,,,
"1419923341","HCP1006","NY","PAS","2019-10-09T00:00:00.000","21","SUBN","FORD","P","0","40404","40404","20191009","115","115","883","330371","0883","0000","0909A",,"Q","F","37-76","62RD ST",,"0","408","D1",,"BBYBBBB","0900A","1030A","BK","0","2016","-","0",,,,,
"1426954177","AT529J","NJ","PAS","2019-10-09T00:00:00.000","46","TRAC","FRUEH","P","25390","18570","18590","0","19","19","401","927706","0401","0000","1125A",,"NY","F","1046","MADISON AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,
"1416280704","HMF4801","NY","PAS","2019-10-07T00:00:00.000","74","SDN","SUBAR","P","59030","59025","18630","20181102","70","70","70","901047","0070","0000","0542P",,"K","O","75","MARTENSE ST",,"0","408","C3",,"BBBBBBB","ALL","ALL","BLUE","0","2015","-","0",,,,,
"1427724969","KBS138","NY","PAS","2019-10-07T00:00:00.000","21","SDN","HONDA","S","5430","11180","11230","20171108","68","68","0","537809","KS10","0000","0806A",,"K","O","9224","4 AVENUE",,"0","408","D1",,"YYYYYYB","0800A","0830A","RED","0","2016","-","0",,,,,
"1427425413","GZE2321","NY","PAS","2019-10-07T00:00:00.000","40","SUBN","TOYOT","P","10180","6180","6280","20190805","68","68","68","963263","0068","0000","0310A",,"K","F","1171","72 ST",,"0","408","J6",,"BBBBBBB","ALL","ALL","BLUE","0","2007","-","0",,,,,
"1427701880","55798MJ","NY","COM","2019-10-07T00:00:00.000","78",,"FORD","S","36080","32600","14030","20180831","70","70","0","686320","BK14","0000","0000A",,"K","F","863","E 28TH",,"0","408","K6",,"BBBBBBB","ALL","ALL","WHITE","0","1995","-","0",,,,,
"1427425401","FHH6506","99","PAS","2019-10-06T00:00:00.000","40","SDN",,"P","10030","6180","6280","20190227","68","68","68","963263","0068","0000","0442A",,"K","F","1115","70 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRAY","0","1999","-","0",,,,,
"1426957828","XEEF89","NJ","PAS","2019-10-06T00:00:00.000","14","DELV","FORD","P","34370","10610","10810","0","14","14","401","892140","0401","0000","1010A",,"NY","F","200","W 30 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,
"1426702991","17TLRE7907","ME","PAS","2019-10-06T00:00:00.000","66","TRL","KAI","S","0","0","0","0","47","47","0","572870","BX12","0000","1008P",,"BX","O",,"R/S TILLOTSON AVE","CONNER ST   HUTCHINS","0","408","K6",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1424482513","GVK6529","NY","PAS","2019-10-05T00:00:00.000","19","SUBN","INFIN","P","67530","14730","14780","20190301","61","61","61","932458","0061","0000","0520P",,"K","F","2736","OCEAN AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","GRAY","0","2006","-","0",,,,,
"1425693416","HRB8529","NY","PAS","2019-10-05T00:00:00.000","14","SDN","NISSA","P","15790","35780","41700","20190323","104","104","104","962578","0104","0000","0130A",,"Q","O","60-64","75 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","WHITE","0","2014","-","0",,,,,
"1424686672","HPU5592","NY","PAS","2019-10-05T00:00:00.000","20","SDN","SATUR","X","26630","36480","36530","20190501","71","71","976","100322","0976","0000","1110A",,"K","F","489","CLARKSON AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","BK","0","1999","-","0",,,,,
"1427315840","BVE6496","NY","PAS","2019-10-04T00:00:00.000","40","SDN","NISSA","P","0","0","0","20171231","66","66","66","929515","0066","0000","1135A",,"BX","O",,"N/E C/O 14 AVE","52ND ST","0","408","F1",,"BBBBBBB","ALL","ALL","BLACK","0","2015","-","0",,,,,
"1408783320","BH82213","NY","COM","2019-10-03T00:00:00.000","40","TRAI",,"P","11140","31220","36220","0","45","45","420","946008","0420","0000","0645P",,"BX",,"1910","BARTOW AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","BL","0","0","-","0",,,,,
"1428982486","FTW1469","NY","PAS","2019-10-03T00:00:00.000","21","SUBN","CHEVR","P","73470","18830","83730","20180331","73","73","0","357358","BNTE","0000","0818A",,"K","F","478","ROCKAWAY AV",,"0","408","D1",,"BYBBYBB","0800A","0830A","WH","0","2001","-","0",,,,,
"1426652902","GNU2185","NY","PAS","2019-10-03T00:00:00.000","71","SDN","HONDA","P","19310","10010","29090","20180726","28","28","28","962587","0028","0000","0423A",,"NY","O","430","EAST 118 ST",,"0","408","J6",,"BBBBBBB","ALL","ALL","RED","0","2010","-","0",,,,,
"1424512840","44585MK","NY","COM","2019-10-03T00:00:00.000","14","VAN","CHEVR","P","51030","33730","32130","0","76","76","76","962117","0076","0000","0243P",,"K","F","249","HOYT ST",,"0","408","K2",,"BBBBBBB","ALL","ALL","WHITE","0","2017","-","0",,,,,
"1427644639","12158MJ","NY","COM","2019-10-03T00:00:00.000","46","SUBN",,"P","10880","7430","16880","0","62","62","62","938416","0062","0000","1018A",,"K","F","2308","86 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","BR","0","0","-","0",,,,,
"1424377936","HMN8992","NY","PAS","2019-10-03T00:00:00.000","40","SDN","NISSA","P","30930","18630","73690","20190113","71","71","71","956211","0071","0000","1112P",,"K","O","170","CROWN STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","SILVE","0","2012","-","0",,,,,
"1420927772","T716941C","NY","OMT","2019-10-02T00:00:00.000","46","SDN","TOYOT","P","37130","14330","40630","20171031","63","63","63","945396","0063","0000","0958P",,"K","F","1754","EAST 53RD ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLACK","0","2017","-","0",,,,,
"1425451240","17009MH","NY","PAS","2019-10-02T00:00:00.000","46","VAN","FORD","P","10410","19450","19470","20190531","25","25","25","959755","0025","0000","1105A",,"NY","F","2035","5 AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2015","-","0",,,,,
"1428673489","65448JZ","NY","COM","2019-10-02T00:00:00.000","14","VAN","FORD","P","17730","24890","10210","0","19","19","503","330692","T503","0000","0910A",,"NY","O","156","E 37 ST",,"0","408","C2",,"YYYYYBB","0700A","1000A","WHT","0","0","-","0",,,,,
"1398486668","HRS8881","NY","PAS","2019-10-01T00:00:00.000","20","SUBN","DODGE","P","51090","20740","20840","20190501","102","102","402","346930","T402","0000","0133P",,"Q","F","114-08","JAMAICA AVE",,"0","408","J3",,"YYYYYYY","ALL","ALL","BK","0","0","-","0",,,,,
"1426004904","HVB5237","NY","PAS","2019-09-30T00:00:00.000","40","SDN","NISSA","P","26340","64620","52120","20190926","40","40","40","955108","0040","0000","0308A",,"BX","O","286","E 156 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","2005","-","0",,,,,
"1426715675","BH82640","NY","COM","2019-09-30T00:00:00.000","66","TLR","FONTA","S","76450","26880","10565","20178888","42","42","0","540127","BX03","0000","1214P",,,"O","1813","WEST FARMS RD",,"0","408","D1",,"BBBBBBB","ALL","ALL","BLACK","0","2016","-","0",,,,,
