"menu_item_id","year","restaurant_item_name","restaurant","restaurant_id","item_name","item_description","food_category","serving_size","serving_size_text","serving_size_unit","serving_size_household","calories","total_fat","saturated_fat","trans_fat","cholesterol","sodium","potassium","carbohydrates","protein","sugar","dietary_fiber","calories_100g","total_fat_100g","saturated_fat_100g","trans_fat_100g","cholesterol_100g","sodium_100g","potassium_100g","carbohydrates_100g","protein_100g","sugar_100g","dietary_fiber_100g","calories_text","total_fat_text","saturated_fat_text","trans_fat_text","cholesterol_text","sodium_text","potassium_text","carbohydrates_text","protein_text","sugar_text","dietary_fiber_text","kids_meal","limited_time_offer","regional","shareable"
"10012","2018","Applebee's French Onion Soup","Applebee's","2","French Onion Soup","French Onion Soup w/ Melted Cheese & Croutons, Soups or Salads, Apps & Bar Snacks, Sides, Extras, Lunch Combos Signature, Add Ons; Choice in: Lunch Combos Signature","Soup",,,,,"380","22","13","0","60","1390",,"27","17","7","2",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"130854","2018","Applebee's Fresh Brewed Coffee","Applebee's","2","Fresh Brewed Coffee","Fresh Brewed Coffee, Beverages","Beverages",,,,,"0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"10277","2018","Applebee's Fresh Brewed Decaf Coffee","Applebee's","2","Fresh Brewed Decaf Coffee","Fresh Brewed Decaf Coffee, Beverages","Beverages",,,,,"0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"10119","2018","Applebee's Fried Shrimp","Applebee's","2","Fried Shrimp","Fried Shrimp, Kids; Choice of Adding: Side & Drink","Entrees",,,,,"170","9","1.5","0","60","530",,"15","9","1","1",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"150094","2018","Applebee's Fries","Applebee's","2","Fries","Fries, Kids Sides","Fried Potatoes",,,,,"430","20","3.5","0","0","970",,"57","5","0","4",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"120367","2018","Applebee's Frozen Strawberry Lemonade","Applebee's","2","Frozen Strawberry Lemonade","Frozen Strawberry Lemonade, Frozen Lemonades, Beverages","Beverages",,,,,"340","0","0","0","0","15",,"84","1","70","6",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"90087","2018","Applebee's Fruit Punch","Applebee's","2","Fruit Punch","Fruit Punch, Fountain Drinks, Beverages","Beverages","16",,"fl oz",,"110","0","0","0","0","25",,"30","0","30","0","24","0","0","0","0","6",,"7","0","7","0",,,,,,,,,,,,"0","0","0","0"
"170158","2018","Applebee's Fruit Punch, 30 oz","Applebee's","2","Fruit Punch, 30 oz","Fruit Punch, 30 oz, Beverages","Beverages","30",,"fl oz",,"160","0","0","0","0","40",,"45","0","45","0","19","0","0","0","0","5",,"5","0","5","0",,,,,,,,,,,,"0","0","0","0"
"170139","2018","Applebee's Fruit Punch Hi C, 16 oz","Applebee's","2","Fruit Punch Hi C, 16 oz","Fruit Punch Hi C, 16 oz, Beverages","Beverages","16",,"fl oz",,"100","0","0","0","0","10",,"27","0","27","0","22","0","0","0","0","2",,"6","0","6","0",,,,,,,,,,,,"0","0","0","0"
"170157","2018","Applebee's Fruit Punch Hi C, 30 oz","Applebee's","2","Fruit Punch Hi C, 30 oz","Fruit Punch Hi C, 30 oz, Beverages","Beverages","30",,"fl oz",,"160","0","0","0","0","20",,"41","0","41","0","19","0","0","0","0","2",,"5","0","5","0",,,,,,,,,,,,"0","0","0","0"
"170140","2018","Applebee's FUZE Raspberry Iced Tea, 16 oz","Applebee's","2","FUZE Raspberry Iced Tea, 16 oz","FUZE Raspberry Iced Tea, 16 oz, Beverages","Beverages","16",,"fl oz",,"60","0","0","0","0","5",,"15","0","15","0","13","0","0","0","0","1",,"3","0","3","0",,,,,,,,,,,,"0","0","0","0"
"170159","2018","Applebee's FUZE Raspberry Iced Tea, 30 oz","Applebee's","2","FUZE Raspberry Iced Tea, 30 oz","FUZE Raspberry Iced Tea, 30 oz, Beverages","Beverages","30",,"fl oz",,"90","0","0","0","0","10",,"23","0","23","0","11","0","0","0","0","1",,"3","0","3","0",,,,,,,,,,,,"0","0","0","0"
"90160","2018","Applebee's Garlic Caesar Dressing","Applebee's","2","Garlic Caesar Dressing","Garlic Caesar Dressing, for House Salad, Salad Dressings, Add Ons, Kids Sides, Lunch Combos, Kids & Adults Menu","Toppings & Ingredients",,,,,"210","23","3.5","0","15","350",,"2","1","1","0",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"150050","2018","Applebee's Garlicky Green Beans","Applebee's","2","Garlicky Green Beans","Garlicky Green Beans, Sides","Appetizers & Sides",,,,,"180","15","7","0","20","590",,"11","3","2","4",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"10236","2018","Applebee's Garlic Mashed Potatoes","Applebee's","2","Garlic Mashed Potatoes","Garlic Mashed Potatoes, Side, From The Grill","Appetizers & Sides",,,,,"260","14","2.5","0","0","640",,"30","5","5","3",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"60003","2018","Applebee's Garlic Mashed Potatoes, Kids","Applebee's","2","Garlic Mashed Potatoes, Kids","Garlic Mashed Potatoes, Kids Sides","Appetizers & Sides",,,,,"130","7","1","0","0","320",,"15","3","2","2",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"10235","2018","Applebee's Garlic Mashed Potatoes, Loaded","Applebee's","2","Garlic Mashed Potatoes, Loaded","Garlic Mashed Potatoes, Loaded, Sides, From The Grill","Appetizers & Sides",,,,,"410","27","9","0","35","880",,"33","11","6","3",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"120374","2018","Applebee's Ginger Ale","Applebee's","2","Ginger Ale","Ginger Ale, Fountain Drinks, Beverages","Beverages","16",,"fl oz",,"90","0","0","0","0","20",,"23","0","23","0","20","0","0","0","0","4",,"5","0","5","0",,,,,,,,,,,,"0","0","0","0"
"170160","2018","Applebee's Ginger Ale, 30 oz","Applebee's","2","Ginger Ale, 30 oz","Ginger Ale, 30 oz, Beverages","Beverages","30",,"fl oz",,"140","0","0","0","0","30",,"35","0","35","0","16","0","0","0","0","4",,"4","0","4","0",,,,,,,,,,,,"0","0","0","0"
"10290","2018","Applebee's Grape Juice, Kids","Applebee's","2","Grape Juice, Kids","Grape Juice, Kids","Beverages",,,,,"100","0","0","0","0","15",,"25","0","23","0",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"60059","2018","Applebee's Green Goddess Dressing","Applebee's","2","Green Goddess Dressing","Green Goddess Dressing, for House Salad, Salad Dressings, Add Ons, Kids Sides, Lunch Combos, Kids & Adults Menu","Toppings & Ingredients",,,,,"190","20","3.5","0","20","470",,"2","1","1","0",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"60042","2018","Applebee's Green Goddess Wedge Salad","Applebee's","2","Green Goddess Wedge Salad","Green Goddess Wedge Salad, Add Ons","Salads",,,,,"550","52","11","0.5","60","1230",,"12","9","7","3",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"60049","2018","Applebee's Grilled Cheese Sandwich","Applebee's","2","Grilled Cheese Sandwich","Grilled Cheese Sandwich, Kids","Sandwiches",,,,,"620","34","14","0.5","50","1640",,"59","20","8","2",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"150101","2018","Applebee's Grilled Chicken Bacon Wrap","Applebee's","2","Grilled Chicken Bacon Wrap","Grilled Chicken Bacon Wrap, Sandwiches, Tacos & More; Choice of Adding: Side","Sandwiches",,,,,"1010","49","15","1","190","3360",,"81","64","22","4",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"150080","2018","Applebee's Grilled Chicken Breast","Applebee's","2","Grilled Chicken Breast","Grilled Chicken Breast w/out Side, From The Grill; Choice of Adding: 2 Sides","Entrees",,,,,"190","4","1","0","125","1150",,"2","38","1","1",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"60045","2018","Applebee's Grilled Chicken Caesar Salad, Lunch","Applebee's","2","Grilled Chicken Caesar Salad, Lunch","Grilled Chicken Caesar Salad, Lunch, Lunch Combos","Salads",,,,,"320","20","4","0","80","900",,"11","23","3","3",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"10125","2018","Applebee's Grilled Chicken Wonton Tacos","Applebee's","2","Grilled Chicken Wonton Tacos","Grilled Chicken Wonton Tacos w/ Asian Chile Sauce, Dumpling Sauce, Slaw & Cilantro, Appetizers","Sandwiches",,,,,"500","20","4.5","0","115","1540",,"49","32","23","2",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"10160","2018","Applebee's Grilled Chicken Wonton Tacos, for Build Your Sampler","Applebee's","2","Grilled Chicken Wonton Tacos, for Build Your Sampler","Grilled Chicken Wonton Tacos, for Build Your Sampler","Sandwiches",,,,,"380","15","3.5","0","90","1200",,"38","24","18","1",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170118","2018","Applebee's Grilled Shrimp Skewer","Applebee's","2","Grilled Shrimp Skewer","Grilled Shrimp Skewer, Add Ons, Side","Appetizers & Sides",,,,,"110","10","4","0","105","490",,"1","8","0","0",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"120387","2018","Applebee's Half & Half Iced Tea & Lemonade","Applebee's","2","Half & Half Iced Tea & Lemonade","Half & Half Iced Tea & Lemonade, Beverages","Beverages","16",,"fl oz",,"40","0","0","0","0","25",,"11","0","11","0","9","0","0","0","0","6",,"2","0","2","0",,,,,,,,,,,,"0","0","0","0"
"10215","2018","Applebee's Hand Battered Fish & Chips","Applebee's","2","Hand Battered Fish & Chips","Hand Battered Fish & Chips w/ White Fish Fillets, Fries, Cole Slaw & Tarter Sauce, Pasta, Seafood & More","Entrees",,,,,"1410","94","16","1","120","3490",,"104","38","14","9",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"120322","2018","Applebee's Hand Breaded Fish & Chips","Applebee's","2","Hand Breaded Fish & Chips","Hand Breaded Fish & Chips, Pasta, Seafood & More","Entrees",,,,,"1570","98","18","1","240","3350",,"121","52","13","10",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"60058","2018","Applebee's Honey Balsamic Dressing","Applebee's","2","Honey Balsamic Dressing","Honey Balsamic Dressing, for House Salad, Salad Dressings, Add Ons, Kids Sides, Lunch Combos, Kids & Adults Menu","Toppings & Ingredients",,,,,"170","13","2","0","0","230",,"13","0","11","0",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"130838","2018","Applebee's Honey BBQ Sauce","Applebee's","2","Honey BBQ Sauce","Honey BBQ Sauce, for Double Glazed Baby Back Ribs, Full Rack, From The Grill, All You Can Eat Riblets & Chicken Tenders","Toppings & Ingredients",,,,,"150","0","0","0","0","670",,"37","1","33","1",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170207","2018","Applebee's Honey BBQ Sauce, for Applebees Riblets Platter","Applebee's","2","Honey BBQ Sauce, for Applebees Riblets Platter","Honey BBQ Sauce, for Applebees Riblets Platter, Riblets Sauces","Toppings & Ingredients",,,,,"380","0","0","0","0","1690",,"92","2","82","3",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"130844","2018","Applebee's Honey BBQ Sauce, for Combo Sauces & Build Your Sampler","Applebee's","2","Honey BBQ Sauce, for Combo Sauces & Build Your Sampler","Honey BBQ Sauce, for Combo Sauces & Build Your Sampler, Appetizers","Toppings & Ingredients",,,,,"110","0","0","0","0","510",,"28","1","25","1",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"130850","2018","Applebee's Honey BBQ Sauce, for Double Crunch Bone In Wings, Boneless Wings & Riblets Basket","Applebee's","2","Honey BBQ Sauce, for Double Crunch Bone In Wings, Boneless Wings & Riblets Basket","Honey BBQ Sauce, for Double Crunch Bone In Wings, Boneless Wings & Riblets Basket, Wing Sauces, Riblets Sauces, Appetizers, From The Grill","Toppings & Ingredients",,,,,"230","0","0","0","0","1010",,"55","1","49","2",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"130841","2018","Applebee's Honey BBQ Sauce, for Double Glazed Baby Back Ribs, Half Rack","Applebee's","2","Honey BBQ Sauce, for Double Glazed Baby Back Ribs, Half Rack","Honey BBQ Sauce, for Double Glazed Baby Back Ribs, Half Rack, From The Grill","Toppings & Ingredients",,,,,"80","0","0","0","0","340",,"18","0","16","1",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170201","2018","Applebee's Honey BBQ Sauce, for Riblets Initial Order","Applebee's","2","Honey BBQ Sauce, for Riblets Initial Order","Honey BBQ Sauce, for Riblets Initial Order, Riblets Sauce, Initial, All You Can Eat Riblets & Chicken Tenders","Toppings & Ingredients",,,,,"310","0","0","0","0","1350",,"74","2","66","2",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"120276","2018","Applebee's Honey French Dressing","Applebee's","2","Honey French Dressing","Honey French Dressing, for House Salad, Salad Dressings, Add Ons, Kids Sides, Lunch Combos, Kids & Adults Menu","Toppings & Ingredients",,,,,"210","17","2.5","0","0","330",,"15","0","14","0",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"60022","2018","Applebee's Honey Pepper Chicken Tenders, Lunch","Applebee's","2","Honey Pepper Chicken Tenders, Lunch","Honey Pepper Chicken Tenders, Lunch, Lunch Combos","Entrees",,,,,"940","37","7","0","40","1850",,"128","26","48","6",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"130847","2018","Applebee's Hot Buffalo Sauce, for Combo Sauces & Build Your Sampler","Applebee's","2","Hot Buffalo Sauce, for Combo Sauces & Build Your Sampler","Hot Buffalo Sauce, for Combo Sauces & Build Your Sampler, Appetizers","Toppings & Ingredients",,,,,"110","10","4","0","0","1220",,"3","0","1","1",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"130849","2018","Applebee's Hot Buffalo Sauce, for Double Crunch Bone In Wings & Boneless Wings","Applebee's","2","Hot Buffalo Sauce, for Double Crunch Bone In Wings & Boneless Wings","Hot Buffalo Sauce, for Double Crunch Bone In Wings & Boneless Wings, Wing Sauces, Appetizers","Toppings & Ingredients",,,,,"210","21","7","0","0","2420",,"6","1","1","2",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"10260","2018","Applebee's Hot Fudge Sundae Dessert Shooter","Applebee's","2","Hot Fudge Sundae Dessert Shooter","Hot Fudge Sundae Dessert Shooter w/ Vanilla Ice Cream, Hot Fudge, Whipped Cream & a Cherry, Desserts, Kids, Kids & Adults","Desserts",,,,,"410","20","14","0","65","160",,"50","6","39","0",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"90090","2018","Applebee's Hot Tea","Applebee's","2","Hot Tea","Hot Tea, Beverages","Beverages",,,,,"0","0","0","0","0","5",,"1","0","0","0",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"10020","2018","Applebee's House Salad","Applebee's","2","House Salad","House Salad, Side, House Salad, Lunch, Lunch Combos Classic, Add Ons, Kids, Kids Sides, Kids & Adults; Choice of Adding: Dressing; Choice in: Lunch Combos Classic, also called House Salad w/ Bacon","Salads",,,,,"190","12","4.5","0","25","340",,"11","10","3","2",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"120381","2018","Applebee's IBC Diet Root Beer","Applebee's","2","IBC Diet Root Beer","IBC Diet Root Beer, Fountain Drinks, Beverages","Beverages","16",,"fl oz",,"0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,"0","0","0","0"
"120382","2018","Applebee's IBC Root Beer","Applebee's","2","IBC Root Beer","IBC Root Beer, Fountain Drinks, Beverages","Beverages","16",,"fl oz",,"110","0","0","0","0","40",,"27","0","26","0","24","0","0","0","0","9",,"6","0","6","0",,,,,,,,,,,,"0","0","0","0"
"150057","2018","Applebee's Irish Peach Sour","Applebee's","2","Irish Peach Sour","Irish Peach Sour w/ Jameson & Housemade Lemon Sour, Alcoholic Beverages","Beverages",,,,,"220","0","0","0","0","0",,"22","0","20","0",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"120277","2018","Applebee's Italian Dressing, Fat Free","Applebee's","2","Italian Dressing, Fat Free","Italian Dressing, Fat Free, for House Salad, Salad Dressings, Add Ons, Kids Sides, Lunch Combos, Kids & Adults Menu","Toppings & Ingredients",,,,,"20","0","0","0","0","370",,"5","0","3","0",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"120358","2018","Applebee's Kiwi Iced Tea","Applebee's","2","Kiwi Iced Tea","Kiwi Iced Tea, Flavored Iced Teas, Beverages","Beverages",,,,,"40","0","0","0","0","30",,"10","0","9","0",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"120362","2018","Applebee's Kiwi Lemonade","Applebee's","2","Kiwi Lemonade","Kiwi Lemonade, Flavored Lemonades, Beverages","Beverages",,,,,"180","0","0","0","0","0",,"46","0","42","0",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"10118","2018","Applebee's Kraft Macaroni & Cheese","Applebee's","2","Kraft Macaroni & Cheese","Kraft Macaroni & Cheese, Kids; Choice of Adding: Side & Drink","Entrees",,,,,"300","9","2.5","0","10","650",,"44","10","8","2",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"120278","2018","Applebee's Lemon Olive Oil Vinaigrette","Applebee's","2","Lemon Olive Oil Vinaigrette","Lemon Olive Oil Vinaigrette, for House Salad, Salad Dressings, Add Ons, Kids Sides, Lunch Combos, Kids & Adults Menu","Toppings & Ingredients",,,,,"150","16","2","0","0","370",,"1","0","1","0",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"120375","2018","Applebee's Lipton Green Tea w/ Citrus","Applebee's","2","Lipton Green Tea w/ Citrus","Lipton Green Tea w/ Citrus, Fountain Drinks, Beverages","Beverages","16",,"fl oz",,"70","0","0","0","0","65",,"19","0","19","0","15","0","0","0","0","14",,"4","0","4","0",,,,,,,,,,,,"0","0","0","0"
"170161","2018","Applebee's Lipton Green Tea w/ Citrus, 30 oz","Applebee's","2","Lipton Green Tea w/ Citrus, 30 oz","Lipton Green Tea w/ Citrus, 30 oz, Beverages","Beverages","30",,"fl oz",,"110","0","0","0","0","100",,"29","0","29","0","13","0","0","0","0","12",,"3","0","3","0",,,,,,,,,,,,"0","0","0","0"
"120376","2018","Applebee's Lipton Peach Iced Tea","Applebee's","2","Lipton Peach Iced Tea","Lipton Peach Iced Tea, Fountain Drinks, Beverages","Beverages","16",,"fl oz",,"80","0","0","0","0","25",,"21","0","21","0","18","0","0","0","0","6",,"5","0","5","0",,,,,,,,,,,,"0","0","0","0"
"170162","2018","Applebee's Lipton Peach Iced Tea, 30 oz","Applebee's","2","Lipton Peach Iced Tea, 30 oz","Lipton Peach Iced Tea, 30 oz, Beverages","Beverages","30",,"fl oz",,"120","0","0","0","0","40",,"32","0","32","0","14","0","0","0","0","5",,"4","0","4","0",,,,,,,,,,,,"0","0","0","0"
"120377","2018","Applebee's Lipton Unsweetened Iced Tea","Applebee's","2","Lipton Unsweetened Iced Tea","Lipton Unsweetened Iced Tea, Fountain Drinks, Beverages","Beverages","16",,"fl oz",,"0","0","0","0","0","30",,"0","0","0","0","0","0","0","0","0","7",,"0","0","0","0",,,,,,,,,,,,"0","0","0","0"
"170163","2018","Applebee's Lipton Unsweetened Iced Tea, 30 oz","Applebee's","2","Lipton Unsweetened Iced Tea, 30 oz","Lipton Unsweetened Iced Tea, 30 oz, Beverages","Beverages","30",,"fl oz",,"0","0","0","0","0","45",,"0","0","0","0","0","0","0","0","0","5",,"0","0","0","0",,,,,,,,,,,,"0","0","0","0"
"120366","2018","Applebee's Mango Frozen Lemonade","Applebee's","2","Mango Frozen Lemonade","Mango Frozen Lemonade, Frozen Lemonades, Beverages","Beverages",,,,,"300","0","0","0","0","10",,"74","1","59","6",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"120359","2018","Applebee's Mango Iced Tea","Applebee's","2","Mango Iced Tea","Mango Iced Tea, Flavored Iced Teas, Beverages","Beverages",,,,,"35","0","0","0","0","30",,"9","0","8","0",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"120363","2018","Applebee's Mango Lemonade","Applebee's","2","Mango Lemonade","Mango Lemonade, Flavored Lemonades, Beverages","Beverages",,,,,"170","0","0","0","0","0",,"45","0","41","0",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"150051","2018","Applebee's Maple Pecan Mashed Sweet Potatoes","Applebee's","2","Maple Pecan Mashed Sweet Potatoes","Maple Pecan Mashed Sweet Potatoes, Sides, From The Grill","Appetizers & Sides",,,,,"400","20","10","0","50","860",,"54","4","31","6",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"90099","2018","Applebee's Margaritas, Blue Agave Rita","Applebee's","2","Margaritas, Blue Agave Rita","Margaritas, Blue Agave Rita w/ Sauza Blue, Lime Juice & Salted Rim, Alcoholic Beverages","Beverages",,,,,"390","0","0","0","0","310",,"67","0","58","1",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"29059","2018","Applebee's Margaritas, Perfect Margarita","Applebee's","2","Margaritas, Perfect Margarita","Margaritas, Perfect Margarita w/ 1800 Reposado Tequila, Cointreau & Grand Marnier, Margaritas, Alcoholic Beverages","Beverages",,,,,"310","0","0","0","0","610",,"41","0","32","1",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"90097","2018","Applebee's Margaritas, Strawberry Lime Margarita","Applebee's","2","Margaritas, Strawberry Lime Margarita","Margaritas, Strawberry Lime Margarita w/ Sauza Blue Tequila & Grand Marnier, Alcoholic Beverages","Beverages",,,,,"420","0","0","0","0","10",,"71","0","63","1",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170141","2018","Applebee's Mellow Yellow, 16 oz","Applebee's","2","Mellow Yellow, 16 oz","Mellow Yellow, 16 oz, Beverages","Beverages","16",,"fl oz",,"100","0","0","0","0","5",,"27","0","27","0","22","0","0","0","0","1",,"6","0","6","0",,,,,,,,,,,,"0","0","0","0"
"170164","2018","Applebee's Mellow Yellow, 30 oz","Applebee's","2","Mellow Yellow, 30 oz","Mellow Yellow, Beverages, 30 oz","Beverages","30",,"fl oz",,"160","0","0","0","0","10",,"41","0","41","0","19","0","0","0","0","1",,"5","0","5","0",,,,,,,,,,,,"0","0","0","0"
"10253","2018","Applebee's Mexi Ranch Dressing","Applebee's","2","Mexi Ranch Dressing","Mexi Ranch Dressing, Soups or Salads, House Salad Lunch Sized & House Salad, Lunch Combos, Add Ons, Kids, Kids & Adults Menu","Toppings & Ingredients",,,,,"170","18","3","0","15","550",,"3","1","2","0",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"10294","2018","Applebee's Milk, Kids","Applebee's","2","Milk, Kids","Milk, Kids","Beverages",,,,,"110","2.5","1.5","0","10","130",,"13","8","12","0",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"170142","2018","Applebee's Mist Twist, 16 oz","Applebee's","2","Mist Twist, 16 oz","Mist Twist, 16 oz, Beverages","Beverages","16",,"fl oz",,"100","0","0","0","0","20",,"27","0","26","0","22","0","0","0","0","4",,"6","0","6","0",,,,,,,,,,,,"0","0","0","0"
"170165","2018","Applebee's Mist Twist, 30 oz","Applebee's","2","Mist Twist, 30 oz","Mist Twist, 30 oz, Beverages","Beverages","30",,"fl oz",,"150","0","0","0","0","30",,"41","0","41","0","18","0","0","0","0","4",,"5","0","5","0",,,,,,,,,,,,"0","0","0","0"
"120333","2018","Applebee's Monterey Jack Cheese","Applebee's","2","Monterey Jack Cheese","Monterey Jack Cheese, Burger Add Ons, Burgers","Toppings & Ingredients",,,,,"80","6","3.5","0","20","130",,"0","5","0","0",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"10274","2018","Applebee's Mountain Dew","Applebee's","2","Mountain Dew","Mountain Dew, Fountain Drinks, Beverages","Beverages","16",,"fl oz",,"110","0","0","0","0","40",,"31","0","31","0","24","0","0","0","0","9",,"7","0","7","0",,,,,,,,,,,,"0","0","0","0"
"170166","2018","Applebee's Mountain Dew, 30 oz","Applebee's","2","Mountain Dew, 30 oz","Mountain Dew, 30 oz, Beverages","Beverages","30",,"fl oz",,"160","0","0","0","0","60",,"47","0","47","0","19","0","0","0","0","7",,"6","0","6","0",,,,,,,,,,,,"0","0","0","0"
"10126","2018","Applebee's Mozzarella Sticks","Applebee's","2","Mozzarella Sticks","Mozzarella Sticks, Appetizers, 2 For $20 Menu","Appetizers & Sides",,,,,"910","50","20","1","80","2140",,"79","39","10","5",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"10148","2018","Applebee's Mozzarella Sticks, for Build Your Sampler","Applebee's","2","Mozzarella Sticks, for Build Your Sampler","Mozzarella Sticks, for Build Your Sampler","Appetizers & Sides",,,,,"460","25","10","0","40","1070",,"39","19","5","3",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"60005","2018","Applebee's Mozzarella Sticks, Kids","Applebee's","2","Mozzarella Sticks, Kids","Mozzarella Sticks, Kids Sides","Appetizers & Sides",,,,,"350","19","7","0","30","860",,"31","15","5","2",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"10284","2018","Applebee's Mug Root Beer","Applebee's","2","Mug Root Beer","Mug Root Beer, Fountain Drinks, Beverages","Beverages","16",,"fl oz",,"110","0","0","0","0","40",,"27","0","26","0","24","0","0","0","0","9",,"6","0","6","0",,,,,,,,,,,,"0","0","0","0"
"170167","2018","Applebee's Mug Root Beer, 30 oz","Applebee's","2","Mug Root Beer, 30 oz","Mug Root Beer, 30 oz, Beverages","Beverages","30",,"fl oz",,"150","0","0","0","0","25",,"39","0","39","0","18","0","0","0","0","3",,"5","0","5","0",,,,,,,,,,,,"0","0","0","0"
"150103","2018","Applebee's New England Clam Chowder","Applebee's","2","New England Clam Chowder","New England Clam Chowder, Soups, Lunch, Lunch Combos, Add Ons","Soup",,,,,"270","18","11","0","65","710",,"18","9","1","1",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"10216","2018","Applebee's New England Fish & Chips","Applebee's","2","New England Fish & Chips","New England Fish & Chips, Pasta, Seafood & More, also called Hand Battered Fish Fry","Entrees",,,,,"1990","137","24","1.5","160","4540",,"134","55","14","10",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170143","2018","Applebee's Orange Fanta, 16 oz","Applebee's","2","Orange Fanta, 16 oz","Orange Fanta, 16 oz, Beverages","Beverages","16",,"fl oz",,"100","0","0","0","0","0",,"30","0","27","0","22","0","0","0","0","0",,"7","0","6","0",,,,,,,,,,,,"0","0","0","0"
"170168","2018","Applebee's Orange Fanta, 30 oz","Applebee's","2","Orange Fanta, 30 oz","Orange Fanta, 30 oz, Beverages","Beverages","30",,"fl oz",,"160","0","0","0","0","5",,"45","0","41","0","19","0","0","0","0","1",,"5","0","5","0",,,,,,,,,,,,"0","0","0","0"
"10292","2018","Applebee's Orange Tangerine Juice, Kids","Applebee's","2","Orange Tangerine Juice, Kids","Orange Tangerine Juice, Kids","Beverages",,,,,"110","0","0","0","0","15",,"27","0","25","0",,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0"
"120379","2018","Applebee's Orange Twister","Applebee's","2","Orange Twister","Orange Twister, Fountain Drinks, Beverages","Beverages",,,,,"110","0","0","0","0","25",,"31","0","30","0",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
