"borough","admin_district","geographical_district","location_code","dbn","school_level","student_enrollment","full_time_licensed_pe_teachers","f_status_pe_teachers","itinerant_pe_teachers","sum_of_f_status_and_itinerant","total_part_time_and_full","shared_pe_teachers_with","ratio_of_full_time_licensed"
"Bronx","7","7","X527","07X527","High School","513","2","0","0","0","2",,"2:513"
"Bronx","7","7","X548","07X548","High School","515","3","0","0","0","3",,"3:515"
"Bronx","7","7","X551","07X551","Secondary School","590","3","0","0","0","3",,"3:590"
"Bronx","7","7","X557","07X557","High School","232","2","0","0","0","2",,"2:232"
"Bronx","7","7","X584","07X584","Junior High-Intermediate-Middle","277","1","0","0","0","1",,"1:277"
"Bronx","7","7","X600","07X600","High School","463","2","0","0","0","2",,"2:463"
"Bronx","7","7","X670","07X670","High School","491","3","0","0","0","3",,"3:491"
"Bronx","8","8","X014","08X014","Elementary","547","1","0","0","0","1",,"1:547"
"Bronx","8","8","X036","08X036","Elementary","760","1","0","0","0","1",,"1:760"
"Bronx","8","8","X048","08X048","Elementary","697","1","0","0","0","1",,"1:697"
"Bronx","8","8","X062","08X062","Elementary","708","1","0","0","0","1",,"1:708"
"Bronx","8","8","X069","08X069","Elementary","621","1","0","0","0","1",,"1:621"
"Bronx","8","8","X071","08X071","K-8","1646","4","0","0","0","4",,"4:1646"
"Bronx","8","8","X072","08X072","Elementary","828","1","0","0","0","1",,"1:828"
"Bronx","8","8","X075","08X075","Elementary","632","1","0","0","0","1",,"1:632"
"Bronx","8","8","X093","08X093","Elementary","340","1","0","0","0","1",,"1:340"
"Bronx","8","8","X100","08X100","Elementary","574","1","0","0","0","1",,"1:574"
"Bronx","8","8","X101","08X101","Junior High-Intermediate-Middle","526","2","0","0","0","2",,"2:526"
"Bronx","8","8","X107","08X107","Elementary","514","0","0","0","0","0",,"0"
"Bronx","8","8","X119","08X119","Elementary","888","2","0","0","0","2",,"2:888"
"Bronx","8","8","X123","08X123","Junior High-Intermediate-Middle","355","0","0","0","0","0",,"0"
"Bronx","8","8","X130","08X130","Elementary","489","1","0","0","0","1",,"1:489"
"Bronx","8","8","X131","08X131","Junior High-Intermediate-Middle","460","2","0","0","0","2",,"2:460"
"Bronx","8","8","X138","08X138","Elementary","724","1","0","0","0","1",,"1:724"
"Bronx","8","8","X140","08X140","Elementary","638","1","0","0","0","1",,"1:638"
"Bronx","8","8","X146","08X146","Elementary","408","0","0","0","0","0",,"0"
"Bronx","8","8","X152","08X152","Elementary","833","1","0","0","0","1",,"1:833"
"Bronx","8","8","X182","08X182","Elementary","879","1","0","0","0","1",,"1:879"
"Bronx","8","8","X269","08X269","Secondary School","643","3","0","0","0","3",,"3:643"
"Bronx","8","8","X282","08X282","High School","281","1","0","0","0","1",,"1:281"
"Bronx","8","8","X293","08X293","High School","465","2","0","0","0","2",,"2:465"
"Bronx","8","8","X301","08X301","Junior High-Intermediate-Middle","245","1","0","0","0","1",,"1:245"
"Bronx","8","8","X302","08X302","Junior High-Intermediate-Middle","488","1","0","0","0","1",,"1:488"
"Bronx","8","8","X304","08X304","Elementary","507","1","0","0","0","1",,"1:507"
"Bronx","8","8","X312","08X312","High School","432","2","0","0","0","2",,"2:432"
"Bronx","8","8","X320","08X320","High School","466","3","0","0","0","3",,"3:466"
"Bronx","8","8","X333","08X333","Elementary","632","1","0","0","0","1",,"1:632"
"Bronx","8","8","X337","08X337","Junior High-Intermediate-Middle","518","2","0","0","0","2",,"2:518"
"Bronx","8","8","X348","08X348","High School","376","2","0","0","0","2",,"2:376"
"Bronx","8","8","X349","08X349","High School","405","2","0","0","0","2",,"2:405"
"Bronx","8","8","X367","08X367","Secondary School","686","2","0","0","0","2",,"2:686"
"Bronx","8","8","X371","08X371","Junior High-Intermediate-Middle","350","0","0","1","1","1","1","0"
"Bronx","8","8","X375","08X375","Junior High-Intermediate-Middle","240","1","0","0","0","1",,"1:240"
"Bronx","8","8","X376","08X376","Secondary School","404","1","0","0","0","1",,"1:404"
"Bronx","8","8","X377","08X377","High School","175","1","0","0","0","1",,"1:175"
"Bronx","8","8","X392","08X392","Elementary","281","1","0","0","0","1",,"1:281"
"Bronx","8","8","X405","08X405","High School","732","4","0","0","0","4",,"4:732"
"Bronx","8","8","X424","08X424","Junior High-Intermediate-Middle","309","2","0","0","0","2",,"2:309"
"Bronx","8","8","X432","08X432","High School","341","1","0","0","0","1",,"1:341"
"Bronx","8","8","X448","08X448","Junior High-Intermediate-Middle","385","1","0","0","0","1",,"1:385"
"Bronx","8","8","X452","08X452","High School","553","2","0","0","0","2",,"2:553"
"Bronx","8","8","X467","08X467","Junior High-Intermediate-Middle","331","0","0","1","1","1","1","0"
"Bronx","8","8","X530","08X530","High School","199","1","0","0","0","1",,"1:199"
"Bronx","8","8","X537","08X537","High School","226","1","0","0","0","1",,"1:226"
"Bronx","8","8","X558","08X558","High School","609","3","0","0","0","3",,"3:609"
"Bronx","8","8","X559","08X559","High School","305","1","0","0","0","1",,"1:305"
"Bronx","8","8","X561","08X561","High School","457","2","0","0","0","2",,"2:457"
"Bronx","8","8","X562","08X562","Junior High-Intermediate-Middle","336","2","0","0","0","2",,"2:336"
"Bronx","8","8","X583","08X583","Elementary","115","1","0","0","0","1",,"1:115"
"Bronx","9","9","X004","09X004","K-8","571","2","0","0","0","2",,"2:571"
"Bronx","9","9","X011","09X011","Elementary","597","1","0","0","0","1",,"1:597"
"Bronx","9","9","X022","09X022","Junior High-Intermediate-Middle","444","2","0","0","0","2",,"2:444"
"Bronx","9","9","X028","09X028","Elementary","720","0","0","0","0","0",,"0"
"Bronx","9","9","X035","09X035","Elementary","661","1","0","0","0","1",,"1:661"
"Bronx","9","9","X042","09X042","Elementary","439","1","0","0","0","1",,"1:439"
"Bronx","9","9","X053","09X053","Elementary","1143","2","0","0","0","2",,"2:1143"
"Bronx","9","9","X055","09X055","Elementary","642","2","0","0","0","2",,"2:642"
"Bronx","9","9","X058","09X058","Elementary","471","1","0","0","0","1",,"1:471"
"Bronx","9","9","X063","09X063","Elementary","589","1","0","0","0","1",,"1:589"
"Bronx","9","9","X070","09X070","Elementary","1227","3","0","0","0","3",,"3:1227"
"Bronx","9","9","X073","09X073","Elementary","706","1","0","0","0","1",,"1:706"
"Bronx","9","9","X088","09X088","Early Childhood","142","1","0","0","0","1",,"1:142"
"Bronx","9","9","X109","09X109","Elementary","661","1","0","0","0","1",,"1:661"
"Bronx","9","9","X110","09X110","Elementary","458","1","0","0","0","1",,"1:458"
"Bronx","9","9","X114","09X114","Elementary","753","2","0","0","0","2",,"2:753"
"Bronx","9","9","X117","09X117","Junior High-Intermediate-Middle","513","1","0","0","0","1",,"1:513"
"Bronx","9","9","X126","09X126","Elementary","571","1","0","0","0","1",,"1:571"
"Bronx","9","9","X128","09X128","Junior High-Intermediate-Middle","363","1","0","0","0","1",,"1:363"
"Bronx","9","9","X132","09X132","Elementary","370","1","0","0","0","1",,"1:370"
"Bronx","9","9","X163","09X163","Elementary","481","1","0","0","0","1",,"1:481"
"Bronx","9","9","X170","09X170","Early Childhood","263","0","0","0","0","0",,"0"
"Bronx","9","9","X199","09X199","Elementary","749","2","0","0","0","2",,"2:749"
"Bronx","9","9","X204","09X204","Elementary","630","1","0","0","0","1",,"1:630"
"Bronx","9","9","X215","09X215","Junior High-Intermediate-Middle","317","1","0","0","0","1",,"1:317"
"Bronx","9","9","X218","09X218","K-8","1009","3","0","0","0","3",,"3:1009"
"Bronx","9","9","X219","09X219","Junior High-Intermediate-Middle","352","0","0","0","0","0",,"0"
"Bronx","9","9","X227","09X227","High School","396","2","0","0","0","2",,"2:396"
"Bronx","9","9","X229","09X229","Junior High-Intermediate-Middle","246","1","0","0","0","1",,"1:246"
"Bronx","9","9","X231","09X231","Secondary School","511","3","0","0","0","3",,"3:511"
"Bronx","9","9","X232","09X232","Junior High-Intermediate-Middle","488","2","0","0","0","2",,"2:488"
"Bronx","9","9","X236","09X236","Elementary","291","1","0","0","0","1",,"1:291"
"Bronx","9","9","X241","09X241","Secondary School","616","2","0","0","0","2",,"2:616"
"Bronx","9","9","X250","09X250","High School","432","1","0","0","0","1",,"1:432"
"Bronx","9","9","X252","09X252","High School","387","1","0","0","0","1",,"1:387"
"Bronx","9","9","X260","09X260","High School","463","1","0","0","0","1",,"1:463"
"Bronx","9","9","X263","09X263","High School","372","2","0","0","0","2",,"2:372"
"Bronx","9","9","X274","09X274","Elementary","797","0","0","0","0","0",,"0"
"Bronx","9","9","X294","09X294","Elementary","515","1","0","0","0","1",,"1:515"
"Bronx","9","9","X297","09X297","High School","401","1","0","0","0","1",,"1:401"
"Bronx","9","9","X303","09X303","Junior High-Intermediate-Middle","332","2","0","0","0","2",,"2:332"
"Bronx","9","9","X311","09X311","Elementary","402","1","0","0","0","1",,"1:402"
"Bronx","9","9","X313","09X313","Junior High-Intermediate-Middle","315","1","0","0","0","1",,"1:315"
"Bronx","9","9","X323","09X323","Junior High-Intermediate-Middle","438","1","0","0","0","1",,"1:438"
"Bronx","9","9","X324","09X324","Secondary School","522","1","0","0","0","1",,"1:522"
"Bronx","9","9","X327","09X327","Secondary School","734","2","0","1","1","3","1","2:734"
"Bronx","9","9","X328","09X328","Junior High-Intermediate-Middle","242","1","0","0","0","1",,"1:242"
"Bronx","9","9","X329","09X329","High School","266","1","0","0","0","1",,"1:266"
"Bronx","9","9","X339","09X339","Junior High-Intermediate-Middle","516","1","0","0","0","1",,"1:516"
"Bronx","9","9","X350","09X350","Secondary School","234","1","0","0","0","1",,"1:234"
"Bronx","9","9","X361","09X361","Junior High-Intermediate-Middle","397","1","0","0","0","1",,"1:397"
"Bronx","9","9","X365","09X365","High School","323","2","0","0","0","2",,"2:323"
"Bronx","9","9","X403","09X403","High School","414","1","0","0","0","1",,"1:414"
"Bronx","9","9","X404","09X404","High School","375","1","0","0","0","1",,"1:375"
"Bronx","9","9","X412","09X412","High School","284","2","0","0","0","2",,"2:284"
"Bronx","9","9","X413","09X413","Secondary School","433","3","0","0","0","3",,"3:433"
"Bronx","9","9","X443","09X443","Elementary","554","1","0","0","0","1",,"1:554"
"Bronx","9","9","X449","09X449","Elementary","439","1","0","0","0","1",,"1:439"
"Bronx","12","12","X211","12X211","K-8","598","1","0","0","0","1",,"1:598"
"Bronx","9","9","X454","09X454","Junior High-Intermediate-Middle","447","2","0","0","0","2",,"2:447"
"Bronx","9","9","X457","09X457","Elementary","477","1","0","0","0","1",,"1:477"
"Bronx","9","9","X505","09X505","Secondary School","771","3","0","0","0","3",,"3:771"
"Bronx","9","9","X517","09X517","High School","424","0","0","0","0","0",,"0"
"Bronx","9","9","X525","09X525","High School","583","3","0","0","0","3",,"3:583"
"Bronx","9","9","X543","09X543","High School","264","1","0","0","0","1",,"1:264"
"Bronx","9","9","X555","09X555","Elementary","432","0","0","1","1","1","1","0"
"Bronx","9","9","X564","09X564","High School","382","3","0","0","0","3",,"3:382"
"Bronx","9","9","X568","09X568","Secondary School","465","2","0","0","0","2",,"2:465"
"Bronx","10","10","X003","10X003","K-8","348","1","0","0","0","1",,"1:348"
"Bronx","10","10","X007","10X007","Elementary","758","1","0","0","0","1",,"1:758"
"Bronx","10","10","X008","10X008","Elementary","1001","1","0","0","0","1",,"1:1001"
"Bronx","10","10","X009","10X009","Elementary","850","1","0","0","0","1",,"1:850"
"Bronx","10","10","X015","10X015","K-8","480","1","0","0","0","1",,"1:480"
"Bronx","10","10","X020","10X020","K-8","1072","3","0","0","0","3",,"3:1072"
"Bronx","10","10","X023","10X023","Elementary","488","1","0","0","0","1",,"1:488"
"Bronx","10","10","X024","10X024","Elementary","915","2","0","0","0","2",,"2:915"
"Bronx","10","10","X032","10X032","Elementary","819","1","0","0","0","1",,"1:819"
"Bronx","10","10","X033","10X033","Elementary","919","2","0","0","0","2",,"2:919"
"Bronx","10","10","X037","10X037","K-8","646","1","0","0","0","1",,"1:646"
"Bronx","10","10","X045","10X045","Junior High-Intermediate-Middle","710","1","0","0","0","1",,"1:710"
"Bronx","10","10","X046","10X046","Elementary","921","1","0","0","0","1",,"1:921"
"Bronx","10","10","X051","10X051","Elementary","217","1","0","0","0","1",,"1:217"
"Bronx","10","10","X054","10X054","Elementary","485","0","0","0","0","0",,"0"
"Bronx","10","10","X056","10X056","Elementary","704","1","0","0","0","1",,"1:704"
"Bronx","10","10","X059","10X059","Elementary","575","1","0","0","0","1",,"1:575"
"Bronx","10","10","X077","10X077","Elementary","358","1","0","0","0","1",,"1:358"
"Bronx","10","10","X080","10X080","Junior High-Intermediate-Middle","691","2","0","0","0","2",,"2:691"
"Bronx","10","10","X081","10X081","Elementary","725","0","0","0","0","0",,"0"
"Bronx","10","10","X085","10X085","Elementary","953","1","0","0","0","1",,"1:953"
"Bronx","10","10","X086","10X086","Elementary","1669","2","0","0","0","2",,"2:1669"
"Bronx","10","10","X091","10X091","Elementary","727","1","0","0","0","1",,"1:727"
"Bronx","10","10","X094","10X094","Elementary","1261","1","0","0","0","1",,"1:1261"
"Bronx","10","10","X095","10X095","K-8","1288","2","0","0","0","2",,"2:1288"
"Bronx","10","10","X118","10X118","Junior High-Intermediate-Middle","1174","1","0","0","0","1",,"1:1174"
"Bronx","10","10","X141","10X141","Secondary School","1513","5","0","0","0","5",,"5:1513"
"Bronx","10","10","X159","10X159","Elementary","193","1","0","0","0","1",,"1:193"
"Bronx","10","10","X205","10X205","Elementary","1019","1","0","0","0","1",,"1:1019"
"Bronx","10","10","X206","10X206","Junior High-Intermediate-Middle","207","1","0","0","0","1",,"1:207"
"Bronx","10","10","X207","10X207","Early Childhood","308","1","0","0","0","1",,"1:308"
"Bronx","10","10","X209","10X209","Early Childhood","256","1","0","0","0","1",,"1:256"
"Bronx","10","10","X213","10X213","High School","399","2","0","0","0","2",,"2:399"
"Bronx","10","10","X225","10X225","Secondary School","608","3","0","0","0","3",,"3:608"
"Bronx","10","10","X226","10X226","Elementary","478","1","0","0","0","1",,"1:478"
"Bronx","10","10","X228","10X228","Junior High-Intermediate-Middle","268","1","0","0","0","1",,"1:268"
"Bronx","10","10","X237","10X237","High School","489","2","0","0","0","2",,"2:489"
"Bronx","10","10","X243","10X243","Secondary School","607","2","0","0","0","2",,"2:607"
"Bronx","10","10","X244","10X244","Junior High-Intermediate-Middle","748","4","0","0","0","4",,"4:748"
"Bronx","10","10","X246","10X246","Elementary","736","1","0","0","0","1",,"1:736"
"Bronx","10","10","X254","10X254","Junior High-Intermediate-Middle","469","2","0","0","0","2",,"2:469"
"Bronx","10","10","X264","10X264","High School","426","2","0","0","0","2",,"2:426"
"Bronx","10","10","X268","10X268","High School","470","1","0","0","0","1",,"1:470"
"Bronx","10","10","X279","10X279","K-8","1092","4","0","0","0","4",,"4:1092"
"Bronx","10","10","X280","10X280","K-8","876","0","0","0","0","0",,"0"
"Bronx","10","10","X284","10X284","High School","380","1","0","0","0","1",,"1:380"
"Bronx","10","10","X291","10X291","Elementary","638","0","0","0","0","0",,"0"
"Bronx","10","10","X306","10X306","Elementary","692","2","0","0","0","2",,"2:692"
"Bronx","10","10","X307","10X307","Elementary","385","1","0","0","0","1",,"1:385"
"Bronx","10","10","X308","10X308","Junior High-Intermediate-Middle","269","1","0","0","0","1",,"1:269"
"Bronx","10","10","X310","10X310","Elementary","749","1","0","0","0","1",,"1:749"
"Bronx","10","10","X315","10X315","K-8","249","1","0","0","0","1",,"1:249"
"Bronx","10","10","X319","10X319","High School","239","0","1","0","1","1",,"0"
"Bronx","10","10","X331","10X331","Junior High-Intermediate-Middle","409","2","0","0","0","2",,"2:409"
"Bronx","10","10","X340","10X340","Elementary","646","1","0","0","0","1",,"1:646"
"Bronx","10","10","X342","10X342","Secondary School","523","4","0","0","0","4",,"4:523"
"Bronx","10","10","X344","10X344","Elementary","395","1","0","0","0","1",,"1:395"
"Bronx","10","10","X351","10X351","High School","553","2","0","0","0","2",,"2:553"
"Bronx","10","10","X353","10X353","High School","495","1","0","0","0","1",,"1:495"
"Bronx","10","10","X360","10X360","Elementary","490","0","0","0","0","0",,"0"
"Bronx","10","10","X363","10X363","Junior High-Intermediate-Middle","557","3","0","0","0","3",,"3:557"
"Bronx","10","10","X368","10X368","Secondary School","1003","4","0","0","0","4",,"4:1003"
"Bronx","10","10","X374","10X374","High School","488","3","0","0","0","3",,"3:488"
"Bronx","10","10","X382","10X382","Elementary","273","0","0","0","0","0",,"0"
"Bronx","10","10","X386","10X386","Elementary","598","1","0","0","0","1",,"1:598"
"Bronx","10","10","X390","10X390","Junior High-Intermediate-Middle","539","1","0","0","0","1",,"1:539"
"Bronx","10","10","X391","10X391","Junior High-Intermediate-Middle","530","3","0","0","0","3",,"3:530"
"Bronx","10","10","X396","10X396","Elementary","339","2","0","0","0","2",,"2:339"
"Bronx","10","10","X397","10X397","High School","350","2","0","0","0","2",,"2:350"
"Bronx","10","10","X433","10X433","High School","447","2","0","0","0","2",,"2:447"
"Bronx","10","10","X434","10X434","High School","402","2","0","0","0","2",,"2:402"
"Bronx","10","10","X437","10X437","High School","356","1","0","0","0","1",,"1:356"
"Bronx","10","10","X438","10X438","High School","342","2","0","0","0","2",,"2:342"
"Bronx","10","10","X439","10X439","High School","409","2","0","0","0","2",,"2:409"
"Bronx","10","10","X440","10X440","High School","1203","6","0","0","0","6",,"6:1203"
"Bronx","10","10","X442","10X442","High School","427","2","0","0","0","2",,"2:427"
"Bronx","10","10","X445","10X445","High School","2995","10","0","0","0","10",,"10:2995"
"Bronx","10","10","X447","10X447","Junior High-Intermediate-Middle","460","1","0","0","0","1",,"1:460"
"Bronx","10","10","X459","10X459","Junior High-Intermediate-Middle","278","1","0","0","0","1",,"1:278"
"Bronx","10","10","X477","10X477","High School","437","0","0","0","0","0",,"0"
"Bronx","10","10","X524","10X524","High School","335","2","0","0","0","2",,"2:335"
"Bronx","10","10","X546","10X546","High School","389","1","0","0","0","1",,"1:389"
"Bronx","10","10","X549","10X549","High School","456","2","0","0","0","2",,"2:456"
"Bronx","10","10","X565","10X565","High School","410","3","0","0","0","3",,"3:410"
"Bronx","10","10","X696","10X696","High School","400","2","0","0","0","2",,"2:400"
"Bronx","11","11","X016","11X016","Elementary","356","1","0","0","0","1",,"1:356"
"Bronx","11","11","X019","11X019","K-8","511","1","0","0","0","1",,"1:511"
"Bronx","11","11","X021","11X021","Elementary","707","1","0","0","0","1",,"1:707"
"Bronx","11","11","X041","11X041","Elementary","920","1","0","0","0","1",,"1:920"
"Bronx","11","11","X068","11X068","Elementary","681","1","0","0","0","1",,"1:681"
"Bronx","11","11","X076","11X076","Elementary","956","1","0","0","0","1",,"1:956"
"Bronx","11","11","X078","11X078","Elementary","824","0","0","0","0","0",,"0"
"Bronx","11","11","X083","11X083","K-8","1698","3","0","0","0","3",,"3:1698"
"Bronx","11","11","X087","11X087","Elementary","594","1","0","0","0","1",,"1:594"
"Bronx","11","11","X089","11X089","K-8","1548","3","0","0","0","3",,"3:1548"
"Bronx","11","11","X096","11X096","Elementary","952","1","0","0","0","1",,"1:952"
"Bronx","11","11","X097","11X097","Elementary","659","0","0","0","0","0",,"0"
"Bronx","11","11","X103","11X103","Elementary","1129","3","0","0","0","3",,"3:1129"
"Bronx","11","11","X105","11X105","Elementary","1101","1","0","0","0","1",,"1:1101"
"Bronx","11","11","X106","11X106","Elementary","1100","1","0","0","0","1",,"1:1100"
"Bronx","11","11","X108","11X108","Elementary","614","1","0","0","0","1",,"1:614"
"Bronx","11","11","X111","11X111","Elementary","677","1","0","0","0","1",,"1:677"
"Bronx","11","11","X112","11X112","Elementary","432","1","0","0","0","1",,"1:432"
"Bronx","11","11","X121","11X121","Elementary","917","0","0","0","0","0",,"0"
"Bronx","11","11","X127","11X127","Junior High-Intermediate-Middle","806","2","0","0","0","2",,"2:806"
"Bronx","11","11","X144","11X144","Junior High-Intermediate-Middle","492","1","0","0","0","1",,"1:492"
"Bronx","11","11","X153","11X153","Elementary","649","2","0","0","0","2",,"2:649"
"Bronx","11","11","X160","11X160","Elementary","410","1","0","0","0","1",,"1:410"
"Bronx","11","11","X169","11X169","Elementary","409","0","0","0","0","0",,"0"
"Bronx","11","11","X175","11X175","K-8","332","0","0","0","0","0",,"0"
"Bronx","11","11","X178","11X178","Elementary","435","0","0","0","0","0",,"0"
"Bronx","11","11","X180","11X180","Junior High-Intermediate-Middle","968","2","0","0","0","2",,"2:968"
"Bronx","11","11","X181","11X181","Junior High-Intermediate-Middle","883","1","0","0","0","1",,"1:883"
"Bronx","11","11","X189","11X189","Elementary","373","0","0","0","0","0",,"0"
"Bronx","11","11","X194","11X194","K-8","1326","4","0","0","0","4",,"4:1326"
"Bronx","11","11","X249","11X249","High School","315","0","0","0","0","0",,"0"
"Bronx","11","11","X253","11X253","High School","338","2","0","0","0","2",,"2:338"
"Bronx","11","11","X265","11X265","High School","399","2","0","0","0","2",,"2:399"
"Bronx","11","11","X270","11X270","High School","377","2","0","0","0","2",,"2:377"
"Bronx","11","11","X275","11X275","High School","569","2","0","0","0","2",,"2:569"
"Bronx","11","11","X287","11X287","Junior High-Intermediate-Middle","568","2","0","0","0","2",,"2:568"
"Bronx","11","11","X288","11X288","High School","616","3","0","0","0","3",,"3:616"
"Bronx","11","11","X290","11X290","High School","395","1","0","0","0","1",,"1:395"
"Bronx","11","11","X299","11X299","High School","476","2","0","0","0","2",,"2:476"
"Bronx","11","11","X326","11X326","Junior High-Intermediate-Middle","395","1","0","0","0","1",,"1:395"
"Bronx","11","11","X355","11X355","Junior High-Intermediate-Middle","339","1","0","0","0","1",,"1:339"
"Bronx","11","11","X357","11X357","Elementary","347","0","0","0","0","0",,"0"
"Bronx","11","11","X370","11X370","Junior High-Intermediate-Middle","400","3","0","0","0","3",,"3:400"
"Bronx","11","11","X418","11X418","High School","441","2","0","0","0","2",,"2:441"
"Bronx","11","11","X455","11X455","High School","2000","9","0","0","0","9",,"9:2000"
"Bronx","11","11","X462","11X462","Junior High-Intermediate-Middle","267","0","0","0","0","0",,"0"
"Bronx","11","11","X468","11X468","Junior High-Intermediate-Middle","323","0","0","0","0","0",,"0"
"Bronx","11","11","X481","11X481","Elementary","164","1","0","0","0","1",,"1:164"
"Bronx","11","11","X483","11X483","Elementary","125","1","0","0","0","1",,"1:125"
"Bronx","11","11","X498","11X498","K-8","636","1","0","0","0","1",,"1:636"
"Bronx","11","11","X508","11X508","High School","453","1","0","0","0","1",,"1:453"
"Bronx","11","11","X509","11X509","High School","363","2","0","0","0","2",,"2:363"
"Bronx","11","11","X513","11X513","High School","403","2","0","0","0","2",,"2:403"
"Bronx","11","11","X514","11X514","High School","405","2","0","0","0","2",,"2:405"
"Bronx","11","11","X529","11X529","Junior High-Intermediate-Middle","332","0","0","0","0","0",,"0"
"Bronx","11","11","X532","11X532","Junior High-Intermediate-Middle","300","1","0","0","0","1",,"1:300"
"Bronx","11","11","X542","11X542","High School","501","1","0","0","0","1",,"1:501"
"Bronx","11","11","X544","11X544","High School","446","2","0","0","0","2",,"2:446"
"Bronx","11","11","X545","11X545","High School","346","1","0","0","0","1",,"1:346"
"Bronx","11","11","X556","11X556","Junior High-Intermediate-Middle","406","2","0","0","0","2",,"2:406"
"Bronx","11","11","X566","11X566","Junior High-Intermediate-Middle","451","2","0","0","0","2",,"2:451"
"Bronx","11","11","X567","11X567","Elementary","407","1","0","0","0","1",,"1:407"
"Bronx","12","12","X006","12X006","Elementary","529","2","0","0","0","2",,"2:529"
"Bronx","12","12","X044","12X044","Elementary","275","1","0","0","0","1",,"1:275"
"Bronx","12","12","X047","12X047","Elementary","1075","1","0","0","0","1",,"1:1075"
"Bronx","12","12","X057","12X057","Elementary","509","1","0","0","0","1",,"1:509"
"Bronx","12","12","X061","12X061","Elementary","292","1","0","0","0","1",,"1:292"
"Bronx","12","12","X066","12X066","Elementary","669","1","0","0","0","1",,"1:669"
"Bronx","12","12","X067","12X067","Elementary","533","2","0","0","0","2",,"2:533"
"Bronx","12","12","X098","12X098","Junior High-Intermediate-Middle","240","1","0","0","0","1",,"1:240"
"Bronx","12","12","X129","12X129","Junior High-Intermediate-Middle","517","1","0","0","0","1",,"1:517"
"Bronx","12","12","X134","12X134","Elementary","651","1","0","0","0","1",,"1:651"
"Bronx","12","12","X150","12X150","Elementary","857","1","0","0","0","1",,"1:857"
"Bronx","12","12","X190","12X190","Junior High-Intermediate-Middle","241","1","0","0","0","1",,"1:241"
"Bronx","12","12","X195","12X195","Elementary","964","1","0","0","0","1",,"1:964"
"Bronx","12","12","X196","12X196","Elementary","934","2","0","0","0","2",,"2:934"
"Bronx","12","12","X212","12X212","K-8","437","2","0","0","0","2",,"2:437"
"Bronx","12","12","X214","12X214","K-8","1078","1","0","0","0","1",,"1:1078"
"Bronx","12","12","X217","12X217","Junior High-Intermediate-Middle","300","2","0","0","0","2",,"2:300"
"Bronx","12","12","X242","12X242","Secondary School","682","2","0","0","0","2",,"2:682"
"Bronx","12","12","X248","12X248","High School","411","2","0","0","0","2",,"2:411"
"Bronx","12","12","X251","12X251","High School","351","2","0","0","0","2",,"2:351"
"Bronx","12","12","X267","12X267","Secondary School","579","1","0","0","0","1",,"1:579"
"Bronx","12","12","X271","12X271","Secondary School","671","2","0","0","0","2",,"2:671"
"Bronx","12","12","X273","12X273","Junior High-Intermediate-Middle","224","1","0","0","0","1",,"1:224"
"Bronx","12","12","X286","12X286","Junior High-Intermediate-Middle","276","1","0","0","0","1",,"1:276"
"Bronx","12","12","X300","12X300","Elementary","614","1","0","0","0","1",,"1:614"
"Bronx","12","12","X314","12X314","Elementary","317","0","0","0","0","0",,"0"
"Bronx","12","12","X316","12X316","Junior High-Intermediate-Middle","385","1","0","0","0","1",,"1:385"
"Bronx","12","12","X318","12X318","Junior High-Intermediate-Middle","256","1","0","0","0","1",,"1:256"
"Bronx","12","12","X341","12X341","Junior High-Intermediate-Middle","151","1","0","0","0","1",,"1:151"
"Bronx","12","12","X383","12X383","Junior High-Intermediate-Middle","259","0","0","0","0","0",,"0"
"Bronx","12","12","X388","12X388","High School","478","2","0","0","0","2",,"2:478"
"Bronx","12","12","X446","12X446","High School","181","1","0","0","0","1",,"1:181"
"Bronx","12","12","X458","12X458","Elementary","208","0","0","0","0","0",,"0"
"Bronx","12","12","X463","12X463","Elementary","263","0","0","0","0","0",,"0"
"Bronx","12","12","X478","12X478","High School","290","2","0","0","0","2",,"2:290"
"Bronx","12","12","X479","12X479","High School","254","1","0","0","0","1",,"1:254"
"Bronx","12","12","X480","12X480","High School","230","1","0","0","0","1",,"1:230"
"Bronx","12","12","X511","12X511","High School","429","2","0","0","0","2",,"2:429"
"Bronx","12","12","X521","12X521","High School","429","2","0","0","0","2",,"2:429"
"Bronx","12","12","X531","12X531","Elementary","501","1","0","0","0","1",,"1:501"
"Bronx","12","12","X536","12X536","Elementary","431","0","0","0","0","0",,"0"
"Bronx","12","12","X550","12X550","High School","448","2","0","0","0","2",,"2:448"
"Bronx","12","12","X682","12X682","High School","473","1","0","0","0","1",,"1:473"
"Bronx","12","12","X684","12X684","High School","491","2","0","0","0","2",,"2:491"
"Bronx","12","12","X691","12X691","Elementary","298","1","0","0","0","1",,"1:298"
"Brooklyn","13","13","K003","13K003","Elementary","386","1","0","0","0","1",,"1:386"
"Brooklyn","13","13","K008","13K008","K-8","916","1","0","0","0","1",,"1:916"
"Brooklyn","13","13","K009","13K009","Elementary","912","1","0","0","0","1",,"1:912"
"Brooklyn","13","13","K011","13K011","Elementary","894","1","0","0","0","1",,"1:894"
"Brooklyn","13","13","K020","13K020","Elementary","457","0","0","0","0","0",,"0"
"Brooklyn","13","13","K044","13K044","Elementary","139","1","0","0","0","1",,"1:139"
"Brooklyn","13","13","K046","13K046","Elementary","279","0","0","0","0","0",,"0"
