"date","program_area","program_type","service_category","provider","program_site_name","borough","street_address","city","state","zipcode","latitude","longitude","x_coordinate","y_coordinate","communitydistrict","community_name","city_council_district","census_tract_2010","nda","nta","bin","bbl","geocoded_column","ntaname","totalslots","totalparticipants","contract","portfolioid","age_range"
"2022","Discretionary","Over Threshold","Community Services","Wildcat Service Corporation","Wildcat Service Corporation - Various","Manhattan","633 Third Avenue","New York","NY","10017","40.7496256","-73.97467","991281","212365","Manhattan CD 006","Manhattan CD 006","Council District 004 Manhattan","88","Out of NDA","MN19","1037174","1013147502","POINT (-73.97467 40.7496256)","Turtle Bay-East Midtown","NA","NA","931144T","NA","NA"
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Woodycrest Center For Human Development Inc","Metropolitan Lighthouse Charter School","Bronx","180 WEST 165 STREET","Bronx","NY","10452","40.8345907354949","-73.929795717423","1003677","243349","Bronx CD 004","Bronx CD 004","Council District 008 Manhattan","189","NDA004X","BX26","2127146","2025230133","POINT (-73.929795717423 40.8345907354949)","Highbridge","100","118","142370A","142370","Grades 6 - 8"
"2022","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL","Educational Services","Jewish Community Council of Greater Coney Island, Inc.","PS 212","Brooklyn","87 Bay   49 Street","Brooklyn","NY","11214","40.58761576","-73.98594771","988153","153361","Brooklyn CD 013","Brooklyn CD 013","Council District 047 Brooklyn","314","NDA013K","BK26","3187407","3069170001","POINT (-73.98594771 40.58761576)","Gravesend","315","325","766607B","NA","Ages 16+"
"2020","WIOA","Learn and Earn","Afterschool Programs; Educational Services; Jobs and Internships","Jacob A. Riis Neighborhood Settlement","Information Technology High School","Queens","21-16 44 ROAD","Long Island City","NY","11101","40.748700542665","-73.9463797695635","999107","212053","Queens CD 002","Queens CD 002","Council District 026 Queens","19","Out of NDA","QN31","4005184","4004380026","POINT (-73.9463797695635 40.748700542665)","Hunters Point-Sunnyside-West Maspeth","NA","NA","90337","NA","Grades 11 - 12"
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Good Shepherd Services","Brooklyn Scholars Charter School","Brooklyn","2635 LINDEN BOULEVARD","Brooklyn","NY","11208","40.6688378687048","-73.8671895163212","1021093","182980","Brooklyn CD 005","Brooklyn CD 005","Council District 042 Brooklyn","1208","NDA005K","BK82","3327470","3044640025","POINT (-73.8671895163212 40.6688378687048)","East New York","50","66","134205B","NA","Grades 6 - 8"
"2021","CSBG","High School","Afterschool Programs; Community Services; Educational Services; Family Support; Immigrant Services","Research Foundation of CUNY","New Utrecht High School (20K445)","Brooklyn","1601 80 STREET","Brooklyn","NY","11214","40.613261208084","-74.0034036687948","983305","162704","Brooklyn CD 011","Brooklyn CD 011","Council District 043 Brooklyn","182","NDA011K","BK28","3162711","3062710001","POINT (-74.0034036687948 40.613261208084)","Bensonhurst West","NA","NA","821108B","821108","Grades 9 - 12"
"2022","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","Federation of Italian-American Organizations of Brooklyn LTD","I.S. 096 Seth Low - 21K096","Brooklyn","99 Avenue P","Brooklyn","NY","11204","40.6079832","-73.9851608","988509","160620","Brooklyn CD 011","Brooklyn CD 011","Council District 044 Brooklyn","430","NDA011K","BK29","3174076","3065950033","POINT (-73.9851608 40.6079832)","Bensonhurst East","600","809","99318A","99318","Ages 4+"
"2021","Compass","Learning Labs","Community Services; Educational Services; Family Support","Chinese-American Planning Council Inc","P.S. 042 Benjamin Altman Learning Lab","Manhattan","71 HESTER STREET","New York","NY","10002","40.7159046131488","-73.9908951429948","986774","200100","Manhattan CD 003","Manhattan CD 003","Council District 001 Manhattan","16","NDA003M","MN27","1003998","1003090001","POINT (-73.9908951429948 40.7159046131488)","Chinatown","33","61","125300C","LL-101","Grades Pre-K - 8"
"2022","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Aspira of New York, Inc.","PS/MS 031 The William Lloyd Garrison","Bronx","250 East  156 Street","Bronx","NY","10451","40.82315923","-73.92163127","1005940","239186","Bronx CD 004","Bronx CD 004","Council District 017 Bronx","61","NDA004X","BX14","2002458","2024430190","POINT (-73.92163127 40.82315923)","East Concourse-Concourse Village","150","176","124100C","124100","Grades K - 5"
"2022","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","KIPP NYC Public Charter Schools II","KIPP STAR College Prep Charter School","Manhattan","433 West  123 Street","New York","NY","10027","40.81051058","-73.95599686","996431","234571","Manhattan CD 009","Manhattan CD 009","Council District 007 Manhattan","20901","NDA009M","MN09","1059526","1019640012","POINT (-73.95599686 40.81051058)","Morningside Heights","140","174","142054B","142054","Grades 6 - 8"
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","YMCA of Greater New York/Jamaica Branch","I.S. 59 Springfield Gardens","Queens","132-55 RIDGEDALE STREET","SPRINGFIELD GARDENS","NY","11413","40.6807518005371","-73.7538528442383","1052638","187745","Queens CD 012","Queens CD 012","Council District 027 Queens","352","NDA Not-defined","QN08","4274083","4127230076","POINT (-73.7538528442383 40.6807518005371)","St. Albans","100","141","135406B","NA","Grades 6 - 8"
"2021","Cornerstone","Cornerstone","Afterschool Programs; Community Services; Educational Services; Family Support","Southern Queens Park Association,Inc.","South Jamaica Community Center","Queens","109-04 160 STREET","Jamaica","NY","11433","40.6939565670153","-73.7920273567953","1041922","192172","Queens CD 012","Queens CD 012","Council District 028 Queens","260","NDA012Q","QN01","4435245","4121480100","POINT (-73.7920273567953 40.6939565670153)","South Jamaica","158","21","99230A","99230","Ages 4+"
"2022","Discretionary","Under Threshold","Community Services","Crown Heights Youth Collective, Inc.","site location","Brooklyn","1700 Bedford Avenue","Brooklyn","NY","11225","40.66489443","-73.95722575","996144","181559","Brooklyn CD 009","Brooklyn CD 009","Council District 035 Brooklyn","325","NDA009K","BK63","3388702","3013020001","POINT (-73.95722575 40.66489443)","Crown Heights South","NA","NA","930387T","NA","NA"
"2020","Discretionary","Over Threshold","Community Services","The Child Center of NY Inc","Middle School 74 - Nathaniel Hawthorne School","Queens","61-15 OCEANIA STREET","Oakland Gardens","NY","11364","40.7450569","-73.7667697","1048691","210853","Queens CD 011","Queens CD 011","Council District 023 Queens","1367","NDA014Q","QN42","4163953","4077230001","POINT (-73.7667697 40.7450569)","Oakland Gardens","NA","NA","42231R","NA","NA"
"2022","SYEP","Older Youth (OY)","Educational Services; Jobs and Internships","Brooklyn Neighborhood Improvement Association","Brooklyn Neighborhood Improvement Association, Inc.","Brooklyn","465 Sterling Place","Brooklyn","NY","11238","40.67474","-73.962628","994652","184999","Brooklyn CD 008","Brooklyn CD 008","Council District 035 Brooklyn","215","Out of NDA","BK64","3029252","3011670078","POINT (-73.962628 40.67474)","Prospect Heights","NA","NA","91074","NA","Ages 16 - 24"
"2022","Literacy and Immigrant Services","Adolescent Literacy","Afterschool Programs; Educational Services","The Children's Aid Society","The Children's Aid Society","Manhattan","4600 Broadway","New York","NY","10040","40.8608344","-73.9300119","1003438","252917","Manhattan CD 012","Manhattan CD 012","Council District 010 Manhattan","285","NDA012M","MN35","1076756","1021720016","POINT (-73.9300119 40.8608344)","Washington Heights North","29","33","766624B","NA","Grades 6 - 8"
"2022","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","South Bronx Overall Economic Development Corporation","P.S. 3 Raul Julia Micro Society","Bronx","2100 LAFONTAINE AVENUE","BRONX","NY","10457","40.8498965","-73.89228913","1014049","248936","Bronx CD 006","Bronx CD 006","Council District 015 Bronx","37504","NDA006X","BX17","2099356","2030620043","POINT (-73.89228913 40.8498965)","East Tremont","60","65","134114C","134114-1","Grades 6 - 8"
"2021","Literacy and Immigrant Services","Adolescent Literacy","Afterschool Programs; Educational Services","The Lower Eastside Girls Club of New York Inc","Lower Eastside Girls Club","Manhattan","402 EAST 8 STREET","New York","NY","10009","40.7238019547531","-73.9763187939295","990814","202978","Manhattan CD 003","Manhattan CD 003","Council District 002 Manhattan","2602","NDA003M","MN28","1089381","1003777503","POINT (-73.9763187939295 40.7238019547531)","Lower East Side","17","10","766625A","NA","Grades 6 - 8"
"2022","SYEP","WLG (OY)","Jobs and Internships","United Activities Unlimited, Inc.","United Activities Unlimited Mid-Island","Staten Island","278 New Dorp Lane","Staten Island","NY","10306","40.5721293","-74.113109","952873","147750","Richmond CD 002","Richmond CD 002","Council District 050 Richmond","134","Out of NDA","SI45","5057559","5042190049","POINT (-74.113109 40.5721293)","New Dorp-Midland Beach","NA","NA","91151","NA","Ages 16 - 21"
"2020","CSBG","Seniors","Community Services; Family Support; Housing Support; Immigrant Services","Conscientious Musical Revues","Mt. Carmel","Bronx","2405 SOUTHERN BOULEVARD","Bronx","NY","10458","40.8537977","-73.88197","1017016","250352","Bronx CD 006","Bronx CD 006","Council District 015 Bronx","393","NDA006X","BX06","2013061","2031150005","POINT (-73.88197 40.8537977)","Belmont","NA","NA","810606A","NA","Ages 60+"
"2022","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","YMCA of Greater New York/Corporate","Broadway YMCA","Staten Island","651 Broadway","Staten Island","NY","10310","40.62493573","-74.11424642","952536","166978","Richmond CD 001","Richmond CD 001","Council District 049 Richmond","121","Out of NDA","SI35","5008326","5003030047","POINT (-74.11424642 40.62493573)","New Brighton-Silver Lake","320","366","99345A","SNL018","Ages 4+"
"2022","SYEP","SYEP School-Based","Educational Services; Jobs and Internships","ST. NICKS ALLIANCE CORP.","The Williamsburg High School of Art and Technology (14K454)","Brooklyn","223 GRAHAM AVENUE","BROOKLYN","NY","11206","40.70994053","-73.94364078","999875","197932","Brooklyn CD 001","Brooklyn CD 001","Council District 034 Brooklyn","505","NDA001K","BK90","3070825","3030250001","POINT (-73.94364078 40.70994053)","East Williamsburg","NA","NA","91178","NA","Ages 14 - 24"
"2020","Discretionary","Over Threshold","Community Services","Woodycrest Center For Human Development Inc","PS 126","Bronx","175 WEST 166 STREET","Bronx","NY","10452","40.8357837797552","-73.9283236363615","1004084","243784","Bronx CD 004","Bronx CD 004","Council District 016 Bronx","199","NDA004X","BX26","2003495","2025260083","POINT (-73.9283236363615 40.8357837797552)","Highbridge","NA","NA","12272R","NA","NA"
"2021","Discretionary","Over Threshold","Community Services","The Ansob Center For Refugees, Inc","The Ansob Refugee","Queens","28-19 STEINWAY STREET","Astoria","NY","11103","40.7652206826107","-73.9138982659223","1008101","218079","Queens CD 001","Queens CD 001","Council District 022 Queens","147","Out of NDA","QN70","4010783","4006630013","POINT (-73.9138982659223 40.7652206826107)","Astoria","NA","NA","49010S","NA","NA"
"2020","Discretionary","Over Threshold","Community Services","The New York Immigration Coalition Inc","PS 019 Marino Jeantet","Queens","40-10 99TH STREET","Corona","NY","11368","40.7491038","-73.866372","1021227","212027","Queens CD 004","Queens CD 004","Council District 021 Queens","409","Out of NDA","QN26","4607476","4016070001","POINT (-73.866372 40.7491038)","North Corona","NA","NA","38334R","NA","NA"
"2021","CSBG","Fathers aged 18 and over","Community Services; Family Support; Housing Support; Immigrant Services; Jobs and Internships","Brooklyn Bureau of Community Service","Brooklyn Bureau of Community Services","Brooklyn","1835 STERLING PLACE","Brooklyn","NY","11233","40.670768084455","-73.9178053155568","1007051","183666","Brooklyn CD 016","Brooklyn CD 016","Council District 041 Brooklyn","363","NDA016K","BK79","3324687","3014677501","POINT (-73.9178053155568 40.670768084455)","Ocean Hill","NA","NA","91350A","NA","Ages 18+"
"2021","CSBG","Opportunity Youth Support","Community Services; Educational Services; Family Support; Immigrant Services; Jobs and Internships","Southeast Bronx Neighborhood Centers Inc","Southeast Bronx Neighborhood Center, Inc. (SEBNC)","Bronx","955 TINTON AVENUE","Bronx","NY","10456","40.8231675624847","-73.9030162990093","1011099","239168","Bronx CD 003","Bronx CD 003","Council District 016 Bronx","133","NDA003X","BX35","2091964","2026390001","POINT (-73.9030162990093 40.8231675624847)","Morrisania-Melrose","NA","NA","810311B","NA","Ages 16 - 24"
"2021","SYEP","SYEP School-Based","Educational Services; Jobs and Internships","Sunnyside Community Services Inc","Queens Vocational and Technical High School (24Q600)","Queens","37-02 47 AVENUE","Long Island City","NY","11101","40.7422048112668","-73.9282186127598","1004141","209690","Queens CD 002","Queens CD 002","Council District 026 Queens","189","NDA Not-defined","QN31","4003259","4002280020","POINT (-73.9282186127598 40.7422048112668)","Hunters Point-Sunnyside-West Maspeth","NA","NA","91179","NA","Ages 14 - 24"
"2020","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","NIA Community Services Network Inc","P.S. 247","Queens","63-60 80 STREET","Middle Village","NY","11379","40.7198665246292","-73.8750929416662","1018874","201568","Queens CD 005","Queens CD 005","Council District 030 Queens","663","NDA012K","QN21","4069253","4029900045","POINT (-73.8750929416662 40.7198665246292)","Middle Village","300","770","99325","NA","Ages 4+"
"2022","Discretionary","Over Threshold","Community Services","Crown Heights Youth Collective, Inc.","Ebbets Field Housing Community Center","Brooklyn","1700 Bedford Avenue","Brooklyn","NY","11225","40.66489443","-73.95722575","996144","181559","Brooklyn CD 009","Brooklyn CD 009","Council District 035 Brooklyn","325","NDA009K","BK63","3388702","3013020001","POINT (-73.95722575 40.66489443)","Crown Heights South","NA","NA","931679T","NA","NA"
"2022","CSBG-HRA","Services for Immigrants","NA","Legal Services NYC","Bronx Family Justice Center","Bronx","198 East 161st Street","Bronx","NY","10451","40.82635366","-73.92102409","1006107","240350","Bronx CD 004","Bronx CD 004","Council District 016 Bronx","61","NDA004X","BX14","2099027","2024430094","POINT (-73.92102409 40.82635366)","East Concourse-Concourse Village","189","152","77211A","NA","NA"
"2020","Discretionary","Over Threshold","Community Services","Catholic Charities Community Services, Archdiocese of NY","El Centro","Staten Island","350 PORT RICHMOND AVENUE","Staten Island","NY","10302","40.6333122253418","-74.1369247436524","946315","170007","Richmond CD 001","Richmond CD 001","Council District 049 Richmond","213","Out of NDA","SI28","5025698","5010910032","POINT (-74.1369247436524 40.6333122253418)","Port Richmond","NA","NA","68341R","NA","NA"
"2020","Discretionary","Over Threshold","Community Services","Grand Street Settlement, Inc.","Williamsburg Cornerstone Community Center","Brooklyn","195 GRAHAM AVENUE","Brooklyn","NY","11206","40.7091026306152","-73.9443511962891","999924","197544","Brooklyn CD 001","Brooklyn CD 001","Council District 034 Brooklyn","505","NDA004K","BK90","3070826","3030250070","POINT (-73.9443511962891 40.7091026306152)","East Williamsburg","NA","NA","62296R","NA","NA"
"2022","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Inwood Community Services, Inc.","Washington Heights Academy","Manhattan","202 Sherman Avenue","New York","NY","10034","40.8655288","-73.9216073","1006062","254570","Manhattan CD 012","Manhattan CD 012","Council District 010 Manhattan","293","NDA012M","MN01","1081910","1022260041","POINT (-73.9216073 40.8655288)","Marble Hill-Inwood","90","87","142353B","142353","Grades 6 - 8"
"2022","SYEP","WLG (OY)","Jobs and Internships","Global Kids, Inc.","Bronx Studio School for Writers and Artists - BSSWA (08X269)","Bronx","928 Simpson Street","Bronx","NY","10459","40.82059264","-73.89307268","1013830","238254","Bronx CD 002","Bronx CD 002","Council District 017 Bronx","89","NDA002X","BX27","2116211","2027230033","POINT (-73.89307268 40.82059264)","Hunts Point","NA","NA","91051","NA","Ages 16 - 21"
"2020","Discretionary","Over Threshold","Community Services","Entertainers For Education Alliance, Inc.","Entertainers for Education Alliance Inc","Brooklyn","1958 FULTON STREET","Brooklyn","NY","11233","40.6783294677734","-73.9199523925781","1006333","186589","Brooklyn CD 003","Brooklyn CD 003","Council District 041 Brooklyn","301","NDA016K","BK79","3042090","3015480019","POINT (-73.9199523925781 40.6783294677734)","Ocean Hill","NA","NA","23514R","NA","NA"
"2021","Cornerstone","Learning Labs","Community Services; Educational Services; Family Support","Childrens Arts & Science Workshops, Inc.","Bronx River Community Center","Bronx","1619 EAST 174 STREET","Bronx","NY","10472","40.8339499982415","-73.8761471792394","1018523","243132","Bronx CD 009","Bronx CD 009","Council District 018 Bronx","62","NDA009X","BX08","2092909","2038860002","POINT (-73.8761471792394 40.8339499982415)","West Farms-Bronx River","60","75","99206A","99206-1-LL","Grades Pre-K - 8"
"2022","Discretionary","Over Threshold","Community Services","Sadie Nash Leadership Project Inc","Leadership Scholars","Manhattan","4 West 43 Street","New York","NY","10036","40.7543471","-73.9812147","989533","214115","Manhattan CD 005","Manhattan CD 005","Council District 004 Manhattan","96","Out of NDA","MN17","1034201","1012580042","POINT (-73.9812147 40.7543471)","Midtown-Midtown South","NA","NA","930014T","NA","NA"
"2020","Cornerstone","Cornerstone","Afterschool Programs; Community Services; Educational Services; Family Support","YMCA of Greater New York - Virtual Y","Two Bridges Community Center","Manhattan","286 SOUTH ST.","New York","NY","10002","40.7104777962032","-73.9865710685484","987973","198123","Manhattan CD 003","Manhattan CD 003","Council District 001 Manhattan","201","NDA003M","MN28","1003142","1002450001","POINT (-73.9865710685484 40.7104777962032)","Lower East Side","164","163","99238A","99238","Ages 4+"
"2020","Literacy and Immigrant Services","Adult Literacy - NDA (ABE/HSE/Spanish HSE)","Educational Services","RiseBoro Community Partnership Inc","Bushwick Educational Campus","Brooklyn","400 IRVING AVENUE","Brooklyn","NY","11237","40.6971843395243","-73.911169610458","1008987","193214","Brooklyn CD 004","Brooklyn CD 004","Council District 037 Brooklyn","435","NDA004K","BK77","3076908","3033650098","POINT (-73.911169610458 40.6971843395243)","Bushwick North","125","91","840503A","NA","Ages 16+"
"2022","RHY","Transitional Independent Living (TIL)","NA","Ali Forney Center","NA","Brooklyn","NA","Brooklyn","NY","11232",,,,,"Brooklyn CD 007","Brooklyn CD 007","Council District 038 Brooklyn",,"NDA007K","BK32","NA","NA",,"Sunset Park West","NA","NA","9324C","NA","Ages 16 - 20"
"2020","Discretionary","Over Threshold","Community Services","Mouse, Inc.","J.H.S. 157 Stephen A. Halsey","Queens","37-15 13 STREET","QUEENS","NY","11101","40.7588306766145","-73.9393797457228","1001044","215745","Queens CD 001","Queens CD 001","Council District 026 Queens","43","NDA005X","QN68","4004419","4003630001","POINT (-73.9393797457228 40.7588306766145)","Queensbridge-Ravenswood-Long Island City","NA","NA","62091R","NA","NA"
"2020","Compass","COMPASS High School","Afterschool Programs; Community Services; Educational Services","Partnership With Children, Inc.","Brooklyn Emerging Leaders Academy Charter School (BELA)","Brooklyn","125 STUYVESANT AVENUE","Brooklyn","NY","11221","40.6912735652554","-73.9336968392048","1002637","191133","Brooklyn CD 003","Brooklyn CD 003","Council District 036 Brooklyn","291","NDA003K","BK35","3043822","3016160001","POINT (-73.9336968392048 40.6912735652554)","Stuyvesant Heights","50","60","151012A","151012-1","Grades 9 - 10"
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Samuel Field YM & YWHA, Inc.","Central Queens YM&YHA","Queens","77-17 QUEENS BOULEVARD","Elmhurst","NY","11373","40.7389333","-73.8865151","1015813","208327","Queens CD 004","Queens CD 004","Council District 025 Queens","485","NDA002Q","QN50","4038413","4015360107","POINT (-73.8865151 40.7389333)","Elmhurst-Maspeth","45","50","143106A","143106","Grades 6 - 8"
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","New York City Mission Society","P.S. 85 Great Expectations","Bronx","2400 MARION AVENUE","BRONX","NY","10458","40.8588304178816","-73.895166713448","1013310","252288","Bronx CD 005","Bronx CD 005","Council District 015 Bronx","38302","NDA005X","BX40","2011054","2030240021","POINT (-73.895166713448 40.8588304178816)","Fordham South","293","294","124113B","NA","Grades K - 5"
"2022","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Henry Street Settlement","P.S. 20 Anna Silver","Manhattan","166 ESSEX STREET","New York","NY","10002","40.72153919","-73.98664821","987951","202153","Manhattan CD 003","Manhattan CD 003","Council District 001 Manhattan","3001","NDA003M","MN27","1004325","1003550001","POINT (-73.98664821 40.72153919)","Chinatown","95","111","126039B","126039-1","Grades K - 5"
"2020","Discretionary","Over Threshold","Community Services","VIETNAM VETERANS OF AMERICA CHAPTER 32 QUEENS NEW YORK INC","Vietnam Veterans of America, Inc. Chapter 32","Queens","19-12 149TH STREET","whitestone","NY","11357","40.7820264995098","-73.8169361650944","1034873","224192","Queens CD 007","Queens CD 007","Council District 019 Queens","1039","NDA Not-defined","QN49","4105386","4046530024","POINT (-73.8169361650944 40.7820264995098)","Whitestone","NA","NA","48134R","NA","NA"
"2020","Discretionary","Under Threshold","Community Services","Two Bridges Neighborhood Council, Inc.","Basketball Program  PS 126","Manhattan","80 CATHERINE STREET","New York","NY","10038","40.7108272612095","-73.9967025071383","985184","198214","Manhattan CD 003","Manhattan CD 003","Council District 001 Manhattan","25","Manhattan Neighborhood Development Area 003","MN27","1083357","1001110160","POINT (-73.9967025071383 40.7108272612095)","Chinatown","NA","NA","32605R","NA","NA"
"2020","Discretionary","Over Threshold","Community Services","New York City H2O, Inc.","New York City H2O INc.","Manhattan","410 E. 6TH STREET","New York","NY","10009","40.725827","-73.985904","988254","203541","Manhattan CD 003","Manhattan CD 003","Council District 001 Manhattan","32","NDA Not-defined","MN22","1077557","1004320001","POINT (-73.985904 40.725827)","East Village","NA","NA","68215R","NA","NA"
"2021","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","Research Foundation of CUNY","PS/IS 323","Brooklyn","210 CHESTER STREET","Brooklyn","NY","11212","40.6665442224825","-73.9109040210394","1008967","182129","Brooklyn CD 016","Brooklyn CD 016","Council District 041 Brooklyn","924","NDA014K","BK81","3081442","3035420001","POINT (-73.9109040210394 40.6665442224825)","Brownsville","300","23","99330A","99330-5","Ages 4+"
"2020","CSBG","NDA Healthy Families","Community Services; Family Support; Housing Support; Immigrant Services","Bedford Stuyvesant Restoration Corp","Bedford Stuyvesant Restoration Corporation","Brooklyn","1368 FULTON STREET","Brooklyn","NY","11216","40.6801374256611","-73.9458350837231","999306","187087","Brooklyn CD 003","Brooklyn CD 003","Council District 036 Brooklyn","247","NDA008K","BK61","3053786","3018620014","POINT (-73.9458350837231 40.6801374256611)","Crown Heights North","NA","NA","820308A","NA","Ages 14+"
"2021","Discretionary","Over Threshold","Community Services","New Alternatives for Children, Inc","NAC Food Bank","Manhattan","37 WEST 26TH STREET","New York","NY","10010","40.7446212768555","-73.9904174804688","986906","210562","Manhattan CD 005","Manhattan CD 005","Council District 003 Manhattan","58","NDA Not-defined","MN13","1015634","1008280009","POINT (-73.9904174804688 40.7446212768555)","Hudson Yards-Chelsea-Flatiron-Union Square","NA","NA","68425S","NA","NA"
"2020","Discretionary","Over Threshold","Community Services","Sadie Nash Leadership Project Inc","Sadie Nash Leadership Project Inc","Manhattan","4 W 43RD STREET","New York","NY","10036","40.7543416","-73.981212","989434","214082","Manhattan CD 005","Manhattan CD 005","Council District 004 Manhattan","96","NDA Not-defined","MN17","1034201","1012580042","POINT (-73.981212 40.7543416)","Midtown-Midtown South","NA","NA","68424R","NA","NA"
"2022","SYEP","WLG (OY)","Jobs and Internships","United Activities Unlimited, Inc.","ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL (","Bronx","333 East 151 Street","Bronx","NY","10451","40.8184997","-73.9195405","1006505","237366","Bronx CD 001","Bronx CD 001","Council District 017 Bronx","67","NDA001X","BX34","2001874","2024110022","POINT (-73.9195405 40.8184997)","Melrose South-Mott Haven North","NA","NA","91064","NA","Ages 16 - 21"
"2021","Compass","COMPASS Explore","Afterschool Programs; Community Services; Educational Services","Good Shepherd Services","Creston Academy","Bronx","125 EAST 181 STREET","Bronx","NY","10453","40.8548715587356","-73.9034581939115","1010957","250745","Bronx CD 005","Bronx CD 005","Council District 014 Bronx","23704","NDA005X","BX40","2013849","2031700001","POINT (-73.9034581939115 40.8548715587356)","Fordham South","75","39","210004A","210004","Grades K - 12"
"2020","SYEP","Younger Youth (YY)","Educational Services; Jobs and Internships","ST. NICKS ALLIANCE CORP.","Grand Street Campus","Brooklyn","850 GRAND STREET","Brooklyn","NY","11211","40.711051940918","-73.9389953613281","1000961","198750","Brooklyn CD 001","Brooklyn CD 001","Council District 034 Brooklyn","485","NDA004K","BK78","3325733","3030160001","POINT (-73.9389953613281 40.711051940918)","Bushwick South","NA","NA","91140","NA","Ages 14 - 15"
"2021","Literacy and Immigrant Services","ESL Civics","Educational Services; Family Support; Immigrant Services","Jacob A. Riis Neighborhood Settlement","Adult Literacy ESOL and Immigrant Services","Queens","36-36 10 STREET","Astoria","NY","11106","40.7607034","-73.941814","1000555","216481","Queens CD 001","Queens CD 001","Council District 026 Queens","39","NDA001Q","QN68","4004331","4003540001","POINT (-73.941814 40.7607034)","Queensbridge-Ravenswood-Long Island City","82","114","77186B","NA","Ages 18+"
"2021","Cornerstone","Learning Labs","Community Services; Educational Services; Family Support","El Puente De Williamsburg, Inc.","Independence Towers  Community Center","Brooklyn","114 TAYLOR STREET","Brooklyn","NY","11249","40.705507579104","-73.9637016672032","994314","196314","Brooklyn CD 001","Brooklyn CD 001","Council District 033 Brooklyn","545","NDA001K","BK72","3059905","3021760001","POINT (-73.9637016672032 40.705507579104)","Williamsburg","30","26","99210A","99210-1-LL","Grades Pre-K - 8"
"2022","Cornerstone","Cornerstone","Afterschool Programs; Community Services; Educational Services; Family Support","Police Athletic League, Inc.","Edward Byrne Center","Queens","116-25 Guy R Brewer Boulevard","Jamaica","NY","11434","40.685904","-73.7833592","1044115","189354","Queens CD 012","Queens CD 012","Council District 028 Queens","278","Out of NDA","QN76","4464077","4123350049","POINT (-73.7833592 40.685904)","Baisley Park","417","387","99226A","SNL011","Ages 4+"
"2022","SYEP","Younger Youth (YY)","Educational Services; Jobs and Internships","Aspira of New York, Inc.","PS/IS 224 (07X224)","Bronx","345 BROOK AVENUE","BRONX","NY","10454","40.81003953","-73.91779227","1007007","234407","Bronx CD 001","Bronx CD 001","Council District 008 Manhattan","41","NDA001X","BX39","2000391","2022860036","POINT (-73.91779227 40.81003953)","Mott Haven-Port Morris","NA","NA","91066","NA","Ages 14 - 15"
"2021","Discretionary","Over Threshold","Community Services","New York City Alliance Against Sexual Assault","New York City Alliance Against Sexual Assault","Manhattan","32 BROADWAY","New York","NY","10004","40.7060450416138","-74.0130962147995","980619","196508","Manhattan CD 001","Manhattan CD 001","Council District 001 Manhattan","9","NDA Not-defined","MN25","1078979","1000220017","POINT (-74.0130962147995 40.7060450416138)","Battery Park City-Lower Manhattan","NA","NA","62307S","NA","NA"
"2021","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL","Educational Services","Jacob A. Riis Neighborhood Settlement","I.S. 126 Albert Shanker School for Visual and Performing Arts","Queens","31-51 21 STREET","Astoria","NY","11106","40.766038","-73.929966","1003444","218455","Queens CD 001","Queens CD 001","Council District 022 Queens","77","NDA001Q","QN70","4006382","4005530001","POINT (-73.929966 40.766038)","Astoria","171","258","766694A","NA","Ages 16+"
"2020","Discretionary","Over Threshold","Community Services","Good Shepherd Services","Lincoln High School","Brooklyn","2800 OCEAN PARKWAY","BROOKLYN","NY","11235","40.5816804508654","-73.9673078290331","993331","151200","Brooklyn CD 013","Brooklyn CD 013","Council District 047 Brooklyn","354","NDA008K","BK23","3196293","3072540001","POINT (-73.9673078290331 40.5816804508654)","West Brighton","NA","NA","22273R","NA","NA"
"2020","Literacy and Immigrant Services","Adult Literacy - NDA (ABE/HSE/Spanish HSE)","Educational Services","Opportunities for a Better Tomorrow Inc","OBT","Brooklyn","25 THORNTON STREET","Brooklyn","NY","11206","40.7010173308459","-73.9436988145984","999861","194681","Brooklyn CD 001","Brooklyn CD 001","Council District 033 Brooklyn","507","Brooklyn Neighborhood Development Area 003","BK75","3061498","3022750021","POINT (-73.9436988145984 40.7010173308459)","Bedford","80","67","820409A","NA","Ages 16+"
