"borough","neighborhood","building_class_category","tax_class_as_of_final_roll","block","lot","ease_ment","building_class_as_of_final","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of","sale_price","sale_date","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","census_tract_2020","nta_code"
"1","CIVIC CENTER","10 COOPS - ELEVATOR APARTMENTS","2","161","1",,"D4","180 PARK ROW, 12B",,"10007",,,,,,"1965","2","D4","1450000.00","2019-05-21T00:00:00.000","40.713193","-73.999917","103","1","29","1077438","1001610001","Chinatown",,
"1","CIVIC CENTER","10 COOPS - ELEVATOR APARTMENTS","2","161","1",,"D4","180 PARK ROW, 8B",,"10007",,,,,,"1965","2","D4","0.00","2019-06-17T00:00:00.000","40.713193","-73.999917","103","1","29","1077438","1001610001","Chinatown",,
"1","CIVIC CENTER","10 COOPS - ELEVATOR APARTMENTS","2","161","1",,"D4","170 PARK ROW, 12B",,"10007",,,,,,"1965","2","D4","0.00","2019-02-02T00:00:00.000","40.713144","-74.000198","103","1","29","1077439","1001610001","Chinatown",,
"1","CIVIC CENTER","10 COOPS - ELEVATOR APARTMENTS","2","161","1",,"D4","180 PARK ROW, 8B",,"10007",,,,,,"1965","2","D4","0.00","2019-06-17T00:00:00.000","40.713193","-73.999917","103","1","29","1077438","1001610001","Chinatown",,
"1","CIVIC CENTER","10 COOPS - ELEVATOR APARTMENTS","2","161","1",,"D4","180 PARK ROW, 18A",,"10007",,,,,,"1965","2","D4","800000.00","2019-09-16T00:00:00.000","40.713193","-73.999917","103","1","29","1077438","1001610001","Chinatown",,
"1","CIVIC CENTER","10 COOPS - ELEVATOR APARTMENTS","2","161","1",,"D4","170 PARK ROW, 21A",,"10007",,,,,,"1965","2","D4","750000.00","2019-11-19T00:00:00.000","40.713144","-74.000198","103","1","29","1077439","1001610001","Chinatown",,
"1","CIVIC CENTER","10 COOPS - ELEVATOR APARTMENTS","2","161","1",,"D4","180 PARK ROW, 10C",,"10007",,,,,,"1965","2","D4","830000.00","2019-02-26T00:00:00.000","40.713193","-73.999917","103","1","29","1077438","1001610001","Chinatown",,
"1","CIVIC CENTER","10 COOPS - ELEVATOR APARTMENTS","2","161","1",,"D4","180 PARK ROW, 10B",,"10007",,,,,,"1965","2","D4","875000.00","2019-12-23T00:00:00.000","40.713193","-73.999917","103","1","29","1077438","1001610001","Chinatown",,
"1","CIVIC CENTER","10 COOPS - ELEVATOR APARTMENTS","2","161","1",,"D4","180 PARK ROW, 8B",,"10007",,,,,,"1965","2","D4","0.00","2019-06-17T00:00:00.000","40.713193","-73.999917","103","1","29","1077438","1001610001","Chinatown",,
"1","CIVIC CENTER","10 COOPS - ELEVATOR APARTMENTS","2C","176","10",,"D0","39 WORTH STREET, 5E",,"10013",,,,,,"1915","2","D0","2787500.00","2019-10-11T00:00:00.000","40.717494","-74.007143","101","1","33","1001961","1001760010","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","10 COOPS - ELEVATOR APARTMENTS","2C","178","7",,"D4","108 FRANKLIN STREET, 4",,"10013",,,,,,"1900","2","D4","6950000.00","2019-06-28T00:00:00.000","40.718546","-74.005891","101","1","33","1001982","1001780007","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","10 COOPS - ELEVATOR APARTMENTS","2","178","25",,"D4","17 WHITE STREET, 5AD",,"10013",,,,,,"1890","2","D4","4625000.00","2019-06-27T00:00:00.000","40.719166","-74.005548","101","1","33","1001990","1001780025","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","12 CONDOS - WALKUP APARTMENTS","2","153","1105",,"R4","49-51 CHAMBERS STREET, 7A","7A","10007","1","0","1","0","0","1910","2","R2","3200000.00","2019-05-02T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","12 CONDOS - WALKUP APARTMENTS","2","153","1106",,"R4","49-51 CHAMBERS STREET, 8A","8A","10007","1","0","1","0","0","1910","2","R2","3340000.00","2019-04-16T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","12 CONDOS - WALKUP APARTMENTS","2","153","1129",,"R4","49-51 CHAMBERS STREET, 7C","7C","10007","1","0","1","0","0","1910","2","R2","2050000.00","2019-04-30T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","12 CONDOS - WALKUP APARTMENTS","2","153","1132",,"R4","49-51 CHAMBERS STREET, 10C","10C","10007","1","0","1","0","0","1910","2","R2","2210000.00","2019-04-25T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","12 CONDOS - WALKUP APARTMENTS","2","153","1133",,"R4","49-51 CHAMBERS STREET, 11C","11C","10007","1","0","1","0","0","1910","2","R2","2325000.00","2019-04-16T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","12 CONDOS - WALKUP APARTMENTS","2","153","1141",,"R4","49-51 CHAMBERS STREET, 7D","7D","10007","1","0","1","0","0","1910","2","R2","3650000.00","2019-04-08T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","12 CONDOS - WALKUP APARTMENTS","2","153","1144",,"R4","49-51 CHAMBERS STREET, 10D","10D","10007","1","0","1","0","0","1910","2","R2","3900000.00","2019-05-13T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","12 CONDOS - WALKUP APARTMENTS","2","153","1145",,"R4","49-51 CHAMBERS STREET, 11D","11D","10007","1","0","1","0","0","1910","2","R2","3925000.00","2019-04-30T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","12 CONDOS - WALKUP APARTMENTS","2","153","1147",,"R4","49-51 CHAMBERS STREET, 14D","14D","10007","1","0","1","0","0","1910","2","R2","4150000.00","2019-04-22T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","12 CONDOS - WALKUP APARTMENTS","2","153","1159",,"R2","49-51 CHAMBERS STREET, 14E","14E","10007","1","0","1","0","0","1910","2","R2","7300000.00","2019-06-20T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","12 CONDOS - WALKUP APARTMENTS","2","153","1160",,"R4","49 CHAMBERS STREET, 15E","15E","10007","1","0","1","0","0","1910","2","R2","7100000.00","2019-10-07T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","12 CONDOS - WALKUP APARTMENTS","2","153","1165",,"R4","49-51 CHAMBERS STREET, 7F","7F","10007","1","0","1","0","0","1910","2","R2","1650000.00","2019-05-08T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","12 CONDOS - WALKUP APARTMENTS","2","153","1169",,"R4","49-51 CHAMBERS STREET, 11F","11F","10007","1","0","1","0","0","1910","2","R2","1750000.00","2019-04-30T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","12 CONDOS - WALKUP APARTMENTS","2","174","1587",,"R4","91 LEONARD STREET, 13G","13G","10013","1","0","1","0","0","2018","2","R2","2457000.00","2019-08-09T00:00:00.000","40.717132","-74.004574","101","1","33","1090477","1001740036","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1005",,"R4","2 PARK PLACE, 32A","32A","10007","1","0","1","0","0","1913","2","R4","8000000.00","2019-02-21T00:00:00.000","40.712633","-74.00791","101","1","21","1087167","1001237501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1009",,"R4","2 PARK PLACE, 34A","34A","10007","1","0","1","0","0","1913","2","R4","6750000.00","2019-12-30T00:00:00.000","40.712633","-74.00791","101","1","21","1087167","1001237501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1015",,"R4","2 PARK PLACE, 37A","37A","10007","1","0","1","0","0","1913","2","R4","16200000.00","2019-06-27T00:00:00.000","40.712633","-74.00791","101","1","21","1087167","1001237501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1021",,"R4","2 PARK PLACE, 40A","40A","10007","1","0","1","0","0","1913","2","R4","18000000.00","2019-06-18T00:00:00.000","40.712633","-74.00791","101","1","21","1087167","1001237501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1022",,"R4","2 PARK PLACE, 41A","41A","10007","1","0","1","0","0","1913","2","R4","9300000.00","2019-05-31T00:00:00.000","40.712633","-74.00791","101","1","21","1087167","1001237501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1028",,"R4","2 PARK PLACE, 45B","45B","10007","1","0","1","0","0","1913","2","R4","2500000.00","2019-06-28T00:00:00.000","40.712633","-74.00791","101","1","21","1087167","1001237501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1105",,"R4","30 PARK PLACE, 39B","39B","10007","1","0","1","0","0","2008","2","R4","2100000.00","2019-11-21T00:00:00.000","40.712987","-74.008686","101","1","21","1089428","1001237502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1108",,"R4","30 PARK PLACE, 39E","39E","10007","1","0","1","0","0","2008","2","R4","0.00","2019-07-15T00:00:00.000","40.712987","-74.008686","101","1","21","1089428","1001237502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1128",,"R4","30 PARK PLACE, 42E","42E","10007","1","0","1","0","0","2008","2","R4","0.00","2019-03-22T00:00:00.000","40.712987","-74.008686","101","1","21","1089428","1001237502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1142",,"R4","30 PARK PLACE, 46A","46A","10007","1","0","1","0","0","2008","2","R4","5945000.00","2019-05-30T00:00:00.000","40.712987","-74.008686","101","1","21","1089428","1001237502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1144",,"R4","30 PARK PLACE, 46C","46C","10007","1","0","1","0","0","2008","2","R4","2600000.00","2019-06-06T00:00:00.000","40.712987","-74.008686","101","1","21","1089428","1001237502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1151",,"R4","30 PARK PLACE, 48A","48A","10007","1","0","1","0","0","2008","2","R4","6150000.00","2019-06-26T00:00:00.000","40.712987","-74.008686","101","1","21","1089428","1001237502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1164",,"R4","30 PARK PLACE, 50E","50E","10007","1","0","1","0","0","2008","2","R4","4750000.00","2019-03-22T00:00:00.000","40.712987","-74.008686","101","1","21","1089428","1001237502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1168",,"R4","30 PARK PLACE, 51E","51E","10007","1","0","1","0","0","2008","2","R4","5050000.00","2019-10-08T00:00:00.000","40.712987","-74.008686","101","1","21","1089428","1001237502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1171",,"R4","30 PARK PLACE, 52C","52C","10007","1","0","1","0","0","2008","2","R4","0.00","2019-07-15T00:00:00.000","40.712987","-74.008686","101","1","21","1089428","1001237502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1232",,"R4","30 PARK PLACE, 69A","69A","10007","1","0","1","0","0","2008","2","R4","11100000.00","2019-02-05T00:00:00.000","40.712987","-74.008686","101","1","21","1089428","1001237502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1238",,"R4","30 PARK PLACE, 71A","71A","10007","1","0","1","0","0","2008","2","R4","11345000.00","2019-06-27T00:00:00.000","40.712987","-74.008686","101","1","21","1089428","1001237502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1239",,"R4","30 PARK PLACE, 71B","71B","10007","1","0","1","0","0","2008","2","R4","7450000.00","2019-05-10T00:00:00.000","40.712987","-74.008686","101","1","21","1089428","1001237502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","123","1255",,"R4","30 PARK PLACE, 77B","77B","10007","1","0","1","0","0","2008","2","R4","13750000.00","2019-05-15T00:00:00.000","40.712987","-74.008686","101","1","21","1089428","1001237502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","133","1503",,"R4","49 WARREN STREET, 1E","1E","10007","1","0","1","0","0",,"2","R4","3125000.00","2019-05-29T00:00:00.000","40.714634","-74.009007","101","1","21","1079150","1001337506","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","133","1511",,"R4","49 WARREN STREET, 5E","5E","10007","1","0","1","0","0",,"2","R4","2427000.00","2019-11-21T00:00:00.000","40.714634","-74.009007","101","1","21","1079150","1001337506","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","133","2007",,"R4","37 WARREN STREET, 4A","4A","10007","1","0","1","0","0","1931","2","R4","4050000.00","2019-11-01T00:00:00.000","40.714445","-74.008589","101","1","21","1001444","1001337511","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","133","2008",,"R4","37 WARREN STREET, 4C","4C","10007","1","0","1","0","0","1931","2","R4","3475000.00","2019-06-28T00:00:00.000","40.714445","-74.008589","101","1","21","1001444","1001337511","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","134","1103",,"R4","9 MURRAY STREET, 5SE","5SE","10007","1","0","1","0","0",,"2","R4","0.00","2019-11-01T00:00:00.000","40.713314","-74.007759","101","1","21","1001446","1001347503","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","134","1112",,"R4","9 MURRAY STREET, 9NE","9NE","10007","1","0","1","0","0",,"2","R4","3350000.00","2019-04-09T00:00:00.000","40.713314","-74.007759","101","1","21","1001446","1001347503","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","134","1127",,"R4","9 MURRAY STREET, 12SW","12SW","10007","1","0","1","0","0",,"2","R4","0.00","2019-08-08T00:00:00.000","40.713314","-74.007759","101","1","21","1001446","1001347503","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","134","1464",,"R4","25 MURRAY STREET, 7G","7G","10007","1","0","1","0","0","1930","2","R4","2950000.00","2019-02-01T00:00:00.000","40.713588","-74.008361","101","1","21","1001451","1001347505","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","135","1230",,"R4","80 CHAMBERS ST, 12D","12D","10007","1","0","1","0","0","1910","2","R4","2075000.00","2019-11-07T00:00:00.000","40.714428","-74.006893","101","1","21","1079153","1001357504","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","135","1313",,"R4","8 WARREN STREET, 8","8","10007","1","0","1","0","0","1900","2","R4","3900000.00","2019-04-23T00:00:00.000","40.713827","-74.007229","101","1","21","1079154","1001357503","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","135","1802",,"R4","12 WARREN STREET, THN","THN","10007","1","0","1","0","0","1900","2","R4","5300000.00","2019-03-14T00:00:00.000","40.713893","-74.007366","101","1","21","1090148","1001357509","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","135","1807",,"R4","12 WARREN, 6","6","10007","1","0","1","0","0","1900","2","R4","4850000.00","2019-09-24T00:00:00.000",,,,,,,,,,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","145","1305",,"R4","97 READE STREET, 2E","2E","10013","1","0","1","0","0","1920","2","R4","0.00","2019-08-01T00:00:00.000","40.715642","-74.008019","101","1","21","1001589","1001457504","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","147","1710",,"R4","137 DUANE STREET, 2E","2E","10013","1","0","1","0","0","1915","2","R4","2995000.00","2019-10-23T00:00:00.000","40.716281","-74.007691","101","1","33","1001607","1001477509","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","149","1011",,"R4","77 READE STREET, 2-D","2D","10007","1","0","1","0","0","2009","2","R4","1100000.00","2019-04-11T00:00:00.000","40.715189","-74.007027","101","1","21","1001629","1001497501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","149","1023",,"R4","77 READE STREET, 4D","4D","10007","1","0","1","0","0","2009","2","R4","1156500.00","2019-04-12T00:00:00.000","40.715189","-74.007027","101","1","21","1001629","1001497501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","149","1025",,"R4","77 READE STREET, 5B","5B","10007","1","0","1","0","0","2009","2","R4","2525000.00","2019-05-16T00:00:00.000","40.715189","-74.007027","101","1","21","1001629","1001497501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","149","1133",,"R4","57 READE STREET, 8D","8D","10007","1","0","1","0","0","2010","2","R4","10.00","2019-07-29T00:00:00.000","40.714879","-74.006345","101","1","21","1087951","1001497502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","149","1147",,"R4","57 READE STREET, 11B","11B","10007","1","0","1","0","0","2010","2","R4","1490000.00","2019-05-07T00:00:00.000","40.714879","-74.006345","101","1","21","1087951","1001497502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","149","1178",,"R4","57 READE STREET, 19B","19B","10007","1","0","1","0","0","2010","2","R4","2400000.00","2019-11-20T00:00:00.000","40.714879","-74.006345","101","1","21","1087951","1001497502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","149","1207",,"R4","71 READE STREET, RU-3C","RU-3C","10007","1","0","1","0","0","2013","2","R4","1525000.00","2019-09-09T00:00:00.000","40.715095","-74.006821","101","1","21","1089713","1001497503","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","149","1217",,"R4","71 READE, RUPHB","RUPHB","10007","1","0","1","0","0","2013","2","R4","849089.00","2019-06-28T00:00:00.000",,,,,,,,,,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1107",,"R4","4951 CHAMBERS STREET, 9A","9A","10007","1","0","1","0","0","1910","2","R4","3400000.00","2019-03-01T00:00:00.000",,,,,,,,,,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1108",,"R4","4951 CHAMBERS STREET, 10A","10A","10007","1","0","1","0","0","1910","2","R4","3487506.00","2019-03-22T00:00:00.000",,,,,,,,,,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1117",,"R4","49-51 CHAMBERS STREET, 7B","7B","10007","1","0","1","0","0","1910","2","R4","2775094.00","2019-05-29T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1118",,"R4","49-51 CHAMBERS STREET, 8B","8B","10007","1","0","1","0","0","1910","2","R4","2900000.00","2019-11-12T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1119",,"R4","49-51 CHAMBERS STREET, 9B","9B","10007","1","0","1","0","0","1910","2","R4","2926463.00","2019-07-31T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1120",,"R4","4951 CHAMBERS STREET, 10B","10B","10007","1","0","1","0","0","1910","2","R4","3052603.00","2019-03-06T00:00:00.000",,,,,,,,,,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1128",,"R4","49-51 CHAMBERS STREET, 6C","6C","10007","1","0","1","0","0","1910","2","R4","2000000.00","2019-08-28T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1131",,"R4","4951 CHAMBERS STREET, 9C","9C","10007","1","0","1","0","0","1910","2","R4","2205000.00","2019-03-25T00:00:00.000",,,,,,,,,,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1134",,"R4","49-51 CHAMBERS STREET, 12C","12C","10007","1","0","1","0","0","1910","2","R4","2000000.00","2019-12-16T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1142",,"R4","4951 CHAMBERS STREET, 8D","8D","10007","1","0","1","0","0","1910","2","R4","3800000.00","2019-02-26T00:00:00.000",,,,,,,,,,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1143",,"R4","4951 CHAMBERS STREET, 9D","9D","10007","1","0","1","0","0","1910","2","R4","3800000.00","2019-03-22T00:00:00.000",,,,,,,,,,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1146",,"R4","49-51 CHAMBERS STREET, 12D","12D","10007","1","0","1","0","0","1910","2","R4","4030000.00","2019-05-30T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1164",,"R4","49-51 CHAMBERS STREET, 6F","6F","10007","1","0","1","0","0","1910","2","R4","1580000.00","2019-08-05T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1166",,"R4","49-51 CHAMBERS STREET, 8F","8F","10007","1","0","1","0","0","1910","2","R4","1650000.00","2019-07-16T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1170",,"R4","4951 CHAMBERS STREET, 12F","12F","10007","1","0","1","0","0","1910","2","R4","1731025.00","2019-02-26T00:00:00.000",,,,,,,,,,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1177",,"R4","49-51 CHAMBERS STREET, 8G","8G","10007","1","0","1","0","0","1910","2","R4","1900000.00","2019-08-30T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1188",,"R4","49-51 CHAMBERS STREET, 8H","8H","10007","1","0","1","0","0","1910","2","R4","2341975.00","2019-09-23T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","153","1198",,"R4","49-51 CHAMBERS STREET, PHB","PHB","10007","1","0","1","0","0","1910","2","R4","8750000.00","2019-10-28T00:00:00.000","40.713767","-74.005429","101","1","31","1079216","1001537501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1007",,"R4","108 LEONARD STREET, 2B","2B","10013","1","0","1","0","0","1900","2","R4","2550000.00","2019-12-17T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1010",,"R4","108 LEONARD STREET, 2E","2E","10013","1","0","1","0","0","1900","2","R4","1213529.00","2019-12-02T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1011",,"R4","108 LEONARD STREET, 3A","3A","10013","1","0","1","0","0","1900","2","R4","2851459.00","2019-10-29T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1014",,"R4","108 LEONARD STREET, 3D","3D","10013","1","0","1","0","0","1900","2","R4","1603741.00","2019-08-28T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CIVIC CENTER","13 CONDOS - ELEVATOR APARTMENTS","2","170","1018",,"R4","108 LEONARD STREET, 3J","3J","10013","1","0","1","0","0","1900","2","R4","1435932.00","2019-12-17T00:00:00.000","40.71646","-74.0032","101","1","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy",,
