"bldg_id","boro_id","block","lot","housenumber","streetname","borough","vacateagency","vacatenumber","vacatecode","vacatereason","monthlyrelocationtotal","month","year","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"523393","4","1755","2","34-03","111 STREET","Queens","DOB","1675/21","BDV","ILLEGAL DWELLING UNITS","1725","2","2022","11368","40.756248","-73.857692","3","21","381","4043762","4017550002","North Corona"
"79544","2","3748","102","1154","FTELEY AVENUE","Bronx","HPD","1383/21","CEV","ILLEGAL DWELLING UNITS","437.89","10","2021","10472","40.828195","-73.871291","9","18","68","2024143","2037480102","Soundview-Bruckner-Bronx River"
"347221","3","7584","19","1439","OCEAN AVENUE","Brooklyn","DOB","0541/22","BDV","STRUCTURAL","2015","5","2023","11230","40.627013","-73.956626","14","45","762","3206619","3075840019","Midwood"
"103789","2","4070","121","2531","POPLAR STREET","Bronx","DOB","1387/22","BDV","ILLEGAL DWELLING UNITS","1256.83","6","2023","10461","40.844082","-73.849151","11","13","256","2093102","2040700121","Morris Park"
"621443","4","13576","50","142-41","249 STREET","Queens","HPD","1486/21","CEV","ILLEGAL DWELLING UNITS","1186.97","4","2023","11422","40.661044","-73.73592","13","31","660","4288614","4135760050","Rosedale"
"100333","2","4544","34","3011","OLINVILLE AVENUE","Bronx","HPD","0272/22","CEV","ILLEGAL DWELLING UNITS","437.89","3","2022","10467","40.869952","-73.868241","12","15","33602","2054748","2045440034","Williamsbridge-Olinville"
"599597","4","10880","12","99-63","211 PLACE","Queens","DOB","0437/23","BDV","ILLEGAL DWELLING UNITS","2015","7","2023","11429","40.713762","-73.747557","13","27","540","4232769","4108800012","Queens Village"
"97429","2","2826","76","1820","MORRIS AVENUE","Bronx","DOB","1269/21","BDV","ILLEGAL DWELLING UNITS","10524.82","1","2022","10453","40.847515","-73.908742","5","14","22701","2007895","2028260076","Mount Hope"
"257050","3","7594","65","950","EAST 31 STREET","Brooklyn","DOB","0355/23","BDV","ILLEGAL DWELLING UNITS","1425","6","2023","11210","40.628063","-73.946109","18","45","742","3207078","3075940065","Flatlands"
"69075","2","4678","63","844","EAST 220 STREET","Bronx","DOB","1718/21","BDV","ILLEGAL DWELLING UNITS","3835","3","2022","10467","40.882867","-73.858007","12","12","396","2058547","2046780063","Williamsbridge-Olinville"
"670979","4","1507","78","42-41","KETCHAM STREET","Queens","HPD","0117/22","CEV","ILLEGAL DWELLING UNITS","2442.99","3","2022","11373","40.74457","-73.882806","4","25","26902","4037271","4015070078","Elmhurst"
"776566","5","201","37","1836","RICHMOND TERRACE","Staten Island","HPD","1586/21","CEV","ESSENTIAL SERVICES","1080","5","2022","10310","40.637198","-74.126446","1","49","13302","5005408","5002010037","Port Richmond"
"869773","3","3834","31","542","HINSDALE STREET","Brooklyn","DOB","0137/23","BDV","ILLEGAL DWELLING UNITS","11715.43","5","2023","11207","40.661637","-73.898072","5","42","1132","3390474","3038340031","East New York-New Lots"
"49744","2","3799","53","2063","BLACKROCK AVENUE","Bronx","HPD","1653/21","CEV","ILLEGAL DWELLING UNITS","3341.45","8","2022","10472","40.82848","-73.854676","9","18","78","2026067","2037990053","Castle Hill-Unionport"
"116657","2","3213","1","2412","UNIVERSITY AVENUE","Bronx","DOB","0292/22","BDV","ILLEGAL DWELLING UNITS","2015","1","2023","10468","40.863206","-73.904636","7","14","263","2014623","2032130001","University Heights (North)-Fordham"
"63105","2","2315","43","317","EAST 141 STREET","Bronx","DOB","0033/22","BDV","ILLEGAL DWELLING UNITS","6800.46","6","2022","10454","40.812144","-73.924086","1","8","41","2000757","2023150043","Mott Haven-Port Morris"
"299548","3","1630","48","829","GATES AVENUE","Brooklyn","DOB","0726/22","BDV","ILLEGAL DWELLING UNITS","845","7","2022","11221","40.688208","-73.933368","3","36","293","3044500","3016300048","Bedford-Stuyvesant (East)"
"526827","4","11255","24","227-42","114 ROAD","Queens","HPD","0757/22","CEV","ILLEGAL DWELLING UNITS","2015","1","2023","11411","40.700882","-73.729988","13","27","592","4242699","4112550024","Cambria Heights"
"855154","3","1703","39","859","HERKIMER STREET","Brooklyn","HPD","1285/22","CEV","ILLEGAL DWELLING UNITS","821.71","10","2022","11233","40.678299","-73.924891","3","36","299","3390063","3017030039","Bedford-Stuyvesant (East)"
"116657","2","3213","1","2412","UNIVERSITY AVENUE","Bronx","DOB","0292/22","BDV","ILLEGAL DWELLING UNITS","2015","9","2022","10468","40.863206","-73.904636","7","14","263","2014623","2032130001","University Heights (North)-Fordham"
"71899","2","4977","60","1049","EAST 233 STREET","Bronx","DOB","1032/22","BDV","ILLEGAL DWELLING UNITS","2151.22","12","2022","10466","40.890064","-73.846884","12","12","426","2067285","2049770060","Eastchester-Edenwald-Baychester"
"428720","4","1495","34","75-16","41 AVENUE","Queens","DOB","1272/21","BDV","ILLEGAL DWELLING UNITS","520","10","2021","11373","40.745329","-73.889914","4","25","267","4307382","4014950034","Elmhurst"
"538598","4","11652","42","114-49","125 STREET","Queens","DOB","0549/22","BDV","ILLEGAL DWELLING UNITS","4030","1","2023","11420","40.679399","-73.814765","10","28","174","4251540","4116520042","South Ozone Park"
"116657","2","3213","1","2412","UNIVERSITY AVENUE","Bronx","DOB","0292/22","BDV","ILLEGAL DWELLING UNITS","1950","6","2022","10468","40.863206","-73.904636","7","14","263","2014623","2032130001","University Heights (North)-Fordham"
"535974","4","11850","48","150-22","122 PLACE","Queens","HPD","1695/21","CEV","ILLEGAL DWELLING UNITS","1031.49","7","2022","11420","40.666005","-73.818414","10","28","84601","4257220","4118500048","South Ozone Park"
"79544","2","3748","102","1154","FTELEY AVENUE","Bronx","HPD","1383/21","CEV","ILLEGAL DWELLING UNITS","3100","9","2022","10472","40.828195","-73.871291","9","18","68","2024143","2037480102","Soundview-Bruckner-Bronx River"
"100114","2","2512","9","1020","OGDEN AVENUE","Bronx","HPD","0198/23","CEV","ILLEGAL DWELLING UNITS","7754.3","5","2023","10452","40.833501","-73.929045","4","16","189","2003203","2025120009","Highbridge"
"643009","4","2293","35","50-17","CELTIC AVENUE","Queens","HPD","1096/22","CEV","ILLEGAL DWELLING UNITS","2144.97","2","2023","11377","40.737423","-73.92227","2","26","187","4053122","4022930035","Sunnyside"
"342119","3","7005","8","3508","NEPTUNE AVENUE","Brooklyn","DOB","1578/21","BDV","ILLEGAL DWELLING UNITS","2325","12","2022","11224","40.577088","-74.001321","13","47","328","3188714","3070050008","Coney Island-Sea Gate"
"471120","4","8941","133","93-19","74 PLACE","Queens","HPD","0448/23","CEV","ILLEGAL DWELLING UNITS","498","6","2023","11421","40.684171","-73.865648","9","30","6","4184556","4089410133","Woodhaven"
"615492","4","13178","18","138-35","230 STREET","Queens","DOB","1322/21","BDV","ILLEGAL DWELLING UNITS","4030","7","2022","11413","40.670458","-73.743922","13","31","650","4283249","4131780018","Laurelton"
"155730","3","806","23","340","52 STREET","Brooklyn","DOB","0124/23","BDV","ILLEGAL DWELLING UNITS","2015","5","2023","11220","40.645981","-74.014807","7","38","76","3013841","3008060023","Sunset Park (West)"
"18913","1","1630","65","122","EAST 103 STREET","Manhattan","DOB","0569/22","BDV","ILLEGAL DWELLING UNITS","960","8","2022","10029","40.790622","-73.948437","11","8","166","1051903","1016300065","East Harlem (South)"
"689012","4","10243","86","174-23","POLHEMAS AVENUE","Queens","HPD","0486/22","CEV","ILLEGAL DWELLING UNITS","2015","7","2022","11433","40.70152","-73.782324","12","27","440","4218292","4102430086","South Jamaica"
"63105","2","2315","43","317","EAST 141 STREET","Bronx","DOB","0033/22","BDV","ILLEGAL DWELLING UNITS","437.89","1","2022","10454","40.812144","-73.924086","1","8","41","2000757","2023150043","Mott Haven-Port Morris"
"385347","3","4042","8","411","VAN SICLEN AVENUE","Brooklyn","HPD","1332/21","CEV","ILLEGAL DWELLING UNITS","2015","12","2022","11207","40.669595","-73.889513","5","42","1160","3323478","3040420008","East New York (North)"
"53655","2","2999","24","1452","BRYANT AVENUE","Bronx","DOB","0316/22","BDV","ILLEGAL DWELLING UNITS","18740.64","8","2022","10459","40.831276","-73.888203","3","17","123","2010824","2029990024","Crotona Park East"
"698301","4","11980","29","114-54","SUTPHIN BOULEVARD","Queens","DOB","1831/22","BDV","ILLEGAL DWELLING UNITS","1950","6","2023","11434","40.685005","-73.792935","12","28","190","4259579","4119800029","Baisley Park"
"64552","2","2690","93","871","EAST 162 STREET","Bronx","DOB","1359/22","BDV","ILLEGAL DWELLING UNITS","437.89","9","2022","10459","40.82134","-73.899999","2","17","12901","2005205","2026900093","Longwood"
"103789","2","4070","121","2531","POPLAR STREET","Bronx","DOB","1387/22","BDV","ILLEGAL DWELLING UNITS","1260.66","1","2023","10461","40.844082","-73.849151","11","13","256","2093102","2040700121","Morris Park"
"86984","2","4556","25","2934","HONE AVENUE","Bronx","HPD","0865/22","CEV","ILLEGAL DWELLING UNITS","2745","12","2022","10469","40.86837","-73.857633","11","12","344","2055025","2045560025","Pelham Gardens"
"612013","4","13494","95","144-48","225 STREET","Queens","DOB","0052/23","BDV","ILLEGAL DWELLING UNITS","2015","5","2023","11413","40.663814","-73.753445","13","31","680","4287151","4134940095","Springfield Gardens (South)-Brookville"
"385347","3","4042","8","411","VAN SICLEN AVENUE","Brooklyn","HPD","1332/21","CEV","ILLEGAL DWELLING UNITS","2015","5","2023","11207","40.669595","-73.889513","5","42","1160","3323478","3040420008","East New York (North)"
"347221","3","7584","19","1439","OCEAN AVENUE","Brooklyn","DOB","0541/22","BDV","STRUCTURAL","1950","1","2023","11230","40.627013","-73.956626","14","45","762","3206619","3075840019","Midwood"
"116657","2","3213","1","2412","UNIVERSITY AVENUE","Bronx","DOB","0292/22","BDV","ILLEGAL DWELLING UNITS","3965","10","2022","10468","40.863206","-73.904636","7","14","263","2014623","2032130001","University Heights (North)-Fordham"
"571877","4","10183","21","109-18","167 STREET","Queens","DOB","0061/22","BDV","ILLEGAL DWELLING UNITS","10154.25","10","2022","11433","40.695673","-73.786418","12","27","258","4216744","4101830021","South Jamaica"
"51022","2","3741","13","1120","BOYNTON AVENUE","Bronx","DOB","1177/22","BDV","ILLEGAL DWELLING UNITS","1950","6","2023","10472","40.826701","-73.877769","9","18","5002","2023886","2037410013","Soundview-Bruckner-Bronx River"
"207196","3","1900","47","844","BEDFORD AVENUE","Brooklyn","DOB","0268/22","BDV","STRUCTURAL","2325","5","2022","11205","40.695772","-73.95639","3","33","1237","3000000","3019000047","Bedford-Stuyvesant (West)"
"683481","4","12358","10","119-39","GUY R BREWER BOULEVARD","Queens","HPD","0295/22","CEV","ILLEGAL DWELLING UNITS","437.89","3","2022","11434","40.681484","-73.781372","12","27","284","4441436","4123580010","Baisley Park"
"875513","2","5348","32","2700","LATTING STREET","Bronx","HPD","1380/21","CEV","ILLEGAL DWELLING UNITS","2015","9","2022","10461","40.837929","-73.837398","10","13","194","2073490","2053480032","Throgs Neck-Schuylerville"
"428720","4","1495","34","75-16","41 AVENUE","Queens","DOB","1272/21","BDV","ILLEGAL DWELLING UNITS","1950","6","2022","11373","40.745329","-73.889914","4","25","267","4307382","4014950034","Elmhurst"
"147686","3","5291","19","1135","38 STREET","Brooklyn","DOB","0293/23","BDV","STRUCTURAL","520.22","3","2023","11218","40.643209","-73.989035","12","39","226","3123024","3052910019","Borough Park"
"443868","4","5671","6","185-16","56 AVENUE","Queens","HPD(EFO)","0266/22","BDV","ILLEGAL DWELLING UNITS","4030","9","2022","11365","40.743509","-73.790711","11","20","1417","4128158","4056710006","Auburndale"
"805867","1","1831","53","244","WEST 116 STREET","Manhattan","HPD","0080/22","CEV","STRUCTURAL","3655","1","2023","10026","40.803959","-73.9543","10","9","218","1081573","1018310053","Harlem (South)"
"53671","2","3000","10","1474","BRYANT AVENUE","Bronx","HPD","0456/22","CEV","ESSENTIAL SERVICES","3981.9","2","2023","10460","40.832175","-73.887667","3","17","157","2010847","2030000010","Crotona Park East"
"523393","4","1755","2","34-03","111 STREET","Queens","DOB","1675/21","BDV","ILLEGAL DWELLING UNITS","2100","4","2023","11368","40.756248","-73.857692","3","21","381","4043762","4017550002","North Corona"
"702067","4","9595","11","105-28","VAN WYCK EXPRESSWAY SR WEST","Queens","HPD","0928/22","CEV","ILLEGAL DWELLING UNITS","1500","9","2022","11419","40.689865","-73.809886","10","28","15801","4205248","4095950011","South Ozone Park"
"999420","2","5582","122","350","BALCOM AVENUE","Bronx","HPD","1390/22","CEV","ILLEGAL DWELLING UNITS","2015","7","2023","10465","40.817471","-73.823604","10","13","144","2102294","2055820122","Throgs Neck-Schuylerville"
"597987","4","10967","152","111-18","209 STREET","Queens","HPD","1282/22","CEV","ILLEGAL DWELLING UNITS","3355","12","2022","11429","40.705689","-73.747425","13","27","512","4235004","4109670152","Queens Village"
"184735","3","3925","56","251","ARLINGTON AVENUE","Brooklyn","DOB","0294/22","BDV","ILLEGAL DWELLING UNITS","3892.72","2","2023","11208","40.680745","-73.885388","5","37","117202","3087088","3039250056","Cypress Hills"
"850794","3","2437","21","360","SOUTH 3 STREET","Brooklyn","DOB","0516/22","BDV","ILLEGAL DWELLING UNITS","2250","6","2023","11211","40.70907","-73.953113","1","34","527","3347321","3024370020","Williamsburg"
"46211","2","3065","68","2329","ARTHUR AVENUE","Bronx","DOB","1156/22","BDV","ILLEGAL DWELLING UNITS","2015","5","2023","10458","40.854101","-73.88883","6","15","391","2011904","2030650068","Belmont"
"326015","3","4237","26","568","LINCOLN AVENUE","Brooklyn","HPD","0145/23","CEV","ESSENTIAL SERVICES","437.89","2","2023","11208","40.675365","-73.867137","5","42","1200","3095200","3042370026","East New York-City Line"
"290539","3","4281","17","659","EUCLID AVENUE","Brooklyn","HPD","1697/22","CEV","ILLEGAL DWELLING UNITS","1105","2","2023","11208","40.67067","-73.870755","5","42","120801","3095994","3042810017","East New York-City Line"
"344601","3","4122","10","155","NICHOLS AVENUE","Brooklyn","DOB","1447/21","BDV","ILLEGAL DWELLING UNITS","4020.79","1","2022","11208","40.687003","-73.869234","5","37","118202","3091889","3041220010","Cypress Hills"
"573960","4","12344","357","115-17","169 STREET","Queens","DOB","1339/21","BDV","ILLEGAL DWELLING UNITS","2250","6","2022","11434","40.688848","-73.779509","12","28","280","4267367","4123440357","Baisley Park"
"615492","4","13178","18","138-35","230 STREET","Queens","DOB","1322/21","BDV","ILLEGAL DWELLING UNITS","2015","7","2023","11413","40.670458","-73.743922","13","31","650","4283249","4131780018","Laurelton"
"443868","4","5671","6","185-16","56 AVENUE","Queens","HPD(EFO)","0266/22","BDV","ILLEGAL DWELLING UNITS","4030","2","2023","11365","40.743509","-73.790711","11","20","1417","4128158","4056710006","Auburndale"
"612013","4","13494","95","144-48","225 STREET","Queens","DOB","0052/23","BDV","ILLEGAL DWELLING UNITS","2015","7","2023","11413","40.663814","-73.753445","13","31","680","4287151","4134940095","Springfield Gardens (South)-Brookville"
"703388","4","13659","10","149-52","WELLER LANE","Queens","DOB","0212/23","BDV","ILLEGAL DWELLING UNITS","2735","5","2023","11422","40.651293","-73.733994","13","31","66403","4290216","4136590010","Rosedale"
"51022","2","3741","13","1120","BOYNTON AVENUE","Bronx","DOB","1177/22","BDV","ILLEGAL DWELLING UNITS","2015","1","2023","10472","40.826701","-73.877769","9","18","5002","2023886","2037410013","Soundview-Bruckner-Bronx River"
"865129","4","10172","11","108-25","164 STREET","Queens","HPD","0308/22","CEV","ILLEGAL DWELLING UNITS","3965","10","2022","11433","40.696407","-73.790047","12","27","258","4532388","4101720011","South Jamaica"
"428720","4","1495","34","75-16","41 AVENUE","Queens","DOB","1272/21","BDV","ILLEGAL DWELLING UNITS","2015","2","2022","11373","40.745329","-73.889914","4","25","267","4307382","4014950034","Elmhurst"
"82067","2","2452","73","1171","GRANT AVENUE","Bronx","DOB","1426/22","BDV","ILLEGAL DWELLING UNITS","2854.83","12","2022","10456","40.832726","-73.915491","4","16","18101","2002675","2024520073","Concourse-Concourse Village"
"53655","2","2999","24","1452","BRYANT AVENUE","Bronx","DOB","0316/22","BDV","ILLEGAL DWELLING UNITS","10233.22","7","2022","10459","40.831276","-73.888203","3","17","123","2010824","2029990024","Crotona Park East"
"523393","4","1755","2","34-03","111 STREET","Queens","DOB","1675/21","BDV","ILLEGAL DWELLING UNITS","2250","6","2023","11368","40.756248","-73.857692","3","21","381","4043762","4017550002","North Corona"
"170113","3","6208","18","2144","73 STREET","Brooklyn","HPD","0307/22","CEV","ILLEGAL DWELLING UNITS","2015","12","2022","11204","40.610044","-73.987333","11","43","268","3159255","3062080018","Bensonhurst"
"855154","3","1703","39","859","HERKIMER STREET","Brooklyn","HPD","1285/22","CEV","ILLEGAL DWELLING UNITS","437.89","9","2022","11233","40.678299","-73.924891","3","41","299","3390063","3017030039","Bedford-Stuyvesant (East)"
"651264","4","15741","19","31-02","DWIGHT AVENUE","Queens","DOB","0962/22","BDV","ILLEGAL DWELLING UNITS","9213.54","10","2022","11691","40.600923","-73.766868","14","31","100804","4300780","4157410019","Far Rockaway-Bayswater"
"65814","2","2802","44","265","EAST 176 STREET","Bronx","DOB","0553/23","BDV","ILLEGAL DWELLING UNITS","875.78","4","2023","10457","40.847382","-73.904373","5","15","23302","2007568","2028020044","Mount Hope"
"875513","2","5348","32","2700","LATTING STREET","Bronx","HPD","1380/21","CEV","ILLEGAL DWELLING UNITS","1950","10","2022","10461","40.837929","-73.837398","10","13","194","2073490","2053480032","Throgs Neck-Schuylerville"
"443868","4","5671","6","185-16","56 AVENUE","Queens","HPD(EFO)","0266/22","BDV","ILLEGAL DWELLING UNITS","4030","3","2023","11365","40.743509","-73.790711","11","20","1417","4128158","4056710006","Auburndale"
"535974","4","11850","48","150-22","122 PLACE","Queens","HPD","1695/21","CEV","ILLEGAL DWELLING UNITS","1528.49","12","2022","11420","40.666005","-73.818414","10","28","84601","4257220","4118500048","South Ozone Park"
"71530","2","4878","8","1065","EAST 231 STREET","Bronx","DOB","1577/21","BDV","ILLEGAL DWELLING UNITS","3000.25","11","2022","10466","40.888756","-73.847763","12","12","424","2065273","2048780008","Wakefield-Woodlawn"
"118980","2","4598","24","3209","WALLACE AVENUE","Bronx","HPD","1245/21","CEV","ILLEGAL DWELLING UNITS","1395","5","2022","10467","40.871564","-73.864272","12","15","372","2056280","2045980024","Williamsbridge-Olinville"
"502255","4","1102","16","24-24","92 STREET","Queens","HPD","1432/22","CEV","ILLEGAL DWELLING UNITS","2325","7","2023","11369","40.765265","-73.877665","3","22","347","4024194","4011020016","East Elmhurst"
"116657","2","3213","1","2412","UNIVERSITY AVENUE","Bronx","DOB","0292/22","BDV","ILLEGAL DWELLING UNITS","130","6","2023","10468","40.863206","-73.904636","7","14","263","2014623","2032130001","University Heights (North)-Fordham"
"571877","4","10183","21","109-18","167 STREET","Queens","DOB","0061/22","BDV","ILLEGAL DWELLING UNITS","9669.05","5","2022","11433","40.695673","-73.786418","12","27","258","4216744","4101830021","South Jamaica"
"875513","2","5348","32","2700","LATTING STREET","Bronx","HPD","1380/21","CEV","ILLEGAL DWELLING UNITS","3250","6","2023","10461","40.837929","-73.837398","10","13","194","2073490","2053480032","Throgs Neck-Schuylerville"
"536608","4","12218","17","150-24","123 AVENUE","Queens","DOB","0626/22","BDV","ILLEGAL DWELLING UNITS","2025","7","2022","11434","40.676058","-73.790158","12","28","28801","4265357","4122180017","Baisley Park"
"525689","4","9551","75","107-11","113 STREET","Queens","HPD","0194/22","CEV","ILLEGAL DWELLING UNITS","1535.16","9","2022","11419","40.682637","-73.82806","10","28","104","4203490","4095510075","South Ozone Park"
"53651","2","2999","23","1448","BRYANT AVENUE","Bronx","DOB","0694/23","BDV","ILLEGAL DWELLING UNITS","1722.89","6","2023","10459","40.831185","-73.888258","3","17","123","2010823","2029990023","Crotona Park East"
"573960","4","12344","357","115-17","169 STREET","Queens","DOB","1339/21","BDV","ILLEGAL DWELLING UNITS","3965","1","2023","11434","40.688848","-73.779509","12","28","280","4267367","4123440357","Baisley Park"
"607659","4","11186","7","108-11","220 STREET","Queens","HPD","0306/23","CEV","ILLEGAL DWELLING UNITS","780","6","2023","11429","40.708867","-73.736171","13","27","582","4241136","4111860007","Queens Village"
"615492","4","13178","18","138-35","230 STREET","Queens","DOB","1322/21","BDV","ILLEGAL DWELLING UNITS","7930","10","2022","11413","40.670458","-73.743922","13","31","650","4283249","4131780018","Laurelton"
"998777","5","3235","160","3","KERMIT AVENUE","Staten Island","HPD","1087/21","CEV","ILLEGAL DWELLING UNITS","1463","10","2022","10305","40.597966","-74.081795","2","50","64","5157683","5032350160","Grasmere-Arrochar-South Beach-Dongan Hills"
"184735","3","3925","56","251","ARLINGTON AVENUE","Brooklyn","DOB","0294/22","BDV","ILLEGAL DWELLING UNITS","437.89","3","2022","11208","40.680745","-73.885388","5","37","117202","3087088","3039250056","Cypress Hills"
"279386","3","8037","42","1004","EAST 86 STREET","Brooklyn","DOB","0005/22","BDV","ILLEGAL DWELLING UNITS","2015","5","2023","11236","40.636552","-73.906894","18","46","994","3225769","3080370042","Canarsie"
"702067","4","9595","11","105-28","VAN WYCK EXPRESSWAY SR WEST","Queens","HPD","0928/22","CEV","ILLEGAL DWELLING UNITS","2325","7","2023","11419","40.689865","-73.809886","10","28","15801","4205248","4095950011","South Ozone Park"
"676156","4","12251","39","121-06","LONG STREET","Queens","DOB","0714/22","BDV","ILLEGAL DWELLING UNITS","2305","11","2022","11434","40.67921","-73.782051","12","28","28802","4265821","4122510039","Baisley Park"
"523695","4","9317","10","91-46","111 STREET","Queens","DOB","1233/22","BDV","ILLEGAL DWELLING UNITS","2015","7","2023","11418","40.693352","-73.835458","9","28","12601","4195530","4093170010","Richmond Hill"
"282383","3","4612","63","129","EAST 93 STREET","Brooklyn","DOB","1403/22","BDV","ILLEGAL DWELLING UNITS","437.89","9","2022","11212","40.661796","-73.9262","17","41","884","3099981","3046120063","East Flatbush-Remsen Village"
"241370","3","5378","85","315","EAST 9 STREET","Brooklyn","DOB","0406/22","BDV","ILLEGAL DWELLING UNITS","2015","1","2023","11218","40.640793","-73.970161","12","39","492","3126357","3053780085","Kensington"
"76604","2","2955","21","798","ELSMERE PLACE","Bronx","HPD","0825/22","CEV","ILLEGAL DWELLING UNITS","1123.18","7","2022","10460","40.843276","-73.888566","6","15","36502","2010041","2029550021","Tremont"
"310604","3","4305","33","752","HENDRIX STREET","Brooklyn","HPD","0166/22","CEV","ESSENTIAL SERVICES","3835","3","2023","11207","40.663106","-73.886478","5","42","1122","3096808","3043050033","East New York-New Lots"
"269459","3","4724","22","428","EAST 53 STREET","Brooklyn","HPD","0462/22","CEV","ILLEGAL DWELLING UNITS","2015","9","2022","11203","40.649305","-73.927201","17","45","862","3103867","3047240022","East Flatbush-Rugby"
"119581","2","4424","4","611","WARING AVENUE","Bronx","HPD","0015/22","CEV","ILLEGAL DWELLING UNITS","2925","3","2022","10467","40.861407","-73.870239","11","15","33202","2051211","2044240004","Allerton"
"118342","2","3768","56","1267","VIRGINIA AVENUE","Bronx","HPD","1288/22","CEV","ILLEGAL DWELLING UNITS","2015","1","2023","10472","40.832311","-73.861334","9","18","72","2024907","2037680056","Castle Hill-Unionport"
"279386","3","8037","42","1004","EAST 86 STREET","Brooklyn","DOB","0005/22","BDV","ILLEGAL DWELLING UNITS","3835","3","2023","11236","40.636552","-73.906894","18","46","994","3225769","3080370042","Canarsie"
"542180","4","9249","29","84-42","129 STREET","Queens","DOB","1696/21","BDV","ILLEGAL DWELLING UNITS","437.89","12","2021","11415","40.705521","-73.823785","9","29","138","4193246","4092490029","Kew Gardens"
"869773","3","3834","31","542","HINSDALE STREET","Brooklyn","DOB","0137/23","BDV","ILLEGAL DWELLING UNITS","2548.01","3","2023","11207","40.661637","-73.898072","5","42","1132","3390474","3038340031","East New York-New Lots"
"634213","4","16187","19","175","BEACH 114 STREET","Queens","HPD","1302/22","CEV","ESSENTIAL SERVICES","12090","7","2023","11694","40.579717","-73.835089","14","32","938","4303918","4161870019","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"64261","2","2406","33","371","EAST 159 STREET","Bronx","DOB","1304/21","BDV","STRUCTURAL","202.01","10","2021","10451","40.82321","-73.915344","3","17","141","2001780","2024060033","Morrisania"
"902281","3","1630","49","827","GATES AVENUE","Brooklyn","DOB","1065/18","BDV","ILLEGAL DWELLING UNITS","5254.68","2","2022","11221","40.688197","-73.933455","3","36","293","3390042","3016300049","Bedford-Stuyvesant (East)"
"247803","3","5079","45","27","EAST 18 STREET","Brooklyn","HPD","0458/22","CEV","ILLEGAL DWELLING UNITS","2471.17","3","2023","11226","40.650637","-73.963292","14","40","506","3116526","3050790045","Flatbush (West)-Ditmas Park-Parkville"
"80518","2","3761","2","1755","GLEASON AVENUE","Bronx","HPD","1237/22","CEV","ILLEGAL DWELLING UNITS","4703.58","5","2023","10472","40.829657","-73.868057","9","18","68","2024604","2037610002","Soundview-Bruckner-Bronx River"
"575295","4","6923","45","67-22","170 STREET","Queens","DOB","0513/22","BDV","ILLEGAL DWELLING UNITS","437.89","4","2022","11365","40.734425","-73.79937","8","24","1223","4149600","4069230045","Fresh Meadows-Utopia"
"251601","3","6786","15","1622","EAST 24 STREET","Brooklyn","HPD","0768/23","CEV","ILLEGAL DWELLING UNITS","1300","7","2023","11229","40.610739","-73.949674","15","48","548","3182651","3067860015","Madison"
"789772","5","536","82","501","VAN DUZER STREET","Staten Island","HPD","1461/22","CEV","ILLEGAL DWELLING UNITS","330","4","2023","10304","40.627414","-74.082689","1","49","21","5013988","5005360082","Tompkinsville-Stapleton-Clifton-Fox Hills"
"670979","4","1507","78","42-41","KETCHAM STREET","Queens","HPD","0117/22","CEV","ILLEGAL DWELLING UNITS","2889.76","10","2022","11373","40.74457","-73.882806","4","25","26902","4037271","4015070078","Elmhurst"
"213242","3","8715","29","1079","BRIGHTON BEACH AVENUE","Brooklyn","HPD","1546/22","CEV","ILLEGAL DWELLING UNITS","1155","5","2023","11235","40.57815","-73.957378","13","48","61004","3245596","3087150029","Brighton Beach"
"64261","2","2406","33","371","EAST 159 STREET","Bronx","DOB","1304/21","BDV","STRUCTURAL","4134.66","3","2022","10451","40.82321","-73.915344","3","17","141","2001780","2024060033","Morrisania"
"450828","4","1161","7","32-49","60 STREET","Queens","DOB","1746/21","BDV","ILLEGAL DWELLING UNITS","437.89","12","2021","11377","40.754878","-73.902304","1","25","297","4026134","4011610007","Astoria (East)-Woodside (North)"
"310604","3","4305","33","752","HENDRIX STREET","Brooklyn","HPD","0166/22","CEV","ESSENTIAL SERVICES","2015","12","2022","11207","40.663106","-73.886478","5","42","1122","3096808","3043050033","East New York-New Lots"
"207925","3","8343","68","1162","BERGEN AVENUE","Brooklyn","DOB","1605/21","BDV","ILLEGAL DWELLING UNITS","130","1","2022","11234","40.628019","-73.914472","18","46","69601","3235306","3083430068","Marine Park-Mill Basin-Bergen Beach"
"643009","4","2293","35","50-17","CELTIC AVENUE","Queens","HPD","1096/22","CEV","ILLEGAL DWELLING UNITS","3566.57","10","2022","11377","40.737423","-73.92227","2","26","187","4053122","4022930035","Sunnyside"
"448577","4","2329","27","48-08","59 PLACE","Queens","HPD","1559/21","CEV","ILLEGAL DWELLING UNITS","1775.48","7","2023","11377","40.738426","-73.905547","2","26","245","4053778","4023290027","Woodside"
"87022","2","4611","50","3239","HONE AVENUE","Bronx","HPD","0307/23","CEV","ILLEGAL DWELLING UNITS","4086.72","5","2023","10469","40.87202","-73.857535","12","12","370","2056610","2046110050","Williamsbridge-Olinville"
"424853","4","1222","45","68-02","37 ROAD","Queens","DOB","0297/22","BDV","ILLEGAL DWELLING UNITS","2015","12","2022","11377","40.747589","-73.897334","2","26","263","4535446","4012220045","Woodside"
