"oid","hotspot_dataset_object_id","public_space_open_space_name","public_space_open_space","borough_name","neighborhood_tabulation_area","neighborhood_tabulation_area_1","number_of_access_points_per","provider","ssid","latitude","longitude","published_date"
"158","1626","Joyce Kilmer Park","Inside","Bronx","BX63","West Concourse","6","ALTICEUSA","GuestWiFi","40.82744","-73.92301","2019-05-30T00:00:00.000"
"159","1627","Joyce Kilmer Park","Inside","Bronx","BX63","West Concourse","6","ALTICEUSA","GuestWiFi","40.82756","-73.92363","2019-05-30T00:00:00.000"
"160","971","Joyce Kilmer Park","Inside","Bronx","BX63","West Concourse","6","AT&T","attwifi","40.8285","-73.9227","2019-05-30T00:00:00.000"
"161","1623","Joyce Kilmer Park","Inside","Bronx","BX63","West Concourse","6","ALTICEUSA","GuestWiFi","40.82847","-73.9227","2019-05-30T00:00:00.000"
"162","1624","Joyce Kilmer Park","Inside","Bronx","BX63","West Concourse","6","ALTICEUSA","GuestWiFi","40.82806","-73.92307","2019-05-30T00:00:00.000"
"163","177","Juniper Valley Park","Inside","Queens","QN21","Middle Village","3","SPECTRUM","GuestWiFi","40.72023","-73.87781","2019-05-30T00:00:00.000"
"164","178","Juniper Valley Park","Inside","Queens","QN21","Middle Village","3","SPECTRUM","GuestWiFi","40.7206","-73.87734","2019-05-30T00:00:00.000"
"165","179","Juniper Valley Park","Inside","Queens","QN21","Middle Village","3","SPECTRUM","GuestWiFi","40.72103","-73.87793","2019-05-30T00:00:00.000"
"166","897","Kathy Reilly Triangle","Inside","Brooklyn","BK30","Dyker Heights","1","SPECTRUM","GuestWiFi","40.625","-74.01788","2019-05-30T00:00:00.000"
"167","1649","Kissena Corridor Park","Inside","Queens","QN62","Queensboro Hill","3","SPECTRUM","GuestWiFi","40.74849","-73.82121","2019-05-30T00:00:00.000"
"168","1641","Kissena Corridor Park","Inside","Queens","QN62","Queensboro Hill","3","SPECTRUM","GuestWiFi","40.75141","-73.82472","2019-05-30T00:00:00.000"
"169","1642","Kissena Corridor Park","Inside","Queens","QN62","Queensboro Hill","3","SPECTRUM","GuestWiFi","40.75014","-73.82284","2019-05-30T00:00:00.000"
"170","1329","Lawrence Virgilio Playground","Inside","Queens","QN63","Woodside","2","SPECTRUM","GuestWiFi","40.74745","-73.91059","2019-05-30T00:00:00.000"
"171","1330","Lawrence Virgilio Playground","Inside","Queens","QN63","Woodside","2","SPECTRUM","GuestWiFi","40.74752","-73.91058","2019-05-30T00:00:00.000"
"172","1199","Linden Park","Inside","Brooklyn","BK82","East New York","3","ALTICEUSA","GuestWiFi","40.65815","-73.88744","2019-05-30T00:00:00.000"
"173","721","Linden Park","Inside","Brooklyn","BK82","East New York","3","ALTICEUSA","GuestWiFi","40.65839","-73.88758","2019-05-30T00:00:00.000"
"174","1198","Linden Park","Inside","Brooklyn","BK82","East New York","3","ALTICEUSA","GuestWiFi","40.65866","-73.88777","2019-05-30T00:00:00.000"
"175","1229","Lost Battalion Hall Recreation Center","Inside","Queens","QN18","Rego Park","3","SPECTRUM","GuestWiFi","40.73168","-73.86561","2019-05-30T00:00:00.000"
"176","1232","Lost Battalion Hall Recreation Center","Inside","Queens","QN18","Rego Park","3","SPECTRUM","GuestWiFi","40.73168","-73.86561","2019-05-30T00:00:00.000"
"177","1233","Lost Battalion Hall Recreation Center","Inside","Queens","QN18","Rego Park","3","SPECTRUM","GuestWiFi","40.73168","-73.86561","2019-05-30T00:00:00.000"
"178","136","MacDonald Park","Inside","Queens","QN17","Forest Hills","1","AT&T","attwifi","40.7221","-73.8466","2019-05-30T00:00:00.000"
"179","2109","Macombs Dam Park","Inside","Bronx","BX63","West Concourse","6","ALTICEUSA","GuestWiFi","40.82755","-73.92916","2019-05-30T00:00:00.000"
"180","727","Macombs Dam Park","Inside","Bronx","BX63","West Concourse","6","ALTICEUSA","GuestWiFi","40.82657","-73.92676","2019-05-30T00:00:00.000"
"181","728","Macombs Dam Park","Inside","Bronx","BX63","West Concourse","6","ALTICEUSA","GuestWiFi","40.82707","-73.92646","2019-05-30T00:00:00.000"
"182","731","Macombs Dam Park","Inside","Bronx","BX63","West Concourse","6","ALTICEUSA","GuestWiFi","40.8279","-73.92836","2019-05-30T00:00:00.000"
"183","732","Macombs Dam Park","Inside","Bronx","BX63","West Concourse","6","ALTICEUSA","GuestWiFi","40.8278","-73.92857","2019-05-30T00:00:00.000"
"184","722","Macombs Dam Park","Inside","Bronx","BX63","West Concourse","6","ALTICEUSA","GuestWiFi","40.8257","-73.92731","2019-05-30T00:00:00.000"
"185","937","Madison Square Park","Inside","Manhattan","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","6","SPECTRUM","GuestWiFi","40.74249","-73.98691","2019-05-30T00:00:00.000"
"186","938","Madison Square Park","Inside","Manhattan","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","6","SPECTRUM","GuestWiFi","40.74148","-73.98894","2019-05-30T00:00:00.000"
"187","933","Madison Square Park","Inside","Manhattan","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","6","SPECTRUM","GuestWiFi","40.74238","-73.98869","2019-05-30T00:00:00.000"
"188","934","Madison Square Park","Inside","Manhattan","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","6","SPECTRUM","GuestWiFi","40.7431","-73.9883","2019-05-30T00:00:00.000"
"189","935","Madison Square Park","Inside","Manhattan","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","6","SPECTRUM","GuestWiFi","40.7411","-73.98791","2019-05-30T00:00:00.000"
"190","936","Madison Square Park","Inside","Manhattan","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","6","SPECTRUM","GuestWiFi","40.74188","-73.98736","2019-05-30T00:00:00.000"
"191","743","Manhattan Beach Park","Inside","Brooklyn","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","6","ALTICEUSA","GuestWiFi","40.57622","-73.94552","2019-05-30T00:00:00.000"
"192","745","Manhattan Beach Park","Inside","Brooklyn","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","6","ALTICEUSA","GuestWiFi","40.57696","-73.94359","2019-05-30T00:00:00.000"
"193","746","Manhattan Beach Park","Inside","Brooklyn","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","6","ALTICEUSA","GuestWiFi","40.57696","-73.94359","2019-05-30T00:00:00.000"
"194","747","Manhattan Beach Park","Inside","Brooklyn","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","6","ALTICEUSA","GuestWiFi","40.57687","-73.94459","2019-05-30T00:00:00.000"
"195","735","Manhattan Beach Park","Inside","Brooklyn","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","6","ALTICEUSA","GuestWiFi","40.57696","-73.94359","2019-05-30T00:00:00.000"
"196","736","Manhattan Beach Park","Inside","Brooklyn","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","6","ALTICEUSA","GuestWiFi","40.57687","-73.94459","2019-05-30T00:00:00.000"
"197","1243","Marcus Garvey Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.80501","-73.94491","2019-05-30T00:00:00.000"
"198","1236","Marcus Garvey Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.80501","-73.94491","2019-05-30T00:00:00.000"
"199","1237","Marcus Garvey Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.80501","-73.94488","2019-05-30T00:00:00.000"
"200","1238","Marcus Garvey Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.80501","-73.94491","2019-05-30T00:00:00.000"
"201","1239","Marcus Garvey Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.80501","-73.94491","2019-05-30T00:00:00.000"
"202","1240","Marcus Garvey Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.80501","-73.94491","2019-05-30T00:00:00.000"
"203","1241","Marcus Garvey Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.80501","-73.94491","2019-05-30T00:00:00.000"
"204","1242","Marcus Garvey Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.80501","-73.94491","2019-05-30T00:00:00.000"
"205","1749","Marcus Garvey Park","Inside","Manhattan","MN34","East Harlem North","9","AT&T","attwifi","40.8048","-73.9443","2019-05-30T00:00:00.000"
"206","835","Maria Hernandez Park","Inside","Brooklyn","BK77","Bushwick North","4","ALTICEUSA","GuestWiFi","40.70298","-73.92474","2019-05-30T00:00:00.000"
"207","836","Maria Hernandez Park","Inside","Brooklyn","BK77","Bushwick North","4","ALTICEUSA","GuestWiFi","40.70331","-73.92409","2019-05-30T00:00:00.000"
"208","748","Maria Hernandez Park","Inside","Brooklyn","BK77","Bushwick North","4","ALTICEUSA","GuestWiFi","40.70254","-73.92382","2019-05-30T00:00:00.000"
"209","749","Maria Hernandez Park","Inside","Brooklyn","BK77","Bushwick North","4","ALTICEUSA","GuestWiFi","40.70304","-73.92363","2019-05-30T00:00:00.000"
"210","2520","Marine Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","3","ALTICEUSA","GuestWiFi","40.60414","-73.93043","2019-05-30T00:00:00.000"
"211","837","Marine Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","3","ALTICEUSA","GuestWiFi","40.60399","-73.93067","2019-05-30T00:00:00.000"
"212","838","Marine Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","3","ALTICEUSA","GuestWiFi","40.60407","-73.93076","2019-05-30T00:00:00.000"
"213","895","McCarren Park","Inside","Brooklyn","BK73","North Side-South Side","6","SPECTRUM","GuestWiFi","40.72008","-73.94951","2019-05-30T00:00:00.000"
"214","896","McCarren Park","Inside","Brooklyn","BK73","North Side-South Side","6","SPECTRUM","GuestWiFi","40.72008","-73.94951","2019-05-30T00:00:00.000"
"215","1234","McCarren Park","Inside","Brooklyn","BK73","North Side-South Side","6","SPECTRUM","GuestWiFi","40.72008","-73.94951","2019-05-30T00:00:00.000"
"216","1235","McCarren Park","Inside","Brooklyn","BK73","North Side-South Side","6","SPECTRUM","GuestWiFi","40.72008","-73.94951","2019-05-30T00:00:00.000"
"217","941","McCarren Park","Inside","Brooklyn","BK73","North Side-South Side","6","AT&T","attwifi","40.7201","-73.9502","2019-05-30T00:00:00.000"
"218","894","McCarren Park","Inside","Brooklyn","BK73","North Side-South Side","6","SPECTRUM","GuestWiFi","40.72008","-73.94951","2019-05-30T00:00:00.000"
"219","901","McKinley Park","Inside","Brooklyn","BK30","Dyker Heights","1","SPECTRUM","GuestWiFi","40.62655","-74.01679","2019-05-30T00:00:00.000"
"220","902","Metropolitan Recreation Center","Inside","Brooklyn","BK73","North Side-South Side","2","SPECTRUM","GuestWiFi","40.71509","-73.9605","2019-05-30T00:00:00.000"
"221","903","Metropolitan Recreation Center","Inside","Brooklyn","BK73","North Side-South Side","2","SPECTRUM","GuestWiFi","40.71509","-73.9605","2019-05-30T00:00:00.000"
"222","843","Owen F. Dolen Park","Inside","Bronx","BX37","Van Nest-Morris Park-Westchester Square","3","ALTICEUSA","GuestWiFi","40.84066","-73.84267","2019-05-30T00:00:00.000"
"223","844","Owen F. Dolen Park","Inside","Bronx","BX37","Van Nest-Morris Park-Westchester Square","3","ALTICEUSA","GuestWiFi","40.84067","-73.8426","2019-05-30T00:00:00.000"
"224","842","Owen F. Dolen Park","Inside","Bronx","BX37","Van Nest-Morris Park-Westchester Square","3","ALTICEUSA","GuestWiFi","40.84066","-73.84267","2019-05-30T00:00:00.000"
"225","1195","Owl's Head Park","Inside","Brooklyn","BK31","Bay Ridge","3","SPECTRUM","GuestWiFi","40.63928","-74.03209","2019-05-30T00:00:00.000"
"226","1196","Owl's Head Park","Inside","Brooklyn","BK31","Bay Ridge","3","SPECTRUM","GuestWiFi","40.63923","-74.03193","2019-05-30T00:00:00.000"
"227","1197","Owl's Head Park","Inside","Brooklyn","BK31","Bay Ridge","3","SPECTRUM","GuestWiFi","40.63929","-74.0319","2019-05-30T00:00:00.000"
"228","942","Parade Ground","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","4","AT&T","attwifi","40.6509","-73.9683","2019-05-30T00:00:00.000"
"229","18","Parade Ground","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","4","ALTICEUSA","GuestWiFi","40.65072","-73.96849","2019-05-30T00:00:00.000"
"230","19","Parade Ground","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","4","ALTICEUSA","GuestWiFi","40.65068","-73.96846","2019-05-30T00:00:00.000"
"231","20","Parade Ground","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","4","ALTICEUSA","GuestWiFi","40.65074","-73.96843","2019-05-30T00:00:00.000"
"232","10","Pelham Bay Park","Inside","Bronx","BX99","park-cemetery-etc-Bronx","4","ALTICEUSA","GuestWiFi","40.84923","-73.82105","2019-05-30T00:00:00.000"
"233","11","Pelham Bay Park","Inside","Bronx","BX99","park-cemetery-etc-Bronx","4","ALTICEUSA","GuestWiFi","40.8492","-73.82106","2019-05-30T00:00:00.000"
"234","12","Pelham Bay Park","Inside","Bronx","BX99","park-cemetery-etc-Bronx","4","ALTICEUSA","GuestWiFi","40.85021","-73.82175","2019-05-30T00:00:00.000"
"235","13","Pelham Bay Park","Inside","Bronx","BX99","park-cemetery-etc-Bronx","4","ALTICEUSA","GuestWiFi","40.85023","-73.82178","2019-05-30T00:00:00.000"
"236","14","Poe Park","Inside","Bronx","BX05","Bedford Park-Fordham North","4","ALTICEUSA","GuestWiFi","40.86444","-73.89455","2019-05-30T00:00:00.000"
"237","15","Poe Park","Inside","Bronx","BX05","Bedford Park-Fordham North","4","ALTICEUSA","GuestWiFi","40.86446","-73.89512","2019-05-30T00:00:00.000"
"238","16","Poe Park","Inside","Bronx","BX05","Bedford Park-Fordham North","4","ALTICEUSA","GuestWiFi","40.86478","-73.89463","2019-05-30T00:00:00.000"
"239","17","Poe Park","Inside","Bronx","BX05","Bedford Park-Fordham North","4","ALTICEUSA","GuestWiFi","40.86517","-73.89423","2019-05-30T00:00:00.000"
"240","22","Prospect Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","14","ALTICEUSA","GuestWiFi","40.66047","-73.96517","2019-05-30T00:00:00.000"
"241","23","Prospect Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","14","ALTICEUSA","GuestWiFi","40.66084","-73.96512","2019-05-30T00:00:00.000"
"242","24","Prospect Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","14","ALTICEUSA","GuestWiFi","40.6612","-73.96525","2019-05-30T00:00:00.000"
"243","25","Prospect Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","14","ALTICEUSA","GuestWiFi","40.65745","-73.96399","2019-05-30T00:00:00.000"
"244","939","Prospect Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","14","SPECTRUM","GuestWiFi","40.66326","-73.97616","2019-05-30T00:00:00.000"
"245","26","Prospect Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","14","ALTICEUSA","GuestWiFi","40.65745","-73.96399","2019-05-30T00:00:00.000"
"246","27","Prospect Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","14","ALTICEUSA","GuestWiFi","40.65745","-73.96399","2019-05-30T00:00:00.000"
"247","940","Prospect Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","14","SPECTRUM","GuestWiFi","40.66302","-73.97629","2019-05-30T00:00:00.000"
"248","28","Prospect Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","14","ALTICEUSA","GuestWiFi","40.657","-73.9637","2019-05-30T00:00:00.000"
"249","29","Prospect Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","14","ALTICEUSA","GuestWiFi","40.657","-73.9637","2019-05-30T00:00:00.000"
"250","1741","Prospect Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","14","SPECTRUM","GuestWiFi","40.66309","-73.97629","2019-05-30T00:00:00.000"
"251","30","Prospect Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","14","ALTICEUSA","GuestWiFi","40.657","-73.9637","2019-05-30T00:00:00.000"
"252","1742","Prospect Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","14","SPECTRUM","GuestWiFi","40.66338","-73.97608","2019-05-30T00:00:00.000"
"253","31","Prospect Park","Inside","Brooklyn","BK99","park-cemetery-etc-Brooklyn","14","ALTICEUSA","GuestWiFi","40.657","-73.9637","2019-05-30T00:00:00.000"
"254","558","Red Hook Recreation Area","Inside","Brooklyn","BK33","Carroll Gardens-Columbia Street-Red Hook","5","SPECTRUM","GuestWiFi","40.67236","-74.00405","2019-05-30T00:00:00.000"
"255","559","Red Hook Recreation Area","Inside","Brooklyn","BK33","Carroll Gardens-Columbia Street-Red Hook","5","SPECTRUM","GuestWiFi","40.67241","-74.0043","2019-05-30T00:00:00.000"
"256","560","Red Hook Recreation Area","Inside","Brooklyn","BK33","Carroll Gardens-Columbia Street-Red Hook","5","SPECTRUM","GuestWiFi","40.67229","-74.00374","2019-05-30T00:00:00.000"
"257","561","Red Hook Recreation Area","Inside","Brooklyn","BK33","Carroll Gardens-Columbia Street-Red Hook","5","SPECTRUM","GuestWiFi","40.67251","-74.00465","2019-05-30T00:00:00.000"
"258","562","Red Hook Recreation Area","Inside","Brooklyn","BK33","Carroll Gardens-Columbia Street-Red Hook","5","SPECTRUM","GuestWiFi","40.67241","-74.0043","2019-05-30T00:00:00.000"
"259","1257","Rockaway Beach","Inside","Queens","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","4","SPECTRUM","GuestWiFi","40.57785","-73.83576","2019-05-30T00:00:00.000"
"260","1258","Rockaway Beach","Inside","Queens","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","4","SPECTRUM","GuestWiFi","40.57788","-73.83579","2019-05-30T00:00:00.000"
"261","1259","Rockaway Beach","Inside","Queens","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","4","SPECTRUM","GuestWiFi","40.5779","-73.8356","2019-05-30T00:00:00.000"
"262","1260","Rockaway Beach","Inside","Queens","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","4","SPECTRUM","GuestWiFi","40.57787","-73.83566","2019-05-30T00:00:00.000"
"263","564","Rockaway Beach and Boardwalk","Inside","Queens","QN12","Hammels-Arverne-Edgemere","2","SPECTRUM","GuestWiFi","40.58656","-73.79989","2019-05-30T00:00:00.000"
"264","565","Rockaway Beach and Boardwalk","Inside","Queens","QN12","Hammels-Arverne-Edgemere","2","SPECTRUM","GuestWiFi","40.58654","-73.79997","2019-05-30T00:00:00.000"
"265","568","Rockaway Beach Boardwalk","Inside","Queens","QN12","Hammels-Arverne-Edgemere","13","SPECTRUM","GuestWiFi","40.58461","-73.81069","2019-05-30T00:00:00.000"
"266","566","Rockaway Beach Boardwalk","Inside","Queens","QN12","Hammels-Arverne-Edgemere","13","SPECTRUM","GuestWiFi","40.58467","-73.81105","2019-05-30T00:00:00.000"
"267","570","Rockaway Beach Boardwalk","Inside","Queens","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","13","SPECTRUM","GuestWiFi","40.58305","-73.81769","2019-05-30T00:00:00.000"
"268","571","Rockaway Beach Boardwalk","Inside","Queens","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","13","SPECTRUM","GuestWiFi","40.58291","-73.81788","2019-05-30T00:00:00.000"
"269","572","Rockaway Beach Boardwalk","Inside","Queens","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","13","SPECTRUM","GuestWiFi","40.58282","-73.81758","2019-05-30T00:00:00.000"
"270","573","Rockaway Beach Boardwalk","Inside","Queens","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","13","SPECTRUM","GuestWiFi","40.58296","-73.81718","2019-05-30T00:00:00.000"
"271","574","Rockaway Beach Boardwalk","Inside","Queens","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","13","SPECTRUM","GuestWiFi","40.5831","-73.81669","2019-05-30T00:00:00.000"
"272","575","Rockaway Beach Boardwalk","Inside","Queens","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","13","SPECTRUM","GuestWiFi","40.58056","-73.8263","2019-05-30T00:00:00.000"
"273","576","Rockaway Beach Boardwalk","Inside","Queens","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","13","SPECTRUM","GuestWiFi","40.58047","-73.82627","2019-05-30T00:00:00.000"
"274","577","Rockaway Beach Boardwalk","Inside","Queens","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","13","SPECTRUM","GuestWiFi","40.58055","-73.82596","2019-05-30T00:00:00.000"
"275","578","Rockaway Beach Boardwalk","Inside","Queens","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","13","SPECTRUM","GuestWiFi","40.5807","-73.82597","2019-05-30T00:00:00.000"
"276","579","Rockaway Beach Boardwalk","Inside","Queens","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","13","SPECTRUM","GuestWiFi","40.58035","-73.82662","2019-05-30T00:00:00.000"
"277","2120","Rockaway Beach Boardwalk","Inside","Queens","QN12","Hammels-Arverne-Edgemere","13","SPECTRUM","GuestWiFi","40.58449","-73.81122","2019-05-30T00:00:00.000"
"278","1280","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68719","-73.76956","2019-05-30T00:00:00.000"
"279","1269","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68719","-73.76956","2019-05-30T00:00:00.000"
"280","1281","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68719","-73.76956","2019-05-30T00:00:00.000"
"281","1270","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68719","-73.76956","2019-05-30T00:00:00.000"
"282","1282","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68719","-73.76956","2019-05-30T00:00:00.000"
"283","1271","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68719","-73.76956","2019-05-30T00:00:00.000"
"284","1272","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68719","-73.76956","2019-05-30T00:00:00.000"
"285","1273","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68719","-73.76956","2019-05-30T00:00:00.000"
"286","1274","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68719","-73.76956","2019-05-30T00:00:00.000"
"287","1275","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68719","-73.76956","2019-05-30T00:00:00.000"
"288","1276","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68719","-73.76956","2019-05-30T00:00:00.000"
"289","1277","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68719","-73.76956","2019-05-30T00:00:00.000"
"290","1278","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68719","-73.76956","2019-05-30T00:00:00.000"
"291","1267","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68726","-73.76981","2019-05-30T00:00:00.000"
"292","1279","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68719","-73.76956","2019-05-30T00:00:00.000"
"293","1268","Roy Wilkins Recreation Center","Inside","Queens","QN08","St. Albans","16","SPECTRUM","GuestWiFi","40.68716","-73.76981","2019-05-30T00:00:00.000"
"294","34","Saratoga Park","Inside","Brooklyn","BK35","Stuyvesant Heights","2","ALTICEUSA","GuestWiFi","40.68504","-73.91893","2019-05-30T00:00:00.000"
"295","35","Saratoga Park","Inside","Brooklyn","BK35","Stuyvesant Heights","2","ALTICEUSA","GuestWiFi","40.68503","-73.91907","2019-05-30T00:00:00.000"
"296","1298","Snug Harbor Cultural Center","Inside","Staten Island","SI22","West New Brighton-New Brighton-St. George","9","SPECTRUM","GuestWiFi","40.64234","-74.10269","2019-05-30T00:00:00.000"
"297","1299","Snug Harbor Cultural Center","Inside","Staten Island","SI22","West New Brighton-New Brighton-St. George","9","SPECTRUM","GuestWiFi","40.64317","-74.10228","2019-05-30T00:00:00.000"
"298","1292","Snug Harbor Cultural Center","Inside","Staten Island","SI22","West New Brighton-New Brighton-St. George","9","SPECTRUM","GuestWiFi","40.6418","-74.10185","2019-05-30T00:00:00.000"
"299","1293","Snug Harbor Cultural Center","Inside","Staten Island","SI22","West New Brighton-New Brighton-St. George","9","SPECTRUM","GuestWiFi","40.64198","-74.10187","2019-05-30T00:00:00.000"
"300","1294","Snug Harbor Cultural Center","Inside","Staten Island","SI22","West New Brighton-New Brighton-St. George","9","SPECTRUM","GuestWiFi","40.64382","-74.1024","2019-05-30T00:00:00.000"
"301","1295","Snug Harbor Cultural Center","Inside","Staten Island","SI22","West New Brighton-New Brighton-St. George","9","SPECTRUM","GuestWiFi","40.6418","-74.102","2019-05-30T00:00:00.000"
"302","1296","Snug Harbor Cultural Center","Inside","Staten Island","SI22","West New Brighton-New Brighton-St. George","9","SPECTRUM","GuestWiFi","40.64196","-74.10203","2019-05-30T00:00:00.000"
"303","1297","Snug Harbor Cultural Center","Inside","Staten Island","SI22","West New Brighton-New Brighton-St. George","9","SPECTRUM","GuestWiFi","40.64378","-74.10224","2019-05-30T00:00:00.000"
"304","1289","Snug Harbor Cultural Center","Inside","Staten Island","SI22","West New Brighton-New Brighton-St. George","9","SPECTRUM","GuestWiFi","40.64532","-74.10228","2019-05-30T00:00:00.000"
"305","40","St. James Park","Inside","Bronx","BX05","Bedford Park-Fordham North","3","ALTICEUSA","GuestWiFi","40.86473","-73.89904","2019-05-30T00:00:00.000"
"306","41","St. James Park","Inside","Bronx","BX05","Bedford Park-Fordham North","3","ALTICEUSA","GuestWiFi","40.86473","-73.89904","2019-05-30T00:00:00.000"
"307","2079","St. James Park","Inside","Bronx","BX05","Bedford Park-Fordham North","3","ALTICEUSA","GuestWiFi","40.86473","-73.89904","2019-05-30T00:00:00.000"
"308","46","St. John's Recreation Center","Inside","Brooklyn","BK61","Crown Heights North","10","ALTICEUSA","GuestWiFi","40.67387","-73.93472","2019-05-30T00:00:00.000"
"309","2521","St. John's Recreation Center","Inside","Brooklyn","BK61","Crown Heights North","10","ALTICEUSA","GuestWiFi","40.67375","-73.93489","2019-05-30T00:00:00.000"
"310","47","St. John's Recreation Center","Inside","Brooklyn","BK61","Crown Heights North","10","ALTICEUSA","GuestWiFi","40.67381","-73.93479","2019-05-30T00:00:00.000"
"311","48","St. John's Recreation Center","Inside","Brooklyn","BK61","Crown Heights North","10","ALTICEUSA","GuestWiFi","40.67378","-73.93511","2019-05-30T00:00:00.000"
"312","49","St. John's Recreation Center","Inside","Brooklyn","BK61","Crown Heights North","10","ALTICEUSA","GuestWiFi","40.67375","-73.93501","2019-05-30T00:00:00.000"
"313","50","St. John's Recreation Center","Inside","Brooklyn","BK61","Crown Heights North","10","ALTICEUSA","GuestWiFi","40.67373","-73.93487","2019-05-30T00:00:00.000"
